GENDER_NAME,MONTH_EMG_REGISTER,_id,CNT_PERSONAL,ZONE_REG_NAME,PROVINCE_NAME,YEAR_EMG_REGISTER,SSO_STATUS_NAME
ชาย,สิงหาคม,30,1,ภาคใต้ ,สงขลา,2551,ผู้ประกันตนมาตรา 33
ชาย,เมษายน,31,1,กรุงเทพมหานครและปริมณฑล,นนทบุรี,2551,ผู้ประกันตนมาตรา 39
หญิง,กรกฎาคม,32,1,กรุงเทพมหานครและปริมณฑล,กรุงเทพมหานคร,2552,ผู้ประกันตนมาตรา 33
หญิง,ตุลาคม,33,1,ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,2552,ผู้ประกันตนมาตรา 33
หญิง,พฤษภาคม,34,1,ภาคใต้ ,ภูเก็ต,2552,ผู้ประกันตนมาตรา 39
หญิง,กันยายน,35,1,กรุงเทพมหานครและปริมณฑล,กรุงเทพมหานคร,2553,ผู้ประกันตนมาตรา 33
หญิง,กุมภาพันธ์,36,1,กรุงเทพมหานครและปริมณฑล,กรุงเทพมหานคร,2553,ผู้ประกันตนมาตรา 39
หญิง,กุมภาพันธ์,37,1,ภาคใต้ ,ตรัง,2553,ผู้ประกันตนมาตรา 33
ชาย,ธันวาคม,38,1,ภาคใต้ ,นครศรีธรรมราช,2553,ผู้ประกันตนมาตรา 33
หญิง,มกราคม,39,1,กรุงเทพมหานครและปริมณฑล,กรุงเทพมหานคร,2553,ผู้ประกันตนมาตรา 33
ชาย,มกราคม,40,1,ภาคใต้ ,สงขลา,2553,ผู้ประกันตนมาตรา 33
หญิง,มีนาคม,41,1,ภาคใต้ ,นครศรีธรรมราช,2553,ผู้ประกันตนมาตรา 39
ชาย,มีนาคม,42,1,ภาคใต้ ,ระนอง,2553,ผู้ประกันตนมาตรา 33
ชาย,เมษายน,43,1,ภาคใต้ ,สงขลา,2553,ผู้ประกันตนมาตรา 33
ชาย,กรกฎาคม,44,5,กรุงเทพมหานครและปริมณฑล,กรุงเทพมหานคร,2554,ผู้ประกันตนมาตรา 40
หญิง,กรกฎาคม,45,9,กรุงเทพมหานครและปริมณฑล,กรุงเทพมหานคร,2554,ผู้ประกันตนมาตรา 40
หญิง,กรกฎาคม,46,1,กรุงเทพมหานครและปริมณฑล,นนทบุรี,2554,ผู้ประกันตนมาตรา 40
ชาย,กรกฎาคม,47,1,กรุงเทพมหานครและปริมณฑล,ปทุมธานี,2554,ผู้ประกันตนมาตรา 40
หญิง,กรกฎาคม,48,1,กรุงเทพมหานครและปริมณฑล,สมุทรปราการ,2554,ผู้ประกันตนมาตรา 40
หญิง,กรกฎาคม,49,1,ภาคกลางส่วนกลาง,พระนครศรีอยุธยา,2554,ผู้ประกันตนมาตรา 40
หญิง,กรกฎาคม,50,1,ภาคตะวันออก,ฉะเชิงเทรา,2554,ผู้ประกันตนมาตรา 40
หญิง,กรกฎาคม,51,1,ภาคตะวันออก,ชลบุรี,2554,ผู้ประกันตนมาตรา 40
หญิง,กรกฎาคม,52,1,ภาคตะวันออก,ระยอง,2554,ผู้ประกันตนมาตรา 40
หญิง,กรกฎาคม,53,1,ภาคเหนือ,นครสวรรค์,2554,ผู้ประกันตนมาตรา 40
หญิง,กรกฎาคม,54,1,ภาคเหนือ,พิษณุโลก,2554,ผู้ประกันตนมาตรา 40
ชาย,กรกฎาคม,55,1,ภาคเหนือ,อุตรดิตถ์,2554,ผู้ประกันตนมาตรา 40
หญิง,กรกฎาคม,56,1,ภาคเหนือ,อุตรดิตถ์,2554,ผู้ประกันตนมาตรา 40
หญิง,กรกฎาคม,57,1,ภาคเหนือ,เชียงใหม่,2554,ผู้ประกันตนมาตรา 40
หญิง,กรกฎาคม,58,1,ภาคใต้ ,นครศรีธรรมราช,2554,ผู้ประกันตนมาตรา 40
หญิง,กรกฎาคม,59,1,ภาคใต้ ,ภูเก็ต,2554,ผู้ประกันตนมาตรา 40
ชาย,กรกฎาคม,60,1,ภาคใต้ ,สงขลา,2554,ผู้ประกันตนมาตรา 40
ชาย,กรกฎาคม,61,4,ไม่ระบุ,ไม่ระบุ,2554,ผู้ประกันตนมาตรา 40
หญิง,กรกฎาคม,62,8,ไม่ระบุ,ไม่ระบุ,2554,ผู้ประกันตนมาตรา 40
ชาย,กันยายน,63,1,กรุงเทพมหานครและปริมณฑล,กรุงเทพมหานคร,2554,ผู้ประกันตนมาตรา 33
หญิง,กันยายน,64,1,กรุงเทพมหานครและปริมณฑล,กรุงเทพมหานคร,2554,ผู้ประกันตนมาตรา 33
ชาย,กันยายน,65,2,กรุงเทพมหานครและปริมณฑล,กรุงเทพมหานคร,2554,ผู้ประกันตนมาตรา 40
หญิง,กันยายน,66,3,กรุงเทพมหานครและปริมณฑล,กรุงเทพมหานคร,2554,ผู้ประกันตนมาตรา 40
หญิง,กันยายน,67,1,กรุงเทพมหานครและปริมณฑล,นครปฐม,2554,ผู้ประกันตนมาตรา 40
หญิง,กันยายน,68,1,กรุงเทพมหานครและปริมณฑล,สมุทรปราการ,2554,ผู้ประกันตนมาตรา 40
หญิง,กันยายน,69,1,กรุงเทพมหานครและปริมณฑล,สมุทรสาคร,2554,ผู้ประกันตนมาตรา 40
ชาย,กันยายน,70,1,ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,2554,ผู้ประกันตนมาตรา 40
หญิง,กันยายน,71,1,ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,2554,ผู้ประกันตนมาตรา 40
ชาย,กันยายน,72,1,ภาคเหนือ,นครสวรรค์,2554,ผู้ประกันตนมาตรา 40
หญิง,กันยายน,73,1,ภาคเหนือ,นครสวรรค์,2554,ผู้ประกันตนมาตรา 40
หญิง,กันยายน,74,1,ภาคใต้ ,นราธิวาส,2554,ผู้ประกันตนมาตรา 40
ชาย,กันยายน,75,1,ภาคใต้ ,ภูเก็ต,2554,ผู้ประกันตนมาตรา 40
หญิง,กันยายน,76,1,ภาคใต้ ,ภูเก็ต,2554,ผู้ประกันตนมาตรา 40
หญิง,กันยายน,77,1,ภาคใต้ ,ยะลา,2554,ผู้ประกันตนมาตรา 40
หญิง,กันยายน,78,1,ภาคใต้ ,สงขลา,2554,ผู้ประกันตนมาตรา 40
ชาย,กันยายน,79,2,ไม่ระบุ,ไม่ระบุ,2554,ผู้ประกันตนมาตรา 40
หญิง,กันยายน,80,9,ไม่ระบุ,ไม่ระบุ,2554,ผู้ประกันตนมาตรา 40
หญิง,กุมภาพันธ์,81,1,ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,2554,ผู้ประกันตนมาตรา 33
ชาย,ตุลาคม,82,1,กรุงเทพมหานครและปริมณฑล,กรุงเทพมหานคร,2554,ผู้ประกันตนมาตรา 33
ชาย,ตุลาคม,83,2,กรุงเทพมหานครและปริมณฑล,กรุงเทพมหานคร,2554,ผู้ประกันตนมาตรา 40
หญิง,ตุลาคม,84,4,กรุงเทพมหานครและปริมณฑล,กรุงเทพมหานคร,2554,ผู้ประกันตนมาตรา 40
หญิง,ตุลาคม,85,1,กรุงเทพมหานครและปริมณฑล,นครปฐม,2554,ผู้ประกันตนมาตรา 40
ชาย,ตุลาคม,86,1,กรุงเทพมหานครและปริมณฑล,นนทบุรี,2554,ผู้ประกันตนมาตรา 40
ชาย,ตุลาคม,87,1,ภาคตะวันตก,ราชบุรี,2554,ผู้ประกันตนมาตรา 39
ชาย,ตุลาคม,88,1,ภาคตะวันออก,ชลบุรี,2554,ผู้ประกันตนมาตรา 33
ชาย,ตุลาคม,89,1,ภาคตะวันออก,ระยอง,2554,ผู้ประกันตนมาตรา 40
ชาย,ตุลาคม,90,1,ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,2554,ผู้ประกันตนมาตรา 40
ชาย,ตุลาคม,91,1,ภาคเหนือ,อุตรดิตถ์,2554,ผู้ประกันตนมาตรา 40
หญิง,ตุลาคม,92,1,ภาคเหนือ,เชียงราย,2554,ผู้ประกันตนมาตรา 40
หญิง,ตุลาคม,93,1,ภาคใต้ ,นครศรีธรรมราช,2554,ผู้ประกันตนมาตรา 40
หญิง,ตุลาคม,94,1,ภาคใต้ ,สงขลา,2554,ผู้ประกันตนมาตรา 40
ชาย,ตุลาคม,95,1,ภาคใต้ ,สงขลา,2554,ผู้ประกันตนมาตรา 40
หญิง,ตุลาคม,96,1,ภาคใต้ ,สุราษฎร์ธานี,2554,ผู้ประกันตนมาตรา 40
ชาย,ตุลาคม,97,1,ไม่ระบุ,ไม่ระบุ,2554,ผู้ประกันตนมาตรา 40
หญิง,ตุลาคม,98,1,ไม่ระบุ,ไม่ระบุ,2554,ผู้ประกันตนมาตรา 40
หญิง,ธันวาคม,99,1,กรุงเทพมหานครและปริมณฑล,กรุงเทพมหานคร,2554,ผู้ประกันตนมาตรา 39
ชาย,ธันวาคม,100,1,กรุงเทพมหานครและปริมณฑล,กรุงเทพมหานคร,2554,ผู้ประกันตนมาตรา 40
หญิง,ธันวาคม,101,2,กรุงเทพมหานครและปริมณฑล,กรุงเทพมหานคร,2554,ผู้ประกันตนมาตรา 40
หญิง,ธันวาคม,102,1,กรุงเทพมหานครและปริมณฑล,นนทบุรี,2554,ผู้ประกันตนมาตรา 40
ชาย,ธันวาคม,103,1,กรุงเทพมหานครและปริมณฑล,สมุทรสาคร,2554,ผู้ประกันตนมาตรา 40
หญิง,ธันวาคม,104,1,ภาคกลางส่วนกลาง,พระนครศรีอยุธยา,2554,ผู้ประกันตนมาตรา 40
ชาย,ธันวาคม,105,1,ภาคตะวันออก,ระยอง,2554,ผู้ประกันตนมาตรา 40
ชาย,ธันวาคม,106,1,ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,2554,ผู้ประกันตนมาตรา 40
ชาย,ธันวาคม,107,1,ภาคเหนือ,เชียงราย,2554,ผู้ประกันตนมาตรา 40
ชาย,ธันวาคม,108,1,ภาคใต้ ,กระบี่,2554,ผู้ประกันตนมาตรา 40
หญิง,ธันวาคม,109,1,ไม่ระบุ,ไม่ระบุ,2554,ผู้ประกันตนมาตรา 40
ชาย,ธันวาคม,110,1,ไม่ระบุ,ไม่ระบุ,2554,ผู้ประกันตนมาตรา 40
หญิง,พฤศจิกายน,111,1,กรุงเทพมหานครและปริมณฑล,กรุงเทพมหานคร,2554,ผู้ประกันตนมาตรา 33
ชาย,พฤศจิกายน,112,1,กรุงเทพมหานครและปริมณฑล,กรุงเทพมหานคร,2554,ผู้ประกันตนมาตรา 40
หญิง,พฤศจิกายน,113,2,กรุงเทพมหานครและปริมณฑล,กรุงเทพมหานคร,2554,ผู้ประกันตนมาตรา 40
ชาย,พฤศจิกายน,114,1,ภาคตะวันตก,กาญจนบุรี,2554,ผู้ประกันตนมาตรา 40
หญิง,พฤศจิกายน,115,1,ภาคตะวันออก,ฉะเชิงเทรา,2554,ผู้ประกันตนมาตรา 40
ชาย,พฤศจิกายน,116,1,ภาคตะวันออก,ระยอง,2554,ผู้ประกันตนมาตรา 40
หญิง,พฤศจิกายน,117,1,ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,2554,ผู้ประกันตนมาตรา 40
ชาย,พฤศจิกายน,118,1,ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,2554,ผู้ประกันตนมาตรา 40
หญิง,พฤศจิกายน,119,1,ภาคเหนือ,พิษณุโลก,2554,ผู้ประกันตนมาตรา 40
ชาย,พฤศจิกายน,120,1,ภาคเหนือ,ลำพูน,2554,ผู้ประกันตนมาตรา 40
หญิง,พฤศจิกายน,121,1,ภาคเหนือ,เชียงใหม่,2554,ผู้ประกันตนมาตรา 40
หญิง,พฤศจิกายน,122,1,ภาคใต้ ,ภูเก็ต,2554,ผู้ประกันตนมาตรา 40
หญิง,พฤศจิกายน,123,1,ภาคใต้ ,ยะลา,2554,ผู้ประกันตนมาตรา 40
หญิง,พฤศจิกายน,124,3,ภาคใต้ ,สงขลา,2554,ผู้ประกันตนมาตรา 33
ชาย,พฤศจิกายน,125,1,ไม่ระบุ,ไม่ระบุ,2554,ผู้ประกันตนมาตรา 40
หญิง,พฤศจิกายน,126,2,ไม่ระบุ,ไม่ระบุ,2554,ผู้ประกันตนมาตรา 40
ชาย,พฤษภาคม,127,5,กรุงเทพมหานครและปริมณฑล,กรุงเทพมหานคร,2554,ผู้ประกันตนมาตรา 40
หญิง,พฤษภาคม,128,17,กรุงเทพมหานครและปริมณฑล,กรุงเทพมหานคร,2554,ผู้ประกันตนมาตรา 40
ชาย,พฤษภาคม,129,1,กรุงเทพมหานครและปริมณฑล,นครปฐม,2554,ผู้ประกันตนมาตรา 40
หญิง,พฤษภาคม,130,1,กรุงเทพมหานครและปริมณฑล,นครปฐม,2554,ผู้ประกันตนมาตรา 40
หญิง,พฤษภาคม,131,2,กรุงเทพมหานครและปริมณฑล,นนทบุรี,2554,ผู้ประกันตนมาตรา 40
หญิง,พฤษภาคม,132,2,กรุงเทพมหานครและปริมณฑล,สมุทรปราการ,2554,ผู้ประกันตนมาตรา 40
ชาย,พฤษภาคม,133,1,กรุงเทพมหานครและปริมณฑล,สมุทรสาคร,2554,ผู้ประกันตนมาตรา 40
หญิง,พฤษภาคม,134,1,กรุงเทพมหานครและปริมณฑล,สมุทรสาคร,2554,ผู้ประกันตนมาตรา 40
หญิง,พฤษภาคม,135,1,ภาคกลางส่วนกลาง,พระนครศรีอยุธยา,2554,ผู้ประกันตนมาตรา 40
หญิง,พฤษภาคม,136,1,ภาคตะวันตก,ประจวบคีรีขันธ์,2554,ผู้ประกันตนมาตรา 40
หญิง,พฤษภาคม,137,1,ภาคตะวันตก,ราชบุรี,2554,ผู้ประกันตนมาตรา 40
ชาย,พฤษภาคม,138,1,ภาคตะวันออก,ระยอง,2554,ผู้ประกันตนมาตรา 40
หญิง,พฤษภาคม,139,2,ภาคตะวันออก,ระยอง,2554,ผู้ประกันตนมาตรา 40
หญิง,พฤษภาคม,140,1,ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,2554,ผู้ประกันตนมาตรา 40
หญิง,พฤษภาคม,141,1,ภาคเหนือ,พะเยา,2554,ผู้ประกันตนมาตรา 40
ชาย,พฤษภาคม,142,1,ภาคเหนือ,ลำปาง,2554,ผู้ประกันตนมาตรา 40
หญิง,พฤษภาคม,143,2,ภาคเหนือ,ลำพูน,2554,ผู้ประกันตนมาตรา 40
หญิง,พฤษภาคม,144,1,ภาคเหนือ,สุโขทัย,2554,ผู้ประกันตนมาตรา 40
หญิง,พฤษภาคม,145,1,ภาคใต้ ,ตรัง,2554,ผู้ประกันตนมาตรา 40
หญิง,พฤษภาคม,146,1,ภาคใต้ ,นครศรีธรรมราช,2554,ผู้ประกันตนมาตรา 40
หญิง,พฤษภาคม,147,1,ภาคใต้ ,ปัตตานี,2554,ผู้ประกันตนมาตรา 40
หญิง,พฤษภาคม,148,1,ภาคใต้ ,ภูเก็ต,2554,ผู้ประกันตนมาตรา 40
ชาย,พฤษภาคม,149,1,ภาคใต้ ,ภูเก็ต,2554,ผู้ประกันตนมาตรา 40
หญิง,พฤษภาคม,150,3,ภาคใต้ ,สงขลา,2554,ผู้ประกันตนมาตรา 40
หญิง,พฤษภาคม,151,7,ไม่ระบุ,ไม่ระบุ,2554,ผู้ประกันตนมาตรา 40
ชาย,พฤษภาคม,152,10,ไม่ระบุ,ไม่ระบุ,2554,ผู้ประกันตนมาตรา 40
ชาย,มิถุนายน,153,5,กรุงเทพมหานครและปริมณฑล,กรุงเทพมหานคร,2554,ผู้ประกันตนมาตรา 40
หญิง,มิถุนายน,154,11,กรุงเทพมหานครและปริมณฑล,กรุงเทพมหานคร,2554,ผู้ประกันตนมาตรา 40
ชาย,มิถุนายน,155,2,กรุงเทพมหานครและปริมณฑล,นนทบุรี,2554,ผู้ประกันตนมาตรา 40
หญิง,มิถุนายน,156,3,กรุงเทพมหานครและปริมณฑล,นนทบุรี,2554,ผู้ประกันตนมาตรา 40
ชาย,มิถุนายน,157,2,กรุงเทพมหานครและปริมณฑล,ปทุมธานี,2554,ผู้ประกันตนมาตรา 40
หญิง,มิถุนายน,158,3,กรุงเทพมหานครและปริมณฑล,ปทุมธานี,2554,ผู้ประกันตนมาตรา 40
หญิง,มิถุนายน,159,1,กรุงเทพมหานครและปริมณฑล,สมุทรปราการ,2554,ผู้ประกันตนมาตรา 40
ชาย,มิถุนายน,160,1,กรุงเทพมหานครและปริมณฑล,สมุทรสาคร,2554,ผู้ประกันตนมาตรา 40
หญิง,มิถุนายน,161,1,ภาคกลางส่วนกลาง,ชัยนาท,2554,ผู้ประกันตนมาตรา 40
ชาย,มิถุนายน,162,1,ภาคกลางส่วนกลาง,ชัยนาท,2554,ผู้ประกันตนมาตรา 40
ชาย,มิถุนายน,163,1,ภาคกลางส่วนกลาง,ลพบุรี,2554,ผู้ประกันตนมาตรา 40
ชาย,มิถุนายน,164,1,ภาคกลางส่วนกลาง,สระบุรี,2554,ผู้ประกันตนมาตรา 40
หญิง,มิถุนายน,165,1,ภาคกลางส่วนกลาง,สิงห์บุรี,2554,ผู้ประกันตนมาตรา 40
หญิง,มิถุนายน,166,1,ภาคตะวันตก,กาญจนบุรี,2554,ผู้ประกันตนมาตรา 40
ชาย,มิถุนายน,167,1,ภาคตะวันออก,ชลบุรี,2554,ผู้ประกันตนมาตรา 40
หญิง,มิถุนายน,168,2,ภาคตะวันออก,ชลบุรี,2554,ผู้ประกันตนมาตรา 40
หญิง,มิถุนายน,169,4,ภาคตะวันออก,ระยอง,2554,ผู้ประกันตนมาตรา 40
ชาย,มิถุนายน,170,1,ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,2554,ผู้ประกันตนมาตรา 40
หญิง,มิถุนายน,171,1,ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,2554,ผู้ประกันตนมาตรา 40
ชาย,มิถุนายน,172,1,ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,2554,ผู้ประกันตนมาตรา 40
ชาย,มิถุนายน,173,1,ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,2554,ผู้ประกันตนมาตรา 40
หญิง,มิถุนายน,174,1,ภาคตะวันออกเฉียงเหนือ,ยโสธร,2554,ผู้ประกันตนมาตรา 40
หญิง,มิถุนายน,175,1,ภาคตะวันออกเฉียงเหนือ,สกลนคร,2554,ผู้ประกันตนมาตรา 40
หญิง,มิถุนายน,176,1,ภาคตะวันออกเฉียงเหนือ,อุดรธานี,2554,ผู้ประกันตนมาตรา 40
หญิง,มิถุนายน,177,1,ภาคเหนือ,กำแพงเพชร,2554,ผู้ประกันตนมาตรา 40
หญิง,มิถุนายน,178,3,ภาคเหนือ,นครสวรรค์,2554,ผู้ประกันตนมาตรา 40
หญิง,มิถุนายน,179,3,ภาคเหนือ,น่าน,2554,ผู้ประกันตนมาตรา 40
ชาย,มิถุนายน,180,2,ภาคเหนือ,ลำปาง,2554,ผู้ประกันตนมาตรา 40
หญิง,มิถุนายน,181,1,ภาคเหนือ,เชียงใหม่,2554,ผู้ประกันตนมาตรา 40
ชาย,มิถุนายน,182,1,ภาคใต้ ,กระบี่,2554,ผู้ประกันตนมาตรา 40
ชาย,มิถุนายน,183,1,ภาคใต้ ,ภูเก็ต,2554,ผู้ประกันตนมาตรา 40
หญิง,มิถุนายน,184,8,ภาคใต้ ,ภูเก็ต,2554,ผู้ประกันตนมาตรา 40
ชาย,มิถุนายน,185,1,ภาคใต้ ,สงขลา,2554,ผู้ประกันตนมาตรา 40
หญิง,มิถุนายน,186,2,ภาคใต้ ,สงขลา,2554,ผู้ประกันตนมาตรา 40
ชาย,มิถุนายน,187,2,ภาคใต้ ,สุราษฎร์ธานี,2554,ผู้ประกันตนมาตรา 40
ชาย,มิถุนายน,188,1,ไม่ระบุ,ไม่ระบุ,2554,ผู้ประกันตนมาตรา 40
หญิง,มิถุนายน,189,9,ไม่ระบุ,ไม่ระบุ,2554,ผู้ประกันตนมาตรา 40
หญิง,มีนาคม,190,1,กรุงเทพมหานครและปริมณฑล,กรุงเทพมหานคร,2554,ผู้ประกันตนมาตรา 33
หญิง,มีนาคม,191,3,กรุงเทพมหานครและปริมณฑล,กรุงเทพมหานคร,2554,ผู้ประกันตนมาตรา 40
หญิง,มีนาคม,192,1,กรุงเทพมหานครและปริมณฑล,นนทบุรี,2554,ผู้ประกันตนมาตรา 40
หญิง,มีนาคม,193,1,กรุงเทพมหานครและปริมณฑล,ปทุมธานี,2554,ผู้ประกันตนมาตรา 40
ชาย,มีนาคม,194,1,กรุงเทพมหานครและปริมณฑล,สมุทรปราการ,2554,ผู้ประกันตนมาตรา 40
หญิง,มีนาคม,195,1,ภาคตะวันตก,ราชบุรี,2554,ผู้ประกันตนมาตรา 40
หญิง,มีนาคม,196,1,ภาคตะวันออก,ชลบุรี,2554,ผู้ประกันตนมาตรา 40
หญิง,มีนาคม,197,1,ภาคตะวันออก,ระยอง,2554,ผู้ประกันตนมาตรา 40
หญิง,มีนาคม,198,1,ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,2554,ผู้ประกันตนมาตรา 40
หญิง,มีนาคม,199,1,ภาคตะวันออกเฉียงเหนือ,อุดรธานี,2554,ผู้ประกันตนมาตรา 40
หญิง,มีนาคม,200,1,ภาคเหนือ,น่าน,2554,ผู้ประกันตนมาตรา 40
ชาย,มีนาคม,201,1,ภาคเหนือ,พะเยา,2554,ผู้ประกันตนมาตรา 40
หญิง,มีนาคม,202,1,ภาคเหนือ,เชียงใหม่,2554,ผู้ประกันตนมาตรา 40
ชาย,มีนาคม,203,1,ภาคใต้ ,ระนอง,2554,ผู้ประกันตนมาตรา 40
หญิง,มีนาคม,204,1,ภาคใต้ ,สงขลา,2554,ผู้ประกันตนมาตรา 33
ชาย,มีนาคม,205,1,ภาคใต้ ,สงขลา,2554,ผู้ประกันตนมาตรา 40
หญิง,มีนาคม,206,2,ไม่ระบุ,ไม่ระบุ,2554,ผู้ประกันตนมาตรา 40
ชาย,มีนาคม,207,2,ไม่ระบุ,ไม่ระบุ,2554,ผู้ประกันตนมาตรา 40
ชาย,สิงหาคม,208,1,กรุงเทพมหานครและปริมณฑล,กรุงเทพมหานคร,2554,ผู้ประกันตนมาตรา 33
ชาย,สิงหาคม,209,3,กรุงเทพมหานครและปริมณฑล,กรุงเทพมหานคร,2554,ผู้ประกันตนมาตรา 40
หญิง,สิงหาคม,210,10,กรุงเทพมหานครและปริมณฑล,กรุงเทพมหานคร,2554,ผู้ประกันตนมาตรา 40
ชาย,สิงหาคม,211,1,กรุงเทพมหานครและปริมณฑล,สมุทรปราการ,2554,ผู้ประกันตนมาตรา 33
หญิง,สิงหาคม,212,1,กรุงเทพมหานครและปริมณฑล,สมุทรสาคร,2554,ผู้ประกันตนมาตรา 40
หญิง,สิงหาคม,213,2,ภาคกลางส่วนกลาง,ลพบุรี,2554,ผู้ประกันตนมาตรา 40
หญิง,สิงหาคม,214,1,ภาคกลางส่วนกลาง,สิงห์บุรี,2554,ผู้ประกันตนมาตรา 40
หญิง,สิงหาคม,215,1,ภาคตะวันตก,กาญจนบุรี,2554,ผู้ประกันตนมาตรา 40
หญิง,สิงหาคม,216,1,ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,2554,ผู้ประกันตนมาตรา 40
หญิง,สิงหาคม,217,1,ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,2554,ผู้ประกันตนมาตรา 40
ชาย,สิงหาคม,218,1,ภาคเหนือ,นครสวรรค์,2554,ผู้ประกันตนมาตรา 40
ชาย,สิงหาคม,219,1,ภาคเหนือ,น่าน,2554,ผู้ประกันตนมาตรา 40
หญิง,สิงหาคม,220,1,ภาคเหนือ,สุโขทัย,2554,ผู้ประกันตนมาตรา 40
ชาย,สิงหาคม,221,1,ภาคเหนือ,เชียงใหม่,2554,ผู้ประกันตนมาตรา 40
