_id,permission,﻿year,unit,source,province,license_type,region,value
486,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,แม่ฮ่องสอน,พื้นที่ (ตารางเมตร),ภาคเหนือ,0
487,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,แม่ฮ่องสอน,พื้นที่ (ตารางเมตร),ภาคเหนือ,58797
488,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,แม่ฮ่องสอน,ความยาว (เมตร),ภาคเหนือ,550
489,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,แม่ฮ่องสอน,พื้นที่ (ตารางเมตร),ภาคเหนือ,3511
490,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,แม่ฮ่องสอน,พื้นที่ (ตารางเมตร),ภาคเหนือ,53140
491,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,แม่ฮ่องสอน,ความยาว (เมตร),ภาคเหนือ,408
492,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,แม่ฮ่องสอน,พื้นที่ (ตารางเมตร),ภาคเหนือ,135
493,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,นครสวรรค์,พื้นที่ (ตารางเมตร),ภาคเหนือ,38110
494,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,นครสวรรค์,ความยาว (เมตร),ภาคเหนือ,0
495,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,นครสวรรค์,พื้นที่ (ตารางเมตร),ภาคเหนือ,2098
496,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,นครสวรรค์,พื้นที่ (ตารางเมตร),ภาคเหนือ,154700
497,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,นครสวรรค์,ความยาว (เมตร),ภาคเหนือ,4746
498,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,นครสวรรค์,พื้นที่ (ตารางเมตร),ภาคเหนือ,2317
499,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,นครสวรรค์,พื้นที่ (ตารางเมตร),ภาคเหนือ,255984
500,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,นครสวรรค์,ความยาว (เมตร),ภาคเหนือ,5801
501,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,นครสวรรค์,พื้นที่ (ตารางเมตร),ภาคเหนือ,3447
502,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,นครสวรรค์,พื้นที่ (ตารางเมตร),ภาคเหนือ,46967
503,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,นครสวรรค์,ความยาว (เมตร),ภาคเหนือ,475
504,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,นครสวรรค์,พื้นที่ (ตารางเมตร),ภาคเหนือ,4716
505,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,อุทัยธานี,พื้นที่ (ตารางเมตร),ภาคเหนือ,105887
506,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,อุทัยธานี,ความยาว (เมตร),ภาคเหนือ,1386
507,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,อุทัยธานี,พื้นที่ (ตารางเมตร),ภาคเหนือ,15081
508,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,อุทัยธานี,พื้นที่ (ตารางเมตร),ภาคเหนือ,107348
509,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,อุทัยธานี,ความยาว (เมตร),ภาคเหนือ,1517
510,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,อุทัยธานี,พื้นที่ (ตารางเมตร),ภาคเหนือ,902
511,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,อุทัยธานี,พื้นที่ (ตารางเมตร),ภาคเหนือ,114244
512,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,อุทัยธานี,ความยาว (เมตร),ภาคเหนือ,472
513,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,อุทัยธานี,พื้นที่ (ตารางเมตร),ภาคเหนือ,683
514,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,อุทัยธานี,พื้นที่ (ตารางเมตร),ภาคเหนือ,145843
515,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,อุทัยธานี,ความยาว (เมตร),ภาคเหนือ,1064
516,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,อุทัยธานี,พื้นที่ (ตารางเมตร),ภาคเหนือ,601
517,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,กำแพงเพชร,พื้นที่ (ตารางเมตร),ภาคเหนือ,211503
518,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,กำแพงเพชร,ความยาว (เมตร),ภาคเหนือ,8156
519,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,กำแพงเพชร,พื้นที่ (ตารางเมตร),ภาคเหนือ,17653
520,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,กำแพงเพชร,พื้นที่ (ตารางเมตร),ภาคเหนือ,150001
521,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,กำแพงเพชร,ความยาว (เมตร),ภาคเหนือ,6594
522,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,กำแพงเพชร,พื้นที่ (ตารางเมตร),ภาคเหนือ,3757
523,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,กำแพงเพชร,พื้นที่ (ตารางเมตร),ภาคเหนือ,159518
524,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,กำแพงเพชร,ความยาว (เมตร),ภาคเหนือ,7810
525,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,กำแพงเพชร,พื้นที่ (ตารางเมตร),ภาคเหนือ,10928
526,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,กำแพงเพชร,พื้นที่ (ตารางเมตร),ภาคเหนือ,158770
527,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,กำแพงเพชร,ความยาว (เมตร),ภาคเหนือ,13420
528,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,กำแพงเพชร,พื้นที่ (ตารางเมตร),ภาคเหนือ,19739
529,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ตาก,พื้นที่ (ตารางเมตร),ภาคเหนือ,135680
530,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ตาก,ความยาว (เมตร),ภาคเหนือ,4906
531,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ตาก,พื้นที่ (ตารางเมตร),ภาคเหนือ,21369
532,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ตาก,พื้นที่ (ตารางเมตร),ภาคเหนือ,142297
533,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ตาก,ความยาว (เมตร),ภาคเหนือ,3639
534,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ตาก,พื้นที่ (ตารางเมตร),ภาคเหนือ,7068
535,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ตาก,พื้นที่ (ตารางเมตร),ภาคเหนือ,148381
536,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ตาก,ความยาว (เมตร),ภาคเหนือ,7108
537,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ตาก,พื้นที่ (ตารางเมตร),ภาคเหนือ,11918
538,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ตาก,พื้นที่ (ตารางเมตร),ภาคเหนือ,201887
539,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ตาก,ความยาว (เมตร),ภาคเหนือ,5391
540,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ตาก,พื้นที่ (ตารางเมตร),ภาคเหนือ,10945
541,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,สุโขทัย,พื้นที่ (ตารางเมตร),ภาคเหนือ,116005
542,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,สุโขทัย,ความยาว (เมตร),ภาคเหนือ,2597
543,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,สุโขทัย,พื้นที่ (ตารางเมตร),ภาคเหนือ,5578
544,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,สุโขทัย,พื้นที่ (ตารางเมตร),ภาคเหนือ,157938
545,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,สุโขทัย,ความยาว (เมตร),ภาคเหนือ,12454
546,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,สุโขทัย,พื้นที่ (ตารางเมตร),ภาคเหนือ,4469
547,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,สุโขทัย,พื้นที่ (ตารางเมตร),ภาคเหนือ,220043
548,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,สุโขทัย,ความยาว (เมตร),ภาคเหนือ,25402
549,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,สุโขทัย,พื้นที่ (ตารางเมตร),ภาคเหนือ,5944
550,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,สุโขทัย,พื้นที่ (ตารางเมตร),ภาคเหนือ,234175
551,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,สุโขทัย,ความยาว (เมตร),ภาคเหนือ,8436
552,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,สุโขทัย,พื้นที่ (ตารางเมตร),ภาคเหนือ,17787
553,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,พิษณุโลก,พื้นที่ (ตารางเมตร),ภาคเหนือ,225571
554,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,พิษณุโลก,ความยาว (เมตร),ภาคเหนือ,12029
555,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,พิษณุโลก,พื้นที่ (ตารางเมตร),ภาคเหนือ,3336
556,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,พิษณุโลก,พื้นที่ (ตารางเมตร),ภาคเหนือ,419106
557,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,พิษณุโลก,ความยาว (เมตร),ภาคเหนือ,29926
558,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,พิษณุโลก,พื้นที่ (ตารางเมตร),ภาคเหนือ,12910
559,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,พิษณุโลก,พื้นที่ (ตารางเมตร),ภาคเหนือ,297571
560,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,พิษณุโลก,ความยาว (เมตร),ภาคเหนือ,2090
561,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,พิษณุโลก,พื้นที่ (ตารางเมตร),ภาคเหนือ,10252
562,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,พิษณุโลก,พื้นที่ (ตารางเมตร),ภาคเหนือ,421200
563,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,พิษณุโลก,ความยาว (เมตร),ภาคเหนือ,8825
564,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,พิษณุโลก,พื้นที่ (ตารางเมตร),ภาคเหนือ,48691
565,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,พิจิตร,พื้นที่ (ตารางเมตร),ภาคเหนือ,67566
566,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,พิจิตร,ความยาว (เมตร),ภาคเหนือ,225
567,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,พิจิตร,พื้นที่ (ตารางเมตร),ภาคเหนือ,1608
568,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,พิจิตร,พื้นที่ (ตารางเมตร),ภาคเหนือ,179114
569,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,พิจิตร,ความยาว (เมตร),ภาคเหนือ,11013
570,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,พิจิตร,พื้นที่ (ตารางเมตร),ภาคเหนือ,12854
571,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,พิจิตร,พื้นที่ (ตารางเมตร),ภาคเหนือ,174868
572,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,พิจิตร,ความยาว (เมตร),ภาคเหนือ,11591
573,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,พิจิตร,พื้นที่ (ตารางเมตร),ภาคเหนือ,7543
574,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,พิจิตร,พื้นที่ (ตารางเมตร),ภาคเหนือ,165394
575,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,พิจิตร,ความยาว (เมตร),ภาคเหนือ,4527
576,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,พิจิตร,พื้นที่ (ตารางเมตร),ภาคเหนือ,2919
577,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,เพชรบูรณ์,พื้นที่ (ตารางเมตร),ภาคเหนือ,39623
578,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,เพชรบูรณ์,ความยาว (เมตร),ภาคเหนือ,291
579,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,เพชรบูรณ์,พื้นที่ (ตารางเมตร),ภาคเหนือ,0
580,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,เพชรบูรณ์,พื้นที่ (ตารางเมตร),ภาคเหนือ,58856
581,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,เพชรบูรณ์,ความยาว (เมตร),ภาคเหนือ,2432
582,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,เพชรบูรณ์,พื้นที่ (ตารางเมตร),ภาคเหนือ,266
583,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,เพชรบูรณ์,พื้นที่ (ตารางเมตร),ภาคเหนือ,127143
584,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,เพชรบูรณ์,ความยาว (เมตร),ภาคเหนือ,7497
585,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,เพชรบูรณ์,พื้นที่ (ตารางเมตร),ภาคเหนือ,7695
586,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,เพชรบูรณ์,พื้นที่ (ตารางเมตร),ภาคเหนือ,160178
587,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,เพชรบูรณ์,ความยาว (เมตร),ภาคเหนือ,2173
588,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,เพชรบูรณ์,พื้นที่ (ตารางเมตร),ภาคเหนือ,330
589,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,รวม,พื้นที่ (ตารางเมตร),ภาคตะวันออกเฉียงเหนือ,6706068
590,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,รวม,ความยาว (เมตร),ภาคตะวันออกเฉียงเหนือ,224864
591,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,รวม,พื้นที่ (ตารางเมตร),ภาคตะวันออกเฉียงเหนือ,194769
592,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,รวม,พื้นที่ (ตารางเมตร),ภาคตะวันออกเฉียงเหนือ,6868921
593,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,รวม,ความยาว (เมตร),ภาคตะวันออกเฉียงเหนือ,299178
594,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,รวม,พื้นที่ (ตารางเมตร),ภาคตะวันออกเฉียงเหนือ,269866
595,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,รวม,พื้นที่ (ตารางเมตร),ภาคตะวันออกเฉียงเหนือ,7201760
596,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,รวม,ความยาว (เมตร),ภาคตะวันออกเฉียงเหนือ,270683
597,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,รวม,พื้นที่ (ตารางเมตร),ภาคตะวันออกเฉียงเหนือ,285960
598,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,รวม,พื้นที่ (ตารางเมตร),ภาคตะวันออกเฉียงเหนือ,6602660
599,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,รวม,ความยาว (เมตร),ภาคตะวันออกเฉียงเหนือ,166524
600,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,รวม,พื้นที่ (ตารางเมตร),ภาคตะวันออกเฉียงเหนือ,279190
601,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,นครราชสีมา,พื้นที่ (ตารางเมตร),ภาคตะวันออกเฉียงเหนือ,2903997
602,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,นครราชสีมา,ความยาว (เมตร),ภาคตะวันออกเฉียงเหนือ,47533
603,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,นครราชสีมา,พื้นที่ (ตารางเมตร),ภาคตะวันออกเฉียงเหนือ,37290
604,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,นครราชสีมา,พื้นที่ (ตารางเมตร),ภาคตะวันออกเฉียงเหนือ,2813866
605,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,นครราชสีมา,ความยาว (เมตร),ภาคตะวันออกเฉียงเหนือ,105781
606,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,นครราชสีมา,พื้นที่ (ตารางเมตร),ภาคตะวันออกเฉียงเหนือ,45856
607,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,นครราชสีมา,พื้นที่ (ตารางเมตร),ภาคตะวันออกเฉียงเหนือ,2422532
608,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,นครราชสีมา,ความยาว (เมตร),ภาคตะวันออกเฉียงเหนือ,82711
609,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,นครราชสีมา,พื้นที่ (ตารางเมตร),ภาคตะวันออกเฉียงเหนือ,71317
610,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,นครราชสีมา,พื้นที่ (ตารางเมตร),ภาคตะวันออกเฉียงเหนือ,2489393
611,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,นครราชสีมา,ความยาว (เมตร),ภาคตะวันออกเฉียงเหนือ,67597
612,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,นครราชสีมา,พื้นที่ (ตารางเมตร),ภาคตะวันออกเฉียงเหนือ,140869
613,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,บุรีรัมย์,พื้นที่ (ตารางเมตร),ภาคตะวันออกเฉียงเหนือ,230094
614,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,บุรีรัมย์,ความยาว (เมตร),ภาคตะวันออกเฉียงเหนือ,4648
615,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,บุรีรัมย์,พื้นที่ (ตารางเมตร),ภาคตะวันออกเฉียงเหนือ,16265
616,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,บุรีรัมย์,พื้นที่ (ตารางเมตร),ภาคตะวันออกเฉียงเหนือ,281969
617,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,บุรีรัมย์,ความยาว (เมตร),ภาคตะวันออกเฉียงเหนือ,16442
618,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,บุรีรัมย์,พื้นที่ (ตารางเมตร),ภาคตะวันออกเฉียงเหนือ,5564
619,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,บุรีรัมย์,พื้นที่ (ตารางเมตร),ภาคตะวันออกเฉียงเหนือ,448774
620,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,บุรีรัมย์,ความยาว (เมตร),ภาคตะวันออกเฉียงเหนือ,11704
621,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,บุรีรัมย์,พื้นที่ (ตารางเมตร),ภาคตะวันออกเฉียงเหนือ,12581
622,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,บุรีรัมย์,พื้นที่ (ตารางเมตร),ภาคตะวันออกเฉียงเหนือ,402189
623,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,บุรีรัมย์,ความยาว (เมตร),ภาคตะวันออกเฉียงเหนือ,6552
624,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,บุรีรัมย์,พื้นที่ (ตารางเมตร),ภาคตะวันออกเฉียงเหนือ,10627
625,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,สุรินทร์,พื้นที่ (ตารางเมตร),ภาคตะวันออกเฉียงเหนือ,319683
626,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,สุรินทร์,ความยาว (เมตร),ภาคตะวันออกเฉียงเหนือ,98567
627,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,สุรินทร์,พื้นที่ (ตารางเมตร),ภาคตะวันออกเฉียงเหนือ,29108
