PROD_TYPE,PRICE,_id,WEEK_C,YEAR,MONTH_C
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. 24-25% ,9306.84,842,5,2562,3
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. >25%   ,9053.29,843,5,2562,3
สารกาแฟอาราบิก้า,105,844,5,2562,3
ผลกาแฟอราบิก้า สด          ,12,845,5,2562,3
ลำไยสดทั้งช่อพันธุ์อีดอเกรด B,19.5,846,5,2562,3
ลำไยร่วงเกรด AA,16.5,847,5,2562,3
ลำไยร่วงเกรด A,10.5,848,5,2562,3
ลำไยร่วงเกรด B,4.5,849,5,2562,3
ลำไยอบแห้งเกรด AA,81.42,850,5,2562,3
ลำไยอบแห้งเกรด A,60.33,851,5,2562,3
ลำไยอบแห้งเกรด B,37.92,852,5,2562,3
ลำไยอบแห้งเกรด C,30,853,5,2562,3
มังคุดผิวมันผลขนาดคละ,55.67,854,5,2562,3
ส้มเขียวหวานสายน้ำผึ้ง ใหญ่,33,855,5,2562,3
ส้มเขียวหวานสายน้ำผึ้ง รอง,28,856,5,2562,3
ส้มเขียวหวานสายน้ำผึ้ง เล็ก,22,857,5,2562,3
มันสำปะหลังสดเชื้อแป้ง 25%,2.43,858,5,2562,3
มันสำปะหลังสดเชื้อแป้ง 30%,2.75,859,5,2562,3
ข้าวเปลือกเจ้าหอมมะลิ,15667.58,860,1,2562,4
ข้าวเหนียวนาปียาว,10622.24,861,1,2562,4
ข้าวเหนียวนาปีสั้น,9375.73,862,1,2562,4
ข้าวเปลือกเจ้าความชื้น  15 %,7785.33,863,1,2562,4
ข้าวเปลือกเจ้าความชื้น  25 %,6602.95,864,1,2562,4
ข้าวโพดเมล็ดความชื้นเกิน 14 %,6.03,865,1,2562,4
ข้าวโพดเมล็ดความชื้น 14.5%,7.71,866,1,2562,4
มันสำปะหลังสด,2.12,867,1,2562,4
มันเส้น,5.34,868,1,2562,4
อ้อยโรงงาน,611.92,869,1,2562,4
ถั่วเหลืองชนิดคละ,17.39,870,1,2562,4
ถั่วลิสงเปลือกแห้ง,61.16,871,1,2562,4
ถั่วลิสงเปลือกสด,26.64,872,1,2562,4
มะพร้าวแห้ง ใหญ่ ,699.39,873,1,2562,4
มะพร้าวแห้ง รอง,528.12,874,1,2562,4
มะพร้าวแห้ง เล็ก,340.36,875,1,2562,4
มะพร้าวแห้ง คละ,581,876,1,2562,4
เนื้อมะพร้าวแห้ง C,9.45,877,1,2562,4
ปาล์มร่วง ,2.59,878,1,2562,4
ปาล์มทะลาย 3-6,1.36,879,1,2562,4
ปาล์มทะลาย 7-10,1.56,880,1,2562,4
ปาล์มทะลาย11-15,1.76,881,1,2562,4
ปาล์มทะลาย > 15,1.96,882,1,2562,4
ยางแผ่นดิบ ชั้น 1,46.44,883,1,2562,4
ยางแผ่นดิบ ชั้น 2,45.94,884,1,2562,4
ยางแผ่นดิบ ชั้น 3,45.44,885,1,2562,4
ยางก้อน ,21.85,886,1,2562,4
เศษยาง,18.86,887,1,2562,4
น้ำยางสด,44.86,888,1,2562,4
ส้มเขียวหวาน ใหญ่,28.39,889,1,2562,4
ส้มเขียวหวาน รอง,23.39,890,1,2562,4
ส้มเขียวหวาน เล็ก,18.07,891,1,2562,4
ส้มเขียวหวาน คละ,22,892,1,2562,4
ทุเรียนชะนี คละ,80,893,1,2562,4
ทุเรียนหมอนทอง,104.15,894,1,2562,4
องุ่น ไวท์มะละกา,50,895,1,2562,4
องุ่น คาร์ดินาล,25,896,1,2562,4
เงาะโรงเรียน,38,897,1,2562,4
ลำไยสดทั้งช่อพันธุ์อีดอเกรด AA,36.56,898,1,2562,4
ลำไยสดทั้งช่อพันธุ์อีดอเกรด A,28.83,899,1,2562,4
สตรอเบอรี่ ,75,900,1,2562,4
มะม่วงเขียวเสวย,20,901,1,2562,4
มะม่วงน้ำดอกไม้,26.68,902,1,2562,4
มังคุด  ,41.92,903,1,2562,4
ยาสูบเตอร์กีซ,95.8,904,1,2562,4
ยาสูบเบอร์เลย์,65,905,1,2562,4
สับปะรดบริโภค,6.65,906,1,2562,4
สับปะรดโรงงาน,5.2,907,1,2562,4
กระเทียมแห้งใหญ่ คละ,19.46,908,1,2562,4
กระเทียมสด คละ,7.36,909,1,2562,4
เส้นไหม เกรด 1,1607.2,910,1,2562,4
เส้นไหม เกรด 2,1294.07,911,1,2562,4
เส้นไหม เกรด 3,841.67,912,1,2562,4
พริกไทยขาว ดี,185,913,1,2562,4
พริกไทยดำ คละ,90,914,1,2562,4
ข้าวเปลือกเจ้านาปีความชื้น 22-23%,6892.86,915,1,2562,4
ข้าวเปลือกเจ้านาปีความชื้น >25%  ,6615.56,916,1,2562,4
ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ความชื้น 24-25% ,14092.66,917,1,2562,4
ข้าวเปลือกนาปรังพันธุ์หอมปทุม คช. 14-15%  ,10689.02,918,1,2562,4
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. 24-25% ,9431.48,919,1,2562,4
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. >25%   ,9135.88,920,1,2562,4
สารกาแฟอาราบิก้า,105.72,921,1,2562,4
ผลกาแฟอราบิก้า สด          ,12,922,1,2562,4
หอมแดงสด  ,5.03,923,1,2562,4
หอมแดงหัวกลางมัดจุก แห้ง 7 - 15 วัน           ,7.86,924,1,2562,4
ลำไยสดทั้งช่อพันธุ์อีดอเกรด B,19.5,925,1,2562,4
ลำไยร่วงเกรด AA,16.5,926,1,2562,4
ลำไยร่วงเกรด A,10.5,927,1,2562,4
ลำไยร่วงเกรด B,4.5,928,1,2562,4
ลำไยอบแห้งเกรด AA,81.42,929,1,2562,4
ลำไยอบแห้งเกรด A,60.33,930,1,2562,4
ลำไยอบแห้งเกรด B,37.92,931,1,2562,4
ลำไยอบแห้งเกรด C,30,932,1,2562,4
ส้มเขียวหวานสายน้ำผึ้ง ใหญ่,35,933,1,2562,4
ส้มเขียวหวานสายน้ำผึ้ง รอง,30,934,1,2562,4
ส้มเขียวหวานสายน้ำผึ้ง เล็ก,23,935,1,2562,4
มันสำปะหลังสดเชื้อแป้ง 25%,2.42,936,1,2562,4
มันสำปะหลังสดเชื้อแป้ง 30%,2.74,937,1,2562,4
ข้าวเปลือกเจ้าหอมมะลิ,15662.78,938,4,2562,4
ข้าวเหนียวนาปียาว,10913.08,939,4,2562,4
ข้าวเหนียวนาปีสั้น,9627.2,940,4,2562,4
ข้าวเปลือกเจ้าความชื้น  15 %,7854.83,941,4,2562,4
ข้าวเปลือกเจ้าความชื้น  25 %,6673.43,942,4,2562,4
ข้าวโพดเมล็ดความชื้นเกิน 14 %,6.12,943,4,2562,4
ข้าวโพดเมล็ดความชื้น 14.5%,7.86,944,4,2562,4
มันสำปะหลังสด,2.09,945,4,2562,4
มันเส้น,5.17,946,4,2562,4
อ้อยโรงงาน,613.03,947,4,2562,4
ถั่วลิสงเปลือกแห้ง,47.07,948,4,2562,4
ถั่วลิสงเปลือกสด,28.01,949,4,2562,4
มะพร้าวแห้ง ใหญ่ ,727,950,4,2562,4
มะพร้าวแห้ง รอง,513.22,951,4,2562,4
มะพร้าวแห้ง เล็ก,321.11,952,4,2562,4
มะพร้าวแห้ง คละ,607.9,953,4,2562,4
เนื้อมะพร้าวแห้ง C,10.11,954,4,2562,4
ปาล์มร่วง ,2.33,955,4,2562,4
ปาล์มทะลาย 3-6,1.22,956,4,2562,4
ปาล์มทะลาย 7-10,1.42,957,4,2562,4
ปาล์มทะลาย11-15,1.62,958,4,2562,4
ปาล์มทะลาย > 15,1.82,959,4,2562,4
ยางแผ่นดิบ ชั้น 1,48.72,960,4,2562,4
ยางแผ่นดิบ ชั้น 2,48.22,961,4,2562,4
ยางแผ่นดิบ ชั้น 3,47.72,962,4,2562,4
ยางก้อน ,22.84,963,4,2562,4
เศษยาง,19.25,964,4,2562,4
น้ำยางสด,45.16,965,4,2562,4
ข้าวเปลือกเจ้าหอมมะลิ,15608.13,966,3,2562,4
ข้าวเหนียวนาปียาว,10667.69,967,3,2562,4
ข้าวเหนียวนาปีสั้น,9456.29,968,3,2562,4
ข้าวเปลือกเจ้าความชื้น  15 %,7870.36,969,3,2562,4
ข้าวเปลือกเจ้าความชื้น  25 %,6671.7,970,3,2562,4
ข้าวโพดเมล็ดความชื้นเกิน 14 %,6.16,971,3,2562,4
ข้าวโพดเมล็ดความชื้น 14.5%,7.88,972,3,2562,4
มันสำปะหลังสด,2.12,973,3,2562,4
มันเส้น,5.21,974,3,2562,4
อ้อยโรงงาน,652.13,975,3,2562,4
ถั่วเหลืองชนิดคละ,17.5,976,3,2562,4
ถั่วลิสงเปลือกแห้ง,53.93,977,3,2562,4
ถั่วลิสงเปลือกสด,36.86,978,3,2562,4
มะพร้าวแห้ง ใหญ่ ,698.79,979,3,2562,4
มะพร้าวแห้ง รอง,494.54,980,3,2562,4
มะพร้าวแห้ง เล็ก,318.03,981,3,2562,4
มะพร้าวแห้ง คละ,647.22,982,3,2562,4
เนื้อมะพร้าวแห้ง C,9.31,983,3,2562,4
ปาล์มร่วง ,2.35,984,3,2562,4
ปาล์มทะลาย 3-6,1.36,985,3,2562,4
ปาล์มทะลาย 7-10,1.56,986,3,2562,4
ปาล์มทะลาย11-15,1.76,987,3,2562,4
ปาล์มทะลาย > 15,1.96,988,3,2562,4
ยางแผ่นดิบ ชั้น 1,48.57,989,3,2562,4
ยางแผ่นดิบ ชั้น 2,48.07,990,3,2562,4
ยางแผ่นดิบ ชั้น 3,47.57,991,3,2562,4
ยางก้อน ,22.17,992,3,2562,4
เศษยาง,18.82,993,3,2562,4
น้ำยางสด,44.22,994,3,2562,4
ส้มเขียวหวาน ใหญ่,28.35,995,3,2562,4
ส้มเขียวหวาน รอง,23.35,996,3,2562,4
ส้มเขียวหวาน เล็ก,18.01,997,3,2562,4
ส้มเขียวหวาน คละ,20,998,3,2562,4
ทุเรียนชะนี คละ,45,999,3,2562,4
ทุเรียนหมอนทอง,80.51,1000,3,2562,4
องุ่น ไวท์มะละกา,50,1001,3,2562,4
องุ่น คาร์ดินาล,25,1002,3,2562,4
เงาะโรงเรียน,20,1003,3,2562,4
ลำไยสดทั้งช่อพันธุ์อีดอเกรด AA,34.77,1004,3,2562,4
ลำไยสดทั้งช่อพันธุ์อีดอเกรด A,24.05,1005,3,2562,4
สตรอเบอรี่ ,75,1006,3,2562,4
มะม่วงเขียวเสวย,21.5,1007,3,2562,4
มะม่วงน้ำดอกไม้,25.9,1008,3,2562,4
มังคุด  ,39.67,1009,3,2562,4
ยาสูบเตอร์กีซ,104.08,1010,3,2562,4
ยาสูบเบอร์เลย์,65,1011,3,2562,4
สับปะรดบริโภค,6.79,1012,3,2562,4
สับปะรดโรงงาน,5.49,1013,3,2562,4
กระเทียมแห้งใหญ่ คละ,32.91,1014,3,2562,4
กระเทียมสด คละ,11.3,1015,3,2562,4
เส้นไหม เกรด 1,1620.67,1016,3,2562,4
เส้นไหม เกรด 2,1297.4,1017,3,2562,4
เส้นไหม เกรด 3,848.33,1018,3,2562,4
พริกไทยขาว ดี,190,1019,3,2562,4
พริกไทยดำ คละ,90,1020,3,2562,4
ข้าวเปลือกเจ้านาปีความชื้น 22-23%,6921.43,1021,3,2562,4
ข้าวเปลือกเจ้านาปีความชื้น >25%  ,7000,1022,3,2562,4
ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ความชื้น 24-25% ,13967,1023,3,2562,4
ข้าวเปลือกนาปรังพันธุ์หอมปทุม คช. 14-15%  ,10712.42,1024,3,2562,4
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. 24-25% ,9452.13,1025,3,2562,4
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. >25%   ,9177.99,1026,3,2562,4
ผลกาแฟอราบิก้า สด          ,12,1027,3,2562,4
หอมแดงสด  ,5.05,1028,3,2562,4
หอมแดงหัวกลางมัดจุก แห้ง 7 - 15 วัน           ,7.75,1029,3,2562,4
หอมแดงคละมัดจุก แห้ง24 - 30 วัน                    ,15.86,1030,3,2562,4
กระเทียมแห้งใหญ่มัดจุก แห้ง24 - 30 วัน     ,34.5,1031,3,2562,4
กระเที่ยมแห้งกลางมัดจุก แห้ง24 - 30 วัน     ,30.55,1032,3,2562,4
กระเทียมแห้งเล็กมัดจุก แห้ง24 - 30 วัน         ,28.55,1033,3,2562,4
กระเทียมแห้งคละมัดจุก แห้ง24 - 30 วัน                    ,29.5,1034,3,2562,4
ลำไยสดทั้งช่อพันธุ์อีดอเกรด B,14.5,1035,3,2562,4
ลำไยร่วงเกรด AA,12.5,1036,3,2562,4
ลำไยร่วงเกรด A,7.08,1037,3,2562,4
ลำไยร่วงเกรด B,3.5,1038,3,2562,4
ลำไยอบแห้งเกรด AA,68.84,1039,3,2562,4
ลำไยอบแห้งเกรด A,43.75,1040,3,2562,4
ลำไยอบแห้งเกรด B,28.84,1041,3,2562,4
ลำไยอบแห้งเกรด C,15,1042,3,2562,4
ส้มเขียวหวานสายน้ำผึ้ง ใหญ่,35,1043,3,2562,4
ส้มเขียวหวานสายน้ำผึ้ง รอง,30,1044,3,2562,4
ส้มเขียวหวานสายน้ำผึ้ง เล็ก,23,1045,3,2562,4
มันสำปะหลังสดเชื้อแป้ง 25%,2.33,1046,3,2562,4
มันสำปะหลังสดเชื้อแป้ง 30%,2.7,1047,3,2562,4
ส้มเขียวหวาน ใหญ่,28.35,1048,4,2562,4
ส้มเขียวหวาน รอง,23.35,1049,4,2562,4
ส้มเขียวหวาน เล็ก,18.01,1050,4,2562,4
ส้มเขียวหวาน คละ,23,1051,4,2562,4
ทุเรียนชะนี คละ,59.88,1052,4,2562,4
ทุเรียนหมอนทอง,84.64,1053,4,2562,4
องุ่น ไวท์มะละกา,50,1054,4,2562,4
องุ่น คาร์ดินาล,25,1055,4,2562,4
เงาะโรงเรียน,19,1056,4,2562,4
ลำไยสดทั้งช่อพันธุ์อีดอเกรด AA,34.05,1057,4,2562,4
ลำไยสดทั้งช่อพันธุ์อีดอเกรด A,22.5,1058,4,2562,4
สตรอเบอรี่ ,72,1059,4,2562,4
มะม่วงเขียวเสวย,20,1060,4,2562,4
มะม่วงน้ำดอกไม้,23.61,1061,4,2562,4
มังคุด  ,60.26,1062,4,2562,4
ยาสูบเตอร์กีซ,102.99,1063,4,2562,4
ยาสูบเบอร์เลย์,65,1064,4,2562,4
สับปะรดบริโภค,7.03,1065,4,2562,4
สับปะรดโรงงาน,5.77,1066,4,2562,4
กระเทียมแห้งใหญ่ คละ,32.91,1067,4,2562,4
กระเทียมสด คละ,11.5,1068,4,2562,4
เส้นไหม เกรด 1,1625.6,1069,4,2562,4
เส้นไหม เกรด 2,1303.13,1070,4,2562,4
เส้นไหม เกรด 3,852.33,1071,4,2562,4
พริกไทยขาว ดี,190,1072,4,2562,4
พริกไทยดำ คละ,90,1073,4,2562,4
ข้าวเปลือกเจ้านาปีความชื้น 22-23%,6921.43,1074,4,2562,4
ข้าวเปลือกเจ้านาปีความชื้น >25%  ,6600,1075,4,2562,4
ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ความชื้น 24-25% ,13933.33,1076,4,2562,4
ข้าวเปลือกนาปรังพันธุ์หอมปทุม คช. 14-15%  ,10899.39,1077,4,2562,4
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. 24-25% ,9617.11,1078,4,2562,4
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. >25%   ,9296.4,1079,4,2562,4
หอมแดงสด  ,6.14,1080,4,2562,4
หอมแดงหัวกลางมัดจุก แห้ง 7 - 15 วัน           ,8.85,1081,4,2562,4
หอมแดงคละมัดจุก แห้ง24 - 30 วัน                    ,15.86,1082,4,2562,4
กระเทียมแห้งใหญ่มัดจุก แห้ง24 - 30 วัน     ,34.5,1083,4,2562,4
ยางแผ่นดิบ ชั้น 1,39.93,1084,1,2562,1
ยางแผ่นดิบ ชั้น 2,39.43,1085,1,2562,1
ยางแผ่นดิบ ชั้น 3,38.93,1086,1,2562,1
ยางก้อน ,20.22,1087,1,2562,1
เศษยาง,17.09,1088,1,2562,1
น้ำยางสด,33.77,1089,1,2562,1
ส้มเขียวหวาน ใหญ่,17.06,1090,1,2562,1
ส้มเขียวหวาน รอง,10,1091,1,2562,1
ส้มเขียวหวาน เล็ก,5.31,1092,1,2562,1
ส้มเขียวหวาน คละ,30,1093,1,2562,1
ลำไยสดทั้งช่อพันธุ์อีดอเกรด AA,36.07,1094,1,2562,1
ลำไยสดทั้งช่อพันธุ์อีดอเกรด A,24.91,1095,1,2562,1
สารกาแฟ คละ (โรบัสต้า),67,1096,1,2562,1
สับปะรดบริโภค,5.2,1097,1,2562,1
สับปะรดโรงงาน,2.96,1098,1,2562,1
ข้าวเปลือกเจ้านาปีความชื้น 22-23%,6855.33,1099,1,2562,1
ข้าวเปลือกเจ้านาปีความชื้น >25%  ,6563.39,1100,1,2562,1
ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ความชื้น 24-25% ,12233.64,1101,1,2562,1
ข้าวเปลือกนาปรังพันธุ์หอมปทุม คช. 14-15%  ,9407.53,1102,1,2562,1
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. 24-25% ,8725.46,1103,1,2562,1
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. >25%   ,8359.44,1104,1,2562,1
ผลกาแฟโรบัสต้าสดคละ        ,12,1105,1,2562,1
ผลกาแฟโรบัสต้าแห้งคละ   ,32,1106,1,2562,1
ผลกาแฟอราบิก้า สด          ,15.43,1107,1,2562,1
ลำไยสดทั้งช่อพันธุ์อีดอเกรด B,19.08,1108,1,2562,1
ลำไยร่วงเกรด AA,15.5,1109,1,2562,1
ลำไยร่วงเกรด A,9.5,1110,1,2562,1
ลำไยร่วงเกรด B,4.5,1111,1,2562,1
ลำไยอบแห้งเกรด AA,78.84,1112,1,2562,1
ลำไยอบแห้งเกรด A,56.31,1113,1,2562,1
ลำไยอบแห้งเกรด B,37.9,1114,1,2562,1
ลำไยอบแห้งเกรด C,28.74,1115,1,2562,1
มันสำปะหลังสดเชื้อแป้ง 25%,2.53,1116,1,2562,1
มันสำปะหลังสดเชื้อแป้ง 30%,2.85,1117,1,2562,1
ข้าวเปลือกเจ้าหอมมะลิ,14971.24,1118,2,2562,1
ข้าวเหนียวนาปียาว,9696,1119,2,2562,1
ข้าวเหนียวนาปีสั้น,8907.38,1120,2,2562,1
ข้าวเปลือกเจ้าความชื้น  15 %,7727.77,1121,2,2562,1
ข้าวเปลือกเจ้าความชื้น  25 %,6592.45,1122,2,2562,1
ข้าวโพดเมล็ดความชื้นเกิน 14 %,6.93,1123,2,2562,1
ข้าวโพดเมล็ดความชื้น 14.5%,8.99,1124,2,2562,1
มันสำปะหลังสด,2.25,1125,2,2562,1
มันเส้น,5.74,1126,2,2562,1
อ้อยโรงงาน,576,1127,2,2562,1
ถั่วเหลืองชนิดคละ,16.01,1128,2,2562,1
ถั่วลิสงเปลือกแห้ง,60,1129,2,2562,1
ถั่วลิสงเปลือกสด,22.27,1130,2,2562,1
มะพร้าวแห้ง ใหญ่ ,579.17,1131,2,2562,1
มะพร้าวแห้ง รอง,391.6,1132,2,2562,1
มะพร้าวแห้ง เล็ก,235.38,1133,2,2562,1
มะพร้าวแห้ง คละ,548.2,1134,2,2562,1
เนื้อมะพร้าวแห้ง C,8.9,1135,2,2562,1
ปาล์มร่วง ,3.13,1136,2,2562,1
ปาล์มทะลาย 3-6,1.95,1137,2,2562,1
ปาล์มทะลาย 7-10,2.15,1138,2,2562,1
ปาล์มทะลาย11-15,2.35,1139,2,2562,1
ปาล์มทะลาย > 15,2.54,1140,2,2562,1
ยางแผ่นดิบ ชั้น 1,41.64,1141,2,2562,1
ยางแผ่นดิบ ชั้น 2,41.14,1142,2,2562,1
ยางแผ่นดิบ ชั้น 3,40.64,1143,2,2562,1
ยางก้อน ,20.28,1144,2,2562,1
เศษยาง,17.28,1145,2,2562,1
น้ำยางสด,34.62,1146,2,2562,1
ส้มเขียวหวาน ใหญ่,17.05,1147,2,2562,1
ส้มเขียวหวาน รอง,10,1148,2,2562,1
ส้มเขียวหวาน เล็ก,5.32,1149,2,2562,1
ส้มเขียวหวาน คละ,30,1150,2,2562,1
ลำไยสดทั้งช่อพันธุ์อีดอเกรด AA,33.37,1151,2,2562,1
ลำไยสดทั้งช่อพันธุ์อีดอเกรด A,24.8,1152,2,2562,1
สารกาแฟ คละ (โรบัสต้า),67,1153,2,2562,1
สับปะรดบริโภค,5.47,1154,2,2562,1
สับปะรดโรงงาน,3.07,1155,2,2562,1
ข้าวเปลือกเจ้านาปีความชื้น 22-23%,6752.05,1156,2,2562,1
ข้าวเปลือกเจ้านาปีความชื้น >25%  ,6600.91,1157,2,2562,1
ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ความชื้น 24-25% ,12635.81,1158,2,2562,1
ข้าวเปลือกนาปรังพันธุ์หอมปทุม คช. 14-15%  ,9784.61,1159,2,2562,1
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. 24-25% ,9515.95,1160,2,2562,1
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. >25%   ,9183.75,1161,2,2562,1
ผลกาแฟโรบัสต้าสดคละ        ,12,1162,2,2562,1
ผลกาแฟโรบัสต้าแห้งคละ   ,32,1163,2,2562,1
ผลกาแฟอราบิก้า สด          ,15,1164,2,2562,1
ลำไยสดทั้งช่อพันธุ์อีดอเกรด B,19.06,1165,2,2562,1
ลำไยร่วงเกรด AA,15.5,1166,2,2562,1
ลำไยร่วงเกรด A,9.5,1167,2,2562,1
ลำไยร่วงเกรด B,4.5,1168,2,2562,1
ลำไยอบแห้งเกรด AA,78.89,1169,2,2562,1
ลำไยอบแห้งเกรด A,56.67,1170,2,2562,1
ลำไยอบแห้งเกรด B,37.78,1171,2,2562,1
ลำไยอบแห้งเกรด C,28.67,1172,2,2562,1
มันสำปะหลังสดเชื้อแป้ง 25%,2.45,1173,2,2562,1
มันสำปะหลังสดเชื้อแป้ง 30%,2.82,1174,2,2562,1
ข้าวเปลือกเจ้าหอมมะลิ,14913.97,1175,3,2562,1
ข้าวเหนียวนาปียาว,9781.11,1176,3,2562,1
ข้าวเหนียวนาปีสั้น,8989.25,1177,3,2562,1
ข้าวเปลือกเจ้าความชื้น  15 %,7632.86,1178,3,2562,1
ข้าวเปลือกเจ้าความชื้น  25 %,6591.43,1179,3,2562,1
ข้าวโพดเมล็ดความชื้นเกิน 14 %,6.91,1180,3,2562,1
ข้าวโพดเมล็ดความชื้น 14.5%,8.93,1181,3,2562,1
มันสำปะหลังสด,2.18,1182,3,2562,1
มันเส้น,5.63,1183,3,2562,1
อ้อยโรงงาน,582.17,1184,3,2562,1
ถั่วเหลืองชนิดคละ,16.01,1185,3,2562,1
ถั่วลิสงเปลือกแห้ง,60.2,1186,3,2562,1
ถั่วลิสงเปลือกสด,22.27,1187,3,2562,1
มะพร้าวแห้ง ใหญ่ ,584.72,1188,3,2562,1
มะพร้าวแห้ง รอง,364.44,1189,3,2562,1
มะพร้าวแห้ง เล็ก,224.34,1190,3,2562,1
มะพร้าวแห้ง คละ,559.36,1191,3,2562,1
เนื้อมะพร้าวแห้ง C,8.9,1192,3,2562,1
ปาล์มร่วง ,3.05,1193,3,2562,1
ปาล์มทะลาย 3-6,1.63,1194,3,2562,1
ปาล์มทะลาย 7-10,1.83,1195,3,2562,1
ปาล์มทะลาย11-15,2.03,1196,3,2562,1
ปาล์มทะลาย > 15,2.23,1197,3,2562,1
ยางแผ่นดิบ ชั้น 1,41.4,1198,3,2562,1
ยางแผ่นดิบ ชั้น 2,40.9,1199,3,2562,1
ยางแผ่นดิบ ชั้น 3,40.4,1200,3,2562,1
ยางก้อน ,19.97,1201,3,2562,1
เศษยาง,17.06,1202,3,2562,1
น้ำยางสด,33.89,1203,3,2562,1
ส้มเขียวหวาน ใหญ่,16.42,1204,3,2562,1
ส้มเขียวหวาน รอง,9.37,1205,3,2562,1
ส้มเขียวหวาน เล็ก,4.68,1206,3,2562,1
ส้มเขียวหวาน คละ,30,1207,3,2562,1
ลำไยสดทั้งช่อพันธุ์อีดอเกรด AA,33.37,1208,3,2562,1
ลำไยสดทั้งช่อพันธุ์อีดอเกรด A,24.8,1209,3,2562,1
สารกาแฟ คละ (โรบัสต้า),67.04,1210,3,2562,1
สับปะรดบริโภค,5.47,1211,3,2562,1
สับปะรดโรงงาน,3.22,1212,3,2562,1
ข้าวเปลือกเจ้านาปีความชื้น 22-23%,6752.05,1213,3,2562,1
ข้าวเปลือกเจ้านาปีความชื้น >25%  ,6586.44,1214,3,2562,1
ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ความชื้น 24-25% ,12635.81,1215,3,2562,1
ข้าวเปลือกนาปรังพันธุ์หอมปทุม คช. 14-15%  ,9786.86,1216,3,2562,1
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. 24-25% ,9542.3,1217,3,2562,1
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. >25%   ,9190.5,1218,3,2562,1
ผลกาแฟโรบัสต้าสดคละ        ,12,1219,3,2562,1
ผลกาแฟโรบัสต้าแห้งคละ   ,33,1220,3,2562,1
ผลกาแฟอราบิก้า สด          ,14.06,1221,3,2562,1
ลำไยสดทั้งช่อพันธุ์อีดอเกรด B,19.06,1222,3,2562,1
ลำไยร่วงเกรด AA,15.5,1223,3,2562,1
ลำไยร่วงเกรด A,9.5,1224,3,2562,1
ลำไยร่วงเกรด B,4.5,1225,3,2562,1
ลำไยอบแห้งเกรด AA,78.89,1226,3,2562,1
ลำไยอบแห้งเกรด A,56.67,1227,3,2562,1
ลำไยอบแห้งเกรด B,37.78,1228,3,2562,1
ลำไยอบแห้งเกรด C,28.67,1229,3,2562,1
มันสำปะหลังสดเชื้อแป้ง 25%,2.42,1230,3,2562,1
มันสำปะหลังสดเชื้อแป้ง 30%,2.66,1231,3,2562,1
ข้าวเปลือกเจ้าหอมมะลิ,15393,1232,4,2562,1
ข้าวเหนียวนาปียาว,9947.71,1233,4,2562,1
ข้าวเหนียวนาปีสั้น,9106.38,1234,4,2562,1
ข้าวเปลือกเจ้าความชื้น  15 %,7686.68,1235,4,2562,1
ข้าวเปลือกเจ้าความชื้น  25 %,6663.86,1236,4,2562,1
ข้าวโพดเมล็ดความชื้นเกิน 14 %,7.16,1237,4,2562,1
ข้าวโพดเมล็ดความชื้น 14.5%,8.98,1238,4,2562,1
มันสำปะหลังสด,2.11,1239,4,2562,1
มันเส้น,5.58,1240,4,2562,1
อ้อยโรงงาน,583.89,1241,4,2562,1
ถั่วเหลืองชนิดคละ,16.01,1242,4,2562,1
ถั่วลิสงเปลือกแห้ง,62.5,1243,4,2562,1
ถั่วลิสงเปลือกสด,21.31,1244,4,2562,1
มะพร้าวแห้ง ใหญ่ ,584.08,1245,4,2562,1
มะพร้าวแห้ง รอง,384.45,1246,4,2562,1
มะพร้าวแห้ง เล็ก,228.64,1247,4,2562,1
มะพร้าวแห้ง คละ,560.49,1248,4,2562,1
เนื้อมะพร้าวแห้ง C,8.9,1249,4,2562,1
ปาล์มร่วง ,3.04,1250,4,2562,1
ปาล์มทะลาย 3-6,1.79,1251,4,2562,1
ปาล์มทะลาย 7-10,1.99,1252,4,2562,1
ปาล์มทะลาย11-15,2.19,1253,4,2562,1
ปาล์มทะลาย > 15,2.39,1254,4,2562,1
ยางแผ่นดิบ ชั้น 1,42.26,1255,4,2562,1
ยางแผ่นดิบ ชั้น 2,41.76,1256,4,2562,1
