VALUE,SOURCE,_id,UNIT,YEAR
3279.07,สำนักงานสถิติแห่งชาติ,1,พันคน,2563
3312.01,สำนักงานสถิติแห่งชาติ,2,พันคน,2564
3633.32,สำนักงานสถิติแห่งชาติ,3,พันคน,2565
3626.04,สำนักงานสถิติแห่งชาติ,4,พันคน,2566
3489.36,สำนักงานสถิติแห่งชาติ,5,พันคน,2567
3556.15,สำนักงานสถิติแห่งชาติ,6,พันคน,2568
