GPS_lat,_id,ปี,ชื่อโรงงาน,ประกอบกิจการ,GPS_lng,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,ผู้ประกอบการ
,540,2565,บริษัท วิจิตรพร บรรจุภัณฑ์ จำกัด,"บรรจุภัณฑ์จากกระดาษ, กล่องกระดาษ และพิมพ์ลวดลาย",,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,บริษัท วิจิตรพร บรรจุภัณฑ์ จำกัด
,541,2565,บริษัท เอ.เอ็น.บี.บรรจุภัณฑ์ จำกัด,ผลิตกระดาษลูกฟูก และ กล่องกระดาษลูกฟูก,,74000,คอกกระบือ,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท เอ.เอ็น.บี.บรรจุภัณฑ์ จำกัด โดยนายวิชชภูมิ กันตนฤมิตรกุล
13.7167,542,2565,บริษัท บาแล็นซ์ แพ็คกิ้ง จำกัด,ผลิตกล่องกระดาษ,100.3237333,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,บริษัท บาแล็นซ์ แพ็คกิ้ง จำกัด
13.6243,543,2565,บริษัท แอล.บี.เอ็ม. จำกัด,ทำกล่องกระดาษ,100.27185,74110,ดอนไก่ดี,กระทุ่มแบน,สมุทรสาคร,บริษัท แอล.บี.เอ็ม. จำกัด
,544,2565,บริษัท เอส.พี.ที.แพ็คกิ้ง กรุ๊ป จำกัด,โรงงานผลิตแผ่นและกล่องลูกฟูก,,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,บริษัท เอส.พี.ที.แพ็คกิ้ง กรุ๊ป จำกัด
13.50606667,545,2565,บริษัท ดี.เอ็ม.ที.คอนเทนเนอร์ จำกัด,ผลิตกล่องกระดาษและแผ่นกระดาษลูกฟูก,100.1534833,74000,บางโทรัด,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท ดี.เอ็ม.ที.คอนเทนเนอร์ จำกัด
13.52333333,546,2565,บริษัท ลี เปเปอร์ อินดัสเตรียล จำกัด,ผลิตกระดาษลูกฟูกและกล่องกระดาษทุกชนิด,100.1867833,74000,บ้านบ่อ,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท ลี เปเปอร์ อินดัสเตรียล จำกัด
,547,2565,บริษัท ยู.เค.เปเปอร์ คอนเทนเนอร์ จำกัด,ทำแผ่นกระดาษลูกฟูกและทำกล่องกระดาษ,,74110,ท่าเสา,กระทุ่มแบน,สมุทรสาคร,บริษัท ยู.เค.เปเปอร์ คอนเทนเนอร์ จำกัด
13.7138,548,2565,บริษัท อาหารเบทเทอร์ จำกัด,ฆ่าไก่และชำแหละเนื้อไก่แช่แข็ง ทำลูกชิ้น ไส้กรอก,100.3071167,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,บริษัท อาหารเบทเทอร์ จำกัด
13.6056293,549,2565,บริษัท อีเค ซลอเทอร์เฮาส์ จำกัด,รับจ้างชำแหละเนื้อสัตว์ โรงฆ่าสัตว์ และทำผลิตภัณฑ์สำเร็จรูปจากสุกร,100.2468693,74110,ท่าเสา,กระทุ่มแบน,สมุทรสาคร,บริษัท อีเค ซลอเทอร์เฮาส์ จำกัด
,550,2565,บริษัท ซุ่นง้วนโภคภัณฑ์ จำกัด,ถนอมเนื้อสัตว์โดยวิธีอบรมควันใส่เกลือ ดอง ตากแห้ง หรือทำให้เยือกแข็ง,,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,บริษัท ซุ่นง้วนโภคภัณฑ์ จำกัด
13.5774,551,2565,บริษัท เอ็น แอนด์ เอ็น ฟูดส์ จำกัด,ผลิตอาหารสำเร็จรูปแช่แข็งจากเนื้อสัตว์และสัตว์น้ำ,100.2861167,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท เอ็น แอนด์ เอ็น ฟูดส์ จำกัด
,552,2565,บริษัท คิงส์ วิช จำกัด,ผลิตอาหารำเร็จรูปปรุงสุก แช่แข็ง พืช หรือผลไม้ แป้ง เช่น ข้าวผัดกะเพรา ข้าวผัด ข้าวเหนียวหมู ข้าวต้มหมู/ไก่ ข้าวต้มปลา โอนิกิริไส้ทูน่า/แซลมอน กิมจิผักตกแต่ง ผลไม้ตกแต่ง ฯลฯ,,74000,ท่าจีน,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท คิงส์ วิช จำกัด
,553,2565,บริษัท ทีพีเค อินเตอร์ฟู้ดส์ จำกัด,"ถนอมเนื้อสัตว์โดยวิธีอบแห้ง รมควัน ตากแห้ง และแปรรูปผัก,ผลไม้อบแห้ง อบกรอบและทอดกรอบ",,74110,คลองมะเดื่อ,กระทุ่มแบน,สมุทรสาคร,บริษัท ทีพีเค อินเตอร์ฟู้ดส์ จำกัด
13.54828333,554,2565,บริษัท เมษา เทรดดิ้ง จำกัด,ทำซาลาเปา ขนมจีบ บะหมี่,100.2785333,74000,มหาชัย,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท เมษาเทรดดิ้ง จำกัด
13.56076667,555,2565,บริษัท แพ็คฟู้ด จำกัด (มหาชน),ผลิตอาหารสำเร็จรูปและกึ่งสำเร็จรูปจากสัตว์แช่เยือกแข็ง เช่น ซาลาเปา ขนมจีบ ติ่มซำ กุ้ง-ปลาหมึกชุบแป้ง,100.3029167,74000,โคกขาม,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท แพ็คฟู้ด จำกัด (มหาชน)
,556,2565,บริษัท ไทยรวมสินพัฒนาอุตสาหกรรม จำกัด,ผลิตอาหารสำเร็จรูปและกึ่งสำเร็จรูปจากสัตว์,,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท ไทยรวมสินพัฒนาอุตสาหกรรม จำกัด
,557,2565,บริษัท อินเตอร์เซีย จำกัด,แปรรูป ผลิตภัณฑ์เนื้อไก่ปรุงสุกแช่เยือกแข็งและเนื้อไก่ทอดกึ่งสุกกึ่งดิบแช่เยือกแข็ง แปรรูปผลิตภัณฑ์กุ้งปรุงสกแช่เยือกแข็ง และกุ้งทอดกึ่งสุกกึ่งดิบแช่เยือกแข็ง,,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท อินเตอร์เซีย จำกัด
,558,2565,นายแสง  หมื่นเทพ,ผลิตอาหารสำเร็จรูปจากเนื้อสัตว์และสัตว์น้ำ เช่น ลูกชิ้นปลา และไส้กรอกไก่ และบรรจุภัณฑ์ในภาชนะปิดอากาศเข้าไม่ได้,,74000,โคกขาม,เมืองสมุทรสาคร,สมุทรสาคร,นายแสง  หมื่นเทพ
,559,2565,บริษัท เอ็นอาร์ อินสแตนท์ โปรดัวช์ จำกัด,ผลิตอาหารทำจากเนื้อสัตว์ อาหารจากสัตว์น้ำ อาหารหรือเครื่องดื่มจากผัก พืชหรือผลไม้เครื่องปรุงรส อาหารสำเร็จรูปและกึ่งสำเร็จรูป อาหารแช่แข็งและเครื่องแกง,,74110,แคราย,กระทุ่มแบน,สมุทรสาคร,บริษัท เอ็นอาร์ อินสแตนท์ โปรดัวช์ จำกัด
,560,2565,บริษัท ไทยรวมสินพัฒนาอุตสาหกรรม จำกัด,ผลิตอาหารสำเร็จรูปและกึ่งสำเร็จรูปจากสัตว์และสัตว์น้ำ พืช ผัก ผลไม้ เมล็ดพืช และหัวพืช บรรจุในภาชนะปิดผนึก,,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท ไทยรวมสินพัฒนาอุตสาหกรรม จำกัด
13.56531667,561,2565,บริษัท รอแยลฟู้ดส์ จำกัด,ทำอาหารบรรจุกระป๋องจากเนื้อสัตว์และปลา ห้องเย็น ทำผัก ผลไม้และน้ำผลไม้บรรจุกระป๋องและถุงพลาสติก,100.2685,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท รอแยลฟู้ดส์ จำกัด
13.60205,562,2565,บริษัท ซิโน-ไทย ฟรีซ แอนด์ ดราย จำกัด,ห้องเย็น และบรรจุหีบห่อ ผัก ผลไม้ และเนื้อสัตว์,100.36515,74000,บางน้ำจืด,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท ซิโน-ไทย ฟรีซ แอนด์ ดราย จำกัด
13.71361667,563,2565,บริษัท ยูเนี่ยน อินต้า จำกัด,ผลิตเทปกาวในตัว,100.3061,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,บริษัท ยูเนี่ยน อินต้า จำกัด
13.56651667,564,2565,บริษัท วิลสันอาร์ท (ประเทศไทย) จำกัด,ทำแผ่นฟอร์ไมก้าและแผ่นอัดเมลามีน โดยการฉาบผิวกระดาษด้วยเมลามีนและฟิโนริค,100.3110333,74000,โคกขาม,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท วิลสันอาร์ท (ประเทศไทย) จำกัด
13.57721667,565,2565,บริษัท ลี้ไฟเบอร์บอร์ด จำกัด,ผลิตกระดาษลูกฟูกและกล่องกระดาษลูกฟูก,100.2849,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท ลี้ไฟเบอร์บอร์ด จำกัด
13.46846667,566,2565,บริษัท ทูที ไทยคูณ จำกัด,ผลิตแผ่นแถบกาว สติกเกอร์ สลาก แถบกาวปิดผนึกกล่องและหีบห่อ,100.2129167,74000,บ้านบ่อ,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท ทูที ไทยคูณ จำกัด
13.570702,567,2565,บริษัท ยูเนียน แอนด์ โอจิ อินเตอร์แพ็ค จำกัด,ผลิตบรรจุภัณฑ์กระดาษ,100.335164,74000,โคกขาม,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท ยูเนียน แอนด์ โอจิ อินเตอร์แพ็ค จำกัด
13.5478,568,2565,บริษัท เอเอสเอ บ๊อกซ์บอร์ด คอนเทนเนอร์ จำกัด,"ผลิตแผ่นกระดาษลูกฟูก ได้เดือนละ 1,000 ตัน และผลิตกล่องกระดาษลูกฟูก",100.24545,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท เอเอสเอ บ๊อกซ์บอร์ด คอนเทนเนอร์ จำกัด
13.69881667,569,2565,บริษัท เอเอสเอ คอนเทนเนอร์ จำกัด,"ทำแผ่นกระดาษลูกฟูกและกล่องกระดาษ ได้ปีละ 6,000 ตัน",100.2969167,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,บริษัท เอ.เอส.เอ.คอนเทนเนอร์ส จำกัด
13.68841667,570,2565,บริษัท ไทยชีทบอร์ด จำกัด,ผลิตและจำหน่ายแผ่นกระดาษลูกฟูก,100.29145,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,บริษัท ไทย ชีท บอร์ด จำกัด
13.68756667,571,2565,บริษัท ซีโนไทยเปเปอร์ จำกัด,ผลิตหลอดด้ายด้วยกระดาษ,100.31175,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,บริษัท ซีโนไทยเปเปอร์ จำกัด
13.58745,572,2565,ห้างหุ้นส่วนจำกัด โรงทำสมุดเม้งฮั้ว,"ทำสมุด ได้ปีละ 10,000,000 เล่ม",100.25,74000,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,ห้างหุ้นส่วนจำกัด โรงทำสมุดเม้งฮั้ว
,573,2565,บริษัท ออล แพ็ค จำกัด,การพิมพ์ฟิล์มพลาสติก การพิมพ์กระดาษ และตบแต่งสิ่งพิมพ์,,74000,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท ออล แพ็ค จำกัด
13.58655,574,2565,บริษัท มหาชัยเคมี จำกัด,"ผลิตกรดกำมะถัน โอเลี่ยมและสารส้ม ขนาดกำลังการผลิตกรดกำมะถันรวมเป็น 30,000 ตัน/ปี",100.2437667,74000,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท มหาชัยเคมี จำกัด
13.68231667,575,2565,บริษัท เรืองสิทธิ์ จำกัด,ผลิตเคมีภัณฑ์สำหรับชุบเส้นด้าย-ย้อมผ้า และผลิตสีย้อมผ้า,100.2924833,74110,ท่าไม้,กระทุ่มแบน,สมุทรสาคร,บริษัท เรืองสิทธิ์ จำกัด
13.58748333,576,2565,บริษัท ฮันทส์แมน (ประเทศไทย) จำกัด,ผลิตสีย้อม สีย้อมชนิดคิสเฟิส และสีย้อมชนิดรีแอคทีฟ,100.2496333,74000,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท ฮันทส์แมน (ประเทศไทย) จำกัด
13.70693333,577,2565,บริษัท พรีเมียมเพ้นท์ จำกัด,ผสมเคมีภัณฑ์สำหรับใช้ในอุตสาหกรรมสิ่งทอ,100.3051333,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,บริษัท พรีเมียมเพ้นท์ จำกัด
13.5586,578,2565,บริษัท เอเซียสีย้อมอุตสาหกรรม จำกัด,ผสมสีย้อมผ้า,100.2607167,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท เอเซียสีย้อมอุตสาหกรรม จำกัด
13.60235,579,2565,บริษัท วีระสุวรรณ จำกัด,ผลิตสารตัวทำละลาย กาว และสี,100.2811833,,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท วีระสุวรรณ จำกัด
13.56535,580,2565,บริษัท อุทิศเอ็นเตอร์ไพรส์ จำกัด,โม่บดกำมะถัน,100.31215,74000,โคกขาม,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท อุทิศเอ็นเตอร์ไพรส์ จำกัด
13.5256,581,2565,บริษัท นำชัยอุตสาหกรรม จำกัด,ผลิตกรดกำมะถัน กำลังการผลิต 20000 ตัน/ปี,100.1483333,74000,บางโทรัด,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท นำชัยอุตสาหกรรม จำกัด
13.52766667,582,2565,บริษัท เคมเม็กอุตสาหกรรม จำกัด,ผลิตโซเดียมไฮดรอกไซด์ (โซดาไฟ) คลอรีนเหลว กรดเกลือ โซเดียมไฮโปรคลอไรท์,100.1610833,74000,บางโทรัด,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท เคมเม็กอุตสาหกรรม จำกัด
13.5336,583,2565,บริษัท ไทยซิตริก แอซิด จำกัด,ผลิตกรดมะนาว (ซิตริก แอซิด),100.2120333,74000,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท ไทยซิตริก แอซิด จำกัด
,584,2565,บริษัท สยามโกลบอล เคมิคอล จำกัด,"ผลิตเรซินสังเคราะห์ และเคมีภัณฑ์ เช่น Acrylic Resin, Resin, Emulsion Resin, Polyurethane resin สำหรับอุตสาหกรรมสารเคลือบผิว สี หมึกพิมพ์",,74000,ชัยมงคล,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท สยามโกลบอล เคมิคอล จำกัด
13.56536667,585,2565,บริษัท อุทิศเอ็นเตอร์ไพรส์ จำกัด,ทำผลิตภัณฑ์เคมี เช่น ซิ้งค์อ๊อกไซด์ ซิงค์ซัลเฟต คอปเปอร์ซัลเฟตและแมกนีเซียมซัลเฟต,100.31215,74000,โคกขาม,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท อุทิศเอ็นเตอร์ไพรส์ จำกัด
,586,2565,บริษัท ท็อปสตาร์ เคมิคอล อินดัสทรี จำกัด,ผลิตสารส้ม,,74000,บ้านบ่อ,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท ท็อปสตาร์ เคมิคอล อินดัสทรี จำกัด
,587,2565,บริษัท ไทยพลาสติกอินดัสทรี้ จำกัด,"ทำเคมีภัณฑ์และแบ่งบรรจุสารเคมีที่ใช้เกี่ยวกับพลาสติก เช่น แบเรียมสเตรียเรท, แคลเซี่ยมสเตรียเรท, สเตบิไลเซอร์ เพลส",,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,บริษัท ไทยพลาสติกอินดัสทรี้ จำกัด
13.70678333,588,2565,บริษัท ช.เคมีไทย จำกัด,ทำโซเดียมซิลิเกต,100.2941,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,บริษัท ช.เคมีไทย จำกัด
13.58725,589,2565,บริษัท สหไพศาลอินดัสทรี จำกัด,"ผลิตกรดกำมะถัน, ซุปเปอร์ฟอสเฟต, เฟอรัสซัลเฟต, ซิงค์ซัลเฟต, กำมะถันแท่งและผง สารส้ม ชนิดอลูมิเนียมซัลเฟต และชนิดแอมโมเนียมอลูมิเนียมซัลเฟต",100.2495833,74000,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท สหไพศาลอินดัสทรี จำกัด
13.57711667,590,2565,บริษัท ไมน์เค็ม จำกัด,ผลิตเซอร์โคเนี่ยมซิลิเกต,100.24335,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท ไมน์เค็ม จำกัด
13.5256,591,2565,บริษัท นำชัยอุตสาหกรรม จำกัด,นำกากอลูมิเนียมไฮดรอกไซด์ ซึ่งเป็นของเสียหรือวัสดุที่ไม่ใช้แล้วมาใช้เป็นวัตถุดิบในการผลิตสารส้มได้,100.1483333,74000,บางโทรัด,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท นำชัยอุตสาหกรรม จำกัด
13.54291667,592,2565,บริษัท ลานมี (ประเทศไทย) จำกัด,"ผลิตอสิเฟติด โซลเว้นท์ เพื่อใช้เป็นสารละลายกาวและสี ได้ 9,5250,000 ลิตรต่อปี",100.16485,74000,ชัยมงคล,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท ลานมี (ประเทศไทย) จำกัด
13.56533333,593,2565,บริษัท อุทิศเอ็นเตอร์ไพรส์ จำกัด,ผลิตกรดกำมะถัน,100.3121667,74000,โคกขาม,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท อุทิศเอ็นเตอร์ไพรส์ จำกัด
13.5614,594,2565,บริษัท ท่าไทย จำกัด,"ผลิตกรมกำมะถัน ขนาดกำลังการผลิต 72,000 ตัน/ปี",100.2554333,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท ท่าทราย จำกัด
13.5187,595,2565,บริษัท อาร์ซีไอ แล็บสแกน จำกัด,ทำเคมีภัณฑ์ให้บริสุทธิ์ เช่น กรดไนตริก กรดซัลฟูริก กรดอะซิติก ,100.1662,74000,บางโทรัด,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท อาร์ซีไอ แล็บสแกน จำกัด
,596,2565,บริษัท เกรท อินดัสทรี จำกัด,ผลิตกรดไฮโดรคลอริก สารละลายโซเดียมไฮดรอกไซด์ สารละลายโซเดียมไฮโพคลอไรต์ และคลอรีนเหลว,,74000,บางโทรัด,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท เกรท อินดัสทรี จำกัด
13.55535,597,2565,บริษัท สยามเอเซีย เคมิคอล อินดัสตรี้ จำกัด,"ผลิตสารบำบัดน้ำดี,เสีย, สารเคมีผลิตฝนเทียม ทำเคมีภัณฑ์ สารเคมี เช่น",100.23139,74000,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท สยามเอเซีย เคมิคอล อินดัสตรี้ จำกัด
13.6829,598,2565,บริษัท ชาร์ฟฟอร์มูเลเตอร์ จำกัด,ผลิตปุ๋ยและเคมีภัณฑ์เกษตรชนิดเหลว เคมีภัณฑ์เกษตรชนิดผง,100.2968333,74110,สวนหลวง,กระทุ่มแบน,สมุทรสาคร,บริษัท ชาร์ฟ ฟอร์มูเลเตอร์ จำกัด
,599,2565,บริษัท วิธ บีเอ็นไอ จำกัด,นำขยะชุมชนมาคัดแยกเพื่อผลิตเป็นปุ๋ยอินทรีย์ เม็ดพลาสติก เศษพลาสติกอัดก้อน เศษโลหะอัดก้อน เศษกระดาษ เศษแก้ว,,74000,ชัยมงคล,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท วิธ บีเอ็นไอ จำกัด
13.70623333,600,2565,บริษัท เจียไต๋ จำกัด,บรรจุยาปราบศัตรูพืชและยาฆ่าแมลง ผสมและบรรจุยาปราบศัตรูพืชและยาฆ่าแมลงชนิดผงและน้ำบรรจุเมล็ดผัก และผสมปุ๋ยเคมี,100.3035,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,บริษัท เจียไต๋ จำกัด
,601,2565,บริษัท จงไทย เคมีคอล ไฟเบอร์ จำกัด,ผลิตเส้นใยโพลีเอสเตอร์ จากพลาสติกรีไซเคิล ล้าง บด ย่อย พลาสติก และทำผลิตภัณฑ์จากพลาสติก,,74000,ท่าจีน,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท จงไทย เคมีคอล ไฟเบอร์ จำกัด
13.58758333,602,2565,บริษัท แอล.ที.ซี.อินเตอร์เนชั่นแนล จำกัด,"ผสมสีน้ำมันทาบ้าน ได้ปีละ 12,000 กิโลกรัม",100.2546333,74000,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท แอล.ที.ซี.อินเตอร์เนชั่นแนล จำกัด
13.63325,603,2565,บริษัท ซินเหม่ยกวง (กรุงเทพ) จำกัด,"ผลิตหมึกพิมพ์,สีพิมพ์,น้ำมันเคลือบเงา",100.2885667,74110,คลองมะเดื่อ,กระทุ่มแบน,สมุทรสาคร,บริษัท ซินเหม่ยกวง (กรุงเทพ) จำกัด
,604,2565,บริษัท บิ๊กเบน เคมีคอล จำกัด,ผลิตสีและผลิตภัณฑ์ที่เกี่ยวข้อง,,74110,ดอนไก่ดี,กระทุ่มแบน,สมุทรสาคร,บริษัท บิ๊กเบน เคมีคอล จำกัด
13.60075,605,2565,มหาชัยแชลแลค,ผลิตแชลแลค,100.2843167,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,นายอภิชัย คุณานพรัตน์
13.64406667,606,2565,บริษัท โรงงานแสงเจริญ จำกัด,ทำชันบด,100.2349,74110,ตลาดกระทุ่มแบน,กระทุ่มแบน,สมุทรสาคร,บริษัท โรงงาแสงเจริญ จำกัด
13.63476667,607,2565,บริษัท ไทยโอซูก้า จำกัด,ผลิตยารักษาโรค และการผลิตอาหารเสริมสำหรับผู้ป่วยและผลิตภาชนะพลาสติกสำหรับบรรจุผลิตภัณฑ์เภสัชปราศจากเชื้อ,100.2964,74110,คลองมะเดื่อ,กระทุ่มแบน,สมุทรสาคร,บริษัท ไทยโอซูก้า จำกัด
,608,2565,บริษัท พอลลีนา อินเตอร์เนชั่นแนล จำกัด,"ผลิตยาแผนโบราณ, ผลิตภัณฑ์เสริมอาหาร",,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,บริษัท พอลลีนา อินเตอร์เนชั่นแนล จำกัด
,609,2565,บริษัท คอสเมด อินโนเวชั่น จำกัด,"ผลิตเครื่องสำอางเช่น สบู่ ,สบู่เหลว,โลชั่นบำรุงผิว,แชมพู,โฟมล้างหน้า,ยาสีฟัน",,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,บริษัท คอสเมด อินโนเวชั่น จำกัด
13.611981,610,2565,บริษัท ไทย กลีเซอรีน จำกัด,ผลิตและจำหน่ายกลีเซอรีน รวมถึงผลิตภัณฑ์ที่ได้จากการผลิตกลีเซอรีนทุกชนิด,100.260479,74110,ท่าเสา,กระทุ่มแบน,สมุทรสาคร,บริษัท ไทย กลีเซอรีน จำกัด
,611,2565,บริษัท เอไอ เอนเนอร์จี จำกัด (มหาชน),ผลิตกลีเซอรีและผลิตภัณฑ์ที่ได้จากการผลิตกลีเซอรีนทุกชนิด,,74110,คลองมะเดื่อ,กระทุ่มแบน,สมุทรสาคร,บริษัท เอไอ เอนเนอร์จี จำกัด (มหาชน)
13.705,612,2565,บริษัท คริสโก้ (ประเทศไทย) จำกัด,ผลิตเครื่องสำอาง ผลิตภัณฑ์ทำความสะอาด เช่น น้ำยางล้างขวดนม น้ำยาซักผ้าอ้อม น้ำยาปรับผ้านุ่ม และผลิตภัณฑ์ยาขัดรองเท้า,100.3132,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,บริษัท คริสโก้ (ประเทศไทย) จำกัด
,613,2565,บริษัท ไทย-มีโก้ จำกัด,ผลิตเครื่องสำอางและยารักษาโรคทุกชนิด,,10150,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท ไทย-มีโก้ จำกัด
13.66538333,614,2565,สินเจริญอุตสาหกรรม,ทำยาขัดทองเหลือง ยาขัดเหล็ก แปรงหางม้าและลูกผ้าขัดเงา,100.27115,74110,ท่าไม้,กระทุ่มแบน,สมุทรสาคร,นายบุญมี ภัทรพงศ์มณี
,615,2565,,ผลิตสารตัวเร่งให้น้ำตกตะกอน,,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,นายชิงชัย ฉัตรนรัตนกุล
13.69966667,616,2565,บริษัท หยงฟองเอ็นเตอร์ไพรส์ จำกัด,ทำกาวและซักคาริน,100.2982,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,บริษัท หยงฟองเอ็นเตอร์ไพรส์ จำกัด
13.71341667,617,2565,บริษัท ไทยเทปกาวอุตสาหกรรม จำกัด,ผลิตเทปกาว,100.305,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,บริษัท ไทยเทปกาวอุตสาหกรรม จำกัด
13.55165339,618,2565,เอส.ซี.แพลนเนอร์,ผลิตกาวลาเท็กซ์ กาวยูเรียเพื่อใช้ในอุตสาหกรรมไม้และเฟอร์นิเจอร์ และผลิตเฟอร์นิเจอร์จากไม้,100.2866682,74000,บางโทรัด,เมืองสมุทรสาคร,สมุทรสาคร,นายสิริฤกษ์ ภัทรนาวิก
13.51865,619,2565,บริษัท ไนโตรเคมีอุตสาหกรรม จำกัด,ผลิตไนโตรเซลลูโลส,100.1659833,74000,บางโทรัด,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท ไนโตรเคมีอุตสาหกรรม จำกัด
13.60961667,620,2565,บริษัท สยามไฟร์เวอร์ค จำกัด,ผลิตดอกไม้เพลิงและประทัด,100.2711167,74110,ดอนไก่ดี,กระทุ่มแบน,สมุทรสาคร,บริษัท สยามไฟร์เวอร์ค จำกัด
13.60965,621,2565,บริษัท สยามอินเตอร์เนชั่นแนลไฟร์เวอร์ค จำกัด,ทำพลุ และดอกไม้เพลิง,100.2711667,74110,ดอนไก่ดี,กระทุ่มแบน,สมุทรสาคร,บริษัท สยามอินเตอร์เนชั่นแนลไฟร์เวอร์ค จำกัด
13.70676667,622,2565,บริษัท สหศรีอุตสาหกรรม จำกัด,ทำเทียนไข และทำพาราฟินเพื่อใช้ในการทำเทียนไข ขยายโดยเพิ่มเครื่องจักรขึ้นอีก 175.23 แรงม้า,100.2942667,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,บริษัท สหศรีอุตสาหกรรม จำกัด
,623,2565,บริษัท ทองกูลไทย จำกัด,ผลิตหมึกพิมพ์,,74000,โคกขาม,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท ทองกูลไทย จำกัด
13.70248333,624,2565,บริษัท ช.แสนจันทน์การค้า จำกัด,ทำผงธูปและผงยากันยุง,100.29985,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,บริษัท ช.แสนจันทน์การค้า จำกัด
13.55783333,625,2565,บริษัท เอ็ม.ไทยอินดัสเทรียล จำกัด,ผลิตแคลเซียมคาร์ไบด์ ก๊าซอะเซทีลีน และคาร์บอนเปสท์,100.2561667,74000,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,บริษัท เอ็ม.ไทยอินดัสเทรียล จำกัด
