เดือน,จำนวน,_id,ปี พ.ศ.,ประเภทรถ,ประเภทกฏหมาย
เมษายน,40734,1,2568,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
เมษายน,1664,2,2568,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
เมษายน,7909,3,2568,รย. 3 รถยนต์บรรทุกส่วนบุคคล,รถยนต์
เมษายน,5,4,2568,รย. 4 รถยนต์สามล้อส่วนบุคคล,รถยนต์
เมษายน,374,5,2568,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
เมษายน,17,6,2568,รย. 8 รถยนต์รับจ้างสามล้อ,รถยนต์
เมษายน,33,7,2568,รย. 9 รถยนต์บริการธุรกิจ,รถยนต์
เมษายน,41,8,2568,รย. 10 รถยนต์บริการทัศนาจร,รถยนต์
เมษายน,1,9,2568,รย. 11 รถยนต์บริการให้เช่า,รถยนต์
เมษายน,148651,10,2568,รย. 12 รถจักรยานยนต์,รถยนต์
เมษายน,4441,11,2568,รย. 13 รถแทร็กเตอร์,รถยนต์
เมษายน,39,12,2568,รย. 14 รถบดถนน,รถยนต์
เมษายน,12,13,2568,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
เมษายน,71,14,2568,รย. 16 รถพ่วง,รถยนต์
เมษายน,66,15,2568,รย. 17 รถจักรยานยนต์สาธารณะ,รถยนต์
เมษายน,131,16,2568,รถโดยสารประจำทาง,รถขนส่ง
เมษายน,333,17,2568,รถโดยสารไม่ประจำทาง,รถขนส่ง
เมษายน,33,18,2568,รถโดยสารส่วนบุคคล,รถขนส่ง
เมษายน,2587,19,2568,รถบรรทุกไม่ประจำทาง,รถขนส่ง
เมษายน,2359,20,2568,รถบรรทุกส่วนบุคคล,รถขนส่ง
