จำนวน,_id,หน่วยงานเจ้าของ,หน่วย,ชื่อโรงงาน,ประกอบกิจการ,ปีที่ได้รับอนุญาต,เพศ,ตำบล,อำเภอ,TSIC,รหัสประเภท
1,222,สำนักงานอุตสาหกรรมจังหวัด,คน,มหาชัยวาริน (สาขามุกดาหาร),โรงงานห้องเย็น,2564,หญิง,มุกดาหาร,เมืองมุกดาหาร,52101,9200
3,223,สำนักงานอุตสาหกรรมจังหวัด,คน,ดอนตาลคอนกรีต,ผลิตคอนกรีตผสมเสร็จ,2564,ชาย,ดอนตาล,ดอนตาล,23953,5801
0,224,สำนักงานอุตสาหกรรมจังหวัด,คน,ดอนตาลคอนกรีต,ผลิตคอนกรีตผสมเสร็จ,2564,หญิง,ดอนตาล,ดอนตาล,23953,5801
36,225,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท ศรีรุ้งเฟอร์นิเจอร์ จำกัด,ทำวงกบประตู ขอบหน้าต่าง บานประตู บานหน้าต่าง หรือส่วนประกอบที่ทำด้วยไม้ของอาคาร และผลิตภัณฑ์แปรรูปไม้เพื่อประดิษฐกรรม เช่น เครื่องเรือนที่ทำจากไม้ เฟอร์นิเจอร์ไม้ เป็นต้น,2564,ชาย,กกแดง,นิคมคำสร้อย,16230,3601
10,226,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท ศรีรุ้งเฟอร์นิเจอร์ จำกัด,ทำวงกบประตู ขอบหน้าต่าง บานประตู บานหน้าต่าง หรือส่วนประกอบที่ทำด้วยไม้ของอาคาร และผลิตภัณฑ์แปรรูปไม้เพื่อประดิษฐกรรม เช่น เครื่องเรือนที่ทำจากไม้ เฟอร์นิเจอร์ไม้ เป็นต้น,2564,หญิง,กกแดง,นิคมคำสร้อย,16230,3601
6,227,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ป่งแดงการช่าง,ทำผลิตภัณฑ์คอนกรีต,2564,ชาย,หนองแวง,นิคมคำสร้อย,23953,5801
3,228,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ป่งแดงการช่าง,ทำผลิตภัณฑ์คอนกรีต,2564,หญิง,หนองแวง,นิคมคำสร้อย,23953,5801
5,229,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ท่าทรายศรีเผย มุกดาหาร,ซ่อม และต่อเรือดูดทราย,2564,ชาย,ป่งขาม,หว้านใหญ่,33151,7501
0,230,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ท่าทรายศรีเผย มุกดาหาร,ซ่อม และต่อเรือดูดทราย,2564,หญิง,ป่งขาม,หว้านใหญ่,33151,7501
3,231,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท ดีโฮมคอนกรีต มุกดาหาร จำกัด สาขา 1,ผลิตคอนกรีตผสมเสร็จ,2564,ชาย,หนองเอี่ยน,คำชะอี,23953,5801
0,232,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท ดีโฮมคอนกรีต มุกดาหาร จำกัด สาขา 2,ผลิตคอนกรีตผสมเสร็จ,2564,หญิง,หนองเอี่ยน,คำชะอี,23953,5801
3,233,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด สมบูรณ์ธารา,โรงโม่ บด หรือย่อยหิน,2565,ชาย,มุกดาหาร,เมืองมุกดาหาร,23961,301
0,234,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด สมบูรณ์ธารา,โรงโม่ บด หรือย่อยหิน,2565,หญิง,มุกดาหาร,เมืองมุกดาหาร,23961,301
3,235,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ท่าทรายทรัพย์ทรายทอง 2001,ดูดทราย,2565,ชาย,นาสีนวน,เมืองมุกดาหาร,8103,304
0,236,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ท่าทรายทรัพย์ทรายทอง 2001,ดูดทราย,2565,หญิง,นาสีนวน,เมืองมุกดาหาร,8103,304
10,237,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท มุกดาหาร วู๊ดชิพ จำกัด,ผลิตชิ้นไม้สับจากไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรี เพื่อจำหน่าย,2565,ชาย,คำป่าหลาย,เมืองมุกดาหาร,16299,3404
0,238,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท มุกดาหาร วู๊ดชิพ จำกัด,ผลิตชิ้นไม้สับจากไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรี เพื่อจำหน่าย,2565,หญิง,คำป่าหลาย,เมืองมุกดาหาร,16299,3404
4,239,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท กู๊ด บิวดิ้ง ดีไซน์ จำกัด,ทำผลิตภัณฑ์คอนกรีตผสม,2565,ชาย,บางทรายใหญ่,เมืองมุกดาหาร,23951,5801
0,240,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท กู๊ด บิวดิ้ง ดีไซน์ จำกัด,ทำผลิตภัณฑ์คอนกรีตผสม,2565,หญิง,บางทรายใหญ่,เมืองมุกดาหาร,23951,5801
3,241,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท ป.วัสดุ มุกดาหาร จำกัด,ทำผลิตภัณฑ์คอนกรีตผสม,2565,ชาย,มุกดาหาร,เมืองมุกดาหาร,23951,5801
0,242,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท ป.วัสดุ มุกดาหาร จำกัด,ทำผลิตภัณฑ์คอนกรีตผสม,2565,หญิง,มุกดาหาร,เมืองมุกดาหาร,23951,5801
7,243,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด เมืองทองทวีทรัพย์,ผลิตแอสฟัลท์ติกคอนกรีต กำลังการผลิตสูงสุด 90 ตัน/ชม.,2565,ชาย,ดงหลวง,ดงหลวง,19209,5004
3,244,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด เมืองทองทวีทรัพย์,ผลิตแอสฟัลท์ติกคอนกรีต กำลังการผลิตสูงสุด 90 ตัน/ชม.,2565,หญิง,ดงหลวง,ดงหลวง,19209,5004
3,245,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท หินสวย ทรายงาม จำกัด,ซ่อมแซม และทาสีเรือกลลำน้ำ,2565,ชาย,โพธิ์ไทร,ดอนตาล,33151,7501
0,246,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท หินสวย ทรายงาม จำกัด,ซ่อมแซม และทาสีเรือกลลำน้ำ,2565,หญิง,โพธิ์ไทร,ดอนตาล,33151,7501
9,247,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท เสริมชัย คอมเมิร์ซ จำกัด,ผลิตชิ้นไม้สับจากไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรี เพื่อจำหน่าย,2565,ชาย,โชคชัย,นิคมคำสร้อย,16299,3404
3,248,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท เสริมชัย คอมเมิร์ซ จำกัด,ผลิตชิ้นไม้สับจากไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรี เพื่อจำหน่าย,2565,หญิง,โชคชัย,นิคมคำสร้อย,16299,3404
7,249,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท วารีเทพ มุกดาหาร จำกัด,ผลิตน้ำแข็ง,2565,ชาย,บางทรายน้อย,หว้านใหญ่,10795,1400
5,250,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท วารีเทพ มุกดาหาร จำกัด,ผลิตน้ำแข็ง,2565,หญิง,บางทรายน้อย,หว้านใหญ่,10795,1400
3,251,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด เอส บี คอนกรีต 1994,ผลิตคอนกรีตผสมเสร็จ,2565,ชาย,หนองแวง,นิคมคำสร้อย,23953,5801
0,252,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด เอส บี คอนกรีต 1995,ผลิตคอนกรีตผสมเสร็จ,2565,หญิง,หนองแวง,นิคมคำสร้อย,23953,5801
4,253,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท มหาอนันต์ วู๊ดชิพ จำกัด,ผลิตชิ้นไม้สับจากไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรี เพื่อจำหน่าย,2566,ชาย,กุดแข้,เมืองมุกดาหาร,16299,3404
1,254,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท มหาอนันต์ วู๊ดชิพ จำกัด,ผลิตชิ้นไม้สับจากไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรี เพื่อจำหน่าย,2566,หญิง,กุดแข้,เมืองมุกดาหาร,16299,3404
0,255,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท อิสาน ทิมเบอร์ จำกัด,ผลิตชิ้นไม้สับที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรี และไม้ยางพารา เพื่อจำหน่าย,2566,ชาย,คำป่าหลาย,เมืองมุกดาหาร,16299,3404
0,256,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท อิสาน ทิมเบอร์ จำกัด,ผลิตชิ้นไม้สับที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรี และไม้ยางพารา เพื่อจำหน่าย,2566,หญิง,คำป่าหลาย,เมืองมุกดาหาร,16299,3404
0,257,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท รับเบอร์แลนด์โปรดักส์ จำกัด,ผลิตยางเครปและยางสับ,2566,ชาย,บางทรายใหญ่,เมืองมุกดาหาร,22191,5202
0,258,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท รับเบอร์แลนด์โปรดักส์ จำกัด,ผลิตยางเครปและยางสับ,2566,หญิง,บางทรายใหญ่,เมืองมุกดาหาร,22191,5202
6,259,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท สุริยาขนส่งอุบล จำกัด,ผลิตแอสฟัลท์ติกคอนกรีต,2566,ชาย,หนองเอี่ยน,คำชะอี,19201,5004
0,260,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท สุริยาขนส่งอุบล จำกัด,ผลิตแอสฟัลท์ติกคอนกรีต,2566,หญิง,หนองเอี่ยน,คำชะอี,19201,5004
2,261,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท กิมชุนไอซ์ ดอนตาล จำกัด,ผลิตน้ำแข็งหลอดและน้ำดื่ม,2566,ชาย,โพธิ์ไทร,ดอนตาล,10795,1400
5,262,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท กิมชุนไอซ์ ดอนตาล จำกัด,ผลิตน้ำแข็งหลอดและน้ำดื่ม,2566,หญิง,โพธิ์ไทร,ดอนตาล,10795,1400
13,263,สำนักงานอุตสาหกรรมจังหวัด,คน,กลุ่มเกษตรกรทำสวนยางพาราบ้านหนองบอน,ทำยางเครป,2566,ชาย,นาสะเม็ง,ดอนตาล,22191,5203
0,264,สำนักงานอุตสาหกรรมจังหวัด,คน,กลุ่มเกษตรกรทำสวนยางพาราบ้านหนองบอน,ทำยางเครป,2566,หญิง,นาสะเม็ง,ดอนตาล,22191,5203
4,265,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด เพชรรวมสาส์น มุกดาหาร,ผลิตแอสฟัลท์ติกคอนกรีต,2566,ชาย,หนองแวง,นิคมคำสร้อย,19201,5004
0,266,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด เพชรรวมสาส์น มุกดาหาร,ผลิตแอสฟัลท์ติกคอนกรีต,2566,หญิง,หนองแวง,นิคมคำสร้อย,19201,5004
2,267,สำนักงานอุตสาหกรรมจังหวัด,คน,นางสาวจารุณี เชื้อคำจันทร์,ตากกากมันสำปะหลัง,2567,ชาย,หนองแคน,ดงหลวง,38300,10600
0,268,สำนักงานอุตสาหกรรมจังหวัด,คน,นางสาวจารุณี เชื้อคำจันทร์,ตากกากมันสำปะหลัง,2567,หญิง,หนองแคน,ดงหลวง,38300,10600
2,269,สำนักงานอุตสาหกรรมจังหวัด,คน,นางสาวนิสัย เชื้อคำจันทร์,ตากกากมันสำปะหลัง,2567,ชาย,หนองแคน,ดงหลวง,38300,10600
0,270,สำนักงานอุตสาหกรรมจังหวัด,คน,นางสาวนิสัย เชื้อคำจันทร์,ตากกากมันสำปะหลัง,2567,หญิง,หนองแคน,ดงหลวง,38300,10600
4,271,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ครอส ริเวอร์ โลจิสติกส์,ผลิตแอสฟัลท์ติกคอนกรีต,2567,ชาย,ผึ่งแดด,เมืองมุกดาหาร,19209,5004
0,272,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ครอส ริเวอร์ โลจิสติกส์,ผลิตแอสฟัลท์ติกคอนกรีต,2567,หญิง,ผึ่งแดด,เมืองมุกดาหาร,19209,5004
