VALUE,QUARTER,SOURCE,_id,SEX,UNIT,REGION,YEAR
52.14,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,33,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
68.56,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,34,รวม,ร้อยละ,ภาคใต้,2563
78.08,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,35,ชาย,ร้อยละ,ภาคใต้,2563
59.54,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,36,หญิง,ร้อยละ,ภาคใต้,2563
66.67,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,37,รวม,ร้อยละ,ทั่วประเทศ,2563
74.94,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,38,ชาย,ร้อยละ,ทั่วประเทศ,2563
58.97,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,39,หญิง,ร้อยละ,ทั่วประเทศ,2563
69.11,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,40,รวม,ร้อยละ,กรุงเทพมหานคร,2563
75.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,41,ชาย,ร้อยละ,กรุงเทพมหานคร,2563
63.12,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,42,หญิง,ร้อยละ,กรุงเทพมหานคร,2563
68.29,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,43,รวม,ร้อยละ,ภาคกลาง,2563
76.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,44,ชาย,ร้อยละ,ภาคกลาง,2563
60.67,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,45,หญิง,ร้อยละ,ภาคกลาง,2563
65.26,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,46,รวม,ร้อยละ,ภาคเหนือ,2563
73.45,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,47,ชาย,ร้อยละ,ภาคเหนือ,2563
57.68,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,48,หญิง,ร้อยละ,ภาคเหนือ,2563
63.97,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,49,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
72.82,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,50,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
55.81,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,51,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
67.67,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,52,รวม,ร้อยละ,ภาคใต้,2563
77.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,53,ชาย,ร้อยละ,ภาคใต้,2563
58.85,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,54,หญิง,ร้อยละ,ภาคใต้,2563
67.24,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,55,รวม,ร้อยละ,ทั่วประเทศ,2563
75.47,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,56,ชาย,ร้อยละ,ทั่วประเทศ,2563
59.58,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,57,หญิง,ร้อยละ,ทั่วประเทศ,2563
69.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,58,รวม,ร้อยละ,กรุงเทพมหานคร,2563
75.97,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,59,ชาย,ร้อยละ,กรุงเทพมหานคร,2563
64.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,60,หญิง,ร้อยละ,กรุงเทพมหานคร,2563
69.38,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,61,รวม,ร้อยละ,ภาคกลาง,2563
77.51,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,62,ชาย,ร้อยละ,ภาคกลาง,2563
61.73,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,63,หญิง,ร้อยละ,ภาคกลาง,2563
65.48,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,64,รวม,ร้อยละ,ภาคเหนือ,2563
73.56,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,65,ชาย,ร้อยละ,ภาคเหนือ,2563
58.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,66,หญิง,ร้อยละ,ภาคเหนือ,2563
64.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,67,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
72.95,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,68,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
56.32,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,69,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
67.73,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,70,รวม,ร้อยละ,ภาคใต้,2563
77.68,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,71,ชาย,ร้อยละ,ภาคใต้,2563
58.31,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,72,หญิง,ร้อยละ,ภาคใต้,2563
65.93,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,73,รวม,ร้อยละ,ทั่วประเทศ,2564
73.92,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,74,ชาย,ร้อยละ,ทั่วประเทศ,2564
58.49,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,75,หญิง,ร้อยละ,ทั่วประเทศ,2564
71.11,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,76,รวม,ร้อยละ,กรุงเทพมหานคร,2564
76.69,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,77,ชาย,ร้อยละ,กรุงเทพมหานคร,2564
65.97,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,78,หญิง,ร้อยละ,กรุงเทพมหานคร,2564
69.28,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,79,รวม,ร้อยละ,ภาคกลาง,2564
77.12,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,80,ชาย,ร้อยละ,ภาคกลาง,2564
61.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,81,หญิง,ร้อยละ,ภาคกลาง,2564
64.32,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,82,รวม,ร้อยละ,ภาคเหนือ,2564
72.57,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,83,ชาย,ร้อยละ,ภาคเหนือ,2564
56.68,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,84,หญิง,ร้อยละ,ภาคเหนือ,2564
59.37,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,85,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
68.18,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,86,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
51.26,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,87,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
68.05,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,88,รวม,ร้อยละ,ภาคใต้,2564
76.78,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,89,ชาย,ร้อยละ,ภาคใต้,2564
59.79,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,90,หญิง,ร้อยละ,ภาคใต้,2564
66.28,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,91,รวม,ร้อยละ,ทั่วประเทศ,2564
74.49,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,92,ชาย,ร้อยละ,ทั่วประเทศ,2564
58.63,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,93,หญิง,ร้อยละ,ทั่วประเทศ,2564
70.14,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,94,รวม,ร้อยละ,กรุงเทพมหานคร,2564
76.29,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,95,ชาย,ร้อยละ,กรุงเทพมหานคร,2564
64.48,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,96,หญิง,ร้อยละ,กรุงเทพมหานคร,2564
69.12,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,97,รวม,ร้อยละ,ภาคกลาง,2564
77.01,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,98,ชาย,ร้อยละ,ภาคกลาง,2564
61.69,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,99,หญิง,ร้อยละ,ภาคกลาง,2564
63.76,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,100,รวม,ร้อยละ,ภาคเหนือ,2564
72.23,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,101,ชาย,ร้อยละ,ภาคเหนือ,2564
55.92,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,102,หญิง,ร้อยละ,ภาคเหนือ,2564
61.66,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,103,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
70.67,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,104,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
53.37,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,105,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
68.15,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,106,รวม,ร้อยละ,ภาคใต้,2564
77.23,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,107,ชาย,ร้อยละ,ภาคใต้,2564
59.57,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,108,หญิง,ร้อยละ,ภาคใต้,2564
66.01,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,109,รวม,ร้อยละ,ทั่วประเทศ,2564
74.27,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,110,ชาย,ร้อยละ,ทั่วประเทศ,2564
58.31,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,111,หญิง,ร้อยละ,ทั่วประเทศ,2564
67.58,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,112,รวม,ร้อยละ,กรุงเทพมหานคร,2564
73.17,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,113,ชาย,ร้อยละ,กรุงเทพมหานคร,2564
62.42,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,114,หญิง,ร้อยละ,กรุงเทพมหานคร,2564
67.78,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,115,รวม,ร้อยละ,ภาคกลาง,2564
76.38,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,116,ชาย,ร้อยละ,ภาคกลาง,2564
59.69,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,117,หญิง,ร้อยละ,ภาคกลาง,2564
64.24,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,118,รวม,ร้อยละ,ภาคเหนือ,2564
72.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,119,ชาย,ร้อยละ,ภาคเหนือ,2564
56.33,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,120,หญิง,ร้อยละ,ภาคเหนือ,2564
63.82,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,121,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
72.19,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,122,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
56.11,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,123,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
66.87,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,124,รวม,ร้อยละ,ภาคใต้,2564
76.42,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,125,ชาย,ร้อยละ,ภาคใต้,2564
57.83,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,126,หญิง,ร้อยละ,ภาคใต้,2564
66.28,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,127,รวม,ร้อยละ,ทั่วประเทศ,2564
74.63,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,128,ชาย,ร้อยละ,ทั่วประเทศ,2564
58.52,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,129,หญิง,ร้อยละ,ทั่วประเทศ,2564
70.13,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,130,รวม,ร้อยละ,กรุงเทพมหานคร,2564
75.53,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,131,ชาย,ร้อยละ,กรุงเทพมหานคร,2564
65.16,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,132,หญิง,ร้อยละ,กรุงเทพมหานคร,2564
68.07,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,133,รวม,ร้อยละ,ภาคกลาง,2564
76.86,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,134,ชาย,ร้อยละ,ภาคกลาง,2564
59.81,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,135,หญิง,ร้อยละ,ภาคกลาง,2564
64.37,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,136,รวม,ร้อยละ,ภาคเหนือ,2564
72.69,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,137,ชาย,ร้อยละ,ภาคเหนือ,2564
56.68,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,138,หญิง,ร้อยละ,ภาคเหนือ,2564
63.07,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,139,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
71.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,140,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
55.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,141,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
67.02,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,142,รวม,ร้อยละ,ภาคใต้,2564
77.12,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,143,ชาย,ร้อยละ,ภาคใต้,2564
57.48,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,144,หญิง,ร้อยละ,ภาคใต้,2564
66.16,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,145,รวม,ร้อยละ,ทั่วประเทศ,2565
74.58,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,146,ชาย,ร้อยละ,ทั่วประเทศ,2565
58.49,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,147,หญิง,ร้อยละ,ทั่วประเทศ,2565
71.59,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,148,รวม,ร้อยละ,กรุงเทพมหานคร,2565
77.46,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,149,ชาย,ร้อยละ,กรุงเทพมหานคร,2565
66.29,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,150,หญิง,ร้อยละ,กรุงเทพมหานคร,2565
69.54,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,151,รวม,ร้อยละ,ภาคกลาง,2565
77.31,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,152,ชาย,ร้อยละ,ภาคกลาง,2565
62.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,153,หญิง,ร้อยละ,ภาคกลาง,2565
63.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,154,รวม,ร้อยละ,ภาคเหนือ,2565
72.26,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,155,ชาย,ร้อยละ,ภาคเหนือ,2565
56.33,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,156,หญิง,ร้อยละ,ภาคเหนือ,2565
59.94,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,157,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
69.74,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,158,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
51.08,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,159,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
67.48,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,160,รวม,ร้อยละ,ภาคใต้,2565
77.35,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,161,ชาย,ร้อยละ,ภาคใต้,2565
58.33,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,162,หญิง,ร้อยละ,ภาคใต้,2565
66.59,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,163,รวม,ร้อยละ,ทั่วประเทศ,2565
74.94,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,164,ชาย,ร้อยละ,ทั่วประเทศ,2565
58.97,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,165,หญิง,ร้อยละ,ทั่วประเทศ,2565
71.63,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,166,รวม,ร้อยละ,กรุงเทพมหานคร,2565
77.56,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,167,ชาย,ร้อยละ,กรุงเทพมหานคร,2565
66.28,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,168,หญิง,ร้อยละ,กรุงเทพมหานคร,2565
69.36,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,169,รวม,ร้อยละ,ภาคกลาง,2565
77.32,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,170,ชาย,ร้อยละ,ภาคกลาง,2565
62.04,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,171,หญิง,ร้อยละ,ภาคกลาง,2565
63.83,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,172,รวม,ร้อยละ,ภาคเหนือ,2565
72.54,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,173,ชาย,ร้อยละ,ภาคเหนือ,2565
55.97,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,174,หญิง,ร้อยละ,ภาคเหนือ,2565
61.73,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,175,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
70.93,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,176,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
53.42,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,177,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
67.64,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,178,รวม,ร้อยละ,ภาคใต้,2565
77.29,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,179,ชาย,ร้อยละ,ภาคใต้,2565
58.69,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,180,หญิง,ร้อยละ,ภาคใต้,2565
67.45,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,181,รวม,ร้อยละ,ทั่วประเทศ,2565
75.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,182,ชาย,ร้อยละ,ทั่วประเทศ,2565
59.83,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,183,หญิง,ร้อยละ,ทั่วประเทศ,2565
71.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,184,รวม,ร้อยละ,กรุงเทพมหานคร,2565
76.97,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,185,ชาย,ร้อยละ,กรุงเทพมหานคร,2565
66.94,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,186,หญิง,ร้อยละ,กรุงเทพมหานคร,2565
69.29,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,187,รวม,ร้อยละ,ภาคกลาง,2565
77.65,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,188,ชาย,ร้อยละ,ภาคกลาง,2565
61.59,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,189,หญิง,ร้อยละ,ภาคกลาง,2565
65.05,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,190,รวม,ร้อยละ,ภาคเหนือ,2565
73.67,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,191,ชาย,ร้อยละ,ภาคเหนือ,2565
57.26,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,192,หญิง,ร้อยละ,ภาคเหนือ,2565
64.57,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,193,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
73.61,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,194,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
56.39,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,195,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
67.27,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,196,รวม,ร้อยละ,ภาคใต้,2565
76.99,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,197,ชาย,ร้อยละ,ภาคใต้,2565
58.27,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,198,หญิง,ร้อยละ,ภาคใต้,2565
67.41,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,199,รวม,ร้อยละ,ทั่วประเทศ,2565
75.97,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,200,ชาย,ร้อยละ,ทั่วประเทศ,2565
59.61,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,201,หญิง,ร้อยละ,ทั่วประเทศ,2565
72.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,202,รวม,ร้อยละ,กรุงเทพมหานคร,2565
78.23,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,203,ชาย,ร้อยละ,กรุงเทพมหานคร,2565
67.13,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,204,หญิง,ร้อยละ,กรุงเทพมหานคร,2565
69.46,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,205,รวม,ร้อยละ,ภาคกลาง,2565
77.59,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,206,ชาย,ร้อยละ,ภาคกลาง,2565
61.99,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,207,หญิง,ร้อยละ,ภาคกลาง,2565
65.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,208,รวม,ร้อยละ,ภาคเหนือ,2565
74.23,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,209,ชาย,ร้อยละ,ภาคเหนือ,2565
57.43,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,210,หญิง,ร้อยละ,ภาคเหนือ,2565
63.15,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,211,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
72.69,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,212,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
54.54,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,213,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
68.13,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,214,รวม,ร้อยละ,ภาคใต้,2565
78.22,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,215,ชาย,ร้อยละ,ภาคใต้,2565
58.79,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,216,หญิง,ร้อยละ,ภาคใต้,2565
67.39,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,217,รวม,ร้อยละ,ทั่วประเทศ,2566
75.56,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,218,ชาย,ร้อยละ,ทั่วประเทศ,2566
59.95,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,219,หญิง,ร้อยละ,ทั่วประเทศ,2566
73.15,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,220,รวม,ร้อยละ,กรุงเทพมหานคร,2566
79.46,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,221,ชาย,ร้อยละ,กรุงเทพมหานคร,2566
67.46,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,222,หญิง,ร้อยละ,กรุงเทพมหานคร,2566
