แรงม้า,ประเภทโรงงาน,ตำบล,ประกอบกิจการ,เลขทะเบียนโรงงานเดิม,คนงานรวม,ถนน,เลขที่,จังหวัด,จำพวก,รหัสไปรษณีย์,หมู่,ผู้ประกอบการ,เงินทุนรวม(ล้านบาท),ซอย,ชื่อโรงงาน,_id,FID,รหัสประเภท,อำเภอ,ปีที่อนุญาต
450,การขุดหรือลอกกรวด ทราย หรือดิน,สระสี่เหลี่ยม,ขุดดิน,จ3-3(2)-268/61ชบ,3,,"โฉนดที่ดินเลขที่ 35657, 35658",ชลบุรี,3,20140,4,นายสมนึก สุวรรณศร,1.5,,-,2197,20200000000000,302,พนัสนิคม,2561
222,การขุดหรือลอกกรวด ทราย หรือดิน,หนองรี,ขุดดิน,จ3-3(2)-270/48ชบ,2,,โฉนดที่ดินเลขที่ 12410,ชลบุรี,3,20000,12,บริษัท ชลบุรีจิตต์ประเสริฐ จำกัด,9.3,,บริษัท ชลบุรีจิตต์ประเสริฐ จำกัด,2198,20200000000000,302,เมืองชลบุรี,2548
440,การขุดหรือลอกกรวด ทราย หรือดิน,หนองตำลึง,ขุดดิน,จ3-3(2)-271/61ชบ,2,,โฉนดที่ดินเลขที่ 502,ชลบุรี,3,20160,8,นายประทีป ศรีสังวรณ์,1.5,,บ่อดิน ส.สุขปิติ,2199,20200000000000,302,พานทอง,2561
524,การขุดหรือลอกกรวด ทราย หรือดิน,หนองอิรุณ,ขุดดิน,จ3-3(2)-280/60ชบ,6,,"โฉนดที่ดินเลขที่ 5159, 5160, 5161, 5140",ชลบุรี,3,20220,12,นายเอนก เจียรวงศ์สกุล,16,,-,2200,20200000000000,302,บ้านบึง,2560
331,การกลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,หนองขยาด,กลึง เจาะ ไส เจียน โลหะ ทำแม่พิมพ์โลหะ และฉีดพลาสติกเป็นชิ้นส่วนเครื่องใช้ไฟฟ้าและอุปกรณ์รถยนต์,จ3-64(13)-9/66ชบ,12,,16,ชลบุรี,3,20140,6,บริษัท ดีเคเค พรีซิชั่น อินดัสเตรียล จำกัด,14,,บริษัท ดีเคเค พรีซิชั่น อินดัสเตรียล จำกัด,2201,20200000000000,6413,พนัสนิคม,2566
335.23,การกลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,มาบไผ่,กลึง เจาะ คว้าน กัด ไส เจียร หรือเชื่อมโลหะทั่วไป,จ3-64(13)-6/63ชบ,41,,99/2,ชลบุรี,3,20170,3,บริษัท พีทีเค เอ็นจิเนียริ่ง แอนด์ ซัพพลาย จำกัด,25,,บริษัท พีทีเค เอ็นจิเนียริ่ง แอนด์ ซัพพลาย จำกัด,2202,20200000000000,6413,บ้านบึง,2563
251.08,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,หนองอิรุณ,ผลิตตอนกรีตผสมเสร็จ,จ3-58(1)-315/57ชบ,11,,,ชลบุรี,3,20220,10,บริษัท กรุงธน เอ็นเนอร์ยี่ เซอร์วิส จำกัด,10.2,,บริษัท กรุงธน เอ็นเนอร์ยี่ เซอร์วิส จำกัด,2203,20200000000000,5801,บ้านบึง,2557
298,โรงงานทำเครื่องเรือนหรือเครื่องตบแต่งภายในอาคารจากไม้ แก้ว ยาง หรืออโลหะอื่น,บ้านบึง,ทำประดิษฐ์กรรมเครื่องเรือน แท่นรองรันสินค้าโดยใช้ไม้ยางพาราท่อนเป็นวัตถุดิบ,จ3-37-316/49ชบ,48,บ้านบึง-แกลง,144,ชลบุรี,3,20170,,บริษัท ชลบุรี ธนาคม จำกัด,7.2,,บริษัท ชลบุรี ธนาคม จำกัด,2204,20200000000000,3700,บ้านบึง,2549
488.46,การหั่น ผสม รีดให้เป็นแผ่น หรือตัดแผ่นยางธรรมชาติซึ่งมิใช่การทำสวนยางหรือป่า,บ่อกวางทอง,หั่น ตัด บด รีดยาง,จ3-52(2)-2/66ชบ,96,,55,ชลบุรี,3,20270,2,บริษัท นิโอ รับเบอร์ อินเตอร์เทค จำกัด,48,,บริษัท นิโอ รับเบอร์ อินเตอร์เทค จำกัด,2205,20200000000000,5202,บ่อทอง,2566
104.29,การทำเครื่องมือ เครื่องใช้ เครื่องเรือน หรือเครื่องประดับ และรวมถึงชิ้นส่วนของผลิตภัณฑ์,หนองขาม,ทำผลิตภัณฑ์พลาสติก,จ3-53(1)-33/59ชบ,7,,537/21,ชลบุรี,3,20230,3,ห้างหุ้นส่วนจำกัด คุณเพื่อคุณ,11.3,,ห้างหุ้นส่วนจำกัด คุณเพื่อคุณ,2206,20200000000000,5301,ศรีราชา,2559
290,โรงงานประกอบกิจการเกี่ยวกับการทำ ตัด ซอย บด หรือย่อยน้ำแข็ง,ห้วยใหญ่,ผลิตน้ำแข็งก้อนเล็ก,จ3-14-36/50ชบ,14,-,64/6,ชลบุรี,3,20150,5,บริษัท ธนรัฐรพี จำกัด,14.9,-,บริษัท ธนรัฐรพี จำกัด,2207,20200000000000,1400,บางละมุง,2550
227.5,การตัด พับ  หรือม้วนโลหะ,หนองซ้ำซาก,ตัดเหล็ก,จ3-64(12)-36/56ชบ,15,ชลบุรี-บ้านบึง,46078,ชลบุรี,3,20170,1,บริษัท ตั้ง หวัง ดี โปรดักส์ จำกัด,53,,บริษัท ตั้ง หวัง ดี โปรดักส์ จำกัด,2208,20200000000000,6412,บ้านบึง,2556
150,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,เขาคันทรง,ทำคอนกรีตผสมเสร็จ,จ3-58(1)-38/53ชบ,13,3138 บ้านบึง-บ้านค่าย,545/4,ชลบุรี,3,20110,8,บริษัท เอส.เจ.ซี.คอนกรีต จำกัด,23,,บริษัท เอส.เจ.ซี.คอนกรีต จำกัด,2209,20200000000000,5801,ศรีราชา,2553
217.35,การกลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,พลูตาหลวง,กลึง เจาะ คว้าน กัด ไส และเชื่อมโลหะ,จ3-64(13)-39/58ชบ,8,สาย 332,117/80,ชลบุรี,3,20180,4,บริษัท ไทยออยล์ ทูลแมชีนเนอรี่ เซอร์วิสเซส จำกัด ,56.312463,,บริษัท ไทยออยล์ ทูล แมชีนเนอรี่ เซอร์วิสเซส จำกัด,2210,20200000000000,6413,สัตหีบ,2558
428,โรงงานประกอบกิจการเกี่ยวกับการทำ ตัด ซอย บด หรือย่อยน้ำแข็ง,หมอนนาง,ผลิตน้ำแข็งซอง ,จ3-14-1/65ชบ,15,-,198,ชลบุรี,3,20140,10,ห้างหุ้นส่วนจำกัด สุวรรณวารี ชลบุรี,42,-,ห้างหุ้นส่วนจำกัด สุวรรณวารี ชลบุรี,2211,20200000000000,1400,พนัสนิคม,2565
96.9,การทำภาชนะบรรจุ เครื่องมือ หรือเครื่องใช้จากไม้ และรวมถึงชิ้นส่วนของผลิตภัณฑ์,ทุ่งสุขลา,ทำแท่นรองรับสินค้าจากไม้ ลังไม้ และอบไม้,จ3-36(1)-40/52ชบ,54,,277/34,ชลบุรี,3,20230,6,นายจอม แตงไทย,11.3,,,2212,20200000000000,3601,ศรีราชา,2552
487.77,การทำพลาสติกเป็นเม็ด แท่ง ท่อ หลอด แผ่น ชั้น ผง หรือรูปทรงต่าง ๆ,ท่าบุญมี,ทำเม็ดพลาสติกจากพลาสติกใช้แล้ว และบดย่อยพลาสติก,จ3-53(5)-32/58ชบ,38,,99,ชลบุรี,3,20240,3,บริษัท ชัยวัฒน์พลาสติก 2015 จำกัด,36.5,,บริษัท ชัยวัฒน์พลาสติก 2015 จำกัด,2213,20200000000000,5305,เกาะจันทร์,2558
423.47,โรงงานผลิต ประกอบหรือซ่อมแซมเครื่องจักรหรือผลิตภัณฑ์ที่ระบุไว้ในลำดับที่ 70 เฉพาะที่ใช้ไฟฟ้า,หนองบอนแดง,ผลิต ประกอบ หม้อแปลงไฟฟ้าขนาดเล็ก,จ3-71-13/63ชบ,177,,154/6,ชลบุรี,3,20170,2,บริษัท ฟีลัคซ์ (ประเทศไทย) จำกัด,93.62,,บริษัท ฟีลัคซ์ (ประเทศไทย) จำกัด,2214,20200000000000,7100,บ้านบึง,2563
580.5,การตัด พับ  หรือม้วนโลหะ,หนองขาม,จำหน่ายเหล็กกล้าชนิดพิเศษ โลหะ อโลหะที่ใช้เป็นวัตถุดิบในการผลิตชิ้นส่วนยานพาหนะ,จ3-64(12)-34/59ชบ,26,,509/8,ชลบุรี,3,20230,3,บริษัท ซาคูมะ (ประเทศไทย) จำกัด,416.681181,,บริษัท ซาคูมะ (ประเทศไทย) จำกัด,2215,20200000000000,6412,ศรีราชา,2559
91.5,การทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร,หนองรี,ผลิตส่วนประกอบของอาคารสำเร็จรูป เช่น ผนัง หลังคา ผ้าเพดาน,จ3-63(2)-38/50ชบ,15,ชลบุรี-บ้านบึง,46092,ชลบุรี,3,20000,3,บริษัท วาย.เอ็น อินดรัสทรี คอร์ปอเรชั่น (ประเทศไทย) จำกัด,48.489608,-,บริษัท วาย.เอ็น อินดรัสทรี คอร์ปอเรชั่น (ประเทศไทย) จำกัด,2216,20200000000000,6302,เมืองชลบุรี,2550
107,โรงงานผลิตภาชนะบรรจุจากกระดาษทุกชนิดหรือแผ่นกระดาษไฟเบอร์ (Fibreboard),หนองขาม,ผลิตกล่องกระดาษแข็ง และแผ่นรองรับสินค้าด้วยกระดาษ,จ3-39-42/48ชบ,122,,99/24,ชลบุรี,3,20230,10,บริษัท ทีดับเบิ้ลยู แพ็คเกจจิ้ง จำกัด,65,,บริษัท ทีดับเบิ้ลยู แพ็คเกจจิ้ง จำกัด,2217,20200000000000,3900,ศรีราชา,2548
98,การทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร,หนองรี,ผลิตหลังคาเหล็กรีดลอน,จ3-63(2)-42/53ชบ,10,,20/18,ชลบุรี,3,20000,9,บริษัท ฉางจิน อินเตอร์เนชั่นแนล จำกัด,0.5,,บริษัท ฉางจิน อินเตอร์เนชั่นแนล จำกัด,2218,20200000000000,6302,เมืองชลบุรี,2553
430,การทำเครื่องมือ เครื่องใช้ เครื่องเรือน หรือเครื่องประดับ และรวมถึงชิ้นส่วนของผลิตภัณฑ์,มาบไผ่,ผลิต ผลิตภัณฑ์พลาสติก เช่น เม็ดพลาสติก ชิ้นส่วนอุปกรณ์ไฟฟ้าและครัวเรือน,จ3-53(1)-45/61ชบ,20,,56/10,ชลบุรี,3,20170,1,บริษัท อีโค แมเนจเม้นท์ อินดัสเตรียล จำกัด,69,,บริษัท อีโค แมเนจเม้นท์ อินดัสเตรียล จำกัด,2219,20200000000000,5301,บ้านบึง,2561
439,โรงงานประกอบกิจการเกี่ยวกับการทำ ตัด ซอย บด หรือย่อยน้ำแข็ง,มาบไผ่,ทำน้ำแข็งก้อนเล็ก,จ3-14-48/58ชบ,17,,-,ชลบุรี,3,20170,4,ห้างหุ้นส่วนจำกัด ชลบุรีธารทิพย์ โดยนาย อดิชัย,17.5,,ห้างหุ้นส่วนจำกัด ชลบุรีธารทิพย์,2220,20200000000000,1400,บ้านบึง,2558
250,การขุดหรือลอกกรวด ทราย หรือดิน,หัวถนน,ขุดดิน,จ3-3(2)-41/58ชบ,2,,"โฉนดเลขที่ 39438,39439,39442,39444",ชลบุรี,3,20140,9,นายนพดล แก้วสุข,4.5,,-,2221,20200000000000,302,พนัสนิคม,2558
454,การทำพลาสติกเป็นเม็ด แท่ง ท่อ หลอด แผ่น ชั้น ผง หรือรูปทรงต่าง ๆ,คลองกิ่ว,หลอมเม็ดพลาสติก ล้าง บด หรือย่อยพลาสติก ผลิต COMPOUND PLASTIC ผลิตเม็ดพลาสติกรีไซเคิล,จ3-53(5)-44/59ชบ,36,,732/3,ชลบุรี,3,20220,1,บริษัท คิงส์ เอ็นเนอร์จี แอนด์ เวซท์ โซลูชั่น จำกัด,101.29,,บริษัท คิงส์ เอ็นเนอร์จี แอนด์ เวซท์ โซลูชั่น จำกัด,2222,20200000000000,5305,บ้านบึง,2559
290.5,การทำเครื่องมือ เครื่องใช้ เครื่องเรือน หรือเครื่องประดับ และรวมถึงชิ้นส่วนของผลิตภัณฑ์,บ่อกวางทอง,ผลิตผลิตภัณฑ์พลาสติก เช่น เครื่องใช้ไฟฟ้า อะไหล่ชิ้นส่วนรถยนต์ อะไหล่ชิ้นส่วนเครื่องจักรต่าง ๆ,จ3-53(1)-46/52ชบ,30,,156,ชลบุรี,3,20270,8,บริษัท แปซิฟิค รับเบอร์เวิร์คส์ จำกัด,16,,บริษัท แปซิฟิค รับเบอร์เวิร์คส์ จำกัด,2223,20200000000000,5301,บ่อทอง,2552
383.5,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,หนองปรือ,ทำผลิตภัณฑ์คอนกรีต เช่น คอนกรีตผสมเสร็จ คอนกรีตบล็อก ท่อคอนกรีตอัดแรง,จ3-58(1)-47/59ชบ,21,,"โฉนดที่ดิน 8481,8482",ชลบุรี,3,20150,2,ห้างหุ้นส่วนจำกัด มิตรกมล วัสดุ,19,,ห้างหุ้นส่วนจำกัด มิตรกมล วัสดุ,2224,20200000000000,5801,บางละมุง,2559
348.53,การทำภาชนะบรรจุ เช่น ถุง หรือกระสอบ,ท่าบุญมี,ทำภาชนะบรรจุ เช่น ถุงหรือกระสอบ,จ3-53(4)-49/60ชบ,290,,88/8,ชลบุรี,3,20240,6,บริษัท ไคบิ แพ็ก จำกัด,15.0655,,บริษัท ไคบิ แพ็ก จำกัด,2225,20200000000000,5304,เกาะจันทร์,2560
260,การขุดหรือลอกกรวด ทราย หรือดิน,หนองเหียง,ขุดดิน,จ3-3(2)-50/52ชบ,5,,โฉนดที่ดินเลขที่30903,ชลบุรี,3,20140,16,นางสาวเกสรี สิมะรัตนมงคล,4.6,,บ่อส.รัตนชัย,2226,20200000000000,302,พนัสนิคม,2552
152.6,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,บึง,ผลิตคอนกรีตผสมเสร็จ,จ3-58(1)-51/54ชบ,10,,116/14,ชลบุรี,3,20230,3,บริษัท ซุน คอร์ป จำกัด (มหาชน),5.5,,บริษัท ซุน คอร์ป จำกัด (มหาชน),2227,20200000000000,5801,ศรีราชา,2554
137.04,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,บางพระ,ผลิตแผ่นพื้นคอนกรีตสำเร็จรูป,จ3-58(1)-52/47ชบ,12,,,ชลบุรี,3,20110,7,บริษัท เอ็น.อี.ซี.คอนกรีต จำกัด,1.4,,บริษัท เอ็น.อี.ซี.คอนกรีต จำกัด,2228,20200000000000,5801,ศรีราชา,2547
230.04,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,บางพระ,"ผลิตเสาเข็มคอนกรีต,ผลิตภัณฑ์เสาไฟฟ้า,คานสะพาน ฯลฯ",จ3-58(1)-51/47ชบ,25,,,ชลบุรี,3,20110,7,บริษัท เอ็น.อี.ซี.คอนกรีต จำกัด,1.4,,บริษัท เอ็น.อี.ซี.คอนกรีต จำกัด,2229,20200000000000,5801,ศรีราชา,2547
395,การทำน้ำดื่ม,บ้านบึง,ผลิตน้ำดื่ม,จ3-20(1)-14/65ชบ,12,,70/7,ชลบุรี,3,20170,2,นางสยุมพร บริหาร,9.5,,-,2230,20200000000000,2001,บ้านบึง,2565
441,การทำผลิตภัณฑ์ด้วยวิธีปั๊มหรือกระแทก,หนองอิรุณ,ทำผลิตภัณฑ์โลหะด้วยวิธีปั๊ม ตัด พับ ม้วน และเจาะโลหะ เช่น โครงกล่องเซิร์ฟเวอร์ โครงกล่องเพาว์เวอร์ซัพพลาย โครงกล่องอุปกรณ์เครือข่าย,จ3-64(2)-8/66ชบ,48,,112/6,ชลบุรี,3,20220,9,บริษัท ลองซี เทคโนโลยี (ประเทศไทย) จำกัด,18.42,,บริษัท ลองซี เทคโนโลยี (ประเทศไทย) จำกัด,2231,20200000000000,6402,บ้านบึง,2566
320,โรงงานผลิตอิฐ กระเบื้องหรือท่อสำหรับใช้ในการก่อสร้างเบ้าหลอมโลหะ กระเบื้องประดับ,หนองซ้ำซาก,ผลิตอิฐดินเผา,จ3-56-7/68ชบ,26,,41633,ชลบุรี,3,20170,1,บริษัท ตรา ช้าง นิว แมททีเรียล เทคโนโลยี จำกัด,22,,บริษัท ตรา ช้าง นิว แมททีเรียล เทคโนโลยี จำกัด,2232,20200000000000,5600,บ้านบึง,2568
372.5,การพิมพ์ การทำแฟ้มเก็บเอกสาร การเย็บเล่ม ทำปก หรือตบแต่งสิ่งพิมพ์,บ้านช้าง,พิมพ์ลายและตกแต่งฟิล์ม (PVC),จ3-41(1)-8/67ชบ,16,,101/2,ชลบุรี,3,20140,1,บริษัท กวนคุน เทคโนโลยี (ประเทศไทย) จำกัด,16,,บริษัท กวนคุน เทคโนโลยี (ประเทศไทย) จำกัด,2233,20200000000000,4101,พนัสนิคม,2567
424,การทำผลิตภัณฑ์จากหิน,หนองใหญ่,ผลิตหินเทียม เช่น หินแกรนิต หินอ่อน,จ3-58(3)-1/67ชบ,14,,โฉนดที่ดินเลขที่ 16930,ชลบุรี,3,20190,2,บริษัท ไท่เว่ย สโตน จำกัด ,21,,บริษัท ไท่เว่ย สโตน จำกัด,2234,20200000000000,5803,หนองใหญ่,2567
326,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,หมอนนาง,ทำผลิตภัณฑ์คอนกรีต เช่น เสาเข็ม ผนังคอนกรีตสำเร็จ แผ่นพื้นคอนกรีตสำเร็จ,จ3-58(1)-151/57ชบ,40,,,ชลบุรี,3,20140,11,บริษัท บูรพาคอนกรีต แอนด์ คอนสตรัคชั้น จำกัด,15,,บริษัท บูรพาคอนกรีต แอนด์ คอนสตรัคชั่น จำกัด (สาขา 3),2235,20200000000000,5801,พนัสนิคม,2557
73.73,โรงงานจัดหาน้ำ ทำน้ำให้บริสุทธิ์ หรือจำหน่ายน้ำไปยังอาคารหรือโรงงานอุตสาหกรรม,หนองหงษ์,จัดหาน้ำ ทำน้ำให้บริสุทธิ์ หรือจำหน่ายน้ำไปยังอาคารหรือโรงงานอุตสาหกรรม,จ3-90-11/65ชบ,2,,170,ชลบุรี,3,20160,2,บริษัท ซุปเปอร์ วอเตอร์ จำกัด,1.8,,บ่อบุญเลิศ,2236,20200000000000,9000,พานทอง,2565
311.8,การทำน้ำดื่ม,วัดสุวรรณ,ผลิตน้ำดื่ม ผลิตขวดน้ำดื่มจากพลาสติก,จ3-20(1)-8/62ชบ,4,,888,ชลบุรี,3,20270,6,บริษัท สยาม เพียว เฟรซ จำกัด,1,,บริษัท สยาม เพียว เฟรซ จำกัด,2237,20200000000000,2001,บ่อทอง,2562
371,โรงงานผลิต ตบแต่ง ดัดแปลง หรือซ่อมแซมเครื่องมือหรือเครื่องใช้ที่ทำด้วยเหล็กหรือเหล็กกล้า,ธาตุทอง,ผลิตข้อต่อลากจูงพาหนะ,จ3-61-10/69ชบ,20,,320/1,ชลบุรี,3,20270,4,บริษัท โวลิท (ประเทศไทย)  จำกัด,71,,บริษัท โวลิท (ประเทศไทย) จำกัด,2238,20200000000000,6100,บ่อทอง,2569
95,การทำเคมีภัณฑ์ สารเคมี หรือวัสดุเคมี ที่มิใช่ (3),หน้าพระธาตุ,ผลิตและแบ่งบรรจุเคมีภัณฑ์ สารเคมี,จ3-42(1)-6/66ชบ,4,,46041,ชลบุรี,3,20140,6,บริษัท เท็นริว (ไทยแลนด์) จำกัด,15.5,,บริษัท เท็นริว (ไทยแลนด์) จำกัด,2239,20200000000000,4201,พนัสนิคม,2566
147.87,โรงงานผลิต ประกอบหรือซ่อมแซมเครื่องรับวิทยุ เครื่องรับโทรทัศน์ ผลิตภัณฑ์ที่เป็นตัวกึ่งนำ,หนองตำลึง,ผลิตชิ้นส่วนอิเล็กทรอนิกส์เกี่ยวกับเครื่องใช้ไฟฟ้าทุกชนิด,จ3-72-15/67ชบ,57,,82,ชลบุรี,3,20160,9,บริษัท เอ็มเคเอ เทค จำกัด ,20,,บริษัท เอ็มเคเอ เทค จำกัด,2240,20200000000000,7200,พานทอง,2567
485.85,โรงงานผลิต ประกอบหรือซ่อมแซมเครื่องรับวิทยุ เครื่องรับโทรทัศน์ ผลิตภัณฑ์ที่เป็นตัวกึ่งนำ,หนองขาม,ผลิต Printed Ciircuit Board Assembly (PCBA) หรือผลิตภัณฑ์ต่อเนื่องจากการผลิต PCBA (แผงวงจรอิเล็กทรอนิกส์),จ3-72-26/68ชบ,10,,158/33,ชลบุรี,3,20230,5,บริษัท บอสเทน นิว เอนเนอจี เทคโนโลยี (ไทยแลนด์) จำกัด,23,,บริษัท บอสเทน นิว เอนเนอจี เทคโนโลยี (ไทยแลนด์) จำกัด,2241,20200000000000,7200,ศรีราชา,2568
116.4,การทำชิ้นส่วนพิเศษหรืออุปกรณ์สำหรับรถยนต์ หรือรถพ่วง,หนองไผ่แก้ว,ทำหลังคารถบ้านจากไฟเบอร์กลาส,จ3-77(2)-13/63ชบ,22,,742/3,ชลบุรี,3,20220,1,บริษัท เกษม เอ็นจิเนียริ่ง แอนด์ คอนซัลแตนท์ จำกัด,13.5,,บริษัท เกษม เอ็นจิเนียริ่ง แอนด์ คอนซัลแตนท์ จำกัด,2242,20200000000000,7702,บ้านบึง,2563
469,การทำพลาสติกเป็นเม็ด แท่ง ท่อ หลอด แผ่น ชั้น ผง หรือรูปทรงต่าง ๆ,บ้านบึง,ทำขอบปิดผิวเฟอร์นิเจอร์ PVC,จ3-53(5)-38/68ชบ,18,,46276,ชลบุรี,3,20170,4,บริษัท เจเอฟที เทคโนโลยี (ประเทศไทย) จำกัด,15.87933984,,บริษัท เจเอฟที เทคโนโลยี (ประเทศไทย) จำกัด,2243,20200000000000,5305,บ้านบึง,2568
386,การทำชิ้นส่วนพิเศษหรืออุปกรณ์สำหรับรถยนต์ หรือรถพ่วง,เขาคันทรง,ผลิตชิ้นส่วนยานยนต์,จ3-77(2)-15/63ชบ,17,,โฉนดที่ดินเลขที่ 80967,ชลบุรี,3,20110,10,บริษัท ธาน แอสเสท แอนด์ พร็อพเพอร์ตี้ จำกัด,35.2,,บริษัท ธาน แอสเสท แอนด์ พร็อพเพอร์ตี้ จำกัด,2244,20200000000000,7702,ศรีราชา,2563
314,การทำชิ้นส่วนพิเศษหรืออุปกรณ์สำหรับรถยนต์ หรือรถพ่วง,พานทอง,ผลิตชิ้นส่วนสำหรับรถยนต์ เช่น วัสดุซับเสียงและวัสดุลดเสียงในรถยนต์,จ3-77(2)-27/68ชบ,57,,99/12,ชลบุรี,3,20160,2,บริษัท ฟู่เฉียง พรีซิชั่น (ไทยแลนด์) จำกัด,22.876,,บริษัท ฟู่เฉียง พรีซิชั่น (ไทยแลนด์) จำกัด,2245,20200000000000,7702,พานทอง,2568
436.1,โรงงานทำเครื่องเรือนหรือเครื่องตบแต่งภายในอาคารจากไม้ แก้ว ยาง หรืออโลหะอื่น,หนองใหญ่,ผลิต ประกอบ เฟอร์นิเจอร์ไม้ เช่น ตู้ โต๊ะ ชั้นวางของ,จ3-37-13/67ชบ,39,,881,ชลบุรี,3,20190,6,บริษัท ไฮเอ็นด์ คิทเช่น คาบิเน็ท (ประเทศไทย) จำกัด,55,,บริษัท ไฮเอ็นด์ คิทเช่น คาบิเน็ท (ประเทศไทย) จำกัด,2246,20200000000000,3700,หนองใหญ่,2567
81,การทำผลิตภัณฑ์ยางนอกจากที่ระบุไว้ใน ลำดับที่ 51 จากยางธรรมชาติหรือยางสังเคราะห์,หนองไผ่แก้ว,ผลิตสายรัดกระเป๋าจากยาง,จ3-52(4)-5/68ชบ,24,,742/4,ชลบุรี,3,20220,1,บริษัท หลิงหยู (ไทนแลนด์) จำกัด,55,,บริษัท หลิงหยู (ไทนแลนด์) จำกัด,2247,20200000000000,5204,บ้านบึง,2568
122,โรงงานผลิต ประกอบหรือซ่อมแซมเครื่องรับวิทยุ เครื่องรับโทรทัศน์ ผลิตภัณฑ์ที่เป็นตัวกึ่งนำ,หนองบอนแดง,ประกอบชิ้นส่วนอุปกรณ์สำหรับใช้กับเครื่องอิเล็กทรอนิกส์,จ3-72-23/67ชบ,50,,119/40,ชลบุรี,3,20170,2,บริษัท หยิงฝาน เทคโนโลยี (ประเทศไทย) จำกัด,20.13,,บริษัท หยิงฝาน เทคโนโลยี (ประเทศไทย) จำกัด,2248,20200000000000,7200,บ้านบึง,2567
393,การตัด พับ  หรือม้วนโลหะ,บ่อวิน,ตัด พับ ม้วนโลหะ และปั๊มขึ้นรูปโลหะเป็นรูปทรงต่าง ๆ,จ3-64(12)-24/68ชบ,25,,99/113-116,ชลบุรี,3,20230,10,บริษัท ซันโกร ดีเวลลอปเปอร์ส (ประเทศไทย) จำกัด,39,,บริษัท ซันโกร ดีเวลลอปเปอร์ส (ประเทศไทย) จำกัด,2249,20200000000000,6412,ศรีราชา,2568
476,โรงงานผลิตภาชนะบรรจุจากกระดาษทุกชนิดหรือแผ่นกระดาษไฟเบอร์ (Fibreboard),หนองชาก,ผลิตกล่องลูกฟูก และแกนกระดาษ,จ3-39-12/63ชบ,15,,โฉนดที่ดินเลขที่ 30487,ชลบุรี,3,20170,2,บริษัท ก่วง หลง (ไทยแลนด์) จำกัด,20.06,,บริษัท ก่วง หลง (ไทยแลนด์) จำกัด,2250,20200000000000,3900,บ้านบึง,2563
118.5,การทำพลาสติกเป็นเม็ด แท่ง ท่อ หลอด แผ่น ชั้น ผง หรือรูปทรงต่าง ๆ,บ่อวิน,ผลิตหลอดพรีฟอร์ม,จ3-53(5)-49/65ชบ,8,,31/35,ชลบุรี,3,20230,1,ห้างหุ้นส่วนจำกัด บ่อวิน กราฟฟิค ดีไซด์,18.5,,ห้างหุ้นส่วนจำกัด บ่อวิน กราฟฟิค ดีไซด์,2251,20200000000000,5305,ศรีราชา,2565
260,การทำชิ้นส่วนพิเศษหรืออุปกรณ์สำหรับรถยนต์ หรือรถพ่วง,หนองใหญ่,ผลิตชิ้นส่วนรถยนต์,จ3-77(2)-23/67ชบ,40,,887,ชลบุรี,3,20190,6,บริษัท ซี แอนด์ ที โมดูลาร์ จำกัด,40,,บริษัท ซี แอนด์ ที โมดูลาร์ จำกัด,2252,20200000000000,7702,หนองใหญ่,2567
360.04,การทำ ดัดแปลง หรือซ่อมแซมเครื่องกลึง เครื่องคว้าน เครื่องเจาะ เครื่องกัด(Milling machines),บ่อวิน,ซ่อมแซม ดัดแปลง บำรุงรักษา ผลิตชิ้นส่วนเครื่องจักร ชิ้นส่วนโลหะ และรับติดตั้งเครื่องจักร,จ3-67(2)-1/68ชบ,45,,697/2,ชลบุรี,3,20230,7,บริษัท ริคิม แมชชีน จำกัด,30,,บริษัท ริคิม แมชชีน จำกัด,2253,20200000000000,6702,ศรีราชา,2568
