FROAD,FID,DISPFACREG,FAMPNAME,FPROVNAME,ONAME,FMOO,_id,FNAME,OBJECT,STATUS,Last_update,LNG,FADDR,LAT,FSOI,FTUMNAME
แสงชูโตสายใหม่,10710100425273,3-65-4/27กจ,ท่าม่วง,กาญจนบุรี,นายสันติ กาญจนสมศักดิ์,2,13,NULL,ผลิตและซ่อมแซมชิ้นส่วนเครื่องยนต์และรถยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,99.64153,708/10,13.97857,NULL,ท่าม่วง
แสงชูโต,10710000225344,3-38(2)-2/34กจ,ท่าม่วง,กาญจนบุรี,บริษัท สยามคราฟท์อุตสาหกรรม จำกัด,6,14,บริษัท สยามคราฟท์อุตสาหกรรม จำกัด,ผลิตกระดาษคราฟท์และเยื่อจากเศษกระดาษ ผลิตพลังงานไฟฟ้าจากเชื้อเพลิงถ่านหิน (หลัก) และเชื้อเพลิงชีวมวล (เสริม) ขนาดกำลังการผลิต 99.309 เมกะวัตต์ และผลิตก๊าซซึ่งไม่ใช่ก๊าซธรรมชาติ,ดำเนินกิจการ,2023-04-18T21:00:05,99.70959,99,13.95261,NULL,วังศาลา
NULL,10710000225278,3-9(1)-2/27กจ,ท่าม่วง,กาญจนบุรี,บริษัท โรงสีแสงศักดิ์ จำกัด ,3,15,บริษัท โรงสีแสงศักดิ์ จำกัด,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 70 เกวียน/วัน,ดำเนินกิจการ,2023-04-18T21:00:05,99.66959,95/1,13.91701,NULL,บ้านใหม่
 ,10710000325342,3-3(4)-3/34กจ,พนมทวน,กาญจนบุรี,บริษัท ทรายย่งฮั้ว จำกัด,NULL,16,บริษัท ทรายย่งฮั้ว จำกัด,ดูดทราย,ดำเนินกิจการ,2023-04-18T21:00:05,99.72601,NULL,14.03941, ,ดอนเจดีย์
NULL,10710001825340,3-3(4)-18/34กจ,พนมทวน,กาญจนบุรี,นายพนัส บุญรอด,7,17,บริษัท ปรินดา จำกัด,ดูดทราย,ดำเนินกิจการ,2023-04-18T21:00:05,99.71337,NULL,14.03951,NULL,ดอนเจดีย์
NULL,10710000125338,3-3(1)-1/33กจ,ท่าม่วง,กาญจนบุรี,ห้างหุ้นส่วนจำกัด ศิลาเขาน้อย,1,18,ห้างหุ้นส่วนจำกัด ศิลาเขาน้อย,โม่ บด และย่อยหิน,ดำเนินกิจการ,2023-04-18T21:00:05,99.56689,17/2,13.97506,NULL,เขาน้อย
แสงชูโต,10710100125329,3-15(2)-1/32กจ,ท่าม่วง,กาญจนบุรี,นายชูชัย วารีทิพย์ขจร,2,19,ไทยรุ่งเรืองอาหารสัตว์,อัดยอดอ้อยเพื่อเป็นอาหารสัตว์ ผสมอาหารสัตว์,ดำเนินกิจการ,2023-04-18T21:00:05,99.64906,47,13.95079,NULL,วังขนาย
แสงชูโต,10710000125122,3-11(3)-1/12กจ,ท่ามะกา,กาญจนบุรี,บริษัท อุตสาหกรรมมิตรเกษตร จำกัด, 9,20,บริษัท อุตสาหกรรมมิตรเกษตร จำกัด,"ทำน้ำตาลทราย (กำลังผลิต 11,890 ต้นอ้อย/วัน)",ดำเนินกิจการ,2023-04-18T21:00:05,99.809142,93/1,13.872553,NULL,ดอนขมิ้น
NULL,10710200125328,3-67(6)-1/32กจ,ท่ามะกา,กาญจนบุรี,บริษัท เอส.เอ็ม.ซี. คอร์ปอเรชั่น จำกัด,15,21,บริษัท เอส.เอ็ม.ซี. คอร์ปอเรชั่น จำกัด,ผลิตเครื่องจักรกล เช่น เครื่องเป่าขวดพลาสติก,ดำเนินกิจการ,2023-04-18T21:00:05,99.7628,66/2,13.95573,NULL,ตะคร้ำเอน
-,20710000725317,จ3-9(1)-7/31กจ,พนมทวน,กาญจนบุรี,บริษัท กิจเจริญชัย รุ่งเรือง จำกัด,2,22,บริษัท กิจเจริญชัย รุ่งเรือง จำกัด,สีข้าว กำลังสีสูงสุด 400 เกวียน/วัน,ดำเนินกิจการ,2023-04-18T21:00:05,99.6642,94,14.10549,-,หนองโรง
แสงชูโต,10710000325334,3-64(13)-3/33กจ,ท่าม่วง,กาญจนบุรี,นายธีระยุทธ พฤกษ์หัตถพงศ์,2,23,โรงกลึงท่าล้อ,ทำอะไหล่เครื่องยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,99.5762,28/3,13.98392,NULL,ท่าล้อ
แสงชูโต,10710000125205,3-38(2)-1/20กจ,ท่าม่วง,กาญจนบุรี,บริษัท ไทยเคนบอร์ด จำกัด,3,24,บริษัท ไทยเคนบอร์ด จำกัด,ผลิตไม้อัดชาอ้อย และไม้อัดชานอ้อยผสมยูคาลิปตัส,ดำเนินกิจการ,2023-04-18T21:00:05,99.72411,90,13.95166,NULL,วังศาลา
แสงชูโตใหม่,20710000225342,จ3-95(1)-2/34กจ,ท่ามะกา,กาญจนบุรี,ห้างหุ้นส่วนจำกัด ดาวท่าเรือ,NULL,25,ห้างหุ้นส่วนจำกัด ดาวท่าเรือ,ตั้งศูนย์ ถ่วงล้อรถยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,99.82934,57-59,13.86274, ,ท่าเรือ
กาญจนบุรี-อู่ทอง,20710000125328,จ3-65-1/32กจ,พนมทวน,กาญจนบุรี,นายสำราญ ถาวร,5,26,โรงกลึงถาวรยนต์,ซ่อมเครื่องยนต์ รับจ้างกลึง เชื่อมโลหะ,ดำเนินกิจการ,2023-04-18T21:00:05,99.81902,239/1,14.25284,NULL,รางหวาย
อู่ทอง-กาญจนบุรุ,20710300125374,จ2-9(1)-1/37กจ,พนมทวน,กาญจนบุรี,นายสมศักดิ์ บัวซ้อน,1,27,NULL,สีข้าว,ดำเนินกิจการ,2023-04-18T21:00:05,99.65619,NULL,14.07714, ,ทุ่งสมอ
กาญจนบุรี-อู่ทอง,10710000225336,3-95(1)-2/33กจ,พนมทวน,กาญจนบุรี,นายชิน กสิณเวทย์,5,28,ซี ไอ เอน มอเตอร์,ซ่อมรถยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,99.81368,495/5,14.24798,NULL,รางหวาย
หนองฝ้าย-เขาวงพระจันทร์,10710000425274,3-9(6)-4/27กจ,เลาขวัญ,กาญจนบุรี,นายวิรัช บุญสิทธิฤทธิ์,3,29,NULL,ทำมันเส้น,ดำเนินกิจการ,2023-04-18T21:00:05,99.65264,-,14.70891,NULL,หนองโสน
หนองฝ้าย-หนองงูเห่า,10710002625319,3-9(6)-26/31กจ,เลาขวัญ,กาญจนบุรี,นายสมชาย พันธ์ชัย,2,30,-,ทำมันเส้น ได้เดือนละ 100 ตัน,ดำเนินกิจการ,2023-04-18T21:00:05,99.66076,20,14.6726,-,หนองฝ้าย
หนองฝ้าย-ด่านช้าง,10710001025313,3-9(6)-10/31กจ,เลาขวัญ,กาญจนบุรี,นายจงรบ ผลิวานนท์,8,31,ลานมันองอาจ,ทำมันเส้น,ดำเนินกิจการ,2023-04-18T21:00:05,99.69736,4,14.71297,-,หนองปลิง
หนองฝ้าย-ด่านช้าง,10710005725314,3-9(6)-57/31กจ,เลาขวัญ,กาญจนบุรี,นายศิรสิทธิ์ พงษ์วัฒนสุข,8,32,ลานมันศักดา,ทำมันเส้น,ดำเนินกิจการ,2023-04-18T21:00:05,99.69521,3,14.71104,-,หนองปลิง
NULL,10710003925312,3-9(6)-39/31กจ,เลาขวัญ,กาญจนบุรี,นายวีนัส หนูทอง,6,33,NULL,ทำมันเส้น,ดำเนินกิจการ,2023-04-18T21:00:05,99.58837,1/1,14.65339,NULL,หนองฝ้าย
-,20710000225367,จ3-9(6)-2/36กจ,เลาขวัญ,กาญจนบุรี,นางมัญชุสา มุขโสภาพันธ์,4,34,มัญชุสา,ทำมันเส้น,ดำเนินกิจการ,2023-04-18T21:00:05,99.70921,99/9,14.66014,-,หนองโสน
NULL,20710000325365,จ3-9(6)-3/36กจ,เลาขวัญ,กาญจนบุรี,นางนิตย์ ฝ้ายเจริญ,16,35,NULL,ทำมันเส้น,ดำเนินกิจการ,2023-04-18T21:00:05,99.6416,69,14.78387,NULL,หนองปลิง
-,10710015725312,3-9(6)-157/31กจ,เลาขวัญ,กาญจนบุรี,นางสาวกาญจนา หน่อพันธ์,1,36,ประยงค์พืชผล,ทำมันเส้น,ดำเนินกิจการ,2023-04-18T21:00:05,99.68883,66/1,14.68403,-,หนองฝ้าย
NULL,10710001725219,3-9(6)-17/21กจ,เลาขวัญ,กาญจนบุรี,ห้างหุ้นส่วนจำกัด เตือนใจทรัพย์ทวีชัย,14,37,ลานมันเตือนใจ,ทำมันเส้น,ดำเนินกิจการ,2023-04-18T21:00:05,99.70172,29,14.72219,NULL,หนองปลิง
NULL,10710001825217,3-9(6)-18/21กจ,เลาขวัญ,กาญจนบุรี,นายจำเนียร เทียนทอง,12,38,NULL,ทำมันเส้น,ดำเนินกิจการ,2023-04-18T21:00:05,99.69344,69,14.73904,NULL,หนองปลิง
หนองมะสังข์-หนองโสน,10710002125211,3-9(6)-21/21กจ,เลาขวัญ,กาญจนบุรี,นางสาวภัทร์อาภรณ์ เอี่ยมวิริยาวัฒน์,3,39,NULL,ทำมันเส้น,ดำเนินกิจการ,2023-04-18T21:00:05,99.66443,NULL,14.78835,NULL,หนองปลิง
-,10710000725269,3-9(6)-7/26กจ,เลาขวัญ,กาญจนบุรี,นายภาณุพันธ์ จันทร์วัฒน์ศิริ,1,40,จังเจริญชัย,ทำมันเส้น,ดำเนินกิจการ,2023-04-18T21:00:05,99.77506,148,14.69838,-,หนองปลิง
เลาขวัญ-ไผ่สี,10710000125320,3-9(6)-1/32กจ,เลาขวัญ,กาญจนบุรี,ห้างหุ้นส่วน ลานมันชัยเรืองกิจ,2,41,-,ทำมันเส้น,ดำเนินกิจการ,2023-04-18T21:00:05,99.71008,65/1,14.47995,-,หนองประดู่
แสงชูโต,10710300125350,3-38(1)-1/35กจ,ท่าม่วง,กาญจนบุรี,บริษัท ผลิตภัณฑ์กระดาษไทย จำกัด,6,42,บริษัท ผลิตภัณฑ์กระดาษไทย จำกัด,ผลิตเยื่อกระดาษใยสั้น,ดำเนินกิจการ,2023-04-18T21:00:05,99.70959,99,13.95261,-,วังศาลา
ทางหลวงจังหวัดหมายเลข 3084,20710000125385,จ3-3(1)-1/38กจ,ท่าม่วง,กาญจนบุรี,นายปกรณ์สิน ชีวเมธาสิทธิ์,12,43,สหพันธ์,โม่ บด ย่อยหิน,ดำเนินกิจการ,2023-04-18T21:00:05,99.62914,114/1,14.02855,NULL,หนองขาว
NULL,10710200125351,3-11(2)-1/35กจ,ท่ามะกา,กาญจนบุรี,บริษัท น้ำตาลทรายแดงไทยท่าเรือ จำกัด,2,44,บริษัท น้ำตาลทรายแดงไทยท่าเรือ จำกัด,"น้ำตาลทรายแดง กำลังการผลิต 1,378 ตันอ้อยต่อวัน",ดำเนินกิจการ,2023-04-18T21:00:05,99.763229,1,14.053379,NULL,อุโลกสี่หมื่น
NULL,10710400125359,3-62-1/35กจ,ท่ามะกา,กาญจนบุรี,บริษัท ที.ที.บี. จำกัด,7,45,บริษัท ที.ที.บี. จำกัด,ผลิตเครื่องใช้สำหรับเด็ก เช่น รถเข็นเด็ก เปล ผลิตชั้นวางของ และเฟอร์นิเจอร์ที่ทำจากเหล็กลวดทุกชนิด,ดำเนินกิจการ,2023-04-18T21:00:05,99.80611,55/5,14.04195,NULL,พระแท่น
หนองฝ้าย-ด่านช้าง,10710005325313,3-9(6)-53/31กจ,เลาขวัญ,กาญจนบุรี,นายซิ้ว แซ่คู,8,46,ไท้เชียงพืชไร่,ทำมันเส้น ได้เดือนละ 500 ตัน,ดำเนินกิจการ,2023-04-18T21:00:05,99.69554,2,14.71181,-,หนองปลิง
ท่าน้ำตื้น-เขาปูน,10710100125311,3-8(1)-1/31กจ,เมืองกาญจนบุรี,กาญจนบุรี,บริษัท ริเวอร์แคว อินเตอร์เนชั่นแนล อุตสาหกรรมอาหาร จำกัด,1,47,บริษัท ริเวอร์แคว อินเตอร์เนชั่นแนล อุตสาหกรรมอาหาร จำกัด,ดำเนินธุรกิจด้านอุตสาหกรรมอาหารประเภทข้าวโพดหวานบรรจุกระป๋องและบรรจุถุงสูญญากาศเพื่อการส่งออก,ดำเนินกิจการ,2023-04-18T21:00:05,99.47384,99,14.05232,-,แก่งเสี้ยน
เกาะกร่าง-ทุ่งมะสัง,10710000225328,3-15(2)-2/32กจ,เมืองกาญจนบุรี,กาญจนบุรี,นายวีระศักดิ์ ประสพโภคากร,3,48,โรงงานโม่กระถินยินดีการเกษตร,บดใบกระถิน,ดำเนินกิจการ,2023-04-18T21:00:05,99.491,-,14.06196,-,แก่งเสี้ยน
NULL,10710000225302,3-34(1)-2/30กจ,ไทรโยค,กาญจนบุรี,บริษัท พนาศิริพัฒนา จำกัด,3,49,บริษัท พนาศิริพัฒนา จำกัด,เลื่อยไม้ เครื่องต้นกำลังเลื่อยไม้ 144.20แรงม้า อุปกรณ์เครื่องทุ่นแรง 153.08 แรงม้า,ดำเนินกิจการ,2023-04-18T21:00:05,99.05943,275,14.21606,NULL,ท่าเสา
แม่น้ำแม่กลอง,10710000125312,3-3(4)-1/31กจ,เมืองกาญจนบุรี,กาญจนบุรี,นางกาญจนา ปลอดวิมุติ,-,50,-,ดูดทราย (ใบอนุญาตใช้เรือ เลขที่ ก.ท.60032),ดำเนินกิจการ,2023-04-18T21:00:05,99.74679,-,13.90391,-,บ้านเหนือ
แสงชูโต,10710300125368,3-64(13)-1/36กจ,ท่ามะกา,กาญจนบุรี,บริษัท อัลลายด์เทคเอ็นจิเนียริ่ง จำกัด,5,51,บริษัท อัลลายด์เทคเอ็นจิเนียริ่ง จำกัด,กลึงเชื่อมโลหะหต่าง ๆ,ดำเนินกิจการ,2023-04-18T21:00:05,99.77859,90,13.90689,NULL,ท่ามะกา
หวายเหนียว-ดงสัก,710200125346,ศ3-38(2)-1/34กจ,ท่ามะกา,กาญจนบุรี,บริษัท เมโทรเอ็ม.ดี.เอฟ.จำกัด ,5,52,บริษัท เมโทรเอ็ม.ดี.เอฟ.จำกัด,ทำแผ่นใยไม้อัดแข็ง,ดำเนินกิจการ,2023-04-18T21:00:05,99.77251,99/9,13.90123,-,หวายเหนียว
แสนตอ-ท่าตะคร้อ,710000325336,ศ3-8(1)-3/33กจ,ท่ามะกา,กาญจนบุรี,บริษัท ไวต้าฟู้ด แฟคทอรี่ (1989) จำกัด,  7,53,บริษัท ไวต้าฟู้ด แฟคทอรี่ (1989) จำกัด,ผลิตผัก ผลไม้ และน้ำผลไม้บรรจุกระป๋อง,ดำเนินกิจการ,2023-04-18T21:00:05,99.71919,39/3,13.93715, ,แสนตอ
แสงชูโต,20710000825349,จ3-95(1)-8/34กจ,ท่ามะกา,กาญจนบุรี,นายอาทิตย์ ยันต์มโนมัย,NULL,54,ช.เจริญการช่าง 1,ซ่อมรถแทรกเตอร์-รถยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,99.73908,695,13.96414,NULL,ท่าเรือ
แสงชูโต,20710000425355,จ3-95(1)-4/35กจ,ท่ามะกา,กาญจนบุรี,นายสิทธิชัย มานะวิจิตรวนิช,3,55,-,ซ่อมรถยนต์บรรทุก,ดำเนินกิจการ,2023-04-18T21:00:05,99.7562,47/14,13.93694,NULL,ท่ามะกา
แสงชูโต,10710200125195,3-16-1/19กจ,ท่าม่วง,กาญจนบุรี,บริษัท แสงโสม จำกัด,7,56,บริษัท แสงโสม จำกัด,ผลิตสุราเกาเหลียง สุราขาว ฯลฯ,ดำเนินกิจการ,2023-04-18T21:00:05,99.648294,37/3,13.944055,NULL,วังขนาย
NULL,10710100125360,3-3(4)-1/36กจ,ท่าม่วง,กาญจนบุรี,บริษัท ผลิตภัณฑ์และวัตถุก่อสร้าง จำกัด,5,57,บริษัท ผลิตภัณฑ์และวัตถุก่อสร้าง จำกัด (แหล่งทราย),ดูดทราย,หยุดชั่วคราว,2023-04-18T21:00:05,99.67484,62/2,14.01758,NULL,ทุ่งทอง
ท่าไม้,20710000425330,จ3-9(1)-4/33กจ,ท่ามะกา,กาญจนบุรี,นายนัฐพงษ์ ไทยถานันดร์,2,58,โรงสีชัยประเสริฐ,สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 10 เกวียน/วัน),ดำเนินกิจการ,2023-04-18T21:00:05,99.79762,103,13.91216,NULL,ท่าไม้
NULL,20710001125376,จ3-3(4)-11/37กจ,ท่าม่วง,กาญจนบุรี,นายพิเชษฐ อุ่นจิตสกุล,1,59,ท่าทรายอุ่นจิต,ดูดทราย,ดำเนินกิจการ,2023-04-18T21:00:05,99.55306,NULL,13.99607,NULL,ท่าล้อ
NULL,710000225379,ศ3-8(1)-2/37กจ,ท่าม่วง,กาญจนบุรี,บริษัท ไทยฮา อินโนเวทีฟ ฟู้ดส์ จำกัด,  7,60,บริษัท ไทยฮา อินโนเวทีฟ ฟู้ดส์ จำกัด,ทำน้ำผลไม้พร้อมดื่ม ผลไม้บรรจุกระป๋อง ทำข้าวโพดกระป๋อง ทำข้าวสุกบรรจุกระป๋อง ทำขนมต่างๆ เช่น ทองม้วน และทำซอสต่างๆ,ดำเนินกิจการ,2023-04-18T21:00:05,99.69134,88,13.97773,NULL,วังศาลา
ทางหลวงแผ่นดินหมายเลข 323,20710100325372,จ3-58(1)-3/37กจ,ท่าม่วง,กาญจนบุรี,บริษัท สิงห์ศิลาคอนกรีต จำกัด,4,61,บริษัท สิงห์ศิลาคอนกรีต จำกัด,ทำคอนกรีตผสมเสร็จ เสาเข็มและแผ่นพื้น ผลิตหมอน คอนกรีตอัดแรง หมอนรถไฟทุกชนิด,ดำเนินกิจการ,2023-04-18T21:00:05,99.67741,334,13.97329,NULL,วังศาลา
NULL,20710100125350,จ3-77(1)-1/35กจ,ท่ามะกา,กาญจนบุรี,นายสุพรรณ ภุมรินทร์,3,62,อู่สุพรรณชัย,ต่อตัวถังรถยนต์บรรทุก,ดำเนินกิจการ,2023-04-18T21:00:05,99.7522,4/27,13.90989,NULL,ท่ามะกา
NULL,20710000225383,จ3-3(4)-2/38กจ,ท่ามะกา,กาญจนบุรี,บริษัท ทรายสีกาญจน์ จำกัด,1,63,บริษัท ทรายสีกาญจน์ จำกัด,ดูดทราย,หยุดชั่วคราว,2023-04-18T21:00:05,99.76216,NULL,14.0323,NULL,อุโลกสี่หมื่น
พระแท่น,10710100225269,3-34(1)-2/26กจ,ท่ามะกา,กาญจนบุรี,นายไพโรจน์ สูงกิจบูลย์,NULL,64,กอวัฒนา,ไสไม้ และซอยไม้,ดำเนินกิจการ,2023-04-18T21:00:05,99.75271,"187,189",13.96454,NULL,ตะคร้ำเอน
NULL,10710000325250,3-65-3/25กจ,ท่ามะกา,กาญจนบุรี,นายสมภพ คิ้ววงศ์งาม,10,65,รุ่งสยามการช่าง,ซ่อมแซมชิ้นส่วนเครื่องยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,99.79012,121/19,14.03734,NULL,พระแท่น
แสงชูโต,10710000125189,3-66-1/18กจ,ท่ามะกา,กาญจนบุรี,นายมนตรี แสงประชาธนารักษ์,8,66,ก.แสงยนต์,ซ่อมเครื่องจักรที่ใช้ในการกสิกรรม,ดำเนินกิจการ,2023-04-18T21:00:05,99.80906,49,13.87842,NULL,ท่าไม้
แสงชูโต,10710000225195,3-11(3)-2/19กจ,ท่ามะกา,กาญจนบุรี,บริษัท น้ำตาลไทยกาญจนบุรี จำกัด,8,67,บริษัท น้ำตาลไทยกาญจนบุรี จำกัด,"น้ำตาลทรายดิบ และน้ำตาลทรายขาว กำลังผลิต 11,764 ตันอ้อย/วัน",ดำเนินกิจการ,2023-04-18T21:00:05,99.807416,1,13.875347,NULL,ท่าไม้
พระแท่น,10710000125239,3-34(1)-1/23กจ,ท่ามะกา,กาญจนบุรี,นายยอดยิ่ง สัญญาลักษณ์ฤาชัย,NULL,68,ยอดยิ่งค้าไม้,ไสไม้และซอยไม้,ดำเนินกิจการ,2023-04-18T21:00:05,99.75341,"249,251,253,255",13.96921,NULL,ตะคร้ำเอน
NULL,10710000725301,3-9(6)-7/30กจ,ด่านมะขามเตี้ย,กาญจนบุรี,นางเธียรเกตน์ มานะวิจิตรวนิช,1,69,โชคโกศล 1,ทำมันเส้น,หยุดชั่วคราว,2023-04-18T21:00:05,99.52122,394,14.03651,NULL,ด่านมะขามเตี้ย
แสงชูโต,20710100225374,จ3-95(1)-2/37กจ,ท่ามะกา,กาญจนบุรี,บริษัท ดาวรุ่งเจริญออโต้พาร์ท จำกัด,NULL,70,บริษัท ดาวรุ่งเจริญออโต้พาร์ท จำกัด,ซ่อมรถยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,99.741,131/2,13.96585,NULL,ตะคร้ำเอน
-,20710000925362,จ3-3(4)-9/36กจ,ท่ามะกา,กาญจนบุรี,ห้างหุ้นส่วนจำกัด ทราย ต้นโพธิ์,4,71,ห้างหุ้นส่วนจำกัด ทราย ต้นโพธิ์,ดูดทรายในที่ดินกรรมสิทธิ์,หยุดชั่วคราว,2023-04-18T21:00:05,99.79187,-,14.06145,-,อุโลกสี่หมื่น
แสงชูโต,10710000325193,3-11(3)-3/19กจ,ท่ามะกา,กาญจนบุรี,บริษัท ประจวบอุตสาหกรรม จำกัด, 10,72,บริษัท ประจวบอุตสาหกรรม จำกัด,"ทำน้ำตาลทรายดิบ, น้ำตาลทรายขาว และน้ำตาลทรายขาวบริสุทธิ์",ดำเนินกิจการ,2023-04-18T21:00:05,99.75597,14/2,13.93817, ,ท่ามะกา
แสงชูโต,10710000425191,3-11(3)-4/19กจ,ท่ามะกา,กาญจนบุรี,บริษัท น้ำตาลท่ามะกา จำกัด,10,73,บริษัท น้ำตาลท่ามะกา จำกัด,"ทำการผลิตน้ำตาลทราย โดยมีกำลังการหีบอ้อยได้วันละ 10,113 ตัน ผลิต ส่ง หรือจำห่ายพลังงานไฟฟ้า กำลังการผลิต 23 เมกกะวัตต์",ดำเนินกิจการ,2023-04-18T21:00:05,99.756027,14/1,13.936769,-,ท่ามะกา
แสงชูโต,20710200125375,จ3-64(1)-1/37กจ,ท่าม่วง,กาญจนบุรี,นายธราทร แต้นุเคราะห์,1,74,แต้เจริญชัย,ตัด พับหรือม้วนโลหะ การกลึง เจาะ คว้าน กัด ไสเจียนกลึงเชื่อมโลหะทั่วไป ผลิตภัณฑ์โลหะเกี่ยวกับภาชนะบรรจุ ซ่อมแซมเครื่องยนต์ และรวมถึงส่วนประกอบหรืออุปกรณ์ของเครื่องยนต์การทำชิ้นส่วนพิเศษเกี่ยวกับเรือ หรือเครื่องยนต์,ดำเนินกิจการ,2023-04-18T21:00:05,99.57066,140/3,13.98833,NULL,ท่าล้อ
