จำนวน,กลุ่มอายุ,_id,ปี,เพศ,รายการ,จังหวัด,ประเภทแรงงาน,หน่วย
4381.9903,30 - 34,464,2556,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
3349.9577,30 - 34,465,2557,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
4739.5146,30 - 34,466,2558,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
4078.9901,30 - 34,467,2559,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
4040.1914,30 - 34,468,2560,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
4195.8964,30 - 34,469,2561,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
3316.3961,30 - 34,470,2562,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
3684.4693,30 - 34,471,2563,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
3076.1837,30 - 34,472,2564,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
2089.1228,30 - 34,473,2565,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
3473.4794,30 - 34,474,2566,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
4715,30 - 34,475,2567,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5287.0401,30 - 34,476,2568,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
7517.3154,35 - 39,477,2555,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
6964.3222,35 - 39,478,2556,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
4236.8053,35 - 39,479,2557,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
3752.7153,35 - 39,480,2558,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
3722.943,35 - 39,481,2559,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
3753.3209,35 - 39,482,2560,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
4894.1455,35 - 39,483,2561,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
3920.05,35 - 39,484,2562,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
2890.4944,35 - 39,485,2563,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
3013.2868,35 - 39,486,2564,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
4108.2607,35 - 39,487,2565,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
3774.1423,35 - 39,488,2566,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
3521,35 - 39,489,2567,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
2448.9501,35 - 39,490,2568,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
11053.1465,40 - 44,491,2555,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
9707.6974,40 - 44,492,2556,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
6061.6728,40 - 44,493,2557,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
7191.8061,40 - 44,494,2558,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
7712.7431,40 - 44,495,2559,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
7382.6457,40 - 44,496,2560,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
6422.4332,40 - 44,497,2561,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
6126.1134,40 - 44,498,2562,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
6453.9814,40 - 44,499,2563,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
4520.3845,40 - 44,500,2564,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5261.3607,40 - 44,501,2565,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
3479.8048,40 - 44,502,2566,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
3834,40 - 44,503,2567,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5137.3056,40 - 44,504,2568,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
11458.4148,45 - 49,505,2555,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
14844.6447,45 - 49,506,2556,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
13063.4741,45 - 49,507,2557,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
9557.9707,45 - 49,508,2558,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
10192.0644,45 - 49,509,2559,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
9281.0468,45 - 49,510,2560,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
9685.7523,45 - 49,511,2561,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
7793.1759,45 - 49,512,2562,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
7066.1556,45 - 49,513,2563,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
7233.7733,45 - 49,514,2564,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5478.0042,45 - 49,515,2565,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
6873.623,45 - 49,516,2566,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5964,45 - 49,517,2567,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5670.505499999998,45 - 49,518,2568,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
10470.2165,50 - 54,519,2555,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
11956.6539,50 - 54,520,2556,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
13773.6225,50 - 54,521,2557,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
13506.3736,50 - 54,522,2558,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
12584.6119,50 - 54,523,2559,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
12916.994,50 - 54,524,2560,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
12489.4734,50 - 54,525,2561,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
10745.8107,50 - 54,526,2562,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
10704.3576,50 - 54,527,2563,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
9051.14590000001,50 - 54,528,2564,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
8362.9754,50 - 54,529,2565,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
9350.2376,50 - 54,530,2566,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
7532,50 - 54,531,2567,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
8647.4973,50 - 54,532,2568,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
12067.2192,55 - 59,533,2555,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
12855.8735,55 - 59,534,2556,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
15453.566,55 - 59,535,2557,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
13041.1663,55 - 59,536,2558,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
11627.6911,55 - 59,537,2559,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
14463.0696,55 - 59,538,2560,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
12713.4014,55 - 59,539,2561,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
11450.508,55 - 59,540,2562,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
13714.3473,55 - 59,541,2563,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
13638.9105,55 - 59,542,2564,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
10830.5056,55 - 59,543,2565,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
10283.761,55 - 59,544,2566,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
9866,55 - 59,545,2567,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
8558.847100000003,55 - 59,546,2568,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
12808.2242,60 ขึ้นไป,547,2555,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
13521.6435,60 ขึ้นไป,548,2556,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
16562.8455,60 ขึ้นไป,549,2557,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
14049.753,60 ขึ้นไป,550,2558,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
14673.476,60 ขึ้นไป,551,2559,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
15003.8811,60 ขึ้นไป,552,2560,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
14378.9045,60 ขึ้นไป,553,2561,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
15804.9253,60 ขึ้นไป,554,2562,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
19681.45,60 ขึ้นไป,555,2563,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
17001.1886,60 ขึ้นไป,556,2564,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
20170.0755,60 ขึ้นไป,557,2565,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
21695.2957,60 ขึ้นไป,558,2566,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
19570,60 ขึ้นไป,559,2567,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
19341.76229999999,60 ขึ้นไป,560,2568,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
