long,_id,lat,ตำบล,อำเภอ,ประกอบกิจการ,เลขที่,ชื่อโรงงาน
100.4226498,1,16.741311,หนองพระ,วังทอง,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันอันตราย,494 ม.11,ห้างส่วนจำกัด ป.ปรา พานิช
100.342442,2,16.8436366,สมอแข,เมืองพิษณุโลก,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย ,221/1 ม.3,บริษัท ทวีทรัพย์ เรืองโรจน์ จำกัด 
100.2712304,3,16.8311177,ท่าทอง,เมืองพิษณุโลก,คัดแยก เก็บรวบรวมวัสดุที่ไม่เป็นอันตราย,,บริษัท ท่าทองรึไซเคิล (๒๐๐๗) จำกัด 
100.2159375,4,16.7781875,ท่าทอง,เมืองพิษณุโลก,การคัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,19/9 ม.3,บริษัท วงษ์พาณิชย์ อินเตอร์เนชั่นแนล จำกัด 
100.1373444,5,16.8219918,ท่านางาม,บางระกำ,บดเศษแก้วที่ไม่เป็นอันตราย ,ม.7 ,บริษัท ขวดแก้ว รึไซเคิล จำกัด 
,6,,บ้านป่า,เมืองพิษณุโลก,ทำเชื้อเพลิงทดแทนจากยางรถยนต์และพลาสติกที่ไม่ใช้แล้ว ,ม.9,บริษัท ชันไซน์ พีจี แอล กรุ๊ป จำกัด 
