VALUE,QUARTER,AREA,SOURCE,_id,REG,UNIT,YEAR,EDUCATIONAL
15.8,ไตรมาส 4,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,162,ภาคใต้,พันคน,2564, ไม่ทราบ
238.2,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,163,ภาคใต้,พันคน,2564, ไม่มีการศึกษา
966.0,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,164,ภาคใต้,พันคน,2564, ต่ำกว่าประถมศึกษา
1219.3,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,165,ภาคใต้,พันคน,2564, ประถมศึกษา
935.8,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,166,ภาคใต้,พันคน,2564, มัธยมศึกษาตอนต้น
723.9,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,167,ภาคใต้,พันคน,2564, มัธยมศึกษาตอนปลาย สายสามัญ
154.1,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,168,ภาคใต้,พันคน,2564, มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
2.6,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,169,ภาคใต้,พันคน,2564, มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
454.5,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,170,ภาคใต้,พันคน,2564, อุดมศึกษา สายวิชาการ
194.7,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,171,ภาคใต้,พันคน,2564, อุดมศึกษา สายวิชาชีพ
100.2,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,172,ภาคใต้,พันคน,2564, อุดมศึกษา สายวิชาการศึกษา
7.9,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,173,ภาคใต้,พันคน,2564, อื่น ๆ
5.2,ไตรมาส 4,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,174,ภาคใต้,พันคน,2564, ไม่ทราบ
206.1,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,175,กรุงเทพมหานคร,พันคน,2565, ไม่มีการศึกษา
603.5,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,176,กรุงเทพมหานคร,พันคน,2565, ต่ำกว่าประถมศึกษา
1338.6,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,177,กรุงเทพมหานคร,พันคน,2565, ประถมศึกษา
1266.8,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,178,กรุงเทพมหานคร,พันคน,2565, มัธยมศึกษาตอนต้น
1250.8,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,179,กรุงเทพมหานคร,พันคน,2565, มัธยมศึกษาตอนปลาย สายสามัญ
461.8,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,180,กรุงเทพมหานคร,พันคน,2565, มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
2.4,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,181,กรุงเทพมหานคร,พันคน,2565, มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
2114.9,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,182,กรุงเทพมหานคร,พันคน,2565, อุดมศึกษา สายวิชาการ
414.3,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,183,กรุงเทพมหานคร,พันคน,2565, อุดมศึกษา สายวิชาชีพ
