VALUE,QUARTER,AREA,SOURCE,_id,REG,UNIT,YEAR,EDUCATIONAL
1.11,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,767,ภาคเหนือ,พันคน,2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
458.89,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,768,ภาคเหนือ,พันคน,2567,มัธยมศึกษาตอนปลาย สายสามัญ
132.6,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,769,ภาคเหนือ,พันคน,2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
514.48,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,770,ภาคเหนือ,พันคน,2567,อุดมศึกษา สายวิชาการ
113.93,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,771,ภาคเหนือ,พันคน,2567,อุดมศึกษา สายวิชาการศึกษา
154.19,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,772,ภาคเหนือ,พันคน,2567,อุดมศึกษา สายวิชาชีพ
3.26,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,773,ภาคเหนือ,พันคน,2567,ไม่ทราบ
190.46,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,774,ภาคเหนือ,พันคน,2567,ไม่มีการศึกษา
14.9,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,775,ภาคใต้,พันคน,2567,การศึกษาอื่นๆ
812.59,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,776,ภาคใต้,พันคน,2567,ต่ำกว่าประถมศึกษา
1415.06,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,777,ภาคใต้,พันคน,2567,ประถมศึกษา
1013.51,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,778,ภาคใต้,พันคน,2567,มัธยมศึกษาตอนต้น
0.86,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,779,ภาคใต้,พันคน,2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
721.01,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,780,ภาคใต้,พันคน,2567,มัธยมศึกษาตอนปลาย สายสามัญ
145.86,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,781,ภาคใต้,พันคน,2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
505.88,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,782,ภาคใต้,พันคน,2567,อุดมศึกษา สายวิชาการ
113.27,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,783,ภาคใต้,พันคน,2567,อุดมศึกษา สายวิชาการศึกษา
198.29,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,784,ภาคใต้,พันคน,2567,อุดมศึกษา สายวิชาชีพ
23.39,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,785,ภาคใต้,พันคน,2567,ไม่ทราบ
192.1,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,786,ภาคใต้,พันคน,2567,ไม่มีการศึกษา
1.1,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,787,ภาคใต้,พันคน,2567,การศึกษาอื่นๆ
337.37,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,788,ภาคใต้,พันคน,2567,ต่ำกว่าประถมศึกษา
493.42,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,789,ภาคใต้,พันคน,2567,ประถมศึกษา
480.87,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,790,ภาคใต้,พันคน,2567,มัธยมศึกษาตอนต้น
0.32,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,791,ภาคใต้,พันคน,2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
431.96,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,792,ภาคใต้,พันคน,2567,มัธยมศึกษาตอนปลาย สายสามัญ
105.13,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,793,ภาคใต้,พันคน,2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
456.84,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,794,ภาคใต้,พันคน,2567,อุดมศึกษา สายวิชาการ
77.97,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,795,ภาคใต้,พันคน,2567,อุดมศึกษา สายวิชาการศึกษา
169.73,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,796,ภาคใต้,พันคน,2567,อุดมศึกษา สายวิชาชีพ
19.87,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,797,ภาคใต้,พันคน,2567,ไม่ทราบ
97.63,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,798,ภาคใต้,พันคน,2567,ไม่มีการศึกษา
1.49,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,799,กรุงเทพมหานคร,พันคน,2567,การศึกษาอื่นๆ
575.16,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,800,กรุงเทพมหานคร,พันคน,2567,ต่ำกว่าประถมศึกษา
1281.64,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,801,กรุงเทพมหานคร,พันคน,2567,ประถมศึกษา
1296.18,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,802,กรุงเทพมหานคร,พันคน,2567,มัธยมศึกษาตอนต้น
2.59,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,803,กรุงเทพมหานคร,พันคน,2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
1159.55,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,804,กรุงเทพมหานคร,พันคน,2567,มัธยมศึกษาตอนปลาย สายสามัญ
465.51,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,805,กรุงเทพมหานคร,พันคน,2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
2195.84,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,806,กรุงเทพมหานคร,พันคน,2567,อุดมศึกษา สายวิชาการ
197.32,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,807,กรุงเทพมหานคร,พันคน,2567,อุดมศึกษา สายวิชาการศึกษา
433.63,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,808,กรุงเทพมหานคร,พันคน,2567,อุดมศึกษา สายวิชาชีพ
107.85,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,809,กรุงเทพมหานคร,พันคน,2567,ไม่ทราบ
173.09,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,810,กรุงเทพมหานคร,พันคน,2567,ไม่มีการศึกษา
141.46,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,811,ภาคกลาง,พันคน,2567,การศึกษาอื่นๆ
1591.97,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,812,ภาคกลาง,พันคน,2567,ต่ำกว่าประถมศึกษา
1988.17,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,813,ภาคกลาง,พันคน,2567,ประถมศึกษา
3.06,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,814,ภาคกลาง,พันคน,2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
1599.72,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,815,ภาคกลาง,พันคน,2567,มัธยมศึกษาตอนปลาย สายสามัญ
453.73,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,816,ภาคกลาง,พันคน,2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
1172.59,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,817,ภาคกลาง,พันคน,2567,อุดมศึกษา สายวิชาการ
177.26,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,818,ภาคกลาง,พันคน,2567,อุดมศึกษา สายวิชาการศึกษา
555.84,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,819,ภาคกลาง,พันคน,2567,อุดมศึกษา สายวิชาชีพ
63.02,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,820,ภาคกลาง,พันคน,2567,ไม่ทราบ
222.86,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,821,ภาคกลาง,พันคน,2567,ไม่มีการศึกษา
124.69,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,822,ภาคกลาง,พันคน,2567,การศึกษาอื่นๆ
1066.81,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,823,ภาคกลาง,พันคน,2567,ต่ำกว่าประถมศึกษา
1456.38,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,824,ภาคกลาง,พันคน,2567,ประถมศึกษา
1763.38,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,825,ภาคกลาง,พันคน,2567,มัธยมศึกษาตอนต้น
0.18,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,826,ภาคกลาง,พันคน,2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
1464.75,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,827,ภาคกลาง,พันคน,2567,มัธยมศึกษาตอนปลาย สายสามัญ
470.47,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,828,ภาคกลาง,พันคน,2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
1473.33,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,829,ภาคกลาง,พันคน,2567,อุดมศึกษา สายวิชาการ
181.59,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,830,ภาคกลาง,พันคน,2567,อุดมศึกษา สายวิชาการศึกษา
581.78,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,831,ภาคกลาง,พันคน,2567,อุดมศึกษา สายวิชาชีพ
131.52,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,832,ภาคกลาง,พันคน,2567,ไม่ทราบ
219.88,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,833,ภาคกลาง,พันคน,2567,ไม่มีการศึกษา
2762.0,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,834,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,ต่ำกว่าประถมศึกษา
2611.43,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,835,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,ประถมศึกษา
2038.25,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,836,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,มัธยมศึกษาตอนต้น
1.03,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,837,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
1599.76,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,838,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,มัธยมศึกษาตอนปลาย สายสามัญ
244.55,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,839,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
550.02,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,840,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,อุดมศึกษา สายวิชาการ
210.12,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,841,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,อุดมศึกษา สายวิชาการศึกษา
378.76,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,842,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,อุดมศึกษา สายวิชาชีพ
0.4,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,843,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,ไม่ทราบ
134.6,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,844,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,ไม่มีการศึกษา
991.33,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,845,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,ต่ำกว่าประถมศึกษา
907.04,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,846,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,ประถมศึกษา
785.18,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,847,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,มัธยมศึกษาตอนต้น
0.55,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,848,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
773.24,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,849,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,มัธยมศึกษาตอนปลาย สายสามัญ
113.0,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,850,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
466.36,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,851,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,อุดมศึกษา สายวิชาการ
141.69,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,852,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,อุดมศึกษา สายวิชาการศึกษา
213.99,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,853,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,อุดมศึกษา สายวิชาชีพ
0.49,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,854,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,ไม่ทราบ
48.36,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,855,ภาคตะวันออกเฉียงเหนือ,พันคน,2567,ไม่มีการศึกษา
1637.91,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,856,ภาคเหนือ,พันคน,2567,ต่ำกว่าประถมศึกษา
1214.07,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,857,ภาคเหนือ,พันคน,2567,ประถมศึกษา
1123.68,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,858,ภาคเหนือ,พันคน,2567,มัธยมศึกษาตอนต้น
771.49,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,859,ภาคเหนือ,พันคน,2567,มัธยมศึกษาตอนปลาย สายสามัญ
157.02,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,860,ภาคเหนือ,พันคน,2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
413.53,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,861,ภาคเหนือ,พันคน,2567,อุดมศึกษา สายวิชาการ
113.2,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,862,ภาคเหนือ,พันคน,2567,อุดมศึกษา สายวิชาการศึกษา
221.39,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,863,ภาคเหนือ,พันคน,2567,อุดมศึกษา สายวิชาชีพ
4.8,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,864,ภาคเหนือ,พันคน,2567,ไม่ทราบ
521.94,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,865,ภาคเหนือ,พันคน,2567,ไม่มีการศึกษา
0.52,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,866,ภาคเหนือ,พันคน,2567,การศึกษาอื่นๆ
697.67,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,867,ภาคเหนือ,พันคน,2567,ต่ำกว่าประถมศึกษา
504.23,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,868,ภาคเหนือ,พันคน,2567,ประถมศึกษา
528.47,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,869,ภาคเหนือ,พันคน,2567,มัธยมศึกษาตอนต้น
4.88,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,870,ภาคเหนือ,พันคน,2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
502.41,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,871,ภาคเหนือ,พันคน,2567,มัธยมศึกษาตอนปลาย สายสามัญ
129.2,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,872,ภาคเหนือ,พันคน,2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
473.49,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,873,ภาคเหนือ,พันคน,2567,อุดมศึกษา สายวิชาการ
117.86,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,874,ภาคเหนือ,พันคน,2567,อุดมศึกษา สายวิชาการศึกษา
160.7,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,875,ภาคเหนือ,พันคน,2567,อุดมศึกษา สายวิชาชีพ
2.07,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,876,ภาคเหนือ,พันคน,2567,ไม่ทราบ
2072.31,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,877,ภาคกลาง,พันคน,2567,มัธยมศึกษาตอนต้น
188.6,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,878,ภาคเหนือ,พันคน,2567,ไม่มีการศึกษา
13.54,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,879,ภาคใต้,พันคน,2567,การศึกษาอื่นๆ
819.42,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,880,ภาคใต้,พันคน,2567,ต่ำกว่าประถมศึกษา
1329.07,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,881,ภาคใต้,พันคน,2567,ประถมศึกษา
1047.74,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,882,ภาคใต้,พันคน,2567,มัธยมศึกษาตอนต้น
771.57,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,883,ภาคใต้,พันคน,2567,มัธยมศึกษาตอนปลาย สายสามัญ
130.59,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,884,ภาคใต้,พันคน,2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
474.87,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,885,ภาคใต้,พันคน,2567,อุดมศึกษา สายวิชาการ
119.29,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,886,ภาคใต้,พันคน,2567,อุดมศึกษา สายวิชาการศึกษา
218.46,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,887,ภาคใต้,พันคน,2567,อุดมศึกษา สายวิชาชีพ
25.78,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,888,ภาคใต้,พันคน,2567,ไม่ทราบ
213.88,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,889,ภาคใต้,พันคน,2567,ไม่มีการศึกษา
1.48,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,890,ภาคใต้,พันคน,2567,การศึกษาอื่นๆ
349.92,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,891,ภาคใต้,พันคน,2567,ต่ำกว่าประถมศึกษา
478.12,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,892,ภาคใต้,พันคน,2567,ประถมศึกษา
472.04,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,893,ภาคใต้,พันคน,2567,มัธยมศึกษาตอนต้น
0.59,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,894,ภาคใต้,พันคน,2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
468.06,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,895,ภาคใต้,พันคน,2567,มัธยมศึกษาตอนปลาย สายสามัญ
94.21,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,896,ภาคใต้,พันคน,2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
458.8,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,897,ภาคใต้,พันคน,2567,อุดมศึกษา สายวิชาการ
86.07,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,898,ภาคใต้,พันคน,2567,อุดมศึกษา สายวิชาการศึกษา
169.29,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,899,ภาคใต้,พันคน,2567,อุดมศึกษา สายวิชาชีพ
29.34,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,900,ภาคใต้,พันคน,2567,ไม่ทราบ
69.14,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,901,ภาคใต้,พันคน,2567,ไม่มีการศึกษา
575.37,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,902,กรุงเทพมหานคร,พันคน,2567,ต่ำกว่าประถมศึกษา
1292.62,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,903,กรุงเทพมหานคร,พันคน,2567,ประถมศึกษา
1305.1,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,904,กรุงเทพมหานคร,พันคน,2567,มัธยมศึกษาตอนต้น
1.69,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,905,กรุงเทพมหานคร,พันคน,2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
1244.33,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,906,กรุงเทพมหานคร,พันคน,2567,มัธยมศึกษาตอนปลาย สายสามัญ
434.12,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,907,กรุงเทพมหานคร,พันคน,2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
2192.68,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,908,กรุงเทพมหานคร,พันคน,2567,อุดมศึกษา สายวิชาการ
181.8,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,909,กรุงเทพมหานคร,พันคน,2567,อุดมศึกษา สายวิชาการศึกษา
417.27,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,910,กรุงเทพมหานคร,พันคน,2567,อุดมศึกษา สายวิชาชีพ
82.65,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,911,กรุงเทพมหานคร,พันคน,2567,ไม่ทราบ
166.11,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,912,กรุงเทพมหานคร,พันคน,2567,ไม่มีการศึกษา
130.86,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,913,ภาคกลาง,พันคน,2567,การศึกษาอื่นๆ
1579.54,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,914,ภาคกลาง,พันคน,2567,ต่ำกว่าประถมศึกษา
2028.46,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,915,ภาคกลาง,พันคน,2567,ประถมศึกษา
2158.92,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,916,ภาคกลาง,พันคน,2567,มัธยมศึกษาตอนต้น
0.36,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,917,ภาคกลาง,พันคน,2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
1495.29,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,918,ภาคกลาง,พันคน,2567,มัธยมศึกษาตอนปลาย สายสามัญ
480.64,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,919,ภาคกลาง,พันคน,2567,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
1144.39,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,920,ภาคกลาง,พันคน,2567,อุดมศึกษา สายวิชาการ
170.49,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,921,ภาคกลาง,พันคน,2567,อุดมศึกษา สายวิชาการศึกษา
523.84,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,922,ภาคกลาง,พันคน,2567,อุดมศึกษา สายวิชาชีพ
119.06,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,923,ภาคกลาง,พันคน,2567,ไม่ทราบ
238.44,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,924,ภาคกลาง,พันคน,2567,ไม่มีการศึกษา
144.08,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,925,ภาคกลาง,พันคน,2567,การศึกษาอื่นๆ
1055.64,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,926,ภาคกลาง,พันคน,2567,ต่ำกว่าประถมศึกษา
1524.96,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,927,ภาคกลาง,พันคน,2567,ประถมศึกษา
1794.09,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,928,ภาคกลาง,พันคน,2567,มัธยมศึกษาตอนต้น
4.5,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,929,ภาคกลาง,พันคน,2567,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
1488.36,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,930,ภาคกลาง,พันคน,2567,มัธยมศึกษาตอนปลาย สายสามัญ
