﻿year,quarter,occupation,_id,region,value,unit,source
2563,ไตรมาสที่ 4,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,354,ภาคเหนือ,293.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,355,ภาคเหนือ,746.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,356,ภาคเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,357,ภาคตะวันออกเฉียงเหนือ,434.0,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ผู้ประกอบวิชาชีพด้านต่างๆ,358,ภาคตะวันออกเฉียงเหนือ,430.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,359,ภาคตะวันออกเฉียงเหนือ,214.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,เสมียน,360,ภาคตะวันออกเฉียงเหนือ,223.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,พนักงานบริการและพนักงานในร้านค้าและตลาด,361,ภาคตะวันออกเฉียงเหนือ,1330.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,362,ภาคตะวันออกเฉียงเหนือ,5199.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,363,ภาคตะวันออกเฉียงเหนือ,656.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,364,ภาคตะวันออกเฉียงเหนือ,405.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,365,ภาคตะวันออกเฉียงเหนือ,752.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,366,ภาคตะวันออกเฉียงเหนือ,0.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,367,ภาคใต้,218.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ผู้ประกอบวิชาชีพด้านต่างๆ,368,ภาคใต้,217.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,369,ภาคใต้,206.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,เสมียน,370,ภาคใต้,157.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,พนักงานบริการและพนักงานในร้านค้าและตลาด,371,ภาคใต้,1002.0,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,372,ภาคใต้,2015.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,373,ภาคใต้,486.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,374,ภาคใต้,217.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,375,ภาคใต้,563.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,376,ภาคใต้,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,377,กรุงเทพมหานคร,400.4,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านต่างๆ,378,กรุงเทพมหานคร,539.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,379,กรุงเทพมหานคร,517.3,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,เสมียน,380,กรุงเทพมหานคร,405.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,พนักงานบริการและพนักงานในร้านค้าและตลาด,381,กรุงเทพมหานคร,1526.7,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,382,กรุงเทพมหานคร,25.4,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,383,กรุงเทพมหานคร,645.4,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,384,กรุงเทพมหานคร,696.3,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,385,กรุงเทพมหานคร,661.1,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,386,กรุงเทพมหานคร,28.8,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,387,ภาคกลาง,438.1,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านต่างๆ,388,ภาคกลาง,742.4,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,389,ภาคกลาง,710.9,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,เสมียน,390,ภาคกลาง,648.5,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,พนักงานบริการและพนักงานในร้านค้าและตลาด,391,ภาคกลาง,2525.3,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,392,ภาคกลาง,1700.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,393,ภาคกลาง,1622.2,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,394,ภาคกลาง,2079.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,395,ภาคกลาง,1537.4,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,396,ภาคกลาง,8.2,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,397,ภาคเหนือ,138.8,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านต่างๆ,398,ภาคเหนือ,303.7,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,399,ภาคเหนือ,197.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,เสมียน,400,ภาคเหนือ,198.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,พนักงานบริการและพนักงานในร้านค้าและตลาด,401,ภาคเหนือ,1144.9,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,402,ภาคเหนือ,2238.1,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,403,ภาคเหนือ,715.6,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,404,ภาคเหนือ,307.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,405,ภาคเหนือ,853.1,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,406,ภาคเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,407,ภาคตะวันออกเฉียงเหนือ,271.7,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านต่างๆ,408,ภาคตะวันออกเฉียงเหนือ,409.7,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,409,ภาคตะวันออกเฉียงเหนือ,193.2,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,เสมียน,410,ภาคตะวันออกเฉียงเหนือ,208.6,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,พนักงานบริการและพนักงานในร้านค้าและตลาด,411,ภาคตะวันออกเฉียงเหนือ,1545.6,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,412,ภาคตะวันออกเฉียงเหนือ,3778.6,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,413,ภาคตะวันออกเฉียงเหนือ,915.1,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,414,ภาคตะวันออกเฉียงเหนือ,430.9,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,415,ภาคตะวันออกเฉียงเหนือ,1154.6,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,416,ภาคตะวันออกเฉียงเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,417,ภาคใต้,132.8,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านต่างๆ,418,ภาคใต้,234.2,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,419,ภาคใต้,179.7,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,เสมียน,420,ภาคใต้,172.7,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,พนักงานบริการและพนักงานในร้านค้าและตลาด,421,ภาคใต้,1089.4,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,422,ภาคใต้,2080.3,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,423,ภาคใต้,502.3,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,424,ภาคใต้,196.8,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,425,ภาคใต้,529.3,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 1,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,426,ภาคใต้,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,427,กรุงเทพมหานคร,354.7,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้ประกอบวิชาชีพด้านต่างๆ,428,กรุงเทพมหานคร,558.7,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,429,กรุงเทพมหานคร,497.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,เสมียน,430,กรุงเทพมหานคร,408.6,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,พนักงานบริการและพนักงานในร้านค้าและตลาด,431,กรุงเทพมหานคร,1523.6,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,432,กรุงเทพมหานคร,26.8,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,433,กรุงเทพมหานคร,643.4,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,434,กรุงเทพมหานคร,708.1,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,435,กรุงเทพมหานคร,614.4,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,436,กรุงเทพมหานคร,39.2,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,437,ภาคกลาง,431.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้ประกอบวิชาชีพด้านต่างๆ,438,ภาคกลาง,717.4,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,439,ภาคกลาง,688.9,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,เสมียน,440,ภาคกลาง,646.1,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,พนักงานบริการและพนักงานในร้านค้าและตลาด,441,ภาคกลาง,2537.9,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,442,ภาคกลาง,1752.2,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,443,ภาคกลาง,1642.2,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,444,ภาคกลาง,2089.9,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,445,ภาคกลาง,1510.7,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,446,ภาคกลาง,3.6,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,447,ภาคเหนือ,129.8,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้ประกอบวิชาชีพด้านต่างๆ,448,ภาคเหนือ,285.7,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,449,ภาคเหนือ,173.8,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,เสมียน,450,ภาคเหนือ,210.2,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,พนักงานบริการและพนักงานในร้านค้าและตลาด,451,ภาคเหนือ,1121.2,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,452,ภาคเหนือ,2420.7,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,453,ภาคเหนือ,690.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,454,ภาคเหนือ,280.2,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,455,ภาคเหนือ,730.3,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,456,ภาคเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,457,ภาคตะวันออกเฉียงเหนือ,257.1,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้ประกอบวิชาชีพด้านต่างๆ,458,ภาคตะวันออกเฉียงเหนือ,404.7,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,459,ภาคตะวันออกเฉียงเหนือ,190.5,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,เสมียน,460,ภาคตะวันออกเฉียงเหนือ,230.6,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,พนักงานบริการและพนักงานในร้านค้าและตลาด,461,ภาคตะวันออกเฉียงเหนือ,1507.4,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,462,ภาคตะวันออกเฉียงเหนือ,4518.2,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,463,ภาคตะวันออกเฉียงเหนือ,815.5,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,464,ภาคตะวันออกเฉียงเหนือ,440.8,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,465,ภาคตะวันออกเฉียงเหนือ,887.1,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,466,ภาคตะวันออกเฉียงเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,467,ภาคใต้,113.1,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้ประกอบวิชาชีพด้านต่างๆ,468,ภาคใต้,234.4,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,469,ภาคใต้,168.3,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,เสมียน,470,ภาคใต้,189.3,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,พนักงานบริการและพนักงานในร้านค้าและตลาด,471,ภาคใต้,1099.8,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,472,ภาคใต้,2042.8,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,473,ภาคใต้,525.2,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,474,ภาคใต้,214.8,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,475,ภาคใต้,545.3,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 2,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,476,ภาคใต้,1.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 3,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,477,กรุงเทพมหานคร,317.8,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 3,ผู้ประกอบวิชาชีพด้านต่างๆ,478,กรุงเทพมหานคร,573.8,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 3,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,479,กรุงเทพมหานคร,526.4,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 3,เสมียน,480,กรุงเทพมหานคร,401.8,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 3,พนักงานบริการและพนักงานในร้านค้าและตลาด,481,กรุงเทพมหานคร,1465.4,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 3,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,482,กรุงเทพมหานคร,24.5,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 3,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,483,กรุงเทพมหานคร,570.3,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 3,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,484,กรุงเทพมหานคร,683.9,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 3,อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,485,กรุงเทพมหานคร,587.5,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,486,ภาคตะวันออกเฉียงเหนือ,1079.8,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,487,ภาคตะวันออกเฉียงเหนือ,540.2,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,488,ภาคตะวันออกเฉียงเหนือ,1226.0,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,489,ภาคตะวันออกเฉียงเหนือ,0.46,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,490,ภาคใต้,138.1,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านต่างๆ,491,ภาคใต้,238.3,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,492,ภาคใต้,159.4,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,เสมียน,493,ภาคใต้,170.7,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,พนักงานบริการและพนักงานในร้านค้าและตลาด,494,ภาคใต้,1026.4,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,495,ภาคใต้,2181.3,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,496,ภาคใต้,457.7,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,497,ภาคใต้,213.9,พันคน,สำนักงานสถิติแห่งชาติ
