﻿year,quarter,occupation,_id,region,value,unit,source
2557,ไตรมาสที่ 1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,1,ภาคตะวันออกเฉียงเหนือ,3876.8,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,2,กรุงเทพมหานคร,668.1,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,3,ภาคเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ผู้ประกอบวิชาชีพด้านต่างๆ,4,กรุงเทพมหานคร,605.93,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,พนักงานบริการและพนักงานในร้านค้าและตลาด,5,ภาคเหนือ,1086.77,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,6,ภาคใต้,2072.4,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,7,ภาคกลาง,2039.94,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,8,ภาคตะวันออกเฉียงเหนือ,0.41,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านต่างๆ,9,ภาคกลาง,634.6,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,เสมียน,10,ภาคตะวันออกเฉียงเหนือ,176.0,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,11,กรุงเทพมหานคร,19.8,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,12,ภาคเหนือ,313.04,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,13,ภาคใต้,1.32,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ผู้ประกอบวิชาชีพด้านต่างๆ,14,ภาคเหนือ,291.44,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,เสมียน,15,ภาคใต้,186.51,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,16,ภาคกลาง,1759.79,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,17,ภาคตะวันออกเฉียงเหนือ,442.79,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,18,กรุงเทพมหานคร,26.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ผู้ประกอบวิชาชีพด้านต่างๆ,19,ภาคตะวันออกเฉียงเหนือ,379.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,20,ภาคตะวันออกเฉียงเหนือ,179.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,เสมียน,21,ภาคตะวันออกเฉียงเหนือ,209.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,พนักงานบริการและพนักงานในร้านค้าและตลาด,22,ภาคตะวันออกเฉียงเหนือ,1385.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,23,ภาคตะวันออกเฉียงเหนือ,5384.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,24,ภาคตะวันออกเฉียงเหนือ,698.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,25,ภาคตะวันออกเฉียงเหนือ,390.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,26,ภาคตะวันออกเฉียงเหนือ,691.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,27,ภาคตะวันออกเฉียงเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,28,ภาคใต้,131.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ผู้ประกอบวิชาชีพด้านต่างๆ,29,ภาคใต้,215.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,30,ภาคใต้,149.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,เสมียน,31,ภาคใต้,178.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,พนักงานบริการและพนักงานในร้านค้าและตลาด,32,ภาคใต้,1125.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,33,ภาคใต้,1975.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,34,ภาคใต้,492.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,35,ภาคใต้,224.1,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,36,ภาคกลาง,1556.92,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,37,ภาคกลาง,1997.79,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,38,ภาคกลาง,1507.25,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,39,ภาคกลาง,18.94,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,40,ภาคเหนือ,130.78,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ผู้ประกอบวิชาชีพด้านต่างๆ,41,ภาคเหนือ,261.95,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,42,ภาคเหนือ,165.17,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,เสมียน,43,ภาคเหนือ,195.34,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,พนักงานบริการและพนักงานในร้านค้าและตลาด,44,ภาคเหนือ,1094.96,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,45,ภาคเหนือ,2649.32,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,46,ภาคเหนือ,646.18,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,47,ภาคเหนือ,274.11,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,48,ภาคเหนือ,693.0,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,49,ภาคเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,50,ภาคตะวันออกเฉียงเหนือ,230.71,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ผู้ประกอบวิชาชีพด้านต่างๆ,51,ภาคตะวันออกเฉียงเหนือ,360.54,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,52,ภาคตะวันออกเฉียงเหนือ,180.7,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,เสมียน,53,ภาคตะวันออกเฉียงเหนือ,211.97,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,พนักงานบริการและพนักงานในร้านค้าและตลาด,54,ภาคตะวันออกเฉียงเหนือ,1374.38,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,55,ภาคตะวันออกเฉียงเหนือ,5353.7,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,56,ภาคตะวันออกเฉียงเหนือ,689.12,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,57,ภาคตะวันออกเฉียงเหนือ,390.38,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,58,ภาคตะวันออกเฉียงเหนือ,650.8,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,59,ภาคตะวันออกเฉียงเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,60,ภาคใต้,113.67,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ผู้ประกอบวิชาชีพด้านต่างๆ,61,ภาคใต้,231.05,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,62,ภาคใต้,159.65,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,เสมียน,63,ภาคใต้,161.51,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,พนักงานบริการและพนักงานในร้านค้าและตลาด,64,ภาคใต้,1064.99,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,65,ภาคใต้,2012.43,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,66,ภาคใต้,491.76,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,67,ภาคใต้,212.98,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,68,ภาคใต้,551.77,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,69,ภาคใต้,0.66,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,70,กรุงเทพมหานคร,424.56,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,71,ภาคตะวันออกเฉียงเหนือ,795.37,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,72,ภาคตะวันออกเฉียงเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,73,ภาคใต้,119.32,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ผู้ประกอบวิชาชีพด้านต่างๆ,74,ภาคใต้,214.62,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,75,ภาคใต้,148.23,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,เสมียน,76,ภาคใต้,160.65,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,พนักงานบริการและพนักงานในร้านค้าและตลาด,77,ภาคใต้,1107.02,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,78,ภาคใต้,1934.1,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,79,ภาคใต้,513.43,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,80,ภาคใต้,238.69,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,81,ภาคใต้,573.31,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,82,ภาคใต้,0.41,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,83,กรุงเทพมหานคร,446.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านต่างๆ,84,กรุงเทพมหานคร,640.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,85,กรุงเทพมหานคร,604.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,เสมียน,86,กรุงเทพมหานคร,410.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,พนักงานบริการและพนักงานในร้านค้าและตลาด,87,กรุงเทพมหานคร,1373.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,88,กรุงเทพมหานคร,23.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,89,กรุงเทพมหานคร,603.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,90,กรุงเทพมหานคร,634.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,91,กรุงเทพมหานคร,510.0,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,92,กรุงเทพมหานคร,40.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,93,ภาคกลาง,445.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านต่างๆ,94,ภาคกลาง,729.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,95,ภาคกลาง,665.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,เสมียน,96,ภาคกลาง,646.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,พนักงานบริการและพนักงานในร้านค้าและตลาด,97,ภาคกลาง,2518.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,98,ภาคกลาง,1585.0,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,99,ภาคกลาง,1597.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,100,ภาคกลาง,2135.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,101,ภาคกลาง,1548.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,102,ภาคกลาง,14.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,103,ภาคเหนือ,146.0,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านต่างๆ,104,ภาคเหนือ,315.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,105,ภาคเหนือ,168.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,เสมียน,106,ภาคเหนือ,206.0,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,107,ภาคกลาง,445.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ผู้ประกอบวิชาชีพด้านต่างๆ,108,ภาคกลาง,668.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,109,ภาคกลาง,637.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,เสมียน,110,ภาคกลาง,635.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,พนักงานบริการและพนักงานในร้านค้าและตลาด,111,ภาคกลาง,2453.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,112,ภาคกลาง,1614.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,113,ภาคกลาง,1639.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,114,ภาคกลาง,2049.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,115,ภาคกลาง,1550.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,116,ภาคกลาง,5.2,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,117,ภาคเหนือ,136.0,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ผู้ประกอบวิชาชีพด้านต่างๆ,118,ภาคเหนือ,289.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,119,ภาคเหนือ,186.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,เสมียน,120,ภาคเหนือ,195.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,พนักงานบริการและพนักงานในร้านค้าและตลาด,121,ภาคเหนือ,1110.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,122,ภาคเหนือ,2197.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,123,ภาคเหนือ,723.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,124,ภาคเหนือ,286.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,125,ภาคเหนือ,714.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,126,ภาคเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,127,ภาคตะวันออกเฉียงเหนือ,263.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ผู้ประกอบวิชาชีพด้านต่างๆ,128,ภาคตะวันออกเฉียงเหนือ,374.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,129,ภาคตะวันออกเฉียงเหนือ,180.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,เสมียน,130,ภาคตะวันออกเฉียงเหนือ,209.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,พนักงานบริการและพนักงานในร้านค้าและตลาด,131,ภาคตะวันออกเฉียงเหนือ,1426.7,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,132,ภาคตะวันออกเฉียงเหนือ,4662.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,133,ภาคตะวันออกเฉียงเหนือ,798.5,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,134,ภาคตะวันออกเฉียงเหนือ,447.8,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,135,ภาคตะวันออกเฉียงเหนือ,826.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,136,ภาคตะวันออกเฉียงเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,137,ภาคใต้,111.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ผู้ประกอบวิชาชีพด้านต่างๆ,138,ภาคใต้,247.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,139,ภาคใต้,153.9,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,เสมียน,140,ภาคใต้,176.1,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,พนักงานบริการและพนักงานในร้านค้าและตลาด,141,ภาคใต้,1106.3,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,142,ภาคกลาง,2025.3,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 4,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,143,ภาคเหนือ,0.0,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 4,ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,144,ภาคตะวันออกเฉียงเหนือ,223.6,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 4,ผู้ประกอบวิชาชีพด้านต่างๆ,145,ภาคตะวันออกเฉียงเหนือ,351.4,พันคน,สำนักงานสถิติแห่งชาติ
2564,ไตรมาสที่ 4,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,146,ภาคตะวันออกเฉียงเหนือ,186.1,พันคน,สำนักงานสถิติแห่งชาติ
