2561,_id,2564,2567,2566,2563,2565,รายการ,2562,2568
191,1,107,110,107,100,107,เมืองกาฬสินธุ์,97,110
6,2,6,5,5,3,5,นามน,5,5
40,3,25,24,24,22,26,กมลาไสย,18,26
5,4,3,3,3,3,3,ร่องคำ,3,3
43,5,29,29,29,28,29,กุฉินารายณ์,25,31
10,6,5,5,5,4,5,เขาวง,6,4
90,7,61,70,69,60,64,ยางตลาด,56,73
16,8,13,13,14,14,14,ห้วยเม็ก,12,13
16,9,14,15,14,13,14,สหัสขันธ์,12,16
18,10,13,14,14,13,14,คำม่วง,14,12
15,11,14,14,14,13,13,ท่าคันโท,12,15
19,12,12,14,13,11,12,หนองกุงศรี,12,14
74,13,54,56,56,51,55,สมเด็จ,52,56
19,14,14,14,14,14,14,ห้วยผึ้ง,11,14
8,15,7,7,7,5,7,สามชัย,8,9
6,16,2,2,2,2,2,นาคู,1,2
6,17,6,7,7,6,7,ดอนจาน,5,7
23,18,9,10,9,9,9,ฆ้องชัย,8,11
,19,,,,,,,,
,20,,,,,,ข้อมูลปี 2568 ณ วันที่ 11 ธันวาคม 2568,,
