﻿year,quarter,_id,value,unit,age_group,source
2562,ไตรมาส 3,68,4270.67,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 3,69,9207.15,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 3,70,8113.48,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 3,71,4254.06,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 4,72,726.65,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 4,73,3150.47,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 4,74,4240.87,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 4,75,4055.19,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 4,76,4253.41,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 4,77,9185.5,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 4,78,8117.46,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2562,ไตรมาส 4,79,4238.61,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 1,80,653.3,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 1,81,3112.8,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 1,82,4287.8,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 1,83,4082.9,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 1,84,4258.1,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 1,85,9222.5,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 1,86,8178.2,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 1,87,4397.2,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 2,88,704.6,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 2,89,3073.7,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 2,90,4214.4,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 2,91,4044.7,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 2,92,4203.4,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 2,93,9100.1,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 2,94,8254.2,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 2,95,4577.7,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 3,96,678.2,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 3,97,3118.9,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 3,98,4271.8,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 3,99,4099.0,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 3,100,4204.1,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 3,101,9215.0,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 3,102,8413.0,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 3,103,4725.8,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 4,104,696.7,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 4,105,3285.0,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 4,106,4322.3,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 4,107,4131.7,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 4,108,4191.6,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 4,109,9234.0,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 4,110,8415.6,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2563,ไตรมาส 4,111,4809.5,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 1,112,659.1,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 1,113,3114.0,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 1,114,4330.6,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 1,115,4135.8,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 1,116,4195.2,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 1,117,9150.7,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 1,118,8363.8,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 1,119,4799.3,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 2,120,664.2,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 2,121,3069.1,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 2,122,4330.0,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 2,123,4133.4,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 2,124,4170.2,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 2,125,9115.6,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 2,126,8420.1,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 2,127,4875.6,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 3,128,624.7,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 3,129,3052.0,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 3,130,4298.8,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 3,131,4089.9,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 3,132,4099.1,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 3,133,9084.3,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 3,134,8472.8,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 3,135,4919.9,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 4,136,602.1,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 4,137,3067.1,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 4,138,4339.5,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 4,139,4101.5,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 4,140,4112.6,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 4,141,9022.4,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 4,142,8403.9,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2564,ไตรมาส 4,143,4981.5,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 1,144,559.1,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 1,145,3082.0,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 1,146,4574.4,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 1,147,4388.4,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 1,148,4300.9,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 1,149,9342.7,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 1,150,8662.1,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 1,151,4708.5,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 2,152,600.9,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 2,153,3097.4,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 2,154,4628.2,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 2,155,4390.8,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 2,156,4282.9,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 2,157,9331.3,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 2,158,8725.7,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 2,159,4706.8,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 3,160,589.2,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 3,161,3265.9,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 3,162,4610.3,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 3,163,4409.3,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 3,164,4302.8,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 3,165,9385.7,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 3,166,8766.5,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 3,167,4758.9,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 4,168,598.0,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 4,169,3248.8,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 4,170,4616.0,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 4,171,4447.4,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 4,172,4290.1,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 4,173,9303.5,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 4,174,8756.9,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2565,ไตรมาส 4,175,4881.8,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 1,176,587.1,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 1,177,3198.4,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 1,178,4590.9,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 1,179,4470.2,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 1,180,4268.6,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 1,181,9284.4,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 1,182,8822.8,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 1,183,5058.5,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 2,184,565.9,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 2,185,3237.7,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 2,186,4589.9,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 2,187,4488.4,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 2,188,4301.8,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 2,189,9274.8,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 2,190,8837.2,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 2,191,5006.6,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 3,192,557.1,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 3,193,3232.8,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 3,194,4605.6,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 3,195,4542.5,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 3,196,4280.0,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 3,197,9274.7,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 3,198,8916.6,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 3,199,5122.6,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 4,200,569.0,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 4,201,3326.1,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 4,202,4626.1,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 4,203,4509.5,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 4,204,4287.4,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 4,205,9240.5,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 4,206,8910.2,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2566,ไตรมาส 4,207,5204.6,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 1,208,508.2,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 1,209,3072.3,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 1,210,4600.2,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 1,211,4560.3,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 1,212,4225.9,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 1,213,9010.2,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 1,214,8736.4,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 1,215,5371.6,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 2,216,510.9,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 2,217,3063.2,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 2,218,4626.6,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 2,219,4563.1,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 1,220,4275.6,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 2,221,8987.3,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 2,222,8723.1,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 2,223,5364.7,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 3,224,450.5,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 3,225,3058.4,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 3,226,4616.0,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 3,227,4558.7,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 3,228,4251.8,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 3,229,9019.0,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 3,230,8825.6,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2568,ไตรมาส 3,231,5416.5,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 1,232,1222.23,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 1,233,3489.52,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 1,234,4554.55,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 1,235,4739.88,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 1,236,4893.3,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 1,237,9674.98,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 1,238,6985.16,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 1,239,3169.67,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 2,240,1315.33,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 2,241,3509.78,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 2,242,4572.79,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 2,243,4730.72,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 2,244,4911.95,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 2,245,9779.96,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 2,246,7126.06,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 2,247,3269.89,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 3,248,1280.48,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 3,249,3609.97,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 3,250,4568.0,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 3,251,4823.22,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 3,252,4980.1,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 3,253,9885.67,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 3,254,7288.19,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 3,255,3407.71,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 4,256,1267.89,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 4,257,3603.08,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 4,258,4602.48,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 4,259,4835.52,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 4,260,4972.85,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 4,261,9872.51,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 4,262,7310.31,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2555,ไตรมาส 4,263,3377.58,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2556,ไตรมาส 1,264,1133.0,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2556,ไตรมาส 1,265,3516.5,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
