Data,Unit,_id,Year,Source,List
"4,273,111",ไร่,1,2559,สำนักงานเกษตรจังหวัดอุบลราชธานี,เนื้อที่เพาะปลูกข้าว
"4,209,826",ไร่,2,2560,สำนักงานเกษตรจังหวัดอุบลราชธานี,เนื้อที่เพาะปลูกข้าว
"4,209,826",ไร่,3,2561,สำนักงานเกษตรจังหวัดอุบลราชธานี,เนื้อที่เพาะปลูกข้าว
"4,210,622",ไร่,4,2562,สำนักงานเกษตรจังหวัดอุบลราชธานี,เนื้อที่เพาะปลูกข้าว
"4,201,289",ไร่,5,2563,สำนักงานเกษตรจังหวัดอุบลราชธานี,เนื้อที่เพาะปลูกข้าว
"4,348,476",ไร่,6,2564,สำนักงานเกษตรจังหวัดอุบลราชธานี,เนื้อที่เพาะปลูกข้าว
"4,125,528",ไร่,7,2565,สำนักงานเกษตรจังหวัดอุบลราชธานี,เนื้อที่เพาะปลูกข้าว
"4,120,157",ไร่,8,2566,สำนักงานเกษตรจังหวัดอุบลราชธานี,เนื้อที่เพาะปลูกข้าว
