วันที่หมดอายุ,_id,เลขที่การรับรอง,บริษัท,ลำดับ,วันที่รับรอง,จังหวัด
2568-02-10T00:00:00,1,GI(E) 2-009,บริษัท ซันคิน (ประเทศไทย) จำกัด,1,2565-03-10T00:00:00,ชลบุรี
2568-03-10T00:00:00,2,GI(E) 2-011,บริษัท พาโช่ (ประเทศไทย) จำกัด,2,2565-04-10T00:00:00,ชลบุรี
2568-03-10T00:00:00,3,GI(E) 2-012,บริษัท ยูนิคัล เวิร์คส์ จำกัด,3,2565-04-10T00:00:00,ชลบุรี
2568-03-10T00:00:00,4,GI(E) 2-016,บริษัท คิยะ คอร์ปอเรชั่น (ไทยแลนด์) จำกัด,4,2565-04-10T00:00:00,ชลบุรี
2568-04-10T00:00:00,5,GI(E) 2-023,บริษัท นิชิกุระ (ประเทศไทย) จำกัด,5,2565-05-10T00:00:00,ชลบุรี
2568-04-10T00:00:00,6,GI(E) 2-024,บริษัท ชินบะ ไอรอน เวิร์ค (ประเทศไทย) จำกัด,6,2565-05-10T00:00:00,ชลบุรี
2568-05-10T00:00:00,7,GI(E) 2-036,บริษัท กรุงไทยอาหาร จำกัด (มหาชน),7,2565-06-10T00:00:00,ชลบุรี
2568-10-10T00:00:00,8,GI(E) 2-049,บริษัท ซัน ออโตโมทีฟ (ไทยแลนด์)จำกัด,8,2565-11-10T00:00:00,ชลบุรี
2568-11-10T00:00:00,9,GI(E) 2-056,บริษัท สโคว์ มอเตอร์ จำกัด,9,2565-12-10T00:00:00,ชลบุรี
2568-11-10T00:00:00,10,GI(E) 2-058,บริษัท เทย์ก้า (ไทยแลนด์) จำกัด,10,2565-12-10T00:00:00,ชลบุรี
2568-10-16T00:00:00,11,GI(E) 2-062,บริษัท โตโย อิเล็กทรอนิกส์ (ไทยแลนด์) จำกัด,11,2565-10-17T00:00:00,ชลบุรี
2568-10-18T00:00:00,12,GI(E) 2-074,บริษัท สามเจริญพาเลต จำกัด,12,2565-10-19T00:00:00,ชลบุรี
2568-10-19T00:00:00,13,GI(E) 2-087,บริษัท โตไก โคเกียว เซกิ (ประเทศไทย) จำกัด,13,2565-10-20T00:00:00,ชลบุรี
2568-10-25T00:00:00,14,GI(E) 2-109,บริษัท สยาม ซันโยกิกิ จำกัด,14,2565-10-26T00:00:00,ชลบุรี
2568-10-25T00:00:00,15,GI(E) 2-111,บริษัท สกาเนม กรุงเทพ จำกัด,15,2565-10-26T00:00:00,ชลบุรี
2568-02-11T00:00:00,16,GI(E) 2-144,บริษัท ดันล้อป แอดฮีซีฟส์ (ประเทศไทย) จำกัด,16,2565-03-11T00:00:00,ชลบุรี
2568-11-14T00:00:00,17,GI(E) 2-167,บริษัท ฮอนด้า เอ็นจิเนียริ่ง เอเชี่ยน จำกัด,17,2565-11-15T00:00:00,ชลบุรี
2568-11-23T00:00:00,18,GI(E) 2-187,บริษัท เกียวริซู คิเด็น ฟุจิ (ประเทศไทย) จำกัด,18,2565-11-24T00:00:00,ชลบุรี
2568-11-27T00:00:00,19,GI(E) 2-194,บริษัท เอ็กซ์อะลอย เอเชีย (ประเทศไทย) จำกัด,19,2565-11-28T00:00:00,ชลบุรี
2568-11-28T00:00:00,20,GI(E) 2-197,บริษัท โทโก ทูล แอนด์ ดาย จำกัด,20,2565-11-29T00:00:00,ชลบุรี
2568-12-21T00:00:00,21,GI(E) 2-229,บริษัท ออโต้ เม็ททอล จำกัด,21,2565-12-22T00:00:00,ชลบุรี
2568-12-25T00:00:00,22,GI(E) 2-235,บริษัท มารูยาม่า เอ็มเอฟจี (ประเทศไทย) จำกัด,22,2565-12-26T00:00:00,ชลบุรี
2569-08-01T00:00:00,23,GI(E) 2-243,บริษัท ฮิโรเซอิ (ไทยแลนด์) จำกัด,23,2566-09-01T00:00:00,ชลบุรี
2569-12-01T00:00:00,24,GI(E) 2-255,บริษัท อันริทสึ อินฟิวิส (ประเทศไทย) จำกัด,24,2566-01-13T00:00:00,ชลบุรี
2569-01-19T00:00:00,25,GI(E) 2-262,บริษัท มารูเทค (ประเทศไทย) จำกัด,25,2566-01-20T00:00:00,ชลบุรี
2569-12-02T00:00:00,26,GI(E) 2-302,บริษัท ที เอ็น ดี ฟู้ดส์ อินดัสตรีย์ จำกัด,26,2566-02-13T00:00:00,ชลบุรี
2569-02-13T00:00:00,27,GI(E) 2-305,บริษัท โคมาร์ค (ไทยแลนด์) จำกัด,27,2566-02-14T00:00:00,ชลบุรี
2569-02-14T00:00:00,28,GI(E) 2-310,บริษัท ออโต้ เม็ททอล จำกัด,28,2566-02-15T00:00:00,ชลบุรี
2569-02-16T00:00:00,29,GI(E) 2-314,บริษัท เซะนิยะ (ไทยแลนด์) จำกัด,29,2566-02-17T00:00:00,ชลบุรี
2569-02-20T00:00:00,30,GI(E) 2-317,บริษัท โคโย มาร์เก็ตติ้ง แอนด์ โปรเซสซิ่ง เอเชีย จำกัด,30,2566-02-21T00:00:00,ชลบุรี
2569-02-22T00:00:00,31,GI(E) 2-326,บริษัท ซีเอสเค พลาสติก จำกัด,31,2566-02-23T00:00:00,ชลบุรี
2569-03-14T00:00:00,32,GI(E) 2-347,บริษัท โกเซ็น (ประเทศไทย) จำกัด,32,2566-03-15T00:00:00,ชลบุรี
2569-03-21T00:00:00,33,GI(E) 2-374,บริษัท เอสซี วาโด จำกัด,33,2566-03-22T00:00:00,ชลบุรี
2569-03-21T00:00:00,34,GI(E) 2-375,บริษัท เอสซี วาโด จำกัด,34,2566-03-22T00:00:00,ชลบุรี
2569-03-22T00:00:00,35,GI(E) 2-378,บริษัท โนะฮาราเด็นเคน (ประเทศไทย) จำกัด,35,2566-03-23T00:00:00,ชลบุรี
