﻿year,sex,level_of_edu,quarter,_id,region,value,unit,source
2563,รวม,ไม่ทราบ,ไตรมาส 2,2275,ภาคตะวันออกเฉียงเหนือ,24.18,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,รวม,ไตรมาส 2,2276,ภาคตะวันออกเฉียงเหนือ,28.31,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไม่มีการศึกษา,ไตรมาส 2,2277,ภาคตะวันออกเฉียงเหนือ,39.19,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 2,2278,ภาคตะวันออกเฉียงเหนือ,35.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,ประถมศึกษา,ไตรมาส 2,2279,ภาคตะวันออกเฉียงเหนือ,28.15,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 2,2280,ภาคตะวันออกเฉียงเหนือ,27.26,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 2,2281,ภาคตะวันออกเฉียงเหนือ,25.87,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 2,2282,ภาคตะวันออกเฉียงเหนือ,19.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,2283,ภาคตะวันออกเฉียงเหนือ,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,อุดมศึกษา (สายวิชาการ),ไตรมาส 2,2284,ภาคตะวันออกเฉียงเหนือ,18.58,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 2,2285,ภาคตะวันออกเฉียงเหนือ,14.47,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 2,2286,ภาคตะวันออกเฉียงเหนือ,37.29,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,การศึกษาอื่นๆ,ไตรมาส 2,2287,ภาคตะวันออกเฉียงเหนือ,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไม่ทราบ,ไตรมาส 2,2288,ภาคตะวันออกเฉียงเหนือ,31.09,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,รวม,ไตรมาส 2,2289,ภาคตะวันออกเฉียงเหนือ,31.76,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไม่มีการศึกษา,ไตรมาส 2,2290,ภาคตะวันออกเฉียงเหนือ,34.18,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 2,2291,ภาคตะวันออกเฉียงเหนือ,39.68,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,ประถมศึกษา,ไตรมาส 2,2292,ภาคตะวันออกเฉียงเหนือ,35.07,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 2,2293,ภาคตะวันออกเฉียงเหนือ,26.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 2,2294,ภาคตะวันออกเฉียงเหนือ,26.42,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 2,2295,ภาคตะวันออกเฉียงเหนือ,28.68,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,2296,ภาคตะวันออกเฉียงเหนือ,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,อุดมศึกษา (สายวิชาการ),ไตรมาส 2,2297,ภาคตะวันออกเฉียงเหนือ,20.72,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 2,2298,ภาคตะวันออกเฉียงเหนือ,12.29,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 2,2299,ภาคตะวันออกเฉียงเหนือ,42.63,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,การศึกษาอื่นๆ,ไตรมาส 2,2300,ภาคตะวันออกเฉียงเหนือ,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไม่ทราบ,ไตรมาส 2,2301,ภาคตะวันออกเฉียงเหนือ,9.74,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,รวม,ไตรมาส 2,2302,ภาคใต้,47.66,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,ไม่มีการศึกษา,ไตรมาส 2,2303,ภาคใต้,59.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,ต่ำกว่าประถมศึกษา,ไตรมาส 2,2304,ภาคใต้,59.57,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,ประถมศึกษา,ไตรมาส 2,2305,ภาคใต้,53.34,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,มัธยมศึกษาตอนต้น,ไตรมาส 2,2306,ภาคใต้,48.67,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 2,2307,ภาคใต้,44.03,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 2,2308,ภาคใต้,36.87,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,2309,ภาคใต้,100.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,อุดมศึกษา (สายวิชาการ),ไตรมาส 2,2310,ภาคใต้,31.94,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 2,2311,ภาคใต้,31.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 2,2312,ภาคใต้,54.13,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,การศึกษาอื่นๆ,ไตรมาส 2,2313,ภาคใต้,71.43,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,ไม่ทราบ,ไตรมาส 2,2314,ภาคใต้,22.09,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,รวม,ไตรมาส 2,2315,ภาคใต้,46.37,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไม่มีการศึกษา,ไตรมาส 2,2316,ภาคใต้,51.89,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 2,2317,ภาคใต้,58.6,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,ประถมศึกษา,ไตรมาส 2,2318,ภาคใต้,51.31,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 2,2319,ภาคใต้,47.49,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 2,2320,ภาคใต้,42.95,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 2,2321,ภาคใต้,34.25,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,2322,ภาคใต้,100.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,อุดมศึกษา (สายวิชาการ),ไตรมาส 2,2323,ภาคใต้,31.64,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 2,2324,ภาคใต้,31.77,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 2,2325,ภาคใต้,41.27,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,การศึกษาอื่นๆ,ไตรมาส 2,2326,ภาคใต้,50.17,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไม่ทราบ,ไตรมาส 2,2327,ภาคใต้,13.01,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,รวม,ไตรมาส 2,2328,ภาคใต้,49.25,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไม่มีการศึกษา,ไตรมาส 2,2329,ภาคใต้,67.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 2,2330,ภาคใต้,60.61,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,ประถมศึกษา,ไตรมาส 2,2331,ภาคใต้,56.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 2,2332,ภาคใต้,50.49,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 2,2333,ภาคใต้,45.46,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 2,2334,ภาคใต้,41.45,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 2,2335,ภาคใต้,100.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,อุดมศึกษา (สายวิชาการ),ไตรมาส 2,2336,ภาคใต้,32.15,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 2,2337,ภาคใต้,30.17,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 2,2338,ภาคใต้,58.85,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,การศึกษาอื่นๆ,ไตรมาส 2,2339,ภาคใต้,84.93,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไม่ทราบ,ไตรมาส 2,2340,ภาคใต้,36.74,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,รวม,ไตรมาส 3,2341,ทั่วประเทศ,19.83,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,ไม่มีการศึกษา,ไตรมาส 3,2342,ทั่วประเทศ,20.74,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,ต่ำกว่าประถมศึกษา,ไตรมาส 3,2343,ทั่วประเทศ,31.05,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,ประถมศึกษา,ไตรมาส 3,2344,ทั่วประเทศ,23.35,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,มัธยมศึกษาตอนต้น,ไตรมาส 3,2345,ทั่วประเทศ,18.93,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 3,2346,ทั่วประเทศ,17.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 3,2347,ทั่วประเทศ,13.19,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,2348,ทั่วประเทศ,9.17,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,อุดมศึกษา (สายวิชาการ),ไตรมาส 3,2349,ทั่วประเทศ,11.39,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 3,2350,ทั่วประเทศ,10.06,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 3,2351,ทั่วประเทศ,15.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,การศึกษาอื่นๆ,ไตรมาส 3,2352,ทั่วประเทศ,5.23,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,ไม่ทราบ,ไตรมาส 3,2353,ทั่วประเทศ,8.27,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,รวม,ไตรมาส 3,2354,ทั่วประเทศ,19.31,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไม่มีการศึกษา,ไตรมาส 3,2355,ทั่วประเทศ,17.37,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 3,2356,ทั่วประเทศ,29.02,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,ประถมศึกษา,ไตรมาส 3,2357,ทั่วประเทศ,22.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 3,2358,ทั่วประเทศ,18.93,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 3,2359,ทั่วประเทศ,16.91,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 3,2360,ทั่วประเทศ,13.12,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,2361,ทั่วประเทศ,10.39,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,อุดมศึกษา (สายวิชาการ),ไตรมาส 3,2362,ทั่วประเทศ,11.47,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 3,2363,ทั่วประเทศ,10.84,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 3,2364,ทั่วประเทศ,17.93,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,การศึกษาอื่นๆ,ไตรมาส 3,2365,ทั่วประเทศ,4.61,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไม่ทราบ,ไตรมาส 3,2366,ทั่วประเทศ,8.56,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,รวม,ไตรมาส 3,2367,ทั่วประเทศ,20.44,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไม่มีการศึกษา,ไตรมาส 3,2368,ทั่วประเทศ,24.02,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 3,2369,ทั่วประเทศ,33.24,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,ประถมศึกษา,ไตรมาส 3,2370,ทั่วประเทศ,24.95,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 3,2371,ทั่วประเทศ,18.94,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 3,2372,ทั่วประเทศ,17.55,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 3,2373,ทั่วประเทศ,13.31,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,2374,ทั่วประเทศ,8.28,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,อุดมศึกษา (สายวิชาการ),ไตรมาส 3,2375,ทั่วประเทศ,11.33,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 3,2376,ทั่วประเทศ,9.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 3,2377,ทั่วประเทศ,14.77,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,การศึกษาอื่นๆ,ไตรมาส 3,2378,ทั่วประเทศ,6.22,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไม่ทราบ,ไตรมาส 3,2379,ทั่วประเทศ,7.87,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,รวม,ไตรมาส 3,2380,กรุงเทพมหานคร,10.67,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,ไม่มีการศึกษา,ไตรมาส 3,2381,กรุงเทพมหานคร,5.25,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,ต่ำกว่าประถมศึกษา,ไตรมาส 3,2382,กรุงเทพมหานคร,9.84,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,ประถมศึกษา,ไตรมาส 3,2383,กรุงเทพมหานคร,10.76,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,มัธยมศึกษาตอนต้น,ไตรมาส 3,2384,กรุงเทพมหานคร,8.72,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 3,2385,กรุงเทพมหานคร,10.64,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 3,2386,กรุงเทพมหานคร,10.72,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,2387,กรุงเทพมหานคร,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,อุดมศึกษา (สายวิชาการ),ไตรมาส 3,2388,กรุงเทพมหานคร,12.23,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 3,2389,กรุงเทพมหานคร,9.47,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 3,2390,กรุงเทพมหานคร,14.26,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,การศึกษาอื่นๆ,ไตรมาส 3,2391,กรุงเทพมหานคร,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,ไม่ทราบ,ไตรมาส 3,2392,กรุงเทพมหานคร,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,รวม,ไตรมาส 3,2393,กรุงเทพมหานคร,10.57,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไม่มีการศึกษา,ไตรมาส 3,2394,กรุงเทพมหานคร,5.36,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 3,2395,กรุงเทพมหานคร,9.18,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,ประถมศึกษา,ไตรมาส 3,2396,กรุงเทพมหานคร,12.25,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 3,2397,กรุงเทพมหานคร,8.29,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 3,2398,กรุงเทพมหานคร,10.57,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 3,2399,กรุงเทพมหานคร,11.67,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,2400,กรุงเทพมหานคร,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,อุดมศึกษา (สายวิชาการ),ไตรมาส 3,2401,กรุงเทพมหานคร,11.46,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 3,2402,กรุงเทพมหานคร,10.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 3,2403,กรุงเทพมหานคร,17.03,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,การศึกษาอื่นๆ,ไตรมาส 3,2404,กรุงเทพมหานคร,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไม่ทราบ,ไตรมาส 3,2405,กรุงเทพมหานคร,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,รวม,ไตรมาส 3,2406,กรุงเทพมหานคร,10.79,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไม่มีการศึกษา,ไตรมาส 3,2407,กรุงเทพมหานคร,5.11,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,ต่ำกว่าประถมศึกษา,ไตรมาส 3,2408,กรุงเทพมหานคร,10.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,ประถมศึกษา,ไตรมาส 3,2409,กรุงเทพมหานคร,8.86,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,มัธยมศึกษาตอนต้น,ไตรมาส 3,2410,กรุงเทพมหานคร,9.45,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 3,2411,กรุงเทพมหานคร,10.71,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 3,2412,กรุงเทพมหานคร,9.48,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,2413,กรุงเทพมหานคร,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,อุดมศึกษา (สายวิชาการ),ไตรมาส 3,2414,กรุงเทพมหานคร,12.89,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 3,2415,กรุงเทพมหานคร,8.23,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 3,2416,กรุงเทพมหานคร,12.77,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,การศึกษาอื่นๆ,ไตรมาส 3,2417,กรุงเทพมหานคร,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,หญิง,ไม่ทราบ,ไตรมาส 3,2418,กรุงเทพมหานคร,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,รวม,ไตรมาส 3,2419,ภาคกลาง,10.86,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,ไม่มีการศึกษา,ไตรมาส 3,2420,ภาคกลาง,10.54,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,ต่ำกว่าประถมศึกษา,ไตรมาส 3,2421,ภาคกลาง,20.26,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,ประถมศึกษา,ไตรมาส 3,2422,ภาคกลาง,12.53,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,มัธยมศึกษาตอนต้น,ไตรมาส 3,2423,ภาคกลาง,9.8,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 3,2424,ภาคกลาง,9.89,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 3,2425,ภาคกลาง,8.38,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,2426,ภาคกลาง,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,อุดมศึกษา (สายวิชาการ),ไตรมาส 3,2427,ภาคกลาง,7.35,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 3,2428,ภาคกลาง,5.55,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 3,2429,ภาคกลาง,12.35,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,การศึกษาอื่นๆ,ไตรมาส 3,2430,ภาคกลาง,1.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,รวม,ไม่ทราบ,ไตรมาส 3,2431,ภาคกลาง,5.93,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,รวม,ไตรมาส 3,2432,ภาคกลาง,10.54,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไม่มีการศึกษา,ไตรมาส 3,2433,ภาคกลาง,8.28,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,ต่ำกว่าประถมศึกษา,ไตรมาส 3,2434,ภาคกลาง,18.38,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,ประถมศึกษา,ไตรมาส 3,2435,ภาคกลาง,12.24,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,มัธยมศึกษาตอนต้น,ไตรมาส 3,2436,ภาคกลาง,9.93,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,มัธยมศึกษาตอนปลาย (สายสามัญ),ไตรมาส 3,2437,ภาคกลาง,10.17,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),ไตรมาส 3,2438,ภาคกลาง,7.67,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),ไตรมาส 3,2439,ภาคกลาง,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,อุดมศึกษา (สายวิชาการ),ไตรมาส 3,2440,ภาคกลาง,7.39,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,อุดมศึกษา (สายวิชาชีพ),ไตรมาส 3,2441,ภาคกลาง,5.95,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,อุดมศึกษา (สายวิชาการศึกษา),ไตรมาส 3,2442,ภาคกลาง,13.68,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,การศึกษาอื่นๆ,ไตรมาส 3,2443,ภาคกลาง,0.87,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ชาย,ไม่ทราบ,ไตรมาส 3,2444,ภาคกลาง,6.04,ร้อยละ,สำนักงานสถิติแห่งชาติ
