จำนวน,_id,ปี,สถานภาพการทำงาน,เพศ,จังหวัด,ประเภทแรงงาน,หน่วย
623,2688,2564,นายจ้าง,หญิง,ปัตตานี,แรงงานนอกระบบ,คน
21513,2689,2564,ประกอบธุรกิจส่วนตัว,หญิง,ปัตตานี,แรงงานนอกระบบ,คน
10874,2690,2564,ช่วยธุรกิจครัวเรือน,หญิง,ปัตตานี,แรงงานนอกระบบ,คน
334,2691,2564,ลูกจ้างรัฐบาล,หญิง,ปัตตานี,แรงงานนอกระบบ,คน
1806,2692,2564,ลูกจ้างเอกชน,หญิง,ปัตตานี,แรงงานนอกระบบ,คน
188,2693,2564,นายจ้าง,ชาย,ยะลา,แรงงานในระบบ,คน
15851,2694,2564,ประกอบธุรกิจส่วนตัว,ชาย,ยะลา,แรงงานในระบบ,คน
10339,2695,2564,ช่วยธุรกิจครัวเรือน,ชาย,ยะลา,แรงงานในระบบ,คน
7874,2696,2564,ลูกจ้างรัฐบาล,ชาย,ยะลา,แรงงานในระบบ,คน
25067,2697,2564,ลูกจ้างเอกชน,ชาย,ยะลา,แรงงานในระบบ,คน
67,2698,2564,นายจ้าง,หญิง,ยะลา,แรงงานในระบบ,คน
11170,2699,2564,ประกอบธุรกิจส่วนตัว,หญิง,ยะลา,แรงงานในระบบ,คน
13368,2700,2564,ช่วยธุรกิจครัวเรือน,หญิง,ยะลา,แรงงานในระบบ,คน
7363,2701,2564,ลูกจ้างรัฐบาล,หญิง,ยะลา,แรงงานในระบบ,คน
19149,2702,2564,ลูกจ้างเอกชน,หญิง,ยะลา,แรงงานในระบบ,คน
1641,2703,2564,นายจ้าง,ชาย,ยะลา,แรงงานนอกระบบ,คน
42320,2704,2564,ประกอบธุรกิจส่วนตัว,ชาย,ยะลา,แรงงานนอกระบบ,คน
19393,2705,2564,ช่วยธุรกิจครัวเรือน,ชาย,ยะลา,แรงงานนอกระบบ,คน
272,2706,2564,ลูกจ้างรัฐบาล,ชาย,ยะลา,แรงงานนอกระบบ,คน
839,2707,2564,ลูกจ้างเอกชน,ชาย,ยะลา,แรงงานนอกระบบ,คน
417,2708,2564,นายจ้าง,หญิง,ยะลา,แรงงานนอกระบบ,คน
17378,2709,2564,ประกอบธุรกิจส่วนตัว,หญิง,ยะลา,แรงงานนอกระบบ,คน
30195,2710,2564,ช่วยธุรกิจครัวเรือน,หญิง,ยะลา,แรงงานนอกระบบ,คน
65,2711,2564,ลูกจ้างรัฐบาล,หญิง,ยะลา,แรงงานนอกระบบ,คน
530,2712,2564,ลูกจ้างเอกชน,หญิง,ยะลา,แรงงานนอกระบบ,คน
2504,2713,2564,นายจ้าง,ชาย,นราธิวาส,แรงงานในระบบ,คน
11792,2714,2564,ประกอบธุรกิจส่วนตัว,ชาย,นราธิวาส,แรงงานในระบบ,คน
5902,2715,2564,ช่วยธุรกิจครัวเรือน,ชาย,นราธิวาส,แรงงานในระบบ,คน
20095,2716,2564,ลูกจ้างรัฐบาล,ชาย,นราธิวาส,แรงงานในระบบ,คน
64991,2717,2564,ลูกจ้างเอกชน,ชาย,นราธิวาส,แรงงานในระบบ,คน
698,2718,2564,นายจ้าง,หญิง,นราธิวาส,แรงงานในระบบ,คน
11569,2719,2564,ประกอบธุรกิจส่วนตัว,หญิง,นราธิวาส,แรงงานในระบบ,คน
10569,2720,2564,ช่วยธุรกิจครัวเรือน,หญิง,นราธิวาส,แรงงานในระบบ,คน
15639,2721,2564,ลูกจ้างรัฐบาล,หญิง,นราธิวาส,แรงงานในระบบ,คน
21447,2722,2564,ลูกจ้างเอกชน,หญิง,นราธิวาส,แรงงานในระบบ,คน
1946,2723,2564,นายจ้าง,ชาย,นราธิวาส,แรงงานนอกระบบ,คน
57682,2724,2564,ประกอบธุรกิจส่วนตัว,ชาย,นราธิวาส,แรงงานนอกระบบ,คน
13616,2725,2564,ช่วยธุรกิจครัวเรือน,ชาย,นราธิวาส,แรงงานนอกระบบ,คน
431,2726,2564,ลูกจ้างรัฐบาล,ชาย,นราธิวาส,แรงงานนอกระบบ,คน
3384,2727,2564,ลูกจ้างเอกชน,ชาย,นราธิวาส,แรงงานนอกระบบ,คน
211,2728,2564,นายจ้าง,หญิง,นราธิวาส,แรงงานนอกระบบ,คน
38777,2729,2564,ประกอบธุรกิจส่วนตัว,หญิง,นราธิวาส,แรงงานนอกระบบ,คน
28863,2730,2564,ช่วยธุรกิจครัวเรือน,หญิง,นราธิวาส,แรงงานนอกระบบ,คน
578,2731,2564,ลูกจ้างรัฐบาล,หญิง,นราธิวาส,แรงงานนอกระบบ,คน
939,2732,2564,ลูกจ้างเอกชน,หญิง,นราธิวาส,แรงงานนอกระบบ,คน
5613,2733,2565,ประกอบธุรกิจส่วนตัว,ชาย,นครศรีธรรมราช,แรงงานในระบบ,คน
3648,2734,2565,ช่วยธุรกิจครัวเรือน,ชาย,นครศรีธรรมราช,แรงงานในระบบ,คน
33813,2735,2565,ลูกจ้างรัฐบาล,ชาย,นครศรีธรรมราช,แรงงานในระบบ,คน
144225,2736,2565,ลูกจ้างเอกชน,ชาย,นครศรีธรรมราช,แรงงานในระบบ,คน
1675,2737,2565,นายจ้าง,หญิง,นครศรีธรรมราช,แรงงานในระบบ,คน
6455,2738,2565,ประกอบธุรกิจส่วนตัว,หญิง,นครศรีธรรมราช,แรงงานในระบบ,คน
2781,2739,2565,ช่วยธุรกิจครัวเรือน,หญิง,นครศรีธรรมราช,แรงงานในระบบ,คน
48895,2740,2565,ลูกจ้างรัฐบาล,หญิง,นครศรีธรรมราช,แรงงานในระบบ,คน
107414,2741,2565,ลูกจ้างเอกชน,หญิง,นครศรีธรรมราช,แรงงานในระบบ,คน
13589,2742,2565,นายจ้าง,ชาย,นครศรีธรรมราช,แรงงานนอกระบบ,คน
185844,2743,2565,ประกอบธุรกิจส่วนตัว,ชาย,นครศรีธรรมราช,แรงงานนอกระบบ,คน
40737,2744,2565,ช่วยธุรกิจครัวเรือน,ชาย,นครศรีธรรมราช,แรงงานนอกระบบ,คน
204,2745,2565,ลูกจ้างรัฐบาล,ชาย,นครศรีธรรมราช,แรงงานนอกระบบ,คน
19382,2746,2565,ลูกจ้างเอกชน,ชาย,นครศรีธรรมราช,แรงงานนอกระบบ,คน
568,2747,2565,การรวมกลุ่ม,ชาย,นครศรีธรรมราช,แรงงานนอกระบบ,คน
7809,2748,2565,นายจ้าง,หญิง,นครศรีธรรมราช,แรงงานนอกระบบ,คน
118089,2749,2565,ประกอบธุรกิจส่วนตัว,หญิง,นครศรีธรรมราช,แรงงานนอกระบบ,คน
66436,2750,2565,ช่วยธุรกิจครัวเรือน,หญิง,นครศรีธรรมราช,แรงงานนอกระบบ,คน
1649,2751,2565,ลูกจ้างรัฐบาล,หญิง,นครศรีธรรมราช,แรงงานนอกระบบ,คน
8843,2752,2565,ลูกจ้างเอกชน,หญิง,นครศรีธรรมราช,แรงงานนอกระบบ,คน
671,2753,2565,นายจ้าง,ชาย,กระบี่,แรงงานในระบบ,คน
1311,2754,2565,ประกอบธุรกิจส่วนตัว,ชาย,กระบี่,แรงงานในระบบ,คน
523,2755,2565,ช่วยธุรกิจครัวเรือน,ชาย,กระบี่,แรงงานในระบบ,คน
8344,2756,2565,ลูกจ้างรัฐบาล,ชาย,กระบี่,แรงงานในระบบ,คน
45375,2757,2565,ลูกจ้างเอกชน,ชาย,กระบี่,แรงงานในระบบ,คน
110,2758,2565,นายจ้าง,หญิง,กระบี่,แรงงานในระบบ,คน
3784,2759,2565,ประกอบธุรกิจส่วนตัว,หญิง,กระบี่,แรงงานในระบบ,คน
856,2760,2565,ช่วยธุรกิจครัวเรือน,หญิง,กระบี่,แรงงานในระบบ,คน
9622,2761,2565,ลูกจ้างรัฐบาล,หญิง,กระบี่,แรงงานในระบบ,คน
30527,2762,2565,ลูกจ้างเอกชน,หญิง,กระบี่,แรงงานในระบบ,คน
18180,2763,2565,นายจ้าง,ชาย,กระบี่,แรงงานนอกระบบ,คน
43235,2764,2565,ประกอบธุรกิจส่วนตัว,ชาย,กระบี่,แรงงานนอกระบบ,คน
12650,2765,2565,ช่วยธุรกิจครัวเรือน,ชาย,กระบี่,แรงงานนอกระบบ,คน
1123,2766,2565,ลูกจ้างรัฐบาล,ชาย,กระบี่,แรงงานนอกระบบ,คน
3413,2767,2565,ลูกจ้างเอกชน,ชาย,กระบี่,แรงงานนอกระบบ,คน
3856,2768,2565,นายจ้าง,หญิง,กระบี่,แรงงานนอกระบบ,คน
32079,2769,2565,ประกอบธุรกิจส่วนตัว,หญิง,กระบี่,แรงงานนอกระบบ,คน
19506,2770,2565,ช่วยธุรกิจครัวเรือน,หญิง,กระบี่,แรงงานนอกระบบ,คน
1105,2771,2565,ลูกจ้างรัฐบาล,หญิง,กระบี่,แรงงานนอกระบบ,คน
3087,2772,2565,ลูกจ้างเอกชน,หญิง,กระบี่,แรงงานนอกระบบ,คน
186,2773,2565,การรวมกลุ่ม,หญิง,กระบี่,แรงงานนอกระบบ,คน
400,2774,2565,นายจ้าง,ชาย,พังงา,แรงงานในระบบ,คน
1389,2775,2565,ประกอบธุรกิจส่วนตัว,ชาย,พังงา,แรงงานในระบบ,คน
31,2776,2565,ช่วยธุรกิจครัวเรือน,ชาย,พังงา,แรงงานในระบบ,คน
7548,2777,2565,ลูกจ้างรัฐบาล,ชาย,พังงา,แรงงานในระบบ,คน
24633,2778,2565,ลูกจ้างเอกชน,ชาย,พังงา,แรงงานในระบบ,คน
282,2779,2565,นายจ้าง,หญิง,พังงา,แรงงานในระบบ,คน
585,2780,2565,ประกอบธุรกิจส่วนตัว,หญิง,พังงา,แรงงานในระบบ,คน
187,2781,2565,ช่วยธุรกิจครัวเรือน,หญิง,พังงา,แรงงานในระบบ,คน
7446,2782,2565,ลูกจ้างรัฐบาล,หญิง,พังงา,แรงงานในระบบ,คน
19657,2783,2565,ลูกจ้างเอกชน,หญิง,พังงา,แรงงานในระบบ,คน
2489,2784,2565,นายจ้าง,ชาย,พังงา,แรงงานนอกระบบ,คน
25235,2785,2565,ประกอบธุรกิจส่วนตัว,ชาย,พังงา,แรงงานนอกระบบ,คน
7734,2786,2565,ช่วยธุรกิจครัวเรือน,ชาย,พังงา,แรงงานนอกระบบ,คน
419,2787,2565,ลูกจ้างรัฐบาล,ชาย,พังงา,แรงงานนอกระบบ,คน
3328,2788,2565,ลูกจ้างเอกชน,ชาย,พังงา,แรงงานนอกระบบ,คน
1604,2789,2565,นายจ้าง,หญิง,พังงา,แรงงานนอกระบบ,คน
13499,2790,2565,ประกอบธุรกิจส่วนตัว,หญิง,พังงา,แรงงานนอกระบบ,คน
5417,2791,2565,ช่วยธุรกิจครัวเรือน,หญิง,พังงา,แรงงานนอกระบบ,คน
228,2792,2565,ลูกจ้างรัฐบาล,หญิง,พังงา,แรงงานนอกระบบ,คน
723,2793,2565,ลูกจ้างเอกชน,หญิง,พังงา,แรงงานนอกระบบ,คน
2153,2794,2565,นายจ้าง,ชาย,ภูเก็ต,แรงงานในระบบ,คน
8210,2795,2565,ประกอบธุรกิจส่วนตัว,ชาย,ภูเก็ต,แรงงานในระบบ,คน
576,2796,2565,ช่วยธุรกิจครัวเรือน,ชาย,ภูเก็ต,แรงงานในระบบ,คน
19580,2797,2565,ลูกจ้างรัฐบาล,ชาย,ภูเก็ต,แรงงานในระบบ,คน
87507,2798,2565,ลูกจ้างเอกชน,ชาย,ภูเก็ต,แรงงานในระบบ,คน
1069,2799,2565,นายจ้าง,หญิง,ภูเก็ต,แรงงานในระบบ,คน
7120,2800,2565,ประกอบธุรกิจส่วนตัว,หญิง,ภูเก็ต,แรงงานในระบบ,คน
3629,2801,2565,ช่วยธุรกิจครัวเรือน,หญิง,ภูเก็ต,แรงงานในระบบ,คน
12325,2802,2565,ลูกจ้างรัฐบาล,หญิง,ภูเก็ต,แรงงานในระบบ,คน
80768,2803,2565,ลูกจ้างเอกชน,หญิง,ภูเก็ต,แรงงานในระบบ,คน
140,2804,2565,การรวมกลุ่ม,หญิง,ภูเก็ต,แรงงานในระบบ,คน
11380,2805,2565,นายจ้าง,ชาย,ภูเก็ต,แรงงานนอกระบบ,คน
32676,2806,2565,ประกอบธุรกิจส่วนตัว,ชาย,ภูเก็ต,แรงงานนอกระบบ,คน
4758,2807,2565,ช่วยธุรกิจครัวเรือน,ชาย,ภูเก็ต,แรงงานนอกระบบ,คน
230,2808,2565,ลูกจ้างรัฐบาล,ชาย,ภูเก็ต,แรงงานนอกระบบ,คน
3710,2809,2565,ลูกจ้างเอกชน,ชาย,ภูเก็ต,แรงงานนอกระบบ,คน
2754,2810,2565,นายจ้าง,หญิง,ภูเก็ต,แรงงานนอกระบบ,คน
22028,2811,2565,ประกอบธุรกิจส่วนตัว,หญิง,ภูเก็ต,แรงงานนอกระบบ,คน
8008,2812,2565,ช่วยธุรกิจครัวเรือน,หญิง,ภูเก็ต,แรงงานนอกระบบ,คน
721,2813,2565,ลูกจ้างรัฐบาล,หญิง,ภูเก็ต,แรงงานนอกระบบ,คน
2946,2814,2565,ลูกจ้างเอกชน,หญิง,ภูเก็ต,แรงงานนอกระบบ,คน
578,2815,2565,นายจ้าง,ชาย,สุราษฏร์ธานี,แรงงานในระบบ,คน
2294,2816,2565,ประกอบธุรกิจส่วนตัว,ชาย,สุราษฏร์ธานี,แรงงานในระบบ,คน
1116,2817,2565,ช่วยธุรกิจครัวเรือน,ชาย,สุราษฏร์ธานี,แรงงานในระบบ,คน
18302,2818,2565,ลูกจ้างรัฐบาล,ชาย,สุราษฏร์ธานี,แรงงานในระบบ,คน
130462,2819,2565,ลูกจ้างเอกชน,ชาย,สุราษฏร์ธานี,แรงงานในระบบ,คน
444,2820,2565,นายจ้าง,หญิง,สุราษฏร์ธานี,แรงงานในระบบ,คน
2458,2821,2565,ประกอบธุรกิจส่วนตัว,หญิง,สุราษฏร์ธานี,แรงงานในระบบ,คน
358,2822,2565,ช่วยธุรกิจครัวเรือน,หญิง,สุราษฏร์ธานี,แรงงานในระบบ,คน
24079,2823,2565,ลูกจ้างรัฐบาล,หญิง,สุราษฏร์ธานี,แรงงานในระบบ,คน
88589,2824,2565,ลูกจ้างเอกชน,หญิง,สุราษฏร์ธานี,แรงงานในระบบ,คน
18879,2825,2565,นายจ้าง,ชาย,สุราษฏร์ธานี,แรงงานนอกระบบ,คน
132772,2826,2565,ประกอบธุรกิจส่วนตัว,ชาย,สุราษฏร์ธานี,แรงงานนอกระบบ,คน
47197,2827,2565,ช่วยธุรกิจครัวเรือน,ชาย,สุราษฏร์ธานี,แรงงานนอกระบบ,คน
4715,2828,2565,ลูกจ้างเอกชน,ชาย,สุราษฏร์ธานี,แรงงานนอกระบบ,คน
16333,2829,2565,นายจ้าง,หญิง,สุราษฏร์ธานี,แรงงานนอกระบบ,คน
84929,2830,2565,ประกอบธุรกิจส่วนตัว,หญิง,สุราษฏร์ธานี,แรงงานนอกระบบ,คน
57673,2831,2565,ช่วยธุรกิจครัวเรือน,หญิง,สุราษฏร์ธานี,แรงงานนอกระบบ,คน
1713,2832,2565,ลูกจ้างรัฐบาล,หญิง,สุราษฏร์ธานี,แรงงานนอกระบบ,คน
1388,2833,2565,ลูกจ้างเอกชน,หญิง,สุราษฏร์ธานี,แรงงานนอกระบบ,คน
644,2834,2565,ประกอบธุรกิจส่วนตัว,ชาย,ระนอง,แรงงานในระบบ,คน
350,2835,2565,ช่วยธุรกิจครัวเรือน,ชาย,ระนอง,แรงงานในระบบ,คน
6805,2836,2565,ลูกจ้างรัฐบาล,ชาย,ระนอง,แรงงานในระบบ,คน
32361,2837,2565,ลูกจ้างเอกชน,ชาย,ระนอง,แรงงานในระบบ,คน
405,2838,2565,นายจ้าง,หญิง,ระนอง,แรงงานในระบบ,คน
1024,2839,2565,ประกอบธุรกิจส่วนตัว,หญิง,ระนอง,แรงงานในระบบ,คน
630,2840,2565,ช่วยธุรกิจครัวเรือน,หญิง,ระนอง,แรงงานในระบบ,คน
6696,2841,2565,ลูกจ้างรัฐบาล,หญิง,ระนอง,แรงงานในระบบ,คน
17085,2842,2565,ลูกจ้างเอกชน,หญิง,ระนอง,แรงงานในระบบ,คน
6803,2843,2565,นายจ้าง,ชาย,ระนอง,แรงงานนอกระบบ,คน
31012,2844,2565,ประกอบธุรกิจส่วนตัว,ชาย,ระนอง,แรงงานนอกระบบ,คน
11082,2845,2565,ช่วยธุรกิจครัวเรือน,ชาย,ระนอง,แรงงานนอกระบบ,คน
1691,2846,2565,ลูกจ้างเอกชน,ชาย,ระนอง,แรงงานนอกระบบ,คน
1126,2847,2565,นายจ้าง,หญิง,ระนอง,แรงงานนอกระบบ,คน
15321,2848,2565,ประกอบธุรกิจส่วนตัว,หญิง,ระนอง,แรงงานนอกระบบ,คน
12383,2849,2565,ช่วยธุรกิจครัวเรือน,หญิง,ระนอง,แรงงานนอกระบบ,คน
222,2850,2565,ลูกจ้างรัฐบาล,หญิง,ระนอง,แรงงานนอกระบบ,คน
983,2851,2565,ลูกจ้างเอกชน,หญิง,ระนอง,แรงงานนอกระบบ,คน
211,2852,2565,นายจ้าง,ชาย,ชุมพร,แรงงานในระบบ,คน
1718,2853,2565,ประกอบธุรกิจส่วนตัว,ชาย,ชุมพร,แรงงานในระบบ,คน
1074,2854,2565,ช่วยธุรกิจครัวเรือน,ชาย,ชุมพร,แรงงานในระบบ,คน
9081,2855,2565,ลูกจ้างรัฐบาล,ชาย,ชุมพร,แรงงานในระบบ,คน
44485,2856,2565,ลูกจ้างเอกชน,ชาย,ชุมพร,แรงงานในระบบ,คน
136,2857,2565,นายจ้าง,หญิง,ชุมพร,แรงงานในระบบ,คน
1798,2858,2565,ประกอบธุรกิจส่วนตัว,หญิง,ชุมพร,แรงงานในระบบ,คน
1148,2859,2565,ช่วยธุรกิจครัวเรือน,หญิง,ชุมพร,แรงงานในระบบ,คน
14213,2860,2565,ลูกจ้างรัฐบาล,หญิง,ชุมพร,แรงงานในระบบ,คน
26678,2861,2565,ลูกจ้างเอกชน,หญิง,ชุมพร,แรงงานในระบบ,คน
4541,2862,2565,นายจ้าง,ชาย,ชุมพร,แรงงานนอกระบบ,คน
71788,2863,2565,ประกอบธุรกิจส่วนตัว,ชาย,ชุมพร,แรงงานนอกระบบ,คน
23618,2864,2565,ช่วยธุรกิจครัวเรือน,ชาย,ชุมพร,แรงงานนอกระบบ,คน
49,2865,2565,ลูกจ้างรัฐบาล,ชาย,ชุมพร,แรงงานนอกระบบ,คน
3054,2866,2565,ลูกจ้างเอกชน,ชาย,ชุมพร,แรงงานนอกระบบ,คน
105,2867,2565,การรวมกลุ่ม,ชาย,ชุมพร,แรงงานนอกระบบ,คน
1851,2868,2565,นายจ้าง,หญิง,ชุมพร,แรงงานนอกระบบ,คน
33862,2869,2565,ประกอบธุรกิจส่วนตัว,หญิง,ชุมพร,แรงงานนอกระบบ,คน
32344,2870,2565,ช่วยธุรกิจครัวเรือน,หญิง,ชุมพร,แรงงานนอกระบบ,คน
126,2871,2565,ลูกจ้างรัฐบาล,หญิง,ชุมพร,แรงงานนอกระบบ,คน
4838,2872,2565,ลูกจ้างเอกชน,หญิง,ชุมพร,แรงงานนอกระบบ,คน
4095,2873,2565,นายจ้าง,ชาย,สงขลา,แรงงานในระบบ,คน
31015,2874,2565,ประกอบธุรกิจส่วนตัว,ชาย,สงขลา,แรงงานในระบบ,คน
6490,2875,2565,ช่วยธุรกิจครัวเรือน,ชาย,สงขลา,แรงงานในระบบ,คน
47081,2876,2565,ลูกจ้างรัฐบาล,ชาย,สงขลา,แรงงานในระบบ,คน
166474,2877,2565,ลูกจ้างเอกชน,ชาย,สงขลา,แรงงานในระบบ,คน
4263,2878,2565,นายจ้าง,หญิง,สงขลา,แรงงานในระบบ,คน
26897,2879,2565,ประกอบธุรกิจส่วนตัว,หญิง,สงขลา,แรงงานในระบบ,คน
13982,2880,2565,ช่วยธุรกิจครัวเรือน,หญิง,สงขลา,แรงงานในระบบ,คน
69054,2881,2565,ลูกจ้างรัฐบาล,หญิง,สงขลา,แรงงานในระบบ,คน
137855,2882,2565,ลูกจ้างเอกชน,หญิง,สงขลา,แรงงานในระบบ,คน
10342,2883,2565,นายจ้าง,ชาย,สงขลา,แรงงานนอกระบบ,คน
141556,2884,2565,ประกอบธุรกิจส่วนตัว,ชาย,สงขลา,แรงงานนอกระบบ,คน
53184,2885,2565,ช่วยธุรกิจครัวเรือน,ชาย,สงขลา,แรงงานนอกระบบ,คน
576,2886,2565,ลูกจ้างรัฐบาล,ชาย,สงขลา,แรงงานนอกระบบ,คน
8155,2887,2565,ลูกจ้างเอกชน,ชาย,สงขลา,แรงงานนอกระบบ,คน
5932,2888,2565,นายจ้าง,หญิง,สงขลา,แรงงานนอกระบบ,คน
98724,2889,2565,ประกอบธุรกิจส่วนตัว,หญิง,สงขลา,แรงงานนอกระบบ,คน
74943,2890,2565,ช่วยธุรกิจครัวเรือน,หญิง,สงขลา,แรงงานนอกระบบ,คน
917,2891,2565,ลูกจ้างรัฐบาล,หญิง,สงขลา,แรงงานนอกระบบ,คน
497,2892,2565,ลูกจ้างเอกชน,หญิง,สงขลา,แรงงานนอกระบบ,คน
125,2893,2565,นายจ้าง,ชาย,สตูล,แรงงานในระบบ,คน
1349,2894,2565,ประกอบธุรกิจส่วนตัว,ชาย,สตูล,แรงงานในระบบ,คน
187,2895,2565,ช่วยธุรกิจครัวเรือน,ชาย,สตูล,แรงงานในระบบ,คน
8206,2896,2565,ลูกจ้างรัฐบาล,ชาย,สตูล,แรงงานในระบบ,คน
28039,2897,2565,ลูกจ้างเอกชน,ชาย,สตูล,แรงงานในระบบ,คน
65,2898,2565,การรวมกลุ่ม,ชาย,สตูล,แรงงานในระบบ,คน
1736,2899,2565,ประกอบธุรกิจส่วนตัว,หญิง,สตูล,แรงงานในระบบ,คน
813,2900,2565,ช่วยธุรกิจครัวเรือน,หญิง,สตูล,แรงงานในระบบ,คน
10262,2901,2565,ลูกจ้างรัฐบาล,หญิง,สตูล,แรงงานในระบบ,คน
19633,2902,2565,ลูกจ้างเอกชน,หญิง,สตูล,แรงงานในระบบ,คน
4259,2903,2565,นายจ้าง,ชาย,สตูล,แรงงานนอกระบบ,คน
33789,2904,2565,ประกอบธุรกิจส่วนตัว,ชาย,สตูล,แรงงานนอกระบบ,คน
10520,2905,2565,ช่วยธุรกิจครัวเรือน,ชาย,สตูล,แรงงานนอกระบบ,คน
748,2906,2565,ลูกจ้างรัฐบาล,ชาย,สตูล,แรงงานนอกระบบ,คน
2826,2907,2565,ลูกจ้างเอกชน,ชาย,สตูล,แรงงานนอกระบบ,คน
3065,2908,2565,นายจ้าง,หญิง,สตูล,แรงงานนอกระบบ,คน
20525,2909,2565,ประกอบธุรกิจส่วนตัว,หญิง,สตูล,แรงงานนอกระบบ,คน
13158,2910,2565,ช่วยธุรกิจครัวเรือน,หญิง,สตูล,แรงงานนอกระบบ,คน
1050,2911,2565,ลูกจ้างรัฐบาล,หญิง,สตูล,แรงงานนอกระบบ,คน
1057,2912,2565,ลูกจ้างเอกชน,หญิง,สตูล,แรงงานนอกระบบ,คน
289,2913,2565,การรวมกลุ่ม,หญิง,สตูล,แรงงานนอกระบบ,คน
340,2914,2565,นายจ้าง,ชาย,ตรัง,แรงงานในระบบ,คน
934,2915,2565,ประกอบธุรกิจส่วนตัว,ชาย,ตรัง,แรงงานในระบบ,คน
795,2916,2565,ช่วยธุรกิจครัวเรือน,ชาย,ตรัง,แรงงานในระบบ,คน
12340,2917,2565,ลูกจ้างรัฐบาล,ชาย,ตรัง,แรงงานในระบบ,คน
66433,2918,2565,ลูกจ้างเอกชน,ชาย,ตรัง,แรงงานในระบบ,คน
84,2919,2565,นายจ้าง,หญิง,ตรัง,แรงงานในระบบ,คน
1906,2920,2565,ประกอบธุรกิจส่วนตัว,หญิง,ตรัง,แรงงานในระบบ,คน
318,2921,2565,ช่วยธุรกิจครัวเรือน,หญิง,ตรัง,แรงงานในระบบ,คน
15699,2922,2565,ลูกจ้างรัฐบาล,หญิง,ตรัง,แรงงานในระบบ,คน
45920,2923,2565,ลูกจ้างเอกชน,หญิง,ตรัง,แรงงานในระบบ,คน
10647,2924,2565,นายจ้าง,ชาย,ตรัง,แรงงานนอกระบบ,คน
71739,2925,2565,ประกอบธุรกิจส่วนตัว,ชาย,ตรัง,แรงงานนอกระบบ,คน
25383,2926,2565,ช่วยธุรกิจครัวเรือน,ชาย,ตรัง,แรงงานนอกระบบ,คน
665,2927,2565,ลูกจ้างรัฐบาล,ชาย,ตรัง,แรงงานนอกระบบ,คน
5847,2928,2565,ลูกจ้างเอกชน,ชาย,ตรัง,แรงงานนอกระบบ,คน
5416,2929,2565,นายจ้าง,หญิง,ตรัง,แรงงานนอกระบบ,คน
61955,2930,2565,ประกอบธุรกิจส่วนตัว,หญิง,ตรัง,แรงงานนอกระบบ,คน
34910,2931,2565,ช่วยธุรกิจครัวเรือน,หญิง,ตรัง,แรงงานนอกระบบ,คน
1400,2932,2565,ลูกจ้างรัฐบาล,หญิง,ตรัง,แรงงานนอกระบบ,คน
6127,2933,2565,ลูกจ้างเอกชน,หญิง,ตรัง,แรงงานนอกระบบ,คน
90,2934,2565,การรวมกลุ่ม,หญิง,ตรัง,แรงงานนอกระบบ,คน
1942,2935,2565,ประกอบธุรกิจส่วนตัว,ชาย,พัทลุง,แรงงานในระบบ,คน
1433,2936,2565,ช่วยธุรกิจครัวเรือน,ชาย,พัทลุง,แรงงานในระบบ,คน
11201,2937,2565,ลูกจ้างรัฐบาล,ชาย,พัทลุง,แรงงานในระบบ,คน
35480,2938,2565,ลูกจ้างเอกชน,ชาย,พัทลุง,แรงงานในระบบ,คน
3394,2939,2565,ประกอบธุรกิจส่วนตัว,หญิง,พัทลุง,แรงงานในระบบ,คน
523,2940,2565,ช่วยธุรกิจครัวเรือน,หญิง,พัทลุง,แรงงานในระบบ,คน
15982,2941,2565,ลูกจ้างรัฐบาล,หญิง,พัทลุง,แรงงานในระบบ,คน
28745,2942,2565,ลูกจ้างเอกชน,หญิง,พัทลุง,แรงงานในระบบ,คน
7372,2943,2565,นายจ้าง,ชาย,พัทลุง,แรงงานนอกระบบ,คน
70944,2944,2565,ประกอบธุรกิจส่วนตัว,ชาย,พัทลุง,แรงงานนอกระบบ,คน
17214,2945,2565,ช่วยธุรกิจครัวเรือน,ชาย,พัทลุง,แรงงานนอกระบบ,คน
887,2946,2565,ลูกจ้างรัฐบาล,ชาย,พัทลุง,แรงงานนอกระบบ,คน
1991,2947,2565,ลูกจ้างเอกชน,ชาย,พัทลุง,แรงงานนอกระบบ,คน
171,2948,2565,การรวมกลุ่ม,ชาย,พัทลุง,แรงงานนอกระบบ,คน
2170,2949,2565,นายจ้าง,หญิง,พัทลุง,แรงงานนอกระบบ,คน
44884,2950,2565,ประกอบธุรกิจส่วนตัว,หญิง,พัทลุง,แรงงานนอกระบบ,คน
33211,2951,2565,ช่วยธุรกิจครัวเรือน,หญิง,พัทลุง,แรงงานนอกระบบ,คน
1082,2952,2565,ลูกจ้างรัฐบาล,หญิง,พัทลุง,แรงงานนอกระบบ,คน
1690,2953,2565,ลูกจ้างเอกชน,หญิง,พัทลุง,แรงงานนอกระบบ,คน
1690,2954,2565,นายจ้าง,ชาย,พัทลุง,แรงงานในระบบ,คน
22699,2955,2565,ประกอบธุรกิจส่วนตัว,ชาย,พัทลุง,แรงงานในระบบ,คน
7367,2956,2565,ช่วยธุรกิจครัวเรือน,ชาย,พัทลุง,แรงงานในระบบ,คน
23853,2957,2565,ลูกจ้างรัฐบาล,ชาย,พัทลุง,แรงงานในระบบ,คน
51006,2958,2565,ลูกจ้างเอกชน,ชาย,พัทลุง,แรงงานในระบบ,คน
