จำนวน,_id,ปี,สถานภาพการทำงาน,เพศ,จังหวัด,ประเภทแรงงาน,หน่วย
446,9323,2567,นายจ้าง,หญิง,อุบลราชธานี,แรงงานนอกระบบ,คน
101194,9324,2567,ประกอบธุรกิจส่วนตัว,หญิง,อุบลราชธานี,แรงงานนอกระบบ,คน
197265,9325,2567,ช่วยธุรกิจครัวเรือน,หญิง,อุบลราชธานี,แรงงานนอกระบบ,คน
2780,9326,2567,ลูกจ้างรัฐบาล,หญิง,อุบลราชธานี,แรงงานนอกระบบ,คน
5184,9327,2567,ลูกจ้างเอกชน,หญิง,อุบลราชธานี,แรงงานนอกระบบ,คน
164,9328,2567,การรวมกลุ่ม,หญิง,อุบลราชธานี,แรงงานนอกระบบ,คน
745,9329,2567,ประกอบธุรกิจส่วนตัว,ชาย,ยโสธร,แรงงานในระบบ,คน
8934,9330,2567,ลูกจ้างรัฐบาล,ชาย,ยโสธร,แรงงานในระบบ,คน
17054,9331,2567,ลูกจ้างเอกชน,ชาย,ยโสธร,แรงงานในระบบ,คน
583,9332,2567,ประกอบธุรกิจส่วนตัว,หญิง,ยโสธร,แรงงานในระบบ,คน
498,9333,2567,ช่วยธุรกิจครัวเรือน,หญิง,ยโสธร,แรงงานในระบบ,คน
13395,9334,2567,ลูกจ้างรัฐบาล,หญิง,ยโสธร,แรงงานในระบบ,คน
10227,9335,2567,ลูกจ้างเอกชน,หญิง,ยโสธร,แรงงานในระบบ,คน
264,9336,2567,นายจ้าง,ชาย,ยโสธร,แรงงานนอกระบบ,คน
76723,9337,2567,ประกอบธุรกิจส่วนตัว,ชาย,ยโสธร,แรงงานนอกระบบ,คน
28376,9338,2567,ช่วยธุรกิจครัวเรือน,ชาย,ยโสธร,แรงงานนอกระบบ,คน
74,9339,2567,ลูกจ้างรัฐบาล,ชาย,ยโสธร,แรงงานนอกระบบ,คน
6104,9340,2567,ลูกจ้างเอกชน,ชาย,ยโสธร,แรงงานนอกระบบ,คน
247,9341,2567,นายจ้าง,หญิง,ยโสธร,แรงงานนอกระบบ,คน
50555,9342,2567,ประกอบธุรกิจส่วนตัว,หญิง,ยโสธร,แรงงานนอกระบบ,คน
56703,9343,2567,ช่วยธุรกิจครัวเรือน,หญิง,ยโสธร,แรงงานนอกระบบ,คน
164,9344,2567,ลูกจ้างรัฐบาล,หญิง,ยโสธร,แรงงานนอกระบบ,คน
4026,9345,2567,ลูกจ้างเอกชน,หญิง,ยโสธร,แรงงานนอกระบบ,คน
515,9346,2567,นายจ้าง,ชาย,ชัยภูมิ,แรงงานในระบบ,คน
359,9347,2567,ประกอบธุรกิจส่วนตัว,ชาย,ชัยภูมิ,แรงงานในระบบ,คน
80,9348,2567,ช่วยธุรกิจครัวเรือน,ชาย,ชัยภูมิ,แรงงานในระบบ,คน
23533,9349,2567,ลูกจ้างรัฐบาล,ชาย,ชัยภูมิ,แรงงานในระบบ,คน
24986,9350,2567,ลูกจ้างเอกชน,ชาย,ชัยภูมิ,แรงงานในระบบ,คน
995,9351,2567,นายจ้าง,หญิง,ชัยภูมิ,แรงงานในระบบ,คน
3197,9352,2567,ประกอบธุรกิจส่วนตัว,หญิง,ชัยภูมิ,แรงงานในระบบ,คน
504,9353,2567,ช่วยธุรกิจครัวเรือน,หญิง,ชัยภูมิ,แรงงานในระบบ,คน
30248,9354,2567,ลูกจ้างรัฐบาล,หญิง,ชัยภูมิ,แรงงานในระบบ,คน
21306,9355,2567,ลูกจ้างเอกชน,หญิง,ชัยภูมิ,แรงงานในระบบ,คน
4648,9356,2567,นายจ้าง,ชาย,ชัยภูมิ,แรงงานนอกระบบ,คน
110811,9357,2567,ประกอบธุรกิจส่วนตัว,ชาย,ชัยภูมิ,แรงงานนอกระบบ,คน
47242,9358,2567,ช่วยธุรกิจครัวเรือน,ชาย,ชัยภูมิ,แรงงานนอกระบบ,คน
873,9359,2567,ลูกจ้างรัฐบาล,ชาย,ชัยภูมิ,แรงงานนอกระบบ,คน
46721,9360,2567,ลูกจ้างเอกชน,ชาย,ชัยภูมิ,แรงงานนอกระบบ,คน
2672,9361,2567,นายจ้าง,หญิง,ชัยภูมิ,แรงงานนอกระบบ,คน
73614,9362,2567,ประกอบธุรกิจส่วนตัว,หญิง,ชัยภูมิ,แรงงานนอกระบบ,คน
65129,9363,2567,ช่วยธุรกิจครัวเรือน,หญิง,ชัยภูมิ,แรงงานนอกระบบ,คน
3518,9364,2567,ลูกจ้างรัฐบาล,หญิง,ชัยภูมิ,แรงงานนอกระบบ,คน
20327,9365,2567,ลูกจ้างเอกชน,หญิง,ชัยภูมิ,แรงงานนอกระบบ,คน
440,9366,2567,การรวมกลุ่ม,หญิง,ชัยภูมิ,แรงงานนอกระบบ,คน
1156,9367,2567,ประกอบธุรกิจส่วนตัว,ชาย,อำนาจเจริญ,แรงงานในระบบ,คน
960,9368,2567,ช่วยธุรกิจครัวเรือน,ชาย,อำนาจเจริญ,แรงงานในระบบ,คน
7538,9369,2567,ลูกจ้างรัฐบาล,ชาย,อำนาจเจริญ,แรงงานในระบบ,คน
4866,9370,2567,ลูกจ้างเอกชน,ชาย,อำนาจเจริญ,แรงงานในระบบ,คน
2511,9371,2567,ประกอบธุรกิจส่วนตัว,หญิง,อำนาจเจริญ,แรงงานในระบบ,คน
617,9372,2567,ช่วยธุรกิจครัวเรือน,หญิง,อำนาจเจริญ,แรงงานในระบบ,คน
9898,9373,2567,ลูกจ้างรัฐบาล,หญิง,อำนาจเจริญ,แรงงานในระบบ,คน
5959,9374,2567,ลูกจ้างเอกชน,หญิง,อำนาจเจริญ,แรงงานในระบบ,คน
1530,9375,2567,นายจ้าง,ชาย,อำนาจเจริญ,แรงงานนอกระบบ,คน
46155,9376,2567,ประกอบธุรกิจส่วนตัว,ชาย,อำนาจเจริญ,แรงงานนอกระบบ,คน
14310,9377,2567,ช่วยธุรกิจครัวเรือน,ชาย,อำนาจเจริญ,แรงงานนอกระบบ,คน
1619,9378,2567,ลูกจ้างรัฐบาล,ชาย,อำนาจเจริญ,แรงงานนอกระบบ,คน
2029,9379,2567,ลูกจ้างเอกชน,ชาย,อำนาจเจริญ,แรงงานนอกระบบ,คน
650,9380,2567,นายจ้าง,หญิง,อำนาจเจริญ,แรงงานนอกระบบ,คน
34669,9381,2567,ประกอบธุรกิจส่วนตัว,หญิง,อำนาจเจริญ,แรงงานนอกระบบ,คน
13686,9382,2567,ช่วยธุรกิจครัวเรือน,หญิง,อำนาจเจริญ,แรงงานนอกระบบ,คน
860,9383,2567,ลูกจ้างรัฐบาล,หญิง,อำนาจเจริญ,แรงงานนอกระบบ,คน
1005,9384,2567,ลูกจ้างเอกชน,หญิง,อำนาจเจริญ,แรงงานนอกระบบ,คน
57,9385,2567,การรวมกลุ่ม,หญิง,อำนาจเจริญ,แรงงานนอกระบบ,คน
124,9386,2567,ประกอบธุรกิจส่วนตัว,ชาย,บึงกาฬ,แรงงานในระบบ,คน
4139,9387,2567,ลูกจ้างรัฐบาล,ชาย,บึงกาฬ,แรงงานในระบบ,คน
11034,9388,2567,ลูกจ้างเอกชน,ชาย,บึงกาฬ,แรงงานในระบบ,คน
156,9389,2567,นายจ้าง,หญิง,บึงกาฬ,แรงงานในระบบ,คน
,9390,2567,ประกอบธุรกิจส่วนตัว,หญิง,บึงกาฬ,แรงงานในระบบ,คน
70,9391,2567,ช่วยธุรกิจครัวเรือน,หญิง,บึงกาฬ,แรงงานในระบบ,คน
6986,9392,2567,ลูกจ้างรัฐบาล,หญิง,บึงกาฬ,แรงงานในระบบ,คน
9170,9393,2567,ลูกจ้างเอกชน,หญิง,บึงกาฬ,แรงงานในระบบ,คน
1186,9394,2567,นายจ้าง,ชาย,บึงกาฬ,แรงงานนอกระบบ,คน
49577,9395,2567,ประกอบธุรกิจส่วนตัว,ชาย,บึงกาฬ,แรงงานนอกระบบ,คน
25532,9396,2567,ช่วยธุรกิจครัวเรือน,ชาย,บึงกาฬ,แรงงานนอกระบบ,คน
2101,9397,2567,ลูกจ้างเอกชน,ชาย,บึงกาฬ,แรงงานนอกระบบ,คน
401,9398,2567,การรวมกลุ่ม,ชาย,บึงกาฬ,แรงงานนอกระบบ,คน
1866,9399,2567,นายจ้าง,หญิง,บึงกาฬ,แรงงานนอกระบบ,คน
25493,9400,2567,ประกอบธุรกิจส่วนตัว,หญิง,บึงกาฬ,แรงงานนอกระบบ,คน
38943,9401,2567,ช่วยธุรกิจครัวเรือน,หญิง,บึงกาฬ,แรงงานนอกระบบ,คน
308,9402,2567,ลูกจ้างรัฐบาล,หญิง,บึงกาฬ,แรงงานนอกระบบ,คน
1279,9403,2567,ลูกจ้างเอกชน,หญิง,บึงกาฬ,แรงงานนอกระบบ,คน
50,9404,2567,นายจ้าง,ชาย,หนองบัวลำภู,แรงงานในระบบ,คน
205,9405,2567,ประกอบธุรกิจส่วนตัว,ชาย,หนองบัวลำภู,แรงงานในระบบ,คน
355,9406,2567,ช่วยธุรกิจครัวเรือน,ชาย,หนองบัวลำภู,แรงงานในระบบ,คน
11627,9407,2567,ลูกจ้างรัฐบาล,ชาย,หนองบัวลำภู,แรงงานในระบบ,คน
11618,9408,2567,ลูกจ้างเอกชน,ชาย,หนองบัวลำภู,แรงงานในระบบ,คน
84,9409,2567,นายจ้าง,หญิง,หนองบัวลำภู,แรงงานในระบบ,คน
805,9410,2567,ประกอบธุรกิจส่วนตัว,หญิง,หนองบัวลำภู,แรงงานในระบบ,คน
383,9411,2567,ช่วยธุรกิจครัวเรือน,หญิง,หนองบัวลำภู,แรงงานในระบบ,คน
9600,9412,2567,ลูกจ้างรัฐบาล,หญิง,หนองบัวลำภู,แรงงานในระบบ,คน
13980,9413,2567,ลูกจ้างเอกชน,หญิง,หนองบัวลำภู,แรงงานในระบบ,คน
477,9414,2567,นายจ้าง,ชาย,หนองบัวลำภู,แรงงานนอกระบบ,คน
67086,9415,2567,ประกอบธุรกิจส่วนตัว,ชาย,หนองบัวลำภู,แรงงานนอกระบบ,คน
24769,9416,2567,ช่วยธุรกิจครัวเรือน,ชาย,หนองบัวลำภู,แรงงานนอกระบบ,คน
623,9417,2567,ลูกจ้างรัฐบาล,ชาย,หนองบัวลำภู,แรงงานนอกระบบ,คน
3461,9418,2567,ลูกจ้างเอกชน,ชาย,หนองบัวลำภู,แรงงานนอกระบบ,คน
194,9419,2567,การรวมกลุ่ม,ชาย,หนองบัวลำภู,แรงงานนอกระบบ,คน
37361,9420,2567,ประกอบธุรกิจส่วนตัว,หญิง,หนองบัวลำภู,แรงงานนอกระบบ,คน
26182,9421,2567,ช่วยธุรกิจครัวเรือน,หญิง,หนองบัวลำภู,แรงงานนอกระบบ,คน
264,9422,2567,ลูกจ้างรัฐบาล,หญิง,หนองบัวลำภู,แรงงานนอกระบบ,คน
2049,9423,2567,ลูกจ้างเอกชน,หญิง,หนองบัวลำภู,แรงงานนอกระบบ,คน
717,9424,2567,นายจ้าง,ชาย,ขอนแก่น,แรงงานในระบบ,คน
3116,9425,2567,ประกอบธุรกิจส่วนตัว,ชาย,ขอนแก่น,แรงงานในระบบ,คน
12132,9426,2567,ลูกจ้างรัฐบาล,ชาย,ขอนแก่น,แรงงานในระบบ,คน
96064,9427,2567,ลูกจ้างเอกชน,ชาย,ขอนแก่น,แรงงานในระบบ,คน
2041,9428,2567,ประกอบธุรกิจส่วนตัว,หญิง,ขอนแก่น,แรงงานในระบบ,คน
2623,9429,2567,ช่วยธุรกิจครัวเรือน,หญิง,ขอนแก่น,แรงงานในระบบ,คน
18763,9430,2567,ลูกจ้างรัฐบาล,หญิง,ขอนแก่น,แรงงานในระบบ,คน
95710,9431,2567,ลูกจ้างเอกชน,หญิง,ขอนแก่น,แรงงานในระบบ,คน
31815,9432,2567,นายจ้าง,ชาย,ขอนแก่น,แรงงานนอกระบบ,คน
229106,9433,2567,ประกอบธุรกิจส่วนตัว,ชาย,ขอนแก่น,แรงงานนอกระบบ,คน
71212,9434,2567,ช่วยธุรกิจครัวเรือน,ชาย,ขอนแก่น,แรงงานนอกระบบ,คน
2883,9435,2567,ลูกจ้างรัฐบาล,ชาย,ขอนแก่น,แรงงานนอกระบบ,คน
33794,9436,2567,ลูกจ้างเอกชน,ชาย,ขอนแก่น,แรงงานนอกระบบ,คน
3818,9437,2567,การรวมกลุ่ม,ชาย,ขอนแก่น,แรงงานนอกระบบ,คน
5611,9438,2567,นายจ้าง,หญิง,ขอนแก่น,แรงงานนอกระบบ,คน
134119,9439,2567,ประกอบธุรกิจส่วนตัว,หญิง,ขอนแก่น,แรงงานนอกระบบ,คน
182037,9440,2567,ช่วยธุรกิจครัวเรือน,หญิง,ขอนแก่น,แรงงานนอกระบบ,คน
17453,9441,2567,ลูกจ้างเอกชน,หญิง,ขอนแก่น,แรงงานนอกระบบ,คน
711,9442,2567,นายจ้าง,ชาย,อุดรธานี,แรงงานในระบบ,คน
857,9443,2567,ประกอบธุรกิจส่วนตัว,ชาย,อุดรธานี,แรงงานในระบบ,คน
27720,9444,2567,ลูกจ้างรัฐบาล,ชาย,อุดรธานี,แรงงานในระบบ,คน
48335,9445,2567,ลูกจ้างเอกชน,ชาย,อุดรธานี,แรงงานในระบบ,คน
107,9446,2567,นายจ้าง,หญิง,อุดรธานี,แรงงานในระบบ,คน
539,9447,2567,ประกอบธุรกิจส่วนตัว,หญิง,อุดรธานี,แรงงานในระบบ,คน
25785,9448,2567,ลูกจ้างรัฐบาล,หญิง,อุดรธานี,แรงงานในระบบ,คน
47781,9449,2567,ลูกจ้างเอกชน,หญิง,อุดรธานี,แรงงานในระบบ,คน
1221,9450,2567,นายจ้าง,ชาย,อุดรธานี,แรงงานนอกระบบ,คน
171709,9451,2567,ประกอบธุรกิจส่วนตัว,ชาย,อุดรธานี,แรงงานนอกระบบ,คน
57051,9452,2567,ช่วยธุรกิจครัวเรือน,ชาย,อุดรธานี,แรงงานนอกระบบ,คน
958,9453,2567,ลูกจ้างรัฐบาล,ชาย,อุดรธานี,แรงงานนอกระบบ,คน
42183,9454,2567,ลูกจ้างเอกชน,ชาย,อุดรธานี,แรงงานนอกระบบ,คน
2375,9455,2567,นายจ้าง,หญิง,อุดรธานี,แรงงานนอกระบบ,คน
106308,9456,2567,ประกอบธุรกิจส่วนตัว,หญิง,อุดรธานี,แรงงานนอกระบบ,คน
99127,9457,2567,ช่วยธุรกิจครัวเรือน,หญิง,อุดรธานี,แรงงานนอกระบบ,คน
24968,9458,2567,ลูกจ้างเอกชน,หญิง,อุดรธานี,แรงงานนอกระบบ,คน
132,9459,2567,นายจ้าง,ชาย,เลย,แรงงานในระบบ,คน
94,9460,2567,ประกอบธุรกิจส่วนตัว,ชาย,เลย,แรงงานในระบบ,คน
11016,9461,2567,ลูกจ้างรัฐบาล,ชาย,เลย,แรงงานในระบบ,คน
13459,9462,2567,ลูกจ้างเอกชน,ชาย,เลย,แรงงานในระบบ,คน
54,9463,2567,ประกอบธุรกิจส่วนตัว,หญิง,เลย,แรงงานในระบบ,คน
15843,9464,2567,ลูกจ้างรัฐบาล,หญิง,เลย,แรงงานในระบบ,คน
13207,9465,2567,ลูกจ้างเอกชน,หญิง,เลย,แรงงานในระบบ,คน
842,9466,2567,นายจ้าง,ชาย,เลย,แรงงานนอกระบบ,คน
62694,9467,2567,ประกอบธุรกิจส่วนตัว,ชาย,เลย,แรงงานนอกระบบ,คน
48622,9468,2567,ช่วยธุรกิจครัวเรือน,ชาย,เลย,แรงงานนอกระบบ,คน
682,9469,2567,ลูกจ้างรัฐบาล,ชาย,เลย,แรงงานนอกระบบ,คน
5160,9470,2567,ลูกจ้างเอกชน,ชาย,เลย,แรงงานนอกระบบ,คน
237,9471,2567,นายจ้าง,หญิง,เลย,แรงงานนอกระบบ,คน
47297,9472,2567,ประกอบธุรกิจส่วนตัว,หญิง,เลย,แรงงานนอกระบบ,คน
43763,9473,2567,ช่วยธุรกิจครัวเรือน,หญิง,เลย,แรงงานนอกระบบ,คน
2539,9474,2567,ลูกจ้างรัฐบาล,หญิง,เลย,แรงงานนอกระบบ,คน
6570,9475,2567,ลูกจ้างเอกชน,หญิง,เลย,แรงงานนอกระบบ,คน
186,9476,2567,นายจ้าง,ชาย,หนองคาย,แรงงานในระบบ,คน
57,9477,2567,ประกอบธุรกิจส่วนตัว,ชาย,หนองคาย,แรงงานในระบบ,คน
10742,9478,2567,ลูกจ้างรัฐบาล,ชาย,หนองคาย,แรงงานในระบบ,คน
23135,9479,2567,ลูกจ้างเอกชน,ชาย,หนองคาย,แรงงานในระบบ,คน
327,9480,2567,ประกอบธุรกิจส่วนตัว,หญิง,หนองคาย,แรงงานในระบบ,คน
10877,9481,2567,ลูกจ้างรัฐบาล,หญิง,หนองคาย,แรงงานในระบบ,คน
17765,9482,2567,ลูกจ้างเอกชน,หญิง,หนองคาย,แรงงานในระบบ,คน
1687,9483,2567,นายจ้าง,ชาย,หนองคาย,แรงงานนอกระบบ,คน
41457,9484,2567,ประกอบธุรกิจส่วนตัว,ชาย,หนองคาย,แรงงานนอกระบบ,คน
21702,9485,2567,ช่วยธุรกิจครัวเรือน,ชาย,หนองคาย,แรงงานนอกระบบ,คน
950,9486,2567,ลูกจ้างรัฐบาล,ชาย,หนองคาย,แรงงานนอกระบบ,คน
16063,9487,2567,ลูกจ้างเอกชน,ชาย,หนองคาย,แรงงานนอกระบบ,คน
143,9488,2567,นายจ้าง,หญิง,หนองคาย,แรงงานนอกระบบ,คน
33516,9489,2567,ประกอบธุรกิจส่วนตัว,หญิง,หนองคาย,แรงงานนอกระบบ,คน
24024,9490,2567,ช่วยธุรกิจครัวเรือน,หญิง,หนองคาย,แรงงานนอกระบบ,คน
233,9491,2567,ลูกจ้างรัฐบาล,หญิง,หนองคาย,แรงงานนอกระบบ,คน
4892,9492,2567,ลูกจ้างเอกชน,หญิง,หนองคาย,แรงงานนอกระบบ,คน
321,9493,2567,นายจ้าง,ชาย,มหาสารคาม,แรงงานในระบบ,คน
999,9494,2567,ประกอบธุรกิจส่วนตัว,ชาย,มหาสารคาม,แรงงานในระบบ,คน
590,9495,2567,ช่วยธุรกิจครัวเรือน,ชาย,มหาสารคาม,แรงงานในระบบ,คน
16205,9496,2567,ลูกจ้างรัฐบาล,ชาย,มหาสารคาม,แรงงานในระบบ,คน
25313,9497,2567,ลูกจ้างเอกชน,ชาย,มหาสารคาม,แรงงานในระบบ,คน
132,9498,2567,นายจ้าง,หญิง,มหาสารคาม,แรงงานในระบบ,คน
977,9499,2567,ประกอบธุรกิจส่วนตัว,หญิง,มหาสารคาม,แรงงานในระบบ,คน
114,9500,2567,ช่วยธุรกิจครัวเรือน,หญิง,มหาสารคาม,แรงงานในระบบ,คน
27452,9501,2567,ลูกจ้างรัฐบาล,หญิง,มหาสารคาม,แรงงานในระบบ,คน
24910,9502,2567,ลูกจ้างเอกชน,หญิง,มหาสารคาม,แรงงานในระบบ,คน
2961,9503,2567,นายจ้าง,ชาย,มหาสารคาม,แรงงานนอกระบบ,คน
124793,9504,2567,ประกอบธุรกิจส่วนตัว,ชาย,มหาสารคาม,แรงงานนอกระบบ,คน
43358,9505,2567,ช่วยธุรกิจครัวเรือน,ชาย,มหาสารคาม,แรงงานนอกระบบ,คน
3895,9506,2567,ลูกจ้างเอกชน,ชาย,มหาสารคาม,แรงงานนอกระบบ,คน
732,9507,2567,นายจ้าง,หญิง,มหาสารคาม,แรงงานนอกระบบ,คน
77444,9508,2567,ประกอบธุรกิจส่วนตัว,หญิง,มหาสารคาม,แรงงานนอกระบบ,คน
65619,9509,2567,ช่วยธุรกิจครัวเรือน,หญิง,มหาสารคาม,แรงงานนอกระบบ,คน
3538,9510,2567,ลูกจ้างเอกชน,หญิง,มหาสารคาม,แรงงานนอกระบบ,คน
,9511,2567,ประกอบธุรกิจส่วนตัว,ชาย,ร้อยเอ็ด,แรงงานในระบบ,คน
26818,9512,2567,ลูกจ้างรัฐบาล,ชาย,ร้อยเอ็ด,แรงงานในระบบ,คน
34042,9513,2567,ลูกจ้างเอกชน,ชาย,ร้อยเอ็ด,แรงงานในระบบ,คน
198,9514,2567,นายจ้าง,หญิง,ร้อยเอ็ด,แรงงานในระบบ,คน
351,9515,2567,ประกอบธุรกิจส่วนตัว,หญิง,ร้อยเอ็ด,แรงงานในระบบ,คน
528,9516,2567,ช่วยธุรกิจครัวเรือน,หญิง,ร้อยเอ็ด,แรงงานในระบบ,คน
32792,9517,2567,ลูกจ้างรัฐบาล,หญิง,ร้อยเอ็ด,แรงงานในระบบ,คน
35834,9518,2567,ลูกจ้างเอกชน,หญิง,ร้อยเอ็ด,แรงงานในระบบ,คน
4906,9519,2567,นายจ้าง,ชาย,ร้อยเอ็ด,แรงงานนอกระบบ,คน
164487,9520,2567,ประกอบธุรกิจส่วนตัว,ชาย,ร้อยเอ็ด,แรงงานนอกระบบ,คน
62861,9521,2567,ช่วยธุรกิจครัวเรือน,ชาย,ร้อยเอ็ด,แรงงานนอกระบบ,คน
454,9522,2567,ลูกจ้างรัฐบาล,ชาย,ร้อยเอ็ด,แรงงานนอกระบบ,คน
5792,9523,2567,ลูกจ้างเอกชน,ชาย,ร้อยเอ็ด,แรงงานนอกระบบ,คน
206,9524,2567,การรวมกลุ่ม,ชาย,ร้อยเอ็ด,แรงงานนอกระบบ,คน
374,9525,2567,นายจ้าง,หญิง,ร้อยเอ็ด,แรงงานนอกระบบ,คน
92967,9526,2567,ประกอบธุรกิจส่วนตัว,หญิง,ร้อยเอ็ด,แรงงานนอกระบบ,คน
94851,9527,2567,ช่วยธุรกิจครัวเรือน,หญิง,ร้อยเอ็ด,แรงงานนอกระบบ,คน
645,9528,2567,ลูกจ้างรัฐบาล,หญิง,ร้อยเอ็ด,แรงงานนอกระบบ,คน
2367,9529,2567,ลูกจ้างเอกชน,หญิง,ร้อยเอ็ด,แรงงานนอกระบบ,คน
251,9530,2567,ประกอบธุรกิจส่วนตัว,ชาย,กาฬสินธุ์,แรงงานในระบบ,คน
16610,9531,2567,ลูกจ้างรัฐบาล,ชาย,กาฬสินธุ์,แรงงานในระบบ,คน
21089,9532,2567,ลูกจ้างเอกชน,ชาย,กาฬสินธุ์,แรงงานในระบบ,คน
1107,9533,2567,ประกอบธุรกิจส่วนตัว,หญิง,กาฬสินธุ์,แรงงานในระบบ,คน
18037,9534,2567,ลูกจ้างรัฐบาล,หญิง,กาฬสินธุ์,แรงงานในระบบ,คน
19597,9535,2567,ลูกจ้างเอกชน,หญิง,กาฬสินธุ์,แรงงานในระบบ,คน
2903,9536,2567,นายจ้าง,ชาย,กาฬสินธุ์,แรงงานนอกระบบ,คน
120581,9537,2567,ประกอบธุรกิจส่วนตัว,ชาย,กาฬสินธุ์,แรงงานนอกระบบ,คน
41938,9538,2567,ช่วยธุรกิจครัวเรือน,ชาย,กาฬสินธุ์,แรงงานนอกระบบ,คน
3675,9539,2567,ลูกจ้างรัฐบาล,ชาย,กาฬสินธุ์,แรงงานนอกระบบ,คน
8207,9540,2567,ลูกจ้างเอกชน,ชาย,กาฬสินธุ์,แรงงานนอกระบบ,คน
4609,9541,2567,การรวมกลุ่ม,ชาย,กาฬสินธุ์,แรงงานนอกระบบ,คน
1312,9542,2567,นายจ้าง,หญิง,กาฬสินธุ์,แรงงานนอกระบบ,คน
57429,9543,2567,ประกอบธุรกิจส่วนตัว,หญิง,กาฬสินธุ์,แรงงานนอกระบบ,คน
66830,9544,2567,ช่วยธุรกิจครัวเรือน,หญิง,กาฬสินธุ์,แรงงานนอกระบบ,คน
934,9545,2567,ลูกจ้างรัฐบาล,หญิง,กาฬสินธุ์,แรงงานนอกระบบ,คน
1657,9546,2567,ลูกจ้างเอกชน,หญิง,กาฬสินธุ์,แรงงานนอกระบบ,คน
280,9547,2567,การรวมกลุ่ม,หญิง,กาฬสินธุ์,แรงงานนอกระบบ,คน
271,9548,2567,นายจ้าง,ชาย,สกลนคร,แรงงานในระบบ,คน
1228,9549,2567,ประกอบธุรกิจส่วนตัว,ชาย,สกลนคร,แรงงานในระบบ,คน
570,9550,2567,ช่วยธุรกิจครัวเรือน,ชาย,สกลนคร,แรงงานในระบบ,คน
16207,9551,2567,ลูกจ้างรัฐบาล,ชาย,สกลนคร,แรงงานในระบบ,คน
15212,9552,2567,ลูกจ้างเอกชน,ชาย,สกลนคร,แรงงานในระบบ,คน
802,9553,2567,ประกอบธุรกิจส่วนตัว,หญิง,สกลนคร,แรงงานในระบบ,คน
496,9554,2567,ช่วยธุรกิจครัวเรือน,หญิง,สกลนคร,แรงงานในระบบ,คน
16873,9555,2567,ลูกจ้างรัฐบาล,หญิง,สกลนคร,แรงงานในระบบ,คน
14931,9556,2567,ลูกจ้างเอกชน,หญิง,สกลนคร,แรงงานในระบบ,คน
1418,9557,2567,นายจ้าง,ชาย,สกลนคร,แรงงานนอกระบบ,คน
150214,9558,2567,ประกอบธุรกิจส่วนตัว,ชาย,สกลนคร,แรงงานนอกระบบ,คน
47711,9559,2567,ช่วยธุรกิจครัวเรือน,ชาย,สกลนคร,แรงงานนอกระบบ,คน
1379,9560,2567,ลูกจ้างเอกชน,ชาย,สกลนคร,แรงงานนอกระบบ,คน
1043,9561,2567,นายจ้าง,หญิง,สกลนคร,แรงงานนอกระบบ,คน
79701,9562,2567,ประกอบธุรกิจส่วนตัว,หญิง,สกลนคร,แรงงานนอกระบบ,คน
65177,9563,2567,ช่วยธุรกิจครัวเรือน,หญิง,สกลนคร,แรงงานนอกระบบ,คน
496,9564,2567,ลูกจ้างรัฐบาล,หญิง,สกลนคร,แรงงานนอกระบบ,คน
390,9565,2567,ลูกจ้างเอกชน,หญิง,สกลนคร,แรงงานนอกระบบ,คน
880,9566,2567,ประกอบธุรกิจส่วนตัว,ชาย,นครพนม,แรงงานในระบบ,คน
73,9567,2567,ช่วยธุรกิจครัวเรือน,ชาย,นครพนม,แรงงานในระบบ,คน
10953,9568,2567,ลูกจ้างรัฐบาล,ชาย,นครพนม,แรงงานในระบบ,คน
17927,9569,2567,ลูกจ้างเอกชน,ชาย,นครพนม,แรงงานในระบบ,คน
1566,9570,2567,ประกอบธุรกิจส่วนตัว,หญิง,นครพนม,แรงงานในระบบ,คน
272,9571,2567,ช่วยธุรกิจครัวเรือน,หญิง,นครพนม,แรงงานในระบบ,คน
11478,9572,2567,ลูกจ้างรัฐบาล,หญิง,นครพนม,แรงงานในระบบ,คน
14419,9573,2567,ลูกจ้างเอกชน,หญิง,นครพนม,แรงงานในระบบ,คน
2732,9574,2567,นายจ้าง,ชาย,นครพนม,แรงงานนอกระบบ,คน
72832,9575,2567,ประกอบธุรกิจส่วนตัว,ชาย,นครพนม,แรงงานนอกระบบ,คน
36087,9576,2567,ช่วยธุรกิจครัวเรือน,ชาย,นครพนม,แรงงานนอกระบบ,คน
245,9577,2567,ลูกจ้างรัฐบาล,ชาย,นครพนม,แรงงานนอกระบบ,คน
9062,9578,2567,ลูกจ้างเอกชน,ชาย,นครพนม,แรงงานนอกระบบ,คน
234,9579,2567,นายจ้าง,หญิง,นครพนม,แรงงานนอกระบบ,คน
46895,9580,2567,ประกอบธุรกิจส่วนตัว,หญิง,นครพนม,แรงงานนอกระบบ,คน
37262,9581,2567,ช่วยธุรกิจครัวเรือน,หญิง,นครพนม,แรงงานนอกระบบ,คน
138,9582,2567,ลูกจ้างรัฐบาล,หญิง,นครพนม,แรงงานนอกระบบ,คน
5237,9583,2567,ลูกจ้างเอกชน,หญิง,นครพนม,แรงงานนอกระบบ,คน
157,9584,2567,นายจ้าง,ชาย,มุกดาหาร,แรงงานในระบบ,คน
903,9585,2567,ประกอบธุรกิจส่วนตัว,ชาย,มุกดาหาร,แรงงานในระบบ,คน
