Province,Dataset_name,Unit,Dataset_Group,_id,Vlue,Year,หน่วยงานเจ้าของข้อมูล,Source
ปทุมธานี,รถใช้งานเกษตรกรรม,คัน,การขนส่งและโลจิสติกส์,15,-,2561,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถพ่วง,คัน,การขนส่งและโลจิสติกส์,16,-,2561,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถจักรยานยนต์สาธารณะ,คัน,การขนส่งและโลจิสติกส์,17,99,2561,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,18,756,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์นั่งส่วนบุคคลเกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,19,70,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บรรทุกส่วนบุคคล,คัน,การขนส่งและโลจิสติกส์,20,326,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์สามล้อส่วนบุคคล,คัน,การขนส่งและโลจิสติกส์,21,1,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างระหว่างจังหวัด,คัน,การขนส่งและโลจิสติกส์,22,-,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,23,-,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์สี่ล้อเล็กรับจ้าง,คัน,การขนส่งและโลจิสติกส์,24,-,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างสามล้อ,คัน,การขนส่งและโลจิสติกส์,25,-,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการธุรกิจ,คัน,การขนส่งและโลจิสติกส์,26,-,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการทัศนาจร,คัน,การขนส่งและโลจิสติกส์,27,-,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการให้เช่า,คัน,การขนส่งและโลจิสติกส์,28,-,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถจักรยานยนต์,คัน,การขนส่งและโลจิสติกส์,29,837,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถแทรกเตอร์,คัน,การขนส่งและโลจิสติกส์,30,73,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถบดถนน,คัน,การขนส่งและโลจิสติกส์,31,1,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถใช้งานเกษตรกรรม,คัน,การขนส่งและโลจิสติกส์,32,-,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถพ่วง,คัน,การขนส่งและโลจิสติกส์,33,-,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถจักรยานยนต์สาธารณะ,คัน,การขนส่งและโลจิสติกส์,34,133,2562,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,35,515,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์นั่งส่วนบุคคลเกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,36,91,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บรรทุกส่วนบุคคล,คัน,การขนส่งและโลจิสติกส์,37,224,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์สามล้อส่วนบุคคล,คัน,การขนส่งและโลจิสติกส์,38,1,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างระหว่างจังหวัด,คัน,การขนส่งและโลจิสติกส์,39,-,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,40,-,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์สี่ล้อเล็กรับจ้าง,คัน,การขนส่งและโลจิสติกส์,41,-,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างสามล้อ,คัน,การขนส่งและโลจิสติกส์,42,-,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการธุรกิจ,คัน,การขนส่งและโลจิสติกส์,43,-,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการทัศนาจร,คัน,การขนส่งและโลจิสติกส์,44,-,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการให้เช่า,คัน,การขนส่งและโลจิสติกส์,45,-,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถจักรยานยนต์,คัน,การขนส่งและโลจิสติกส์,46,904,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถแทรกเตอร์,คัน,การขนส่งและโลจิสติกส์,47,77,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถบดถนน,คัน,การขนส่งและโลจิสติกส์,48,2,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถใช้งานเกษตรกรรม,คัน,การขนส่งและโลจิสติกส์,49,-,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถพ่วง,คัน,การขนส่งและโลจิสติกส์,50,-,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถจักรยานยนต์สาธารณะ,คัน,การขนส่งและโลจิสติกส์,51,86,2563,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,52,481,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์นั่งส่วนบุคคลเกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,53,34,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บรรทุกส่วนบุคคล,คัน,การขนส่งและโลจิสติกส์,54,152,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์สามล้อส่วนบุคคล,คัน,การขนส่งและโลจิสติกส์,55,4,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างระหว่างจังหวัด,คัน,การขนส่งและโลจิสติกส์,56,-,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,57,-,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์สี่ล้อเล็กรับจ้าง,คัน,การขนส่งและโลจิสติกส์,58,-,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างสามล้อ,คัน,การขนส่งและโลจิสติกส์,59,-,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการธุรกิจ,คัน,การขนส่งและโลจิสติกส์,60,-,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการทัศนาจร,คัน,การขนส่งและโลจิสติกส์,61,-,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการให้เช่า,คัน,การขนส่งและโลจิสติกส์,62,-,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถจักรยานยนต์,คัน,การขนส่งและโลจิสติกส์,63,720,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถแทรกเตอร์,คัน,การขนส่งและโลจิสติกส์,64,147,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถบดถนน,คัน,การขนส่งและโลจิสติกส์,65,-,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถใช้งานเกษตรกรรม,คัน,การขนส่งและโลจิสติกส์,66,-,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถพ่วง,คัน,การขนส่งและโลจิสติกส์,67,-,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถจักรยานยนต์สาธารณะ,คัน,การขนส่งและโลจิสติกส์,68,39,2564,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,69,480,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์นั่งส่วนบุคคลเกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,70,21,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บรรทุกส่วนบุคคล,คัน,การขนส่งและโลจิสติกส์,71,176,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์สามล้อส่วนบุคคล,คัน,การขนส่งและโลจิสติกส์,72,-,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างระหว่างจังหวัด,คัน,การขนส่งและโลจิสติกส์,73,-,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,74,-,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์สี่ล้อเล็กรับจ้าง,คัน,การขนส่งและโลจิสติกส์,75,-,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างสามล้อ,คัน,การขนส่งและโลจิสติกส์,76,-,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการธุรกิจ,คัน,การขนส่งและโลจิสติกส์,77,-,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการทัศนาจร,คัน,การขนส่งและโลจิสติกส์,78,-,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการให้เช่า,คัน,การขนส่งและโลจิสติกส์,79,-,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถจักรยานยนต์,คัน,การขนส่งและโลจิสติกส์,80,942,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถแทรกเตอร์,คัน,การขนส่งและโลจิสติกส์,81,238,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถบดถนน,คัน,การขนส่งและโลจิสติกส์,82,11,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถใช้งานเกษตรกรรม,คัน,การขนส่งและโลจิสติกส์,83,-,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถพ่วง,คัน,การขนส่งและโลจิสติกส์,84,1,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถจักรยานยนต์สาธารณะ,คัน,การขนส่งและโลจิสติกส์,85,33,2565,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,86,692,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์นั่งส่วนบุคคลเกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,87,36,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บรรทุกส่วนบุคคล,คัน,การขนส่งและโลจิสติกส์,88,165,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์สามล้อส่วนบุคคล,คัน,การขนส่งและโลจิสติกส์,89,-,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างระหว่างจังหวัด,คัน,การขนส่งและโลจิสติกส์,90,-,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,91,-,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์สี่ล้อเล็กรับจ้าง,คัน,การขนส่งและโลจิสติกส์,92,-,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างสามล้อ,คัน,การขนส่งและโลจิสติกส์,93,-,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการธุรกิจ,คัน,การขนส่งและโลจิสติกส์,94,-,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการทัศนาจร,คัน,การขนส่งและโลจิสติกส์,95,-,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการให้เช่า,คัน,การขนส่งและโลจิสติกส์,96,-,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถจักรยานยนต์,คัน,การขนส่งและโลจิสติกส์,97,601,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถแทรกเตอร์,คัน,การขนส่งและโลจิสติกส์,98,216,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถบดถนน,คัน,การขนส่งและโลจิสติกส์,99,3,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถใช้งานเกษตรกรรม,คัน,การขนส่งและโลจิสติกส์,100,-,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถพ่วง,คัน,การขนส่งและโลจิสติกส์,101,-,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถจักรยานยนต์สาธารณะ,คัน,การขนส่งและโลจิสติกส์,102,21,2566,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,103, 483 ,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์นั่งส่วนบุคคลเกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,104, 41 ,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บรรทุกส่วนบุคคล,คัน,การขนส่งและโลจิสติกส์,105, 124 ,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์สามล้อส่วนบุคคล,คัน,การขนส่งและโลจิสติกส์,106,-,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างระหว่างจังหวัด,คัน,การขนส่งและโลจิสติกส์,107,-,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,108,-,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์สี่ล้อเล็กรับจ้าง,คัน,การขนส่งและโลจิสติกส์,109,-,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างสามล้อ,คัน,การขนส่งและโลจิสติกส์,110,-,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการธุรกิจ,คัน,การขนส่งและโลจิสติกส์,111,-,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการทัศนาจร,คัน,การขนส่งและโลจิสติกส์,112,-,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการให้เช่า,คัน,การขนส่งและโลจิสติกส์,113,-,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถจักรยานยนต์,คัน,การขนส่งและโลจิสติกส์,114, 715 ,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถแทรกเตอร์,คัน,การขนส่งและโลจิสติกส์,115, 231 ,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถบดถนน,คัน,การขนส่งและโลจิสติกส์,116, 3 ,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถใช้งานเกษตรกรรม,คัน,การขนส่งและโลจิสติกส์,117,-,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถพ่วง,คัน,การขนส่งและโลจิสติกส์,118,-,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถจักรยานยนต์สาธารณะ,คัน,การขนส่งและโลจิสติกส์,119, 16 ,2567,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,120, 479 ,2568,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์นั่งส่วนบุคคลเกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,121, 24 ,2568,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บรรทุกส่วนบุคคล,คัน,การขนส่งและโลจิสติกส์,122, 100 ,2568,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์สามล้อส่วนบุคคล,คัน,การขนส่งและโลจิสติกส์,123, 1 ,2568,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างระหว่างจังหวัด,คัน,การขนส่งและโลจิสติกส์,124,-,2568,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,คัน,การขนส่งและโลจิสติกส์,125,-,2568,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์สี่ล้อเล็กรับจ้าง,คัน,การขนส่งและโลจิสติกส์,126,-,2568,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์รับจ้างสามล้อ,คัน,การขนส่งและโลจิสติกส์,127,-,2568,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการธุรกิจ,คัน,การขนส่งและโลจิสติกส์,128,-,2568,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการทัศนาจร,คัน,การขนส่งและโลจิสติกส์,129,-,2568,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถยนต์บริการให้เช่า,คัน,การขนส่งและโลจิสติกส์,130,-,2568,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถจักรยานยนต์,คัน,การขนส่งและโลจิสติกส์,131, 462 ,2568,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถแทรกเตอร์,คัน,การขนส่งและโลจิสติกส์,132, 189 ,2568,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
ปทุมธานี,รถบดถนน,คัน,การขนส่งและโลจิสติกส์,133, 4 ,2568,สำนักงานขนส่งจังหวัดปทุมธานี,รายงานสถิติจังหวัดปทุมธานี
