VALUE,QUARTER,SOURCE,_id,SEX,UNIT,REGION,YEAR
28.31,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,32,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
31.76,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,33,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
47.66,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,34,รวม,ร้อยละ,ภาคใต้,2563
46.37,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,35,ชาย,ร้อยละ,ภาคใต้,2563
49.25,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,36,หญิง,ร้อยละ,ภาคใต้,2563
19.83,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,37,รวม,ร้อยละ,ทั่วประเทศ,2563
19.31,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,38,ชาย,ร้อยละ,ทั่วประเทศ,2563
20.44,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,39,หญิง,ร้อยละ,ทั่วประเทศ,2563
10.67,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,40,รวม,ร้อยละ,กรุงเทพฯ,2563
10.57,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,41,ชาย,ร้อยละ,กรุงเทพฯ,2563
10.79,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,42,หญิง,ร้อยละ,กรุงเทพฯ,2563
10.86,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,43,รวม,ร้อยละ,ภาคกลาง,2563
10.54,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,44,ชาย,ร้อยละ,ภาคกลาง,2563
11.23,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,45,หญิง,ร้อยละ,ภาคกลาง,2563
21.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,46,รวม,ร้อยละ,ภาคเหนือ,2563
20.22,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,47,ชาย,ร้อยละ,ภาคเหนือ,2563
21.92,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,48,หญิง,ร้อยละ,ภาคเหนือ,2563
25.91,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,49,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
24.33,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,50,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
27.82,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,51,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
37.27,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,52,รวม,ร้อยละ,ภาคใต้,2563
37.46,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,53,ชาย,ร้อยละ,ภาคใต้,2563
37.02,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,54,หญิง,ร้อยละ,ภาคใต้,2563
16.54,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,55,รวม,ร้อยละ,ทั่วประเทศ,2563
16.25,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,56,ชาย,ร้อยละ,ทั่วประเทศ,2563
16.89,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,57,หญิง,ร้อยละ,ทั่วประเทศ,2563
4.66,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,58,รวม,ร้อยละ,กรุงเทพฯ,2563
4.44,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,59,ชาย,ร้อยละ,กรุงเทพฯ,2563
4.91,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,60,หญิง,ร้อยละ,กรุงเทพฯ,2563
7.83,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,61,รวม,ร้อยละ,ภาคกลาง,2563
7.65,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,62,ชาย,ร้อยละ,ภาคกลาง,2563
8.04,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,63,หญิง,ร้อยละ,ภาคกลาง,2563
18.98,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,64,รวม,ร้อยละ,ภาคเหนือ,2563
18.29,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,65,ชาย,ร้อยละ,ภาคเหนือ,2563
19.79,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,66,หญิง,ร้อยละ,ภาคเหนือ,2563
21.35,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,67,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
20.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,68,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
22.97,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,69,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2563
37.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,70,รวม,ร้อยละ,ภาคใต้,2563
38.22,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,71,ชาย,ร้อยละ,ภาคใต้,2563
36.59,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,72,หญิง,ร้อยละ,ภาคใต้,2563
25.59,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,73,รวม,ร้อยละ,ทั่วประเทศ,2564
25.65,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,74,ชาย,ร้อยละ,ทั่วประเทศ,2564
25.51,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,75,หญิง,ร้อยละ,ทั่วประเทศ,2564
17.87,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,76,รวม,ร้อยละ,กรุงเทพฯ,2564
17.47,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,77,ชาย,ร้อยละ,กรุงเทพฯ,2564
18.29,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,78,หญิง,ร้อยละ,กรุงเทพฯ,2564
19.21,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,79,รวม,ร้อยละ,ภาคกลาง,2564
19.36,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,80,ชาย,ร้อยละ,ภาคกลาง,2564
19.03,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,81,หญิง,ร้อยละ,ภาคกลาง,2564
31.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,82,รวม,ร้อยละ,ภาคเหนือ,2564
31.73,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,83,ชาย,ร้อยละ,ภาคเหนือ,2564
31.45,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,84,หญิง,ร้อยละ,ภาคเหนือ,2564
27.08,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,85,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
26.71,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,86,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
27.54,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,87,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
39.03,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,88,รวม,ร้อยละ,ภาคใต้,2564
39.41,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,89,ชาย,ร้อยละ,ภาคใต้,2564
38.57,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,90,หญิง,ร้อยละ,ภาคใต้,2564
19.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,91,รวม,ร้อยละ,ทั่วประเทศ,2564
18.62,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,92,ชาย,ร้อยละ,ทั่วประเทศ,2564
19.88,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,93,หญิง,ร้อยละ,ทั่วประเทศ,2564
6.65,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,94,รวม,ร้อยละ,กรุงเทพฯ,2564
6.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,95,ชาย,ร้อยละ,กรุงเทพฯ,2564
7.03,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,96,หญิง,ร้อยละ,กรุงเทพฯ,2564
10.01,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,97,รวม,ร้อยละ,ภาคกลาง,2564
9.66,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,98,ชาย,ร้อยละ,ภาคกลาง,2564
10.41,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,99,หญิง,ร้อยละ,ภาคกลาง,2564
24.51,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,100,รวม,ร้อยละ,ภาคเหนือ,2564
23.92,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,101,ชาย,ร้อยละ,ภาคเหนือ,2564
25.22,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,102,หญิง,ร้อยละ,ภาคเหนือ,2564
24.28,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,103,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
22.46,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,104,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
26.51,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,105,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
38.42,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,106,รวม,ร้อยละ,ภาคใต้,2564
38.33,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,107,ชาย,ร้อยละ,ภาคใต้,2564
38.53,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,108,หญิง,ร้อยละ,ภาคใต้,2564
22.36,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,109,รวม,ร้อยละ,ทั่วประเทศ,2564
21.79,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,110,ชาย,ร้อยละ,ทั่วประเทศ,2564
23.04,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,111,หญิง,ร้อยละ,ทั่วประเทศ,2564
13.48,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,112,รวม,ร้อยละ,กรุงเทพฯ,2564
12.87,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,113,ชาย,ร้อยละ,กรุงเทพฯ,2564
14.13,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,114,หญิง,ร้อยละ,กรุงเทพฯ,2564
12.14,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,115,รวม,ร้อยละ,ภาคกลาง,2564
11.93,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,116,ชาย,ร้อยละ,ภาคกลาง,2564
12.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,117,หญิง,ร้อยละ,ภาคกลาง,2564
24.06,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,118,รวม,ร้อยละ,ภาคเหนือ,2564
23.52,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,119,ชาย,ร้อยละ,ภาคเหนือ,2564
24.71,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,120,หญิง,ร้อยละ,ภาคเหนือ,2564
29.08,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,121,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
27.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,122,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
30.96,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,123,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
40.64,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,124,รวม,ร้อยละ,ภาคใต้,2564
40.45,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,125,ชาย,ร้อยละ,ภาคใต้,2564
40.87,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,126,หญิง,ร้อยละ,ภาคใต้,2564
18.34,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,127,รวม,ร้อยละ,ทั่วประเทศ,2564
18.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,128,ชาย,ร้อยละ,ทั่วประเทศ,2564
18.62,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,129,หญิง,ร้อยละ,ทั่วประเทศ,2564
5.71,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,130,รวม,ร้อยละ,กรุงเทพฯ,2564
5.63,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,131,ชาย,ร้อยละ,กรุงเทพฯ,2564
5.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,132,หญิง,ร้อยละ,กรุงเทพฯ,2564
7.99,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,133,รวม,ร้อยละ,ภาคกลาง,2564
7.89,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,134,ชาย,ร้อยละ,ภาคกลาง,2564
8.12,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,135,หญิง,ร้อยละ,ภาคกลาง,2564
22.49,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,136,รวม,ร้อยละ,ภาคเหนือ,2564
22.29,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,137,ชาย,ร้อยละ,ภาคเหนือ,2564
22.73,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,138,หญิง,ร้อยละ,ภาคเหนือ,2564
23.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,139,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
22.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,140,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
25.23,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,141,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2564
40.83,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,142,รวม,ร้อยละ,ภาคใต้,2564
40.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,143,ชาย,ร้อยละ,ภาคใต้,2564
41.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,144,หญิง,ร้อยละ,ภาคใต้,2564
22.92,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,145,รวม,ร้อยละ,ทั่วประเทศ,2565
22.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,146,ชาย,ร้อยละ,ทั่วประเทศ,2565
23.17,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,147,หญิง,ร้อยละ,ทั่วประเทศ,2565
11.34,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,148,รวม,ร้อยละ,กรุงเทพฯ,2565
10.51,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,149,ชาย,ร้อยละ,กรุงเทพฯ,2565
12.21,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,150,หญิง,ร้อยละ,กรุงเทพฯ,2565
18.92,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,151,รวม,ร้อยละ,ภาคกลาง,2565
18.89,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,152,ชาย,ร้อยละ,ภาคกลาง,2565
18.97,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,153,หญิง,ร้อยละ,ภาคกลาง,2565
26.03,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,154,รวม,ร้อยละ,ภาคเหนือ,2565
25.39,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,155,ชาย,ร้อยละ,ภาคเหนือ,2565
26.76,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,156,หญิง,ร้อยละ,ภาคเหนือ,2565
25.05,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,157,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
24.36,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,158,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
25.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,159,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
37.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,160,รวม,ร้อยละ,ภาคใต้,2565
38.03,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,161,ชาย,ร้อยละ,ภาคใต้,2565
37.75,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,162,หญิง,ร้อยละ,ภาคใต้,2565
17.11,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,163,รวม,ร้อยละ,ทั่วประเทศ,2565
16.77,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,164,ชาย,ร้อยละ,ทั่วประเทศ,2565
17.49,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,165,หญิง,ร้อยละ,ทั่วประเทศ,2565
8.12,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,166,รวม,ร้อยละ,กรุงเทพฯ,2565
7.42,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,167,ชาย,ร้อยละ,กรุงเทพฯ,2565
8.86,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,168,หญิง,ร้อยละ,กรุงเทพฯ,2565
8.24,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,169,รวม,ร้อยละ,ภาคกลาง,2565
8.38,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,170,ชาย,ร้อยละ,ภาคกลาง,2565
8.06,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,171,หญิง,ร้อยละ,ภาคกลาง,2565
20.42,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,172,รวม,ร้อยละ,ภาคเหนือ,2565
18.98,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,173,ชาย,ร้อยละ,ภาคเหนือ,2565
22.11,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,174,หญิง,ร้อยละ,ภาคเหนือ,2565
22.28,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,175,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
21.39,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,176,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
23.33,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,177,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
35.47,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,178,รวม,ร้อยละ,ภาคใต้,2565
35.48,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,179,ชาย,ร้อยละ,ภาคใต้,2565
35.47,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,180,หญิง,ร้อยละ,ภาคใต้,2565
15.28,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,181,รวม,ร้อยละ,ทั่วประเทศ,2565
14.88,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,182,ชาย,ร้อยละ,ทั่วประเทศ,2565
15.74,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,183,หญิง,ร้อยละ,ทั่วประเทศ,2565
3.14,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,184,รวม,ร้อยละ,กรุงเทพฯ,2565
3.12,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,185,ชาย,ร้อยละ,กรุงเทพฯ,2565
3.16,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,186,หญิง,ร้อยละ,กรุงเทพฯ,2565
7.43,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,187,รวม,ร้อยละ,ภาคกลาง,2565
7.14,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,188,ชาย,ร้อยละ,ภาคกลาง,2565
7.77,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,189,หญิง,ร้อยละ,ภาคกลาง,2565
18.15,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,190,รวม,ร้อยละ,ภาคเหนือ,2565
16.98,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,191,ชาย,ร้อยละ,ภาคเหนือ,2565
19.51,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,192,หญิง,ร้อยละ,ภาคเหนือ,2565
21.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,193,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
20.49,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,194,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
23.34,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,195,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
32.19,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,196,รวม,ร้อยละ,ภาคใต้,2565
32.54,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,197,ชาย,ร้อยละ,ภาคใต้,2565
31.76,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,198,หญิง,ร้อยละ,ภาคใต้,2565
15.87,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,199,รวม,ร้อยละ,ทั่วประเทศ,2565
15.81,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,200,ชาย,ร้อยละ,ทั่วประเทศ,2565
15.94,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,201,หญิง,ร้อยละ,ทั่วประเทศ,2565
5.27,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,202,รวม,ร้อยละ,กรุงเทพฯ,2565
4.86,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,203,ชาย,ร้อยละ,กรุงเทพฯ,2565
5.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,204,หญิง,ร้อยละ,กรุงเทพฯ,2565
6.93,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,205,รวม,ร้อยละ,ภาคกลาง,2565
6.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,206,ชาย,ร้อยละ,ภาคกลาง,2565
7.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,207,หญิง,ร้อยละ,ภาคกลาง,2565
19.99,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,208,รวม,ร้อยละ,ภาคเหนือ,2565
19.11,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,209,ชาย,ร้อยละ,ภาคเหนือ,2565
21.02,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,210,หญิง,ร้อยละ,ภาคเหนือ,2565
21.59,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,211,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
21.26,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,212,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
21.99,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,213,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
34.02,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,214,รวม,ร้อยละ,ภาคใต้,2565
34.88,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,215,ชาย,ร้อยละ,ภาคใต้,2565
32.95,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,216,หญิง,ร้อยละ,ภาคใต้,2565
22.07,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,217,รวม,ร้อยละ,ทั่วประเทศ,2566
21.78,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,218,ชาย,ร้อยละ,ทั่วประเทศ,2566
22.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,219,หญิง,ร้อยละ,ทั่วประเทศ,2566
12.92,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,220,รวม,ร้อยละ,กรุงเทพฯ,2566
13.21,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,221,ชาย,ร้อยละ,กรุงเทพฯ,2566
12.62,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,222,หญิง,ร้อยละ,กรุงเทพฯ,2566
18.68,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,223,รวม,ร้อยละ,ภาคกลาง,2566
