เงินทุนรวม,ประกอบกิจการ,พื้นที่อาคาร,อำเภอ,ถนน,ซอย,FID,คนงานรวม,ไปรษณีย์,จังหวัด,หมู่,เลขที่,ปี,แรงม้ารวม,ตำบล,ผู้ประกอบการ,คนงานชาย,_id,เลขทะเบียนเดิม,ชื่อโรงงาน,พื้นที่โรงงาน,คนงานหญิง
24500000,ถักผ้าลูกไม้ ผ้าม่าน ผ้ายืด,0,กระทุ่มแบน,,,20740100000000,40,74110,สมุทรสาคร,,,2566,375,คลองมะเดื่อ,บริษัท เฟรนด์ชีพนิตติ้ง จำกัด,12,1197,จ3244/45สค,บริษัท เฟรนด์ชีพนิตติ้ง จำกัด,0,28
6000000,ถักผ้ายืด (จำนวนเครื่องถักผ้า 17 เครื่อง),825,กระทุ่มแบน,เพชรเกษม,,10740300000000,13,74130,สมุทรสาคร,4,129/4,2566,188,อ้อมน้อย,นางวิริยาา รุ่งรัตน์ธวัชชัย,7,1198,3242/34สค,นางวิริยาา รุ่งรัตน์ธวัชชัย,825,6
7500000,ถักผ้าลูกไม้,0,กระทุ่มแบน,เศรษฐกิจ 1,,20740100000000,5,74110,สมุทรสาคร,9,47/2,2566,136.98,สวนหลวง,บริษัท ไทยยูเนี่ยนเลซแอนด์ทรีคอต จำกัด,0,1199,จ3242/39สค,บริษัท ไทยยูเนี่ยนเลซแอนด์ทรีคอต จำกัด,0,5
16200000,ถักผ้า,1200,กระทุ่มแบน,เศรษฐกิจ 1,นวลทอง,20740300000000,30,74130,สมุทรสาคร,3,222/1,2566,99.5,อ้อมน้อย,บริษัท รุ่งค้า จำกัด,7,1200,จ3243/45สค,บริษัท รุ่งค้า จำกัด,1512,23
23650000,ถักผ้ายืด (จำนวนเครื่องถักผ้า 13 เครื่อง) และขยายโรงงานโดยเพิ่มประเภท เย็บผ้า,600,กระทุ่มแบน,เพชรเกษม,,10740400000000,47,74130,สมุทรสาคร,4,129/1012,2566,106,อ้อมน้อย,บริษัท สยามแฟนซีนิตต์แมนูแฟคเจอริ่ง จำกัด,18,1201,3241/34สค,บริษัท สยามแฟนซีนิตต์แมนูแฟคเจอริ่ง จำกัด,600,29
425000000,ถักผ้า,16000,กระทุ่มแบน,เอกชัย,วัดโพธิ์แจ้,10740400000000,115,74110,สมุทรสาคร,1,136/3,2566,23651.73,แคราย,บริษัท จงสถิตย์ จำกัด,35,1202,3241/41สค,บริษัท จงสถิตย์ จำกัด,75448,80
495000000,ถักผ้ายืด ย้อมสี และแต่งสำเร็จด้ายและผ้า (จำนวนเครื่องถัก 133 เครื่อง),96000,กระทุ่มแบน,เศรษฐกิจ 1,,10740000000000,190,74110,สมุทรสาคร,5,19,2566,58692.79,ท่าไม้,บริษัท นันยางการทออุตสาหกรรม จำกัด,178,1203,3243/16สค,บริษัท นันยางการทออุตสาหกรรม จำกัด,105330,12
6000000,ถักผ้า,525,กระทุ่มแบน,เศรษฐกิจ,ว.ป.อ.11 (พิเศษ),20740100000000,14,74110,สมุทรสาคร,4,385/7,2566,121,ท่าไม้,บริษัท อาร์.ที.ดับบลิว.เท็กซ์ไทล์ จำกัด,7,1204,จ32410/53สค,บริษัท อาร์.ที.ดับบลิว.เท็กซ์ไทล์ จำกัด,525,7
11000000,ถักผ้ายืด ทอผ้า และตัดเย็บเสื้อผ้าสำเร็จรูป,270,กระทุ่มแบน,พุทธมณฑลสาย 4,สุขาภิบาล 2,20740000000000,28,74130,สมุทรสาคร,8,,2566,93.4,อ้อมน้อย,ห้างหุ้นส่วนจำกัด อยู่ทรัพย์เจริญ พร็อพเพอร์ตี้,6,1205,จ32414/53สค,ห้างหุ้นส่วนจำกัด อยู่ทรัพย์เจริญ พร็อพเพอร์ตี้,270,22
15000000,ถักผ้า,480,กระทุ่มแบน,,,20740100000000,6,74110,สมุทรสาคร,10,368/3,2566,95.5,คลองมะเดื่อ,บริษัท ก้าวรุ่งเทค จำกัด,4,1206,จ3244/63สค,บริษัท ก้าวรุ่งเทค จำกัด,1640,2
23889660,ถักผ้ายืด ตัดเย็บเครื่องนุ่งห่มและเสื้อผ้าสำฯ,0,กระทุ่มแบน,เพชรเกษม,อรรคภัทร,20740300000000,32,74130,สมุทรสาคร,5,56,2566,62,อ้อมน้อย,บริษัท นิวยูเบอร์ตี้ จำกัด,8,1207,จ3243/46สค,บริษัท นิวยูเบอร์ตี้ จำกัด,700,24
9000000,ถักถุงเท้า,512,กระทุ่มแบน,,,20740000000000,5,74110,สมุทรสาคร,6,6,2566,150,ท่าไม้,ห้างหุ้นส่วนจำกัด ไทย ฉาง เปียว,3,1208,จ32415/48สค,ห้างหุ้นส่วนจำกัด ไทย ฉาง เปียว,1134,2
145000000,ถักเสื้อไหมพรม,3816,กระทุ่มแบน,เศรษฐกิจ 1,คลองมะเดื่อ 17,20740000000000,192,74110,สมุทรสาคร,6,125/10,2566,269.13,คลองมะเดื่อ,บริษัท ป.สยามนิตติ้ง แฟคตอรี่ จำกัด,40,1209,จ32416/51สค,บริษัท ป.สยามนิตติ้ง แฟคตอรี่ จำกัด,1600,152
1500000,ถักผ้ายืด,300,กระทุ่มแบน,,,20740200000000,7,74110,สมุทรสาคร,7,1-Jun,2566,95,ท่าเสา,บริษัท คง พลัส จำกัด,5,1210,จ3242/62สค,บริษัท คง พลัส จำกัด,300,2
238000000,ปักผ้า,2475,กระทุ่มแบน,สวนหลวง,นวลทอง,20740100000000,155,74110,สมุทรสาคร,1,143/4,2566,421.8,สวนหลวง,บริษัท ไทย เลซ แมนูแฟคเจอริ่ง จำกัด,45,1211,จ3245/43สค,บริษัท ไทย เลซ แมนูแฟคเจอริ่ง จำกัด,28000,110
11000000,ถักผ้ายืด,1100,กระทุ่มแบน,เพชรเกษม,อรรคภัทร,20740000000000,16,74130,สมุทรสาคร,5,24/1,2566,175.5,อ้อมน้อย,ห้างหุ้นส่วนจำกัด โชคทวี 1990,6,1212,จ3242/41สค,ห้างหุ้นส่วนจำกัด โชคทวี 1990,1716,10
600000,ทอถุงเท้า,1915,กระทุ่มแบน,เพชรเกษม,เพชรเกษม 95,20740100000000,60,74130,สมุทรสาคร,13,149/238,2566,441.87,อ้อมน้อย,บริษัท ตงลี่อุตสาหกรรม จำกัด,13,1213,จ3244/50สค,บริษัท ตงลี่อุตสาหกรรม จำกัด,2491,47
9500000,ถักผ้ายืด,0,กระทุ่มแบน,สุคนธวิท,สุคนธวิท 21/2,20740200000000,12,74110,สมุทรสาคร,1,109/38,2566,145,ดอนไก่ดี,บริษัท บี.บี.พี.นิตเทค จำกัด,7,1214,จ3248/53สค,บริษัท บี.บี.พี.นิตเทค จำกัด,,5
260979960,ถักผ้ายืด (จำนวนเครื่องถัก 53 เครื่อง) เครื่องถักใช้แรงคน 215 เครื่อง ตัดเย็บเครื่องนุ่งห่ม (จำนวนจักรเย็บผ้า 99 เครื่อง) และฟอกย้อม,2110,กระทุ่มแบน,เศรษฐกิจ,,10740000000000,460,74130,สมุทรสาคร,6,135,2566,20351.5,อ้อมน้อย,บริษัท ยูเนียนเท็กซ์นิตติ้ง จำกัด,150,1215,3245/16สค,บริษัท ยูเนียนเท็กซ์นิตติ้ง จำกัด,11468,310
6500000,ผลิต และทอถุงเท้าทุกชนิด,297,กระทุ่มแบน,,,20740000000000,90,74130,สมุทรสาคร,13,149/106,2566,57,อ้อมน้อย,บริษัท ไทยซาง นิตติ้ง จำกัด,2,1216,จ32415/53สค,บริษัท ไทยซาง นิตติ้ง จำกัด,864,88
15500000,ถักผ้ายืด,714,กระทุ่มแบน,เศรษฐกิจ,,20740000000000,7,74110,สมุทรสาคร,2,227/2,2566,190,ดอนไก่ดี,ห้างหุ้นส่วนจำกัด อมรสิน,4,1217,จ32413/53สค,ห้างหุ้นส่วนจำกัด อมรสิน,2220,3
34000000,ถักผ้ายืด,1428,กระทุ่มแบน,,,20740700000000,20,74110,สมุทรสาคร,2,227/45,2566,304,ดอนไก่ดี,ห้างหุ้นส่วนจำกัด นารายณ์รุ่งเรืองนิตติ้ง,12,1218,จ3241/58สค,ห้างหุ้นส่วนจำกัด นารายณ์รุ่งเรืองนิตติ้ง,3840,8
52000000,ถักทอผ้ายืด,2760,กระทุ่มแบน,,,20740200000000,60,74110,สมุทรสาคร,2,99/30,2566,96,แคราย,บริษัท ศิวิไล การทอ จำกัด,40,1219,จ3243/62สค,บริษัท ศิวิไล การทอ จำกัด,4748,20
11000000,ถักผ้า,1000,กระทุ่มแบน,,,20740300000000,12,74110,สมุทรสาคร,9,159,2566,155,สวนหลวง,บริษัท ไทยเซียงการทอ จำกัด,8,1220,จ3242/55สค,บริษัท ไทยเซียงการทอ จำกัด,1000,4
84507394,ผลิตถุงเท้า (จำนวนเครื่องถัก 133 เครื่อง),1375,กระทุ่มแบน,เพชรเกษม,เพชรเกษม 120,10740300000000,212,74130,สมุทรสาคร,12,104,2566,519.4,อ้อมน้อย,บริษัท ดารามิตร จำกัด,35,1221,3241/22สค,บริษัท ดารามิตร จำกัด,6400,177
1200000,ถักผ้ายืด (จำนวนเครื่องถักผ้ายืด 27 เครื่อง),700,กระทุ่มแบน,เพชรเกษม,สุขาภิบาล 3,10740000000000,29,74130,สมุทรสาคร,13,27,2566,194.33,อ้อมน้อย,บริษัท ทรงไทยนิตติ้ง จำกัด,9,1222,3244/31สค,บริษัท ทรงไทยนิตติ้ง จำกัด,3200,20
8000000,ถักผ้ายืด,525,กระทุ่มแบน,เศรษฐกิจ,วปอ.11 (พิเศษ),20740000000000,10,74110,สมุทรสาคร,4,385/10,2566,86,ท่าไม้,บริษัท เอ.พี.เค.แฟบริค จำกัด,5,1223,จ32416/53สค,บริษัท เอ.พี.เค.แฟบริค จำกัด,800,5
33000000,ถักผ้า,912,กระทุ่มแบน,เศรษฐกิจ,,20740700000000,10,74110,สมุทรสาคร,1,149,2566,81,แคราย,บริษัท โรยัล แฟบริค ซัพพลาย จำกัด,4,1224,จ3241/59สค,บริษัท โรยัล แฟบริค ซัพพลาย จำกัด,912,6
16000000,ถักผ้า,714,กระทุ่มแบน,,,20740100000000,10,74110,สมุทรสาคร,2,227/1,2566,165,ดอนไก่ดี,ห้างหุ้นส่วนจำกัด ธนโชค นิตติ้ง,5,1225,จ3246/58สค,ห้างหุ้นส่วนจำกัด ธนโชค นิตติ้ง,2220,5
9000000,ถักผ้ายืด และตัดเย็บเสื้อผ้าสำเร็จรูป,1980,กระทุ่มแบน,เศรษฐกิจ 1,คลองมะเดื่อ 13,20740100000000,92,74110,สมุทรสาคร,5,110/56,2566,280.4,คลองมะเดื่อ,บริษัท ไทยอุดมนิตติ้ง จำกัด,11,1226,จ3246/50สค,บริษัท ไทยอุดมนิตติ้ง จำกัด,3248,81
20700000,ถักผ้ายืด,768,กระทุ่มแบน,,,20740000000000,22,74110,สมุทรสาคร,4,42/1,2566,245,คลองมะเดื่อ,บริษัท วัน นิตติ้ง จำกัด,9,1227,จ32424/47สค,บริษัท วัน นิตติ้ง จำกัด,5496,13
35702400,ถักผ้ายืด (จำนวนเครื่องถักผ้า 10 เครื่อง),972,กระทุ่มแบน,เพชรเกษม,เพชรเกษม 95,20740600000000,23,74130,สมุทรสาคร,13,149/221,2566,159,อ้อมน้อย,บริษัท ไทยบูรพา โปรดักท์ จำกัด,8,1228,จ3241/39สค,บริษัท ไทยบูรพา โปรดักท์ จำกัด,1724,15
25000000,ถักผ้ายืด,12438,กระทุ่มแบน,เศรษฐกิจ 1,,20740000000000,47,74130,สมุทรสาคร,4,148/3,2566,470,อ้อมน้อย,บริษัท ฟาร์อีสท์ปั่นทออุตสาหกรรม จำกัด,24,1229,จ3241/62สค,บริษัท ฟาร์อีสท์ปั่นทออุตสาหกรรม จำกัด,12800,23
40000000,ถักผ้ายืด เสื้อไหมพรม หมวกไหมพรม,4700,กระทุ่มแบน,เศรษฐกิจ 1,,10740000000000,133,74130,สมุทรสาคร,6,134,2566,1386.75,อ้อมน้อย,บริษัท วาย.อาร์.ซี.เท็กซ์ไทล์ จำกัด,3,1230,3244/16สค,บริษัท วาย.อาร์.ซี.เท็กซ์ไทล์ จำกัด,12400,130
69000000,ถักผ้ายืด,7204,กระทุ่มแบน,เศรษฐกิจ,วิรุฬราษฎร์,20740100000000,43,74130,สมุทรสาคร,1,100,2566,1081.58,อ้อมน้อย,บริษัท พลอย เท็กซ์ไทล์ จำกัด,13,1231,จ3244/43สค,บริษัท พลอย เท็กซ์ไทล์ จำกัด,10000,30
47000000,ถักผ้า,969,กระทุ่มแบน,,,20740000000000,29,74110,สมุทรสาคร,4,357/15,2566,190,ท่าไม้,ห้างหุ้นส่วนจำกัด พี.เอส.วี.นิตติ้ง,17,1232,จ3242/63สค,ห้างหุ้นส่วนจำกัด พี.เอส.วี.นิตติ้ง,1569,12
11000000,ถักทอถุงมือผ้าและผลิตถุงมือยาง,1760,กระทุ่มแบน,เศรษฐกิจ,คลองมะเดื่อ 17,20740300000000,70,74110,สมุทรสาคร,5,11,2566,289.6,ดอนไก่ดี,บริษัท กลัฟ เท็กซ์ จำกัด,30,1233,จ3244/61สค,บริษัท กลัฟ เท็กซ์ จำกัด,9778,40
133718721,ถักผ้ายืด พิมพ์ผ้า และแต่งสำเร็จ (จำนวนเครื่องถัก 205 เครื่อง),8600,กระทุ่มแบน,เศรษฐกิจ 1,,10740200000000,485,74130,สมุทรสาคร,4,148,2566,38563.7,อ้อมน้อย,บริษัท ฟาร์อีสท์ปั่นทออุตสาหกรรม จำกัด,35,1234,3241/18สค,บริษัท ฟาร์อีสท์ปั่นทออุตสาหกรรม จำกัด,16000,450
79611576,ฟอกย้อมเส้นด้าย ถักถุงเท้า และกางเกงยืด,765,กระทุ่มแบน,เศรษฐกิจ 1,วัดคลองมะเดื่อ,10740300000000,221,74110,สมุทรสาคร,6,69/1,2566,925.37,คลองมะเดื่อ,บริษัท ดารามิตร จำกัด,52,1235,3241/32สค,บริษัท ดารามิตร จำกัด,9200,169
40000000,ถักผ้ายืด ผ้าลูกไม้ด้วยด้ายหรือเส้นใย,9504,กระทุ่มแบน,เพชรเกษม,เพชรเกษม 95,20740200000000,25,74130,สมุทรสาคร,13,36/61,2566,264.06,อ้อมน้อย,บริษัท โมเดอร์น อีลาสเท็กซ์ จำกัด,6,1236,จ3242/56สค,บริษัท โมเดอร์น อีลาสเท็กซ์ จำกัด,9504,19
16000000,ถัก ทอ ผ้ายืด,806,กระทุ่มแบน,เพชรเกษม,เพชรเกษม 95,60740000000000,13,74130,สมุทรสาคร,13,225/11,2566,70.5,อ้อมน้อย,นายอายิต ซิงห์ ชุก,9,1237,อ2242/64สค,นายอายิต ซิงห์ ชุก,833,4
12000000,ผลิตถุงเท้า,560,กระทุ่มแบน,,,20740600000000,23,74130,สมุทรสาคร,13,149/147,2566,281.5,อ้อมน้อย,นายมอฉ่า เหม่อโป,11,1238,จ3241/60สค,,768,12
9000000,การถัก ทอผลิตภัณฑ์ต่าง ๆ เช่น กระเป๋า เสื้อกั๊ก ผ้าพันคอ ถุงเท้า ฯลฯ,0,กระทุ่มแบน,,,60740200000000,38,74110,สมุทรสาคร,7,104/8,2566,56,คลองมะเดื่อ,บริษัท เวิลด์เทกซ์คอมเมอร์เชี่ยล จำกัด,3,1239,อ22416/64สค,บริษัท เวิลด์เทกซ์คอมเมอร์เชี่ยล จำกัด,0,35
9000000,ถักผ้ายืด (จำนวนเครื่องถักผ้า 22 เครื่อง),1368,กระทุ่มแบน,เพชรเกษม,เพชรเกษม 95,20740000000000,28,74130,สมุทรสาคร,13,227,2566,195,อ้อมน้อย,บริษัท ดารินทร์ อินเตอร์เนชั่นแนล จำกัด,8,1240,จ3245/39สค,บริษัท ดารินทร์ อินเตอร์เนชั่นแนล จำกัด,2964,20
17000000,ผลิตอุปกรณ์ความปลอดภัยทุกชนิด เช่น ถุงมือ ฯลฯ,950,กระทุ่มแบน,เศรษฐกิจ 1,วัดคลองมะเดื่อ,20740500000000,30,74110,สมุทรสาคร,5,11,2566,329.6,ดอนไก่ดี,บริษัท กลัฟ เท็กซ์ จำกัด,15,1241,จ3246/47สค,บริษัท กลัฟ เท็กซ์ จำกัด,4800,15
14530000,"ถักถุงเท้า (จำนวน เครื่องถัก 30 เครื่อง )ได้ปีละ 36,000 โหล",0,กระทุ่มแบน,เพชรเกษม,เพชรเกษม 95,20740000000000,13,74130,สมุทรสาคร,13,149/173,2566,255.56,อ้อมน้อย,บริษัท ไทย หลง เปียว จำกัด,5,1242,จ3248/50สค,บริษัท ไทย หลง เปียว จำกัด,0,8
1200000,ถักผ้าลูกไม้,3090,กระทุ่มแบน,เพชรเกษม,อรรคภัฒน์,10740100000000,41,74130,สมุทรสาคร,5,31,2566,215.78,อ้อมน้อย,ห้างหุ้นส่วนจำกัด คอนดิเนนตัลนิตติ้ง,8,1243,3241/19สค,ห้างหุ้นส่วนจำกัด คอนดิเนนตัลนิตติ้ง,3090,33
9000000,ถักผ้ายืด (จำนวนเครื่องถักผ้า 62 เครื่อง),1852,กระทุ่มแบน,เพชรเกษม,เพชรเกษม 95,10740300000000,15,74130,สมุทรสาคร,13,149/235,2566,355,อ้อมน้อย,บริษัท พฤฒิการทอ จำกัด,4,1244,3241/38สค,บริษัท พฤฒิการทอ จำกัด,2400,11
45500000,ถักผ้าลูกไม้ ผ้าม่าน ผ้ายืด,2700,กระทุ่มแบน,,,20740100000000,32,74110,สมุทรสาคร,8,61/3,2566,355,คลองมะเดื่อ,บริษัท เอส แอนด์ ที นิตติ้ง จำกัด,12,1245,จ3245/45สค,บริษัท เอส แอนด์ ที นิตติ้ง จำกัด,12420,20
20000000,ฉลุผ้าลูกไม้,2600,กระทุ่มแบน,เศรษฐกิจ 1,นวลทอง,20740600000000,73,74110,สมุทรสาคร,9,154,2566,84.54,สวนหลวง,บริษัท ส.เศรษฐีใจเย็น เลซ จำกัด,13,1246,จ3241/37สค,บริษัท ส.เศรษฐีใจเย็น เลซ จำกัด,3000,60
12000000,ถัก ทอ ผ้ายืด,465,กระทุ่มแบน,เพชรเกษม,,60740300000000,7,74130,สมุทรสาคร,13,149/9495,2566,51,อ้อมน้อย,บริษัท พี.พี.อาร์ โปรดักชั่น จำกัด,4,1247,อ2244/63สค,บริษัท พี.พี.อาร์ โปรดักชั่น จำกัด,864,3
14000000,ถักผ้ายืด,25344,กระทุ่มแบน,เลียบคลองแคราย,,20740100000000,25,74110,สมุทรสาคร,4,,2566,281.55,แคราย,บริษัท อินเตอร์ คอต จำกัด,10,1248,จ3247/48สค,บริษัท อินเตอร์ คอต จำกัด,25344,15
18400000,ถักผ้ายืดและผ้าลูกไม้ (จำนวนเครื่องถักผ้า 25 เครื่อง),1200,กระทุ่มแบน,เพชรเกษม,อรรถภัทร,10740100000000,46,74130,สมุทรสาคร,5,99,2566,89.65,อ้อมน้อย,บริษัท เชอร์รี่เลส จำกัด,16,1249,3245/32สค,บริษัท เชอร์รี่เลส จำกัด,5192,30
17500000,ถักถุงเท้า,2184,เมืองสมุทรสาคร,,,20741100000000,103,74000,สมุทรสาคร,3,Mar-55,2566,560.18,บางน้ำจืด,บริษัท ซีซินลิน เอเซีย จำกัด,38,1250,จ3241/46สค,บริษัท ซีซินลิน เอเซีย จำกัด,3570,65
315690000,ถักผ้ายืด และผลิตเสื้อผ้าสำเร็จรูป,8176,เมืองสมุทรสาคร,พระราม2,,82100000000000,69,74000,สมุทรสาคร,2,19-Jan,2566,1319.2,ท่าทราย,บริษัท โรงงานไทยแลนด์นิตติ้ง จำกัด,7,1251,น.241/2556นนส.,บริษัท โรงงานไทยแลนด์นิตติ้ง จำกัด,8176,62
396190000,"ถักผ้า,ผลิตไฟฟ้าจากพลังงานแสงอาทิตย์ขนาด 448.80 กิโลวัตต์ และตัดเย็บเสื้อผ้าสำเร็จรูปบุรุษและสตรี",6040,เมืองสมุทรสาคร,,,82100000000000,0,74000,สมุทรสาคร,2,Jan-92,2566,566.54,ท่าทราย,บริษัท เจมม่า นิต (ประเทศไทย) จำกัด,0,1252,น.241/2548นนส.,บริษัท เจมม่า นิต (ประเทศไทย) จำกัด,6040,0
22000000,ถักผ้ายืด แถบผ้า แถบยางยืด,3510,เมืองสมุทรสาคร,ทุ่งสีทอง,,20740300000000,40,74000,สมุทรสาคร,4,12-Sep,2566,355,บางน้ำจืด,บริษัท ทอรุ่งเรือง จำกัด,15,1253,จ3243/50สค,บริษัท ทอรุ่งเรือง จำกัด,20800,25
9700000,ถักผ้ายืด,688,เมืองสมุทรสาคร,พระรามที่ 2,,20740000000000,10,74000,สมุทรสาคร,2,20/161,2566,158,คอกกระบือ,ศรีพงศ์ การทอ,6,1254,จ3246/49สค,ศรีพงศ์ การทอ,800,4
6500000,ถักผ้ายืด,576,เมืองสมุทรสาคร,เอกชัยพันธุวงษ์,ม่วงสกุล 2,20740200000000,16,74000,สมุทรสาคร,1,99/15,2566,91,นาดี,โยธินการทอ,11,1255,จ3241/48สค,โยธินการทอ,800,5
100000000,ปักผ้าลูกไม้,0,เมืองสมุทรสาคร,พระราม 2,,72100000000000,98,74000,สมุทรสาคร,2,66,2566,107.1,ท่าทราย,บริษัท คีย์เบล อินเตอร์เนชั่นแนล จำกัด,98,1256,น.242/2543ญนส.,บริษัท คีย์เบล อินเตอร์เนชั่นแนล จำกัด,,0
7500000,ถักผ้ายืด,400,เมืองสมุทรสาคร,,,20740200000000,3,74000,สมุทรสาคร,6,5-Jun,2566,119.79,คอกกระบือ,นางสลิลรัตน์ บริการพานิชไพศาล,1,1257,จ3244/46สค,นางสลิลรัตน์ บริการพานิชไพศาล,440,2
49000000,ถักผ้ายืด,360,เมืองสมุทรสาคร,,พันท้ายนรสิงห์,20740000000000,18,74000,สมุทรสาคร,2,96/5,2566,167,พันท้ายนรสิงห์,กิจเจริญการทอ,9,1258,จ32426/47สค,กิจเจริญการทอ,3088,9
123600000,ถักผ้า ฟอกย้อม และผลิตพลังงานไฟฟ้าจากพลังงานแสงอาทิตย์เพื่อใช้ในอาคารโรงงาน ขนาด 352.80 กิโลวัตต์,7272,เมืองสมุทรสาคร,พระราม2,,82100100000000,0,74000,สมุทรสาคร,2,39/222,2566,680.6,บางกระเจ้า,บริษัท เจมม่า นิต (ประเทศไทย) จำกัด,0,1259,น.241/2557นนส.,บริษัท เจมม่า นิต (ประเทศไทย) จำกัด,7272,0
22000000,ถักผ้ายืด และปักเสื้อยืด,848,เมืองสมุทรสาคร,,,20740100000000,30,74000,สมุทรสาคร,6,14/14,2566,61,บางน้ำจืด,บริษัท ศิวิไล การทอ จำกัด,15,1260,จ22413/64สค,บริษัท ศิวิไล การทอ จำกัด,2616,15
16400000,ถักผ้ายืด,900,เมืองสมุทรสาคร,,,20740200000000,7,74000,สมุทรสาคร,6,99/8,2566,60,โคกขาม,บริษัท เอสบีรัตน์วสุนธราการทอ จำกัด,3,1261,จ22420/64สค,บริษัท เอสบีรัตน์วสุนธราการทอ จำกัด,3200,4
156000000,ถักผ้ายืด,750,เมืองสมุทรสาคร,เศรษฐกิจ 1,,10740100000000,180,74000,สมุทรสาคร,4,1-Sep,2566,650.28,บ้านเกาะ,บริษัท 168 เท็กซ์ไทล์ จำกัด,10,1262,3242/41สค,บริษัท 168 เท็กซ์ไทล์ จำกัด,210550,170
12500000,ถักถุงมือ,0,เมืองสมุทรสาคร,เจ็ดศอก,,20740000000000,80,74000,สมุทรสาคร,3,14/16,2566,148.5,นาดี,บริษัท กีฬาแสงไทยเบลซ จำกัด,50,1263,จ32418/51สค,บริษัท กีฬาแสงไทยเบลซ จำกัด,,30
44000000,ผลิต จำหน่ายผ้ายืดและรับจ้างถักผ้ายือด,4790,เมืองสมุทรสาคร,,,20740000000000,93,74000,สมุทรสาคร,4,5-Jun,2566,421,คอกกระบือ,บริษัท เคนิทการทอ จำกัด,48,1264,จ32421/47สค,บริษัท เคนิทการทอ จำกัด,11200,45
63900000,ผลิตแถบผ้าถัก/ผ้าทอ (Narrow Fabric),8999,เมืองสมุทรสาคร,พระรามที่ 2,,20740200000000,198,74000,สมุทรสาคร,5,157/35,2566,494,ท่าทราย,บริษัท โคธเด๊คซ์ จำกัด,141,1265,จ3242/58สค,บริษัท โคธเด๊คซ์ จำกัด,20878,57
165540000,ตัดหรือเย็บเครื่องนุ่งห่ม ผ้าเช็ดหน้า ผ้าพันคอ จากผ้า ผ้าลูกไม้ และแพ็คกิ้ง,14408,เมืองสมุทรสาคร,พระราม2,,72100100000000,82,74000,สมุทรสาคร,2,39/89,2566,75.03,บางกระเจ้า,บริษัท เค.เอส. เพอร์เฟคชั่น อินดัสตรี้ส์ จำกัด,2,1266,น.241/2544ญนส.,บริษัท เค.เอส. เพอร์เฟคชั่น อินดัสตรี้ส์ จำกัด,14408,80
20000000,ถักผ้ายืด (จำนวนเครื่องถัก 15 เครื่อง),960,เมืองสมุทรสาคร,เอกชัย,,20740100000000,19,74000,สมุทรสาคร,5,58/1,2566,75,บางน้ำจืด,บริษัท ฉุนอี่ จำกัด,14,1267,จ3246/36สค,บริษัท ฉุนอี่ จำกัด,2940,5
19000000,ถักผ้า แถบผ้า แถบยางยืด ถักเชือก,2580,เมืองสมุทรสาคร,พระรามที่ 2,แพพันท้าย,20740100000000,42,74000,สมุทรสาคร,1,61/14,2566,97.5,บางน้ำจืด,บริษัท เคแอลเอ็นเท็กซ์ไทล์ จำกัด,12,1268,จ32413/49สค,บริษัท เคแอลเอ็นเท็กซ์ไทล์ จำกัด,5716,30
9000000,ถักผ้ายืด (จำนวนเครื่องถัก 26 เครื่อง),0,เมืองสมุทรสาคร,เอกชัย,,20740100000000,9,74000,สมุทรสาคร,2,29/12,2566,54.5,บางน้ำจืด,บริษัท สุธานี จำกัด,8,1269,จ22414/64สค,บริษัท สุธานี จำกัด,0,1
20000000,ถักผ้าหรือเครื่องนุ่งห่มด้วยด้าย,700,เมืองสมุทรสาคร,,,20740200000000,13,74000,สมุทรสาคร,6,86,2566,129,โคกขาม,บริษัท ชยกิติ์ อุตสาหกรรม จำกัด,7,1270,จ3243/49สค,บริษัท ชยกิติ์ อุตสาหกรรม จำกัด,4290,6
31000000,ถักผ้ายืด,988,เมืองสมุทรสาคร,เอกชัย,เทพกาญจนา,20740100000000,30,74000,สมุทรสาคร,6,96/11,2566,192.5,บางน้ำจืด,นายปฐมพล โล่เสถียรกิจ,10,1271,จ3249/51สค,,1600,20
29000000,ถักผ้ายืด และตัดเย็บเสื้อผ้าสำเร็จรูป,2960,เมืองสมุทรสาคร,,,20740100000000,80,74000,สมุทรสาคร,10,,2566,147,โคกขาม,นางสาวสุทธิวรรณ สุขวัฒนาการวิทย์,10,1272,จ32413/48สค,,15812,70
41500000,ทอตราเสื้อ และทอปกเสื้อ,1560,เมืองสมุทรสาคร,พระรามที่ 2,,20740000000000,24,74000,สมุทรสาคร,2,89/17,2566,195,คอกกระบือ,บริษัท กรุงเทพ เลเบิล จำกัด,11,1273,จ3245/46สค,บริษัท กรุงเทพ เลเบิล จำกัด,4140,13
9600000,ถักผ้ายืด,900,เมืองสมุทรสาคร,เลียบคลองหุบสังกะสี,,20740100000000,10,74000,สมุทรสาคร,2,59/19,2566,292,นาดี,นายพิทักษ์ ลิ้มทองคำ,6,1274,จ32410/49สค,นายพิทักษ์ ลิ้มทองคำ,3200,4
28000000,ผลิตผ้าลูกไม้ ทอผ้าไนล่อน และทอผ้าโพลีเอสเตอร์,4560,เมืองสมุทรสาคร,เศรษฐกิจ,ต้นสน,20740600000000,102,74000,สมุทรสาคร,5,18/26,2566,208,นาดี,บริษัท เอเพ็กซ์ เอ็มบรอย อินดัสทรี จำกัด,2,1275,จ3242/42สค,บริษัท เอเพ็กซ์ เอ็มบรอย อินดัสทรี จำกัด,9096,100
