วันที่หมดอายุ,_id,เลขที่การรับรอง,บริษัท,ลำดับ,วันที่รับรอง,จังหวัด
2569-02-10T00:00:00,1,GI(E) 2-002,บริษัท ฮูหวัก เอเชีย จำกัด,1,03/10/2566,ชลบุรี
2569-02-10T00:00:00,2,GI(E) 2-017,โรงงานคอนกรีตผสมเสร็จซีแพคปิ่นทอง,2,03/10/2566,ชลบุรี
2569-02-10T00:00:00,3,GI(E) 2-020,โรงงานคอนกรีตผสมเสร็จ ศรีราชา,3,03/10/2566,ชลบุรี
2569-03-10T00:00:00,4,GI(E) 2-029,โรงงานคอนกรีตผสมเสร็จเทพประสิทธิ์ 2,4,04/10/2566,ชลบุรี
2569-04-10T00:00:00,5,GI(E) 2-030,บริษัท สหเครน คอร์ปอเรชั่น จำกัด (มหาชน),5,05/10/2566,ชลบุรี
2569-04-10T00:00:00,6,GI(E) 2-040,โรงงานคอนกรีตผสมเสร็จนิคมเหมราช 2,6,05/10/2566,ชลบุรี
2569-08-10T00:00:00,7,GI(E) 2-045,โรงงานคอนกรีตผสมเสร็จพัทยา,7,09/10/2566,ชลบุรี
2569-09-10T00:00:00,8,GI(E) 2-055,บริษัท พาพาสึ (ไทยแลนด์) จำกัด,8,10/10/2566,ชลบุรี
2569-09-10T00:00:00,9,GI(E) 2-059,โรงงานคอนกรีตผสมเสร็จซีแพคแหลมฉบัง,9,10/10/2566,ชลบุรี
2569-09-10T00:00:00,10,GI(E) 2-060,โรงงานคอนกรีตผสมเสร็จซีแพคแหลมฉบังทุ่งกราด,10,10/10/2566,ชลบุรี
2569-10-16T00:00:00,11,GI(E) 2-072,บริษัท ฮัวยี จำกัด,11,17/10/2566,ชลบุรี
2569-10-16T00:00:00,12,GI(E) 2-073,บริษัท ฮัวยี จำกัด,12,17/10/2566,ชลบุรี
2569-10-16T00:00:00,13,GI(E) 2-074,โรงงานคอนกรีตผสมเสร็จ พานทอง 4,13,17/10/2566,ชลบุรี
2569-10-16T00:00:00,14,GI(E) 2-075,โรงงานคอนกรีตผสมเสร็จ นิคมเหมราช,14,17/10/2566,ชลบุรี
2569-10-18T00:00:00,15,GI(E) 2-077,บริษัท จิ้วฮวด จำกัด,15,19/10/2566,ชลบุรี
2569-10-23T00:00:00,16,GI(E) 2-084,โรงงานคอนกรีตผสมเสร็จพานทอง,16,24/10/2566,ชลบุรี
2569-10-24T00:00:00,17,GI(E) 2-095,โรงงานคอนกรีตผสมเสร็จ อมตะนคร,17,25/10/2566,ชลบุรี
2569-10-29T00:00:00,18,GI(E) 2-105,โรงงานคอนกรีตผสมเสร็จชลบุรี 2,18,30/10/2566,ชลบุรี
2569-02-11T00:00:00,19,GI(E) 2-110,บริษัท ทีทีเอ็น นันวูเว่น โซลูชั่น จำกัด,19,03/11/2566,ชลบุรี
2569-06-11T00:00:00,20,GI(E) 2-115,บริษัท มารุ โกลบอล จำกัด,20,07/11/2566,ชลบุรี
2569-11-19T00:00:00,21,GI(E) 2-148,บริษัท ธัญณ์ พลาสติก รีไซเคิล จำกัด,21,20/11/2566,ชลบุรี
2569-11-22T00:00:00,22,GI(E) 2-176,บริษัท แมททีเรียลส์ เซอร์วิส คอมเพล็กซ์ คอยล์ เซ็นเตอร์ (ประเทศไทย) จำกัด,22,23/11/2566,ชลบุรี
2569-11-22T00:00:00,23,GI(E) 2-178,บริษัท แหลมฉบัง อิมเม็กซ์ จำกัด,23,23/11/2566,ชลบุรี
2569-11-29T00:00:00,24,GI(E) 2-189,บริษัท ไทย นิสโชกุ จำกัด,24,30/11/2566,ชลบุรี
2569-05-12T00:00:00,25,GI(E) 2-190,บริษัท ไทยออยล์ ทูล แมชีนเนอรี่ เซอร์วิสเซส จำกัด,25,06/12/2566,ชลบุรี
2569-07-12T00:00:00,26,GI(E) 2-195,บริษัท ไทย ไวร์ริ่ง ซิสเต็ม จำกัด,26,08/12/2566,ชลบุรี
2569-07-12T00:00:00,27,GI(E) 2-199,บริษัท ไทยออยล์ ทูล แมชีนเนอรี่ เซอร์วิสเซส จำกัด,27,08/12/2566,ชลบุรี
2569-11-12T00:00:00,28,GI(E) 2-204,บริษัท ไทยออยล์ ทูล แมชีนเนอรี่ เซอร์วิสเซส จำกัด,28,12/12/2566,ชลบุรี
2569-12-14T00:00:00,29,GI(E) 2-218,บริษัท ปตท. จำกัด (มหาชน),29,15/12/2566,ชลบุรี
2569-12-14T00:00:00,30,GI(E) 2-219,บริษัท อาเนส อิวาตะ เซาท์อีสต์ เอเชีย จำกัด,30,15/12/2566,ชลบุรี
2570-01-15T00:00:00,31,GI(E) 2-270,บริษัท เอส.เจ.ซี. คอนกรีต จำกัด,31,16/01/2567,ชลบุรี
2570-01-16T00:00:00,32,GI(E) 2-273,บริษัท โอทีอาร์ วีล เอ็นจิเนียริ่ง (ไทยแลนด์) จำกัด,32,17/01/2567,ชลบุรี
2570-01-16T00:00:00,33,GI(E) 2-274,บริษัท โอทีอาร์ วีล เอ็นจิเนียริ่ง (ไทยแลนด์) จำกัด,33,17/01/2567,ชลบุรี
2570-01-18T00:00:00,34,GI(E) 2-284,บริษัท เอส.เจ.ซี.คอนกรีต จำกัด,34,19/01/2567,ชลบุรี
2570-01-18T00:00:00,35,GI(E) 2-285,บริษัท เอส.เจ.ซี.คอนกรีต จำกัด,35,19/01/2567,ชลบุรี
2570-01-21T00:00:00,36,GI(E) 2-288,บริษัท ปิติ แอสเซมบลี จำกัด,36,22/01/2567,ชลบุรี
2570-01-21T00:00:00,37,GI(E) 2-289,บริษัท เฟมไลน์ โปรดักส์ จำกัด,37,22/01/2567,ชลบุรี
2570-01-21T00:00:00,38,GI(E) 2-290,บริษัท เฟมไลน์ โปรดักส์ จำกัด,38,22/01/2567,ชลบุรี
2570-01-22T00:00:00,39,GI(E) 2-293,บริษัท ทีเอ็มดี ทูลส์ จำกัด,39,23/01/2567,ชลบุรี
2570-01-24T00:00:00,40,GI(E) 2-300,บริษัท บุญรอด รีไซเคิล จำกัด,40,25/01/2567,ชลบุรี
2570-01-24T00:00:00,41,GI(E) 2-301,บริษัท ซินิเท็กซ์ อินดัสตรี้ จำกัด,41,25/01/2567,ชลบุรี
