province,data,_id,year,value,unit,source
สมุทรสงคราม,เนื้อที่เก็บเกี่ยวส้มโอ,1,2562,"11,841",ไร่,สำนักงานเกษตรจังหวัดจังหวัดสมุทรสงคราม
สมุทรสงคราม,เนื้อที่เก็บเกี่ยวส้มโอ,2,2563,"11,831",ไร่,สำนักงานเกษตรจังหวัดจังหวัดสมุทรสงคราม
สมุทรสงคราม,เนื้อที่เก็บเกี่ยวส้มโอ,3,2564,"11,830",ไร่,สำนักงานเกษตรจังหวัดจังหวัดสมุทรสงคราม
สมุทรสงคราม,เนื้อที่เก็บเกี่ยวส้มโอ,4,2565,"11,830",ไร่,สำนักงานเกษตรจังหวัดจังหวัดสมุทรสงคราม
สมุทรสงคราม,เนื้อที่เก็บเกี่ยวส้มโอ,5,2566," 11,828 ",ไร่,สำนักงานเกษตรจังหวัดจังหวัดสมุทรสงคราม
สมุทรสงคราม,เนื้อที่เก็บเกี่ยวส้มโอ,6,2567," 11,828 ",ไร่,สำนักงานเกษตรจังหวัดจังหวัดสมุทรสงคราม
