AGE_GROUP,VALUE,QUARTER,SOURCE,_id,SEX,UNIT,REGION,YEAR
ยอดรวม,1.04,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,966,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
15 - 19 ปี,18.88,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,967,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
20 - 24 ปี,6.34,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,968,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
25 - 29 ปี,1.66,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,969,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
30 - 34 ปี,0.44,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,970,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
35 - 39 ปี,0.33,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,971,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
40 - 49 ปี,0.27,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,972,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
50 - 59 ปี,0.03,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,973,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
60 ปีขึ้นไป,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,974,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2565
ยอดรวม,1.94,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,975,รวม,ร้อยละ,ภาคใต้,2565
15 - 19 ปี,11.96,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,976,รวม,ร้อยละ,ภาคใต้,2565
20 - 24 ปี,10.61,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,977,รวม,ร้อยละ,ภาคใต้,2565
25 - 29 ปี,2.87,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,978,รวม,ร้อยละ,ภาคใต้,2565
30 - 34 ปี,1.76,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,979,รวม,ร้อยละ,ภาคใต้,2565
35 - 39 ปี,0.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,980,รวม,ร้อยละ,ภาคใต้,2565
40 - 49 ปี,0.65,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,981,รวม,ร้อยละ,ภาคใต้,2565
50 - 59 ปี,0.23,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,982,รวม,ร้อยละ,ภาคใต้,2565
60 ปีขึ้นไป,0.19,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,983,รวม,ร้อยละ,ภาคใต้,2565
ยอดรวม,1.62,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,984,ชาย,ร้อยละ,ภาคใต้,2565
15 - 19 ปี,6.77,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,985,ชาย,ร้อยละ,ภาคใต้,2565
20 - 24 ปี,7.71,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,986,ชาย,ร้อยละ,ภาคใต้,2565
25 - 29 ปี,2.36,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,987,ชาย,ร้อยละ,ภาคใต้,2565
30 - 34 ปี,1.89,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,988,ชาย,ร้อยละ,ภาคใต้,2565
35 - 39 ปี,0.48,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,989,ชาย,ร้อยละ,ภาคใต้,2565
40 - 49 ปี,0.57,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,990,ชาย,ร้อยละ,ภาคใต้,2565
50 - 59 ปี,0.21,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,991,ชาย,ร้อยละ,ภาคใต้,2565
60 ปีขึ้นไป,0.36,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,992,ชาย,ร้อยละ,ภาคใต้,2565
ยอดรวม,2.33,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,993,หญิง,ร้อยละ,ภาคใต้,2565
15 - 19 ปี,23.86,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,994,หญิง,ร้อยละ,ภาคใต้,2565
20 - 24 ปี,14.68,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,995,หญิง,ร้อยละ,ภาคใต้,2565
25 - 29 ปี,3.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,996,หญิง,ร้อยละ,ภาคใต้,2565
30 - 34 ปี,1.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,997,หญิง,ร้อยละ,ภาคใต้,2565
35 - 39 ปี,0.54,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,998,หญิง,ร้อยละ,ภาคใต้,2565
40 - 49 ปี,0.75,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,999,หญิง,ร้อยละ,ภาคใต้,2565
50 - 59 ปี,0.24,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1000,หญิง,ร้อยละ,ภาคใต้,2565
60 ปีขึ้นไป,0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1001,หญิง,ร้อยละ,ภาคใต้,2565
ยอดรวม,1.15,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1002,รวม,ร้อยละ,ทั่วประเทศ,2565
15 - 19 ปี,6.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1003,รวม,ร้อยละ,ทั่วประเทศ,2565
20 - 24 ปี,6.05,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1004,รวม,ร้อยละ,ทั่วประเทศ,2565
25 - 29 ปี,2.09,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1005,รวม,ร้อยละ,ทั่วประเทศ,2565
30 - 34 ปี,0.91,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1006,รวม,ร้อยละ,ทั่วประเทศ,2565
35 - 39 ปี,0.63,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1007,รวม,ร้อยละ,ทั่วประเทศ,2565
40 - 49 ปี,0.37,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1008,รวม,ร้อยละ,ทั่วประเทศ,2565
50 - 59 ปี,0.27,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1009,รวม,ร้อยละ,ทั่วประเทศ,2565
60 ปีขึ้นไป,0.17,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1010,รวม,ร้อยละ,ทั่วประเทศ,2565
ยอดรวม,1.04,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1011,ชาย,ร้อยละ,ทั่วประเทศ,2565
15 - 19 ปี,4.73,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1012,ชาย,ร้อยละ,ทั่วประเทศ,2565
20 - 24 ปี,4.73,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1013,ชาย,ร้อยละ,ทั่วประเทศ,2565
25 - 29 ปี,1.88,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1014,ชาย,ร้อยละ,ทั่วประเทศ,2565
30 - 34 ปี,0.98,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1015,ชาย,ร้อยละ,ทั่วประเทศ,2565
35 - 39 ปี,0.64,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1016,ชาย,ร้อยละ,ทั่วประเทศ,2565
40 - 49 ปี,0.41,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1017,ชาย,ร้อยละ,ทั่วประเทศ,2565
50 - 59 ปี,0.26,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1018,ชาย,ร้อยละ,ทั่วประเทศ,2565
60 ปีขึ้นไป,0.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1019,ชาย,ร้อยละ,ทั่วประเทศ,2565
ยอดรวม,1.28,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1020,หญิง,ร้อยละ,ทั่วประเทศ,2565
15 - 19 ปี,9.13,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1021,หญิง,ร้อยละ,ทั่วประเทศ,2565
20 - 24 ปี,7.74,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1022,หญิง,ร้อยละ,ทั่วประเทศ,2565
25 - 29 ปี,2.33,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1023,หญิง,ร้อยละ,ทั่วประเทศ,2565
30 - 34 ปี,0.83,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1024,หญิง,ร้อยละ,ทั่วประเทศ,2565
35 - 39 ปี,0.61,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1025,หญิง,ร้อยละ,ทั่วประเทศ,2565
40 - 49 ปี,0.31,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1026,หญิง,ร้อยละ,ทั่วประเทศ,2565
50 - 59 ปี,0.28,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1027,หญิง,ร้อยละ,ทั่วประเทศ,2565
60 ปีขึ้นไป,0.25,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1028,หญิง,ร้อยละ,ทั่วประเทศ,2565
ยอดรวม,1.21,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1029,รวม,ร้อยละ,กรุงเทพมหานคร,2565
15 - 19 ปี,5.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1030,รวม,ร้อยละ,กรุงเทพมหานคร,2565
20 - 24 ปี,6.74,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1031,รวม,ร้อยละ,กรุงเทพมหานคร,2565
25 - 29 ปี,2.37,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1032,รวม,ร้อยละ,กรุงเทพมหานคร,2565
30 - 34 ปี,1.47,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1033,รวม,ร้อยละ,กรุงเทพมหานคร,2565
35 - 39 ปี,0.89,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1034,รวม,ร้อยละ,กรุงเทพมหานคร,2565
40 - 49 ปี,0.58,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1035,รวม,ร้อยละ,กรุงเทพมหานคร,2565
50 - 59 ปี,0.14,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1036,รวม,ร้อยละ,กรุงเทพมหานคร,2565
60 ปีขึ้นไป,0.22,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1037,รวม,ร้อยละ,กรุงเทพมหานคร,2565
ยอดรวม,1.28,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1038,ชาย,ร้อยละ,กรุงเทพมหานคร,2565
15 - 19 ปี,3.13,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1039,ชาย,ร้อยละ,กรุงเทพมหานคร,2565
20 - 24 ปี,6.89,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1040,ชาย,ร้อยละ,กรุงเทพมหานคร,2565
25 - 29 ปี,2.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1041,ชาย,ร้อยละ,กรุงเทพมหานคร,2565
30 - 34 ปี,2.22,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1042,ชาย,ร้อยละ,กรุงเทพมหานคร,2565
35 - 39 ปี,1.07,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1043,ชาย,ร้อยละ,กรุงเทพมหานคร,2565
40 - 49 ปี,0.49,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1044,ชาย,ร้อยละ,กรุงเทพมหานคร,2565
50 - 59 ปี,0.16,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1045,ชาย,ร้อยละ,กรุงเทพมหานคร,2565
60 ปีขึ้นไป,0.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1046,ชาย,ร้อยละ,กรุงเทพมหานคร,2565
ยอดรวม,1.14,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1047,หญิง,ร้อยละ,กรุงเทพมหานคร,2565
15 - 19 ปี,7.69,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1048,หญิง,ร้อยละ,กรุงเทพมหานคร,2565
20 - 24 ปี,6.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1049,หญิง,ร้อยละ,กรุงเทพมหานคร,2565
25 - 29 ปี,2.14,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1050,หญิง,ร้อยละ,กรุงเทพมหานคร,2565
30 - 34 ปี,0.74,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1051,หญิง,ร้อยละ,กรุงเทพมหานคร,2565
35 - 39 ปี,0.71,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1052,หญิง,ร้อยละ,กรุงเทพมหานคร,2565
40 - 49 ปี,0.68,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1053,หญิง,ร้อยละ,กรุงเทพมหานคร,2565
50 - 59 ปี,0.11,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1054,หญิง,ร้อยละ,กรุงเทพมหานคร,2565
60 ปีขึ้นไป,0.46,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1055,หญิง,ร้อยละ,กรุงเทพมหานคร,2565
ยอดรวม,1.24,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1056,รวม,ร้อยละ,ภาคกลาง,2565
15 - 19 ปี,7.22,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1057,รวม,ร้อยละ,ภาคกลาง,2565
20 - 24 ปี,6.26,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1058,รวม,ร้อยละ,ภาคกลาง,2565
25 - 29 ปี,2.44,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1059,รวม,ร้อยละ,ภาคกลาง,2565
30 - 34 ปี,0.45,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1060,รวม,ร้อยละ,ภาคกลาง,2565
ยอดรวม,1.01,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1061,รวม,ร้อยละ,ทั่วประเทศ,2567
15-19 ปี,6.55,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1062,รวม,ร้อยละ,ทั่วประเทศ,2567
20-24 ปี,5.26,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1063,รวม,ร้อยละ,ทั่วประเทศ,2567
25-29 ปี,2.01,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1064,รวม,ร้อยละ,ทั่วประเทศ,2567
30-34 ปี,0.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1065,รวม,ร้อยละ,ทั่วประเทศ,2567
35-39 ปี,0.55,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1066,รวม,ร้อยละ,ทั่วประเทศ,2567
40-49 ปี,0.33,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1067,รวม,ร้อยละ,ทั่วประเทศ,2567
50-59 ปี,0.21,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1068,รวม,ร้อยละ,ทั่วประเทศ,2567
60 ปีขึ้นไป,0.03,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1069,รวม,ร้อยละ,ทั่วประเทศ,2567
ยอดรวม,0.96,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1070,ชาย,ร้อยละ,ทั่วประเทศ,2567
15-19 ปี,5.68,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1071,ชาย,ร้อยละ,ทั่วประเทศ,2567
20-24 ปี,4.37,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1072,ชาย,ร้อยละ,ทั่วประเทศ,2567
25-29 ปี,1.87,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1073,ชาย,ร้อยละ,ทั่วประเทศ,2567
30-34 ปี,1.06,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1074,ชาย,ร้อยละ,ทั่วประเทศ,2567
35-39 ปี,0.35,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1075,ชาย,ร้อยละ,ทั่วประเทศ,2567
40-49 ปี,0.39,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1076,ชาย,ร้อยละ,ทั่วประเทศ,2567
50-59 ปี,0.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1077,ชาย,ร้อยละ,ทั่วประเทศ,2567
60 ปีขึ้นไป,0.01,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1078,ชาย,ร้อยละ,ทั่วประเทศ,2567
ยอดรวม,1.08,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1079,หญิง,ร้อยละ,ทั่วประเทศ,2567
15-19 ปี,8.49,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1080,หญิง,ร้อยละ,ทั่วประเทศ,2567
20-24 ปี,6.42,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1081,หญิง,ร้อยละ,ทั่วประเทศ,2567
25-29 ปี,2.18,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1082,หญิง,ร้อยละ,ทั่วประเทศ,2567
30-34 ปี,0.71,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1083,หญิง,ร้อยละ,ทั่วประเทศ,2567
35-39 ปี,0.77,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1084,หญิง,ร้อยละ,ทั่วประเทศ,2567
40-49 ปี,0.26,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1085,หญิง,ร้อยละ,ทั่วประเทศ,2567
50-59 ปี,0.22,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1086,หญิง,ร้อยละ,ทั่วประเทศ,2567
60 ปีขึ้นไป,0.04,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1087,หญิง,ร้อยละ,ทั่วประเทศ,2567
ยอดรวม,0.89,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1088,รวม,ร้อยละ,1) กรุงเทพมหานคร,2567
15-19 ปี,5.08,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1089,รวม,ร้อยละ,1) กรุงเทพมหานคร,2567
20-24 ปี,7.16,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1090,รวม,ร้อยละ,1) กรุงเทพมหานคร,2567
25-29 ปี,1.38,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1091,รวม,ร้อยละ,1) กรุงเทพมหานคร,2567
30-34 ปี,0.79,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1092,รวม,ร้อยละ,1) กรุงเทพมหานคร,2567
35-39 ปี,0.65,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1093,รวม,ร้อยละ,1) กรุงเทพมหานคร,2567
40-49 ปี,0.48,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1094,รวม,ร้อยละ,1) กรุงเทพมหานคร,2567
50-59 ปี,0.08,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1095,รวม,ร้อยละ,1) กรุงเทพมหานคร,2567
60 ปีขึ้นไป,0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1096,รวม,ร้อยละ,1) กรุงเทพมหานคร,2567
ยอดรวม,0.81,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1097,ชาย,ร้อยละ,1) กรุงเทพมหานคร,2567
15-19 ปี,4.66,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1098,ชาย,ร้อยละ,1) กรุงเทพมหานคร,2567
20-24 ปี,5.92,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1099,ชาย,ร้อยละ,1) กรุงเทพมหานคร,2567
25-29 ปี,1.73,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1100,ชาย,ร้อยละ,1) กรุงเทพมหานคร,2567
30-34 ปี,0.69,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1101,ชาย,ร้อยละ,1) กรุงเทพมหานคร,2567
35-39 ปี,0.26,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1102,ชาย,ร้อยละ,1) กรุงเทพมหานคร,2567
40-49 ปี,0.44,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1103,ชาย,ร้อยละ,1) กรุงเทพมหานคร,2567
50-59 ปี,0.14,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1104,ชาย,ร้อยละ,1) กรุงเทพมหานคร,2567
60 ปีขึ้นไป,0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1105,ชาย,ร้อยละ,1) กรุงเทพมหานคร,2567
ยอดรวม,0.99,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1106,หญิง,ร้อยละ,1) กรุงเทพมหานคร,2567
15-19 ปี,5.61,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1107,หญิง,ร้อยละ,1) กรุงเทพมหานคร,2567
20-24 ปี,8.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1108,หญิง,ร้อยละ,1) กรุงเทพมหานคร,2567
25-29 ปี,1.02,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1109,หญิง,ร้อยละ,1) กรุงเทพมหานคร,2567
30-34 ปี,0.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1110,หญิง,ร้อยละ,1) กรุงเทพมหานคร,2567
35-39 ปี,1.06,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1111,หญิง,ร้อยละ,1) กรุงเทพมหานคร,2567
40-49 ปี,0.51,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1112,หญิง,ร้อยละ,1) กรุงเทพมหานคร,2567
50-59 ปี,0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1113,หญิง,ร้อยละ,1) กรุงเทพมหานคร,2567
60 ปีขึ้นไป,0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1114,หญิง,ร้อยละ,1) กรุงเทพมหานคร,2567
ยอดรวม,1.04,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1115,รวม,ร้อยละ,2) ภาคกลาง,2567
15-19 ปี,7.22,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1116,รวม,ร้อยละ,2) ภาคกลาง,2567
20-24 ปี,4.84,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1117,รวม,ร้อยละ,2) ภาคกลาง,2567
25-29 ปี,1.81,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1118,รวม,ร้อยละ,2) ภาคกลาง,2567
30-34 ปี,1.02,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1119,รวม,ร้อยละ,2) ภาคกลาง,2567
35-39 ปี,0.66,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1120,รวม,ร้อยละ,2) ภาคกลาง,2567
40-49 ปี,0.29,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1121,รวม,ร้อยละ,2) ภาคกลาง,2567
50-59 ปี,0.36,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1122,รวม,ร้อยละ,2) ภาคกลาง,2567
60 ปีขึ้นไป,0.03,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1123,รวม,ร้อยละ,2) ภาคกลาง,2567
ยอดรวม,1.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1124,ชาย,ร้อยละ,2) ภาคกลาง,2567
15-19 ปี,5.89,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1125,ชาย,ร้อยละ,2) ภาคกลาง,2567
20-24 ปี,5.57,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1126,ชาย,ร้อยละ,2) ภาคกลาง,2567
25-29 ปี,1.84,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1127,ชาย,ร้อยละ,2) ภาคกลาง,2567
30-34 ปี,1.15,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1128,ชาย,ร้อยละ,2) ภาคกลาง,2567
35-39 ปี,0.35,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1129,ชาย,ร้อยละ,2) ภาคกลาง,2567
40-49 ปี,0.32,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1130,ชาย,ร้อยละ,2) ภาคกลาง,2567
50-59 ปี,0.44,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1131,ชาย,ร้อยละ,2) ภาคกลาง,2567
60 ปีขึ้นไป,0.05,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1132,ชาย,ร้อยละ,2) ภาคกลาง,2567
ยอดรวม,0.97,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1133,หญิง,ร้อยละ,2) ภาคกลาง,2567
15-19 ปี,9.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1134,หญิง,ร้อยละ,2) ภาคกลาง,2567
20-24 ปี,3.97,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1135,หญิง,ร้อยละ,2) ภาคกลาง,2567
25-29 ปี,1.77,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1136,หญิง,ร้อยละ,2) ภาคกลาง,2567
30-34 ปี,0.87,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1137,หญิง,ร้อยละ,2) ภาคกลาง,2567
35-39 ปี,1.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1138,หญิง,ร้อยละ,2) ภาคกลาง,2567
40-49 ปี,0.25,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1139,หญิง,ร้อยละ,2) ภาคกลาง,2567
50-59 ปี,0.26,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1140,หญิง,ร้อยละ,2) ภาคกลาง,2567
60 ปีขึ้นไป,0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1141,หญิง,ร้อยละ,2) ภาคกลาง,2567
ยอดรวม,0.88,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1142,รวม,ร้อยละ,3) ภาคเหนือ,2567
15-19 ปี,4.57,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1143,รวม,ร้อยละ,3) ภาคเหนือ,2567
20-24 ปี,4.33,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1144,รวม,ร้อยละ,3) ภาคเหนือ,2567
25-29 ปี,1.93,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1145,รวม,ร้อยละ,3) ภาคเหนือ,2567
30-34 ปี,0.45,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1146,รวม,ร้อยละ,3) ภาคเหนือ,2567
35-39 ปี,0.26,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1147,รวม,ร้อยละ,3) ภาคเหนือ,2567
40-49 ปี,0.36,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1148,รวม,ร้อยละ,3) ภาคเหนือ,2567
50-59 ปี,0.39,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1149,รวม,ร้อยละ,3) ภาคเหนือ,2567
60 ปีขึ้นไป,0.08,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1150,รวม,ร้อยละ,3) ภาคเหนือ,2567
ยอดรวม,0.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1151,ชาย,ร้อยละ,3) ภาคเหนือ,2567
15-19 ปี,2.54,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1152,ชาย,ร้อยละ,3) ภาคเหนือ,2567
20-24 ปี,2.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1153,ชาย,ร้อยละ,3) ภาคเหนือ,2567
