จำนวน,_id,ปี,หน่วย,เพศ,จังหวัด,ประเภทแรงงาน,อาชีพ
187,5586,2563,คน,หญิง,สระบุรี,แรงงานนอกระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
143,5587,2563,คน,หญิง,สระบุรี,แรงงานนอกระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
490,5588,2563,คน,หญิง,สระบุรี,แรงงานนอกระบบ,เสมียน
34249,5589,2563,คน,หญิง,สระบุรี,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
20224,5590,2563,คน,หญิง,สระบุรี,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
5454,5591,2563,คน,หญิง,สระบุรี,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
1154,5592,2563,คน,หญิง,สระบุรี,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
7150,5593,2563,คน,หญิง,สระบุรี,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
18559,5594,2563,คน,ชาย,ชลบุรี,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
21637,5595,2563,คน,ชาย,ชลบุรี,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
25168,5596,2563,คน,ชาย,ชลบุรี,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
16395,5597,2563,คน,ชาย,ชลบุรี,แรงงานในระบบ,เสมียน
56984,5598,2563,คน,ชาย,ชลบุรี,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
3243,5599,2563,คน,ชาย,ชลบุรี,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
91136,5600,2563,คน,ชาย,ชลบุรี,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
130423,5601,2563,คน,ชาย,ชลบุรี,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
25372,5602,2563,คน,ชาย,ชลบุรี,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
8583,5603,2563,คน,หญิง,ชลบุรี,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
28354,5604,2563,คน,หญิง,ชลบุรี,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
31306,5605,2563,คน,หญิง,ชลบุรี,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
41610,5606,2563,คน,หญิง,ชลบุรี,แรงงานในระบบ,เสมียน
76882,5607,2563,คน,หญิง,ชลบุรี,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
2241,5608,2563,คน,หญิง,ชลบุรี,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
11088,5609,2563,คน,หญิง,ชลบุรี,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
69626,5610,2563,คน,หญิง,ชลบุรี,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
27699,5611,2563,คน,หญิง,ชลบุรี,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
14952,5612,2563,คน,ชาย,ชลบุรี,แรงงานนอกระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
705,5613,2563,คน,ชาย,ชลบุรี,แรงงานนอกระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
4440,5614,2563,คน,ชาย,ชลบุรี,แรงงานนอกระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
1328,5615,2563,คน,ชาย,ชลบุรี,แรงงานนอกระบบ,เสมียน
65776,5616,2563,คน,ชาย,ชลบุรี,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
32750,5617,2563,คน,ชาย,ชลบุรี,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
37496,5618,2563,คน,ชาย,ชลบุรี,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
23109,5619,2563,คน,ชาย,ชลบุรี,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
10929,5620,2563,คน,ชาย,ชลบุรี,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
3943,5621,2563,คน,หญิง,ชลบุรี,แรงงานนอกระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
300,5622,2563,คน,หญิง,ชลบุรี,แรงงานนอกระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
2078,5623,2563,คน,หญิง,ชลบุรี,แรงงานนอกระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
101713,5624,2563,คน,หญิง,ชลบุรี,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
13693,5625,2563,คน,หญิง,ชลบุรี,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
9526,5626,2563,คน,หญิง,ชลบุรี,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
2201,5627,2563,คน,หญิง,ชลบุรี,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
8270,5628,2563,คน,หญิง,ชลบุรี,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
5603,5629,2563,คน,ชาย,ระยอง,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
6229,5630,2563,คน,ชาย,ระยอง,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
13292,5631,2563,คน,ชาย,ระยอง,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
5860,5632,2563,คน,ชาย,ระยอง,แรงงานในระบบ,เสมียน
19838,5633,2563,คน,ชาย,ระยอง,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
11571,5634,2563,คน,ชาย,ระยอง,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
62893,5635,2563,คน,ชาย,ระยอง,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
74280,5636,2563,คน,ชาย,ระยอง,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
20922,5637,2563,คน,ชาย,ระยอง,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
1032,5638,2563,คน,ชาย,ระยอง,แรงงานในระบบ,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
2509,5639,2563,คน,หญิง,ระยอง,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
10171,5640,2563,คน,หญิง,ระยอง,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
11337,5641,2563,คน,หญิง,ระยอง,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
17743,5642,2563,คน,หญิง,ระยอง,แรงงานในระบบ,เสมียน
36731,5643,2563,คน,หญิง,ระยอง,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
8359,5644,2563,คน,หญิง,ระยอง,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
11767,5645,2563,คน,หญิง,ระยอง,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
22109,5646,2563,คน,หญิง,ระยอง,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
34767,5647,2563,คน,หญิง,ระยอง,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
554,5648,2563,คน,หญิง,ระยอง,แรงงานในระบบ,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
5675,5649,2563,คน,ชาย,ระยอง,แรงงานนอกระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
950,5650,2563,คน,ชาย,ระยอง,แรงงานนอกระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
314,5651,2563,คน,ชาย,ระยอง,แรงงานนอกระบบ,เสมียน
24886,5652,2563,คน,ชาย,ระยอง,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
41809,5653,2563,คน,ชาย,ระยอง,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
9638,5654,2563,คน,ชาย,ระยอง,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
4194,5655,2563,คน,ชาย,ระยอง,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
14919,5656,2563,คน,ชาย,ระยอง,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
1196,5657,2563,คน,หญิง,ระยอง,แรงงานนอกระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
858,5658,2563,คน,หญิง,ระยอง,แรงงานนอกระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
1873,5659,2563,คน,หญิง,ระยอง,แรงงานนอกระบบ,เสมียน
45637,5660,2563,คน,หญิง,ระยอง,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
35136,5661,2563,คน,หญิง,ระยอง,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
8448,5662,2563,คน,หญิง,ระยอง,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
514,5663,2563,คน,หญิง,ระยอง,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
13661,5664,2563,คน,หญิง,ระยอง,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
2383,5665,2563,คน,ชาย,จันทบุรี,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
3942,5666,2563,คน,ชาย,จันทบุรี,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
2683,5667,2563,คน,ชาย,จันทบุรี,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
1465,5668,2563,คน,ชาย,จันทบุรี,แรงงานในระบบ,เสมียน
6913,5669,2563,คน,ชาย,จันทบุรี,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
15063,5670,2563,คน,ชาย,จันทบุรี,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
15902,5671,2563,คน,ชาย,จันทบุรี,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
8453,5672,2563,คน,ชาย,จันทบุรี,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
12895,5673,2563,คน,ชาย,จันทบุรี,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
859,5674,2563,คน,หญิง,จันทบุรี,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
9334,5675,2563,คน,หญิง,จันทบุรี,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
4686,5676,2563,คน,หญิง,จันทบุรี,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
7045,5677,2563,คน,หญิง,จันทบุรี,แรงงานในระบบ,เสมียน
15795,5678,2563,คน,หญิง,จันทบุรี,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
13813,5679,2563,คน,หญิง,จันทบุรี,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
4042,5680,2563,คน,หญิง,จันทบุรี,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
590,5681,2563,คน,หญิง,จันทบุรี,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
9797,5682,2563,คน,หญิง,จันทบุรี,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
2065,5683,2563,คน,ชาย,จันทบุรี,แรงงานนอกระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
831,5684,2563,คน,ชาย,จันทบุรี,แรงงานนอกระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
1295,5685,2563,คน,ชาย,จันทบุรี,แรงงานนอกระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
15235,5686,2563,คน,ชาย,จันทบุรี,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
71092,5687,2563,คน,ชาย,จันทบุรี,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
11200,5688,2563,คน,ชาย,จันทบุรี,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
3643,5689,2563,คน,ชาย,จันทบุรี,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
15909,5690,2563,คน,ชาย,จันทบุรี,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
2085,5691,2563,คน,หญิง,จันทบุรี,แรงงานนอกระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
380,5692,2563,คน,หญิง,จันทบุรี,แรงงานนอกระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
620,5693,2563,คน,หญิง,จันทบุรี,แรงงานนอกระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
300,5694,2563,คน,หญิง,จันทบุรี,แรงงานนอกระบบ,เสมียน
33019,5695,2563,คน,หญิง,จันทบุรี,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
52970,5696,2563,คน,หญิง,จันทบุรี,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
5947,5697,2563,คน,หญิง,จันทบุรี,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
662,5698,2563,คน,หญิง,จันทบุรี,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
10306,5699,2563,คน,หญิง,จันทบุรี,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
3076,5700,2563,คน,ชาย,ตราด,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
2053,5701,2563,คน,ชาย,ตราด,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
2197,5702,2563,คน,ชาย,ตราด,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
1536,5703,2563,คน,ชาย,ตราด,แรงงานในระบบ,เสมียน
4163,5704,2563,คน,ชาย,ตราด,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
10066,5705,2563,คน,ชาย,ตราด,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
8568,5706,2563,คน,ชาย,ตราด,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
5445,5707,2563,คน,ชาย,ตราด,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
9584,5708,2563,คน,ชาย,ตราด,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
829,5709,2563,คน,หญิง,ตราด,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
5609,5710,2563,คน,หญิง,ตราด,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
1752,5711,2563,คน,หญิง,ตราด,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
3274,5712,2563,คน,หญิง,ตราด,แรงงานในระบบ,เสมียน
7624,5713,2563,คน,หญิง,ตราด,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
6299,5714,2563,คน,หญิง,ตราด,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
1858,5715,2563,คน,หญิง,ตราด,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
165,5716,2563,คน,หญิง,ตราด,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
8259,5717,2563,คน,หญิง,ตราด,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
1049,5718,2563,คน,ชาย,ตราด,แรงงานนอกระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
110,5719,2563,คน,ชาย,ตราด,แรงงานนอกระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
457,5720,2563,คน,ชาย,ตราด,แรงงานนอกระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
150,5721,2563,คน,ชาย,ตราด,แรงงานนอกระบบ,เสมียน
6229,5722,2563,คน,ชาย,ตราด,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
27740,5723,2563,คน,ชาย,ตราด,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
6538,5724,2563,คน,ชาย,ตราด,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
3034,5725,2563,คน,ชาย,ตราด,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
6490,5726,2563,คน,ชาย,ตราด,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
180,5727,2563,คน,หญิง,ตราด,แรงงานนอกระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
516,5728,2563,คน,หญิง,ตราด,แรงงานนอกระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
990,5729,2563,คน,หญิง,ตราด,แรงงานนอกระบบ,เสมียน
14078,5730,2563,คน,หญิง,ตราด,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
15186,5731,2563,คน,หญิง,ตราด,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
1668,5732,2563,คน,หญิง,ตราด,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
643,5733,2563,คน,หญิง,ตราด,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
4496,5734,2563,คน,หญิง,ตราด,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
3819,5735,2563,คน,ชาย,ฉะเชิงเทรา,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
3441,5736,2563,คน,ชาย,ฉะเชิงเทรา,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
10630,5737,2563,คน,ชาย,ฉะเชิงเทรา,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
3622,5738,2563,คน,ชาย,ฉะเชิงเทรา,แรงงานในระบบ,เสมียน
11842,5739,2563,คน,ชาย,ฉะเชิงเทรา,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
7201,5740,2563,คน,ชาย,ฉะเชิงเทรา,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
27997,5741,2563,คน,ชาย,ฉะเชิงเทรา,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
60650,5742,2563,คน,ชาย,ฉะเชิงเทรา,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
17658,5743,2563,คน,ชาย,ฉะเชิงเทรา,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
1268,5744,2563,คน,หญิง,ฉะเชิงเทรา,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
12309,5745,2563,คน,หญิง,ฉะเชิงเทรา,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
7351,5746,2563,คน,หญิง,ฉะเชิงเทรา,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
14304,5747,2563,คน,หญิง,ฉะเชิงเทรา,แรงงานในระบบ,เสมียน
13537,5748,2563,คน,หญิง,ฉะเชิงเทรา,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
1479,5749,2563,คน,หญิง,ฉะเชิงเทรา,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
7159,5750,2563,คน,หญิง,ฉะเชิงเทรา,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
34491,5751,2563,คน,หญิง,ฉะเชิงเทรา,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
17655,5752,2563,คน,หญิง,ฉะเชิงเทรา,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
1960,5753,2563,คน,ชาย,ฉะเชิงเทรา,แรงงานนอกระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
16181,5754,2563,คน,ชาย,ฉะเชิงเทรา,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
58767,5755,2563,คน,ชาย,ฉะเชิงเทรา,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
14298,5756,2563,คน,ชาย,ฉะเชิงเทรา,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
5455,5757,2563,คน,ชาย,ฉะเชิงเทรา,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
4731,5758,2563,คน,ชาย,ฉะเชิงเทรา,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
670,5759,2563,คน,หญิง,ฉะเชิงเทรา,แรงงานนอกระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
35233,5760,2563,คน,หญิง,ฉะเชิงเทรา,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
32707,5761,2563,คน,หญิง,ฉะเชิงเทรา,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
7349,5762,2563,คน,หญิง,ฉะเชิงเทรา,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
1167,5763,2563,คน,หญิง,ฉะเชิงเทรา,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
6847,5764,2563,คน,หญิง,ฉะเชิงเทรา,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
5166,5765,2563,คน,ชาย,ปราจีนบุรี,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
3178,5766,2563,คน,ชาย,ปราจีนบุรี,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
11353,5767,2563,คน,ชาย,ปราจีนบุรี,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
2725,5768,2563,คน,ชาย,ปราจีนบุรี,แรงงานในระบบ,เสมียน
11682,5769,2563,คน,ชาย,ปราจีนบุรี,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
1430,5770,2563,คน,ชาย,ปราจีนบุรี,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
15953,5771,2563,คน,ชาย,ปราจีนบุรี,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
34995,5772,2563,คน,ชาย,ปราจีนบุรี,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
10875,5773,2563,คน,ชาย,ปราจีนบุรี,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
5231,5774,2563,คน,หญิง,ปราจีนบุรี,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
11122,5775,2563,คน,หญิง,ปราจีนบุรี,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
8727,5776,2563,คน,หญิง,ปราจีนบุรี,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
9555,5777,2563,คน,หญิง,ปราจีนบุรี,แรงงานในระบบ,เสมียน
7838,5778,2563,คน,หญิง,ปราจีนบุรี,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
