_id,permission,﻿year,unit,source,province,license_type,region,value
502,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,นครสวรรค์,จำนวนอาคาร (หลัง),ภาคเหนือ,366
503,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,นครสวรรค์,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคเหนือ,25
504,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,นครสวรรค์,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคเหนือ,2
505,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,อุทัยธานี,จำนวนอาคาร (หลัง),ภาคเหนือ,775
506,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,อุทัยธานี,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคเหนือ,7
507,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,อุทัยธานี,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคเหนือ,13
508,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,อุทัยธานี,จำนวนอาคาร (หลัง),ภาคเหนือ,732
509,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,อุทัยธานี,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคเหนือ,8
510,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,อุทัยธานี,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคเหนือ,9
511,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,อุทัยธานี,จำนวนอาคาร (หลัง),ภาคเหนือ,900
512,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,อุทัยธานี,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคเหนือ,3
513,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,อุทัยธานี,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคเหนือ,6
514,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,อุทัยธานี,จำนวนอาคาร (หลัง),ภาคเหนือ,915
515,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,อุทัยธานี,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคเหนือ,12
516,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,อุทัยธานี,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคเหนือ,11
517,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,กำแพงเพชร,จำนวนอาคาร (หลัง),ภาคเหนือ,926
518,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,กำแพงเพชร,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคเหนือ,50
519,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,กำแพงเพชร,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคเหนือ,18
520,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,กำแพงเพชร,จำนวนอาคาร (หลัง),ภาคเหนือ,839
521,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,กำแพงเพชร,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคเหนือ,28
522,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,กำแพงเพชร,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคเหนือ,18
523,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,กำแพงเพชร,จำนวนอาคาร (หลัง),ภาคเหนือ,917
524,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,กำแพงเพชร,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคเหนือ,23
525,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,กำแพงเพชร,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคเหนือ,30
526,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,กำแพงเพชร,จำนวนอาคาร (หลัง),ภาคเหนือ,1000
527,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,กำแพงเพชร,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคเหนือ,25
528,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,กำแพงเพชร,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคเหนือ,18
529,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ตาก,จำนวนอาคาร (หลัง),ภาคเหนือ,642
530,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ตาก,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคเหนือ,18
531,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,ตาก,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคเหนือ,20
532,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ตาก,จำนวนอาคาร (หลัง),ภาคเหนือ,831
533,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ตาก,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคเหนือ,26
534,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ตาก,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคเหนือ,18
535,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ตาก,จำนวนอาคาร (หลัง),ภาคเหนือ,991
536,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ตาก,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคเหนือ,27
537,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ตาก,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคเหนือ,19
538,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ตาก,จำนวนอาคาร (หลัง),ภาคเหนือ,1130
539,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ตาก,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคเหนือ,43
540,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ตาก,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคเหนือ,29
541,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,สุโขทัย,จำนวนอาคาร (หลัง),ภาคเหนือ,680
542,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,สุโขทัย,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคเหนือ,15
543,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,สุโขทัย,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคเหนือ,17
544,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,สุโขทัย,จำนวนอาคาร (หลัง),ภาคเหนือ,917
545,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,สุโขทัย,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคเหนือ,50
546,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,สุโขทัย,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคเหนือ,20
547,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,สุโขทัย,จำนวนอาคาร (หลัง),ภาคเหนือ,1252
548,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,สุโขทัย,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคเหนือ,88
549,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,สุโขทัย,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคเหนือ,45
550,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,สุโขทัย,จำนวนอาคาร (หลัง),ภาคเหนือ,1575
551,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,สุโขทัย,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคเหนือ,35
552,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,สุโขทัย,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคเหนือ,30
553,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,พิษณุโลก,จำนวนอาคาร (หลัง),ภาคเหนือ,1187
554,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,พิษณุโลก,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคเหนือ,43
555,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,พิษณุโลก,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคเหนือ,19
556,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,พิษณุโลก,จำนวนอาคาร (หลัง),ภาคเหนือ,2180
557,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,พิษณุโลก,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคเหนือ,118
558,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,พิษณุโลก,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคเหนือ,45
559,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,พิษณุโลก,จำนวนอาคาร (หลัง),ภาคเหนือ,1245
560,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,พิษณุโลก,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคเหนือ,7
561,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,พิษณุโลก,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคเหนือ,13
562,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,พิษณุโลก,จำนวนอาคาร (หลัง),ภาคเหนือ,2481
563,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,พิษณุโลก,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคเหนือ,14
564,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,พิษณุโลก,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคเหนือ,25
565,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,พิจิตร,จำนวนอาคาร (หลัง),ภาคเหนือ,359
566,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,พิจิตร,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคเหนือ,3
567,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,พิจิตร,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคเหนือ,4
568,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,พิจิตร,จำนวนอาคาร (หลัง),ภาคเหนือ,644
569,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,พิจิตร,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคเหนือ,28
570,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,พิจิตร,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคเหนือ,9
571,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,พิจิตร,จำนวนอาคาร (หลัง),ภาคเหนือ,897
572,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,พิจิตร,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคเหนือ,31
573,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,พิจิตร,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคเหนือ,11
574,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,พิจิตร,จำนวนอาคาร (หลัง),ภาคเหนือ,1073
575,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,พิจิตร,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคเหนือ,31
576,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,พิจิตร,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคเหนือ,19
577,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,เพชรบูรณ์,จำนวนอาคาร (หลัง),ภาคเหนือ,254
578,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,เพชรบูรณ์,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคเหนือ,3
579,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,เพชรบูรณ์,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคเหนือ,0
580,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,เพชรบูรณ์,จำนวนอาคาร (หลัง),ภาคเหนือ,368
581,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,เพชรบูรณ์,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคเหนือ,8
582,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,เพชรบูรณ์,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคเหนือ,5
583,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,เพชรบูรณ์,จำนวนอาคาร (หลัง),ภาคเหนือ,801
584,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,เพชรบูรณ์,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคเหนือ,38
585,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,เพชรบูรณ์,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคเหนือ,11
586,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,เพชรบูรณ์,จำนวนอาคาร (หลัง),ภาคเหนือ,822
587,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,เพชรบูรณ์,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคเหนือ,9
588,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,เพชรบูรณ์,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคเหนือ,5
589,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนอาคาร (หลัง),ภาคตะวันออกเฉียงเหนือ,35415
590,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคตะวันออกเฉียงเหนือ,1769
591,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคตะวันออกเฉียงเหนือ,428
592,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนอาคาร (หลัง),ภาคตะวันออกเฉียงเหนือ,36356
593,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคตะวันออกเฉียงเหนือ,2825
594,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคตะวันออกเฉียงเหนือ,411
595,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนอาคาร (หลัง),ภาคตะวันออกเฉียงเหนือ,40867
596,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคตะวันออกเฉียงเหนือ,2947
597,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคตะวันออกเฉียงเหนือ,790
598,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนอาคาร (หลัง),ภาคตะวันออกเฉียงเหนือ,41169
599,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคตะวันออกเฉียงเหนือ,2045
600,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,รวม,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคตะวันออกเฉียงเหนือ,433
601,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,นครราชสีมา,จำนวนอาคาร (หลัง),ภาคตะวันออกเฉียงเหนือ,14423
602,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,นครราชสีมา,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคตะวันออกเฉียงเหนือ,937
603,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,นครราชสีมา,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคตะวันออกเฉียงเหนือ,87
604,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,นครราชสีมา,จำนวนอาคาร (หลัง),ภาคตะวันออกเฉียงเหนือ,14082
605,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,นครราชสีมา,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคตะวันออกเฉียงเหนือ,1330
606,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,นครราชสีมา,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคตะวันออกเฉียงเหนือ,145
607,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,นครราชสีมา,จำนวนอาคาร (หลัง),ภาคตะวันออกเฉียงเหนือ,12626
608,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,นครราชสีมา,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคตะวันออกเฉียงเหนือ,1687
609,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,นครราชสีมา,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคตะวันออกเฉียงเหนือ,137
610,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,นครราชสีมา,จำนวนอาคาร (หลัง),ภาคตะวันออกเฉียงเหนือ,14487
611,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,นครราชสีมา,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคตะวันออกเฉียงเหนือ,1235
612,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,นครราชสีมา,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคตะวันออกเฉียงเหนือ,140
613,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,บุรีรัมย์,จำนวนอาคาร (หลัง),ภาคตะวันออกเฉียงเหนือ,1290
614,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,บุรีรัมย์,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคตะวันออกเฉียงเหนือ,78
615,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,บุรีรัมย์,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคตะวันออกเฉียงเหนือ,22
616,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,บุรีรัมย์,จำนวนอาคาร (หลัง),ภาคตะวันออกเฉียงเหนือ,1262
617,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,บุรีรัมย์,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคตะวันออกเฉียงเหนือ,122
618,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,บุรีรัมย์,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคตะวันออกเฉียงเหนือ,14
619,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,บุรีรัมย์,จำนวนอาคาร (หลัง),ภาคตะวันออกเฉียงเหนือ,2422
620,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,บุรีรัมย์,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคตะวันออกเฉียงเหนือ,137
621,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,บุรีรัมย์,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคตะวันออกเฉียงเหนือ,59
622,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,บุรีรัมย์,จำนวนอาคาร (หลัง),ภาคตะวันออกเฉียงเหนือ,2790
623,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,บุรีรัมย์,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคตะวันออกเฉียงเหนือ,33
624,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,บุรีรัมย์,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคตะวันออกเฉียงเหนือ,25
625,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,สุรินทร์,จำนวนอาคาร (หลัง),ภาคตะวันออกเฉียงเหนือ,1646
626,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,สุรินทร์,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคตะวันออกเฉียงเหนือ,156
