_id,permission,﻿year,unit,source,province,license_type,region,value
1000,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ยะลา,จำนวนอาคาร (หลัง),ภาคใต้,1109
1001,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ยะลา,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคใต้,5
1002,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,ยะลา,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคใต้,18
1003,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ยะลา,จำนวนอาคาร (หลัง),ภาคใต้,1167
1004,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ยะลา,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคใต้,2
1005,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,ยะลา,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคใต้,4
1006,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ยะลา,จำนวนอาคาร (หลัง),ภาคใต้,1175
1007,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ยะลา,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคใต้,6
1008,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,ยะลา,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคใต้,6
1009,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,นราธิวาส,จำนวนอาคาร (หลัง),ภาคใต้,680
1010,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,นราธิวาส,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคใต้,0
1011,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2559,ราย,สำนักงานสถิติแห่งชาติ,นราธิวาส,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคใต้,0
1012,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,นราธิวาส,จำนวนอาคาร (หลัง),ภาคใต้,699
1013,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,นราธิวาส,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคใต้,0
1014,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2560,ราย,สำนักงานสถิติแห่งชาติ,นราธิวาส,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคใต้,0
1015,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,นราธิวาส,จำนวนอาคาร (หลัง),ภาคใต้,575
1016,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,นราธิวาส,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคใต้,0
1017,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2561,ราย,สำนักงานสถิติแห่งชาติ,นราธิวาส,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคใต้,0
1018,สิ่งก่อสร้างที่เป็นอาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,นราธิวาส,จำนวนอาคาร (หลัง),ภาคใต้,593
1019,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,นราธิวาส,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ภาคใต้,0
1020,สิ่งก่อสร้างที่มิใช่อาคารโรงเรือน,2562,ราย,สำนักงานสถิติแห่งชาติ,นราธิวาส,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ภาคใต้,0
1021,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,10 ) กรุงเทพมหานคร,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),1 ) กรุงเทพมหานครและปริมณฑล,555
1022,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,10 ) กรุงเทพมหานคร,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),1 ) กรุงเทพมหานครและปริมณฑล,7003
1023,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,11 ) สมุทรปราการ,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),1 ) กรุงเทพมหานครและปริมณฑล,459
1024,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,67 ) เพชรบูรณ์,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ทั่วประเทศ,10
1025,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,67 ) เพชรบูรณ์,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ทั่วประเทศ,49
1026,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,70 ) ราชบุรี,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ทั่วประเทศ,70
1027,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,70 ) ราชบุรี,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ทั่วประเทศ,148
1028,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,71 ) กาญจนบุรี,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ทั่วประเทศ,29
1029,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,71 ) กาญจนบุรี,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ทั่วประเทศ,40
1030,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,72 ) สุพรรณบุรี,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ทั่วประเทศ,28
1031,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,72 ) สุพรรณบุรี,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ทั่วประเทศ,51
1032,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,73 ) นครปฐม,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ทั่วประเทศ,125
1033,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,73 ) นครปฐม,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ทั่วประเทศ,477
1034,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,74 ) สมุทรสาคร,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ทั่วประเทศ,209
1035,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,74 ) สมุทรสาคร,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ทั่วประเทศ,1840
1036,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,75 ) สมุทรสงคราม,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ทั่วประเทศ,20
1037,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,75 ) สมุทรสงคราม,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ทั่วประเทศ,68
1038,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,76 ) เพชรบุรี,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ทั่วประเทศ,65
1039,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,76 ) เพชรบุรี,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ทั่วประเทศ,108
1040,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,77 ) ประจวบคีรีขันธ์,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ทั่วประเทศ,122
1041,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,77 ) ประจวบคีรีขันธ์,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ทั่วประเทศ,943
1042,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,80 ) นครศรีธรรมราช,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ทั่วประเทศ,74
1043,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,80 ) นครศรีธรรมราช,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ทั่วประเทศ,216
1044,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,81 ) กระบี่,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ทั่วประเทศ,52
1045,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,81 ) กระบี่,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ทั่วประเทศ,67
1046,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,82 ) พังงา,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ทั่วประเทศ,18
1047,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,82 ) พังงา,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ทั่วประเทศ,28
1048,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,83 ) ภูเก็ต,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ทั่วประเทศ,326
1049,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,83 ) ภูเก็ต,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ทั่วประเทศ,408
1050,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,84 ) สุราษฎร์ธานี,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ทั่วประเทศ,105
1051,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,84 ) สุราษฎร์ธานี,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ทั่วประเทศ,159
1052,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,85 ) ระนอง,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ทั่วประเทศ,8
1053,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,85 ) ระนอง,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ทั่วประเทศ,11
1054,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,86 ) ชุมพร,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ทั่วประเทศ,16
1055,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,86 ) ชุมพร,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ทั่วประเทศ,33
1056,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,90 ) สงขลา,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ทั่วประเทศ,32
1057,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,90 ) สงขลา,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ทั่วประเทศ,83
1058,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,91 ) สตูล,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ทั่วประเทศ,8
1059,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,91 ) สตูล,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ทั่วประเทศ,14
1060,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,92 ) ตรัง,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ทั่วประเทศ,13
1061,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,92 ) ตรัง,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ทั่วประเทศ,21
1062,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,93 ) พัทลุง,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ทั่วประเทศ,16
1063,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,93 ) พัทลุง,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ทั่วประเทศ,22
1064,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,94 ) ปัตตานี,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ทั่วประเทศ,5
1065,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,94 ) ปัตตานี,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ทั่วประเทศ,5
1066,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,95 ) ยะลา,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),ทั่วประเทศ,3
1067,2.มิใช่อาคารโรงเรือน,2563,ราย,สำนักงานสถิติแห่งชาติ,95 ) ยะลา,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),ทั่วประเทศ,7
1068,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,10 ) กรุงเทพมหานคร,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),1 ) กรุงเทพมหานครและปริมณฑล,507
1069,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,10 ) กรุงเทพมหานคร,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),1 ) กรุงเทพมหานครและปริมณฑล,6355
1070,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,11 ) สมุทรปราการ,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),1 ) กรุงเทพมหานครและปริมณฑล,529
1071,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,11 ) สมุทรปราการ,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),1 ) กรุงเทพมหานครและปริมณฑล,3327
1072,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,12 ) นนทบุรี,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),1 ) กรุงเทพมหานครและปริมณฑล,234
1073,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,12 ) นนทบุรี,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),1 ) กรุงเทพมหานครและปริมณฑล,2034
1074,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,13 ) ปทุมธานี,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),1 ) กรุงเทพมหานครและปริมณฑล,748
1075,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,13 ) ปทุมธานี,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),1 ) กรุงเทพมหานครและปริมณฑล,4933
1076,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,73 ) นครปฐม,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),1 ) กรุงเทพมหานครและปริมณฑล,116
1077,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,73 ) นครปฐม,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),1 ) กรุงเทพมหานครและปริมณฑล,524
1078,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,74 ) สมุทรสาคร,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),1 ) กรุงเทพมหานครและปริมณฑล,168
1079,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,74 ) สมุทรสาคร,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),1 ) กรุงเทพมหานครและปริมณฑล,1990
1080,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,14 ) พระนครศรีอยุธยา,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),2 ) กลาง,71
1081,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,14 ) พระนครศรีอยุธยา,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),2 ) กลาง,244
1082,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,15 ) อ่างทอง,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),2 ) กลาง,4
1083,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,15 ) อ่างทอง,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),2 ) กลาง,13
1084,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,16 ) ลพบุรี,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),2 ) กลาง,7
1085,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,16 ) ลพบุรี,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),2 ) กลาง,34
1086,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,17 ) สิงห์บุรี,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),2 ) กลาง,2
1087,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,17 ) สิงห์บุรี,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),2 ) กลาง,5
1088,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,18 ) ชัยนาท,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),2 ) กลาง,8
1089,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,18 ) ชัยนาท,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),2 ) กลาง,53
1090,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,19 ) สระบุรี,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),2 ) กลาง,47
1091,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,19 ) สระบุรี,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),2 ) กลาง,213
1092,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,20 ) ชลบุรี,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),3 ) ตะวันออก,292
1093,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,20 ) ชลบุรี,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),3 ) ตะวันออก,1474
1094,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,21 ) ระยอง,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),3 ) ตะวันออก,83
1095,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,21 ) ระยอง,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),3 ) ตะวันออก,458
1096,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,22 ) จันทบุรี,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),3 ) ตะวันออก,26
1097,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,22 ) จันทบุรี,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),3 ) ตะวันออก,88
1098,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,23 ) ตราด,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),3 ) ตะวันออก,6
1099,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,23 ) ตราด,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),3 ) ตะวันออก,16
1100,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,24 ) ฉะเชิงเทรา,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),3 ) ตะวันออก,69
1101,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,24 ) ฉะเชิงเทรา,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),3 ) ตะวันออก,198
1102,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,25 ) ปราจีนบุรี,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),3 ) ตะวันออก,4
1103,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,25 ) ปราจีนบุรี,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),3 ) ตะวันออก,9
1104,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,26 ) นครนายก,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),3 ) ตะวันออก,6
1105,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,26 ) นครนายก,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),3 ) ตะวันออก,20
1106,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,27 ) สระแก้ว,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),3 ) ตะวันออก,12
1107,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,27 ) สระแก้ว,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),3 ) ตะวันออก,26
1108,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,70 ) ราชบุรี,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),4 ) ตะวันตก,46
1109,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,70 ) ราชบุรี,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),4 ) ตะวันตก,162
1110,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,71 ) กาญจนบุรี,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),4 ) ตะวันตก,3
1111,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,71 ) กาญจนบุรี,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),4 ) ตะวันตก,8
1112,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,72 ) สุพรรณบุรี,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),4 ) ตะวันตก,11
1113,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,72 ) สุพรรณบุรี,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),4 ) ตะวันตก,37
1114,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,75 ) สมุทรสงคราม,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),4 ) ตะวันตก,14
1115,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,75 ) สมุทรสงคราม,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),4 ) ตะวันตก,68
1116,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,76 ) เพชรบุรี,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),4 ) ตะวันตก,37
1117,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,76 ) เพชรบุรี,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),4 ) ตะวันตก,78
1118,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,77 ) ประจวบคีรีขันธ์,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),4 ) ตะวันตก,127
1119,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,77 ) ประจวบคีรีขันธ์,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),4 ) ตะวันตก,700
1120,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,50 ) เชียงใหม่,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),5 ) เหนือ,193
1121,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,50 ) เชียงใหม่,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),5 ) เหนือ,731
1122,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,51 ) ลำพูน,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),5 ) เหนือ,63
1123,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,51 ) ลำพูน,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),5 ) เหนือ,343
1124,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,52 ) ลำปาง,จำนวนสิ่งก่อสร้าง ประเภทพื้นที่ (แห่ง),5 ) เหนือ,37
1125,2.มิใช่อาคารโรงเรือน,2564,ราย,สำนักงานสถิติแห่งชาติ,52 ) ลำปาง,จำนวนสิ่งก่อสร้าง ประเภทความยาว (แห่ง),5 ) เหนือ,242
