ชื่อสารคดี,_id,คำบรรยาย,เวลา,วันที่ออกอากาศ,ลำดับที่,URL
สารคดีเฉลิมพระเกียรติพระบาทสมเด็จพระเจ้าอยู่หัว ตอน ศาสตร์แห่งวชิรราชา เกษตรวิชญา เพื่อประชาผาสุก,1,"เนื่องในโอกาสพระราชพิธีมหามงคลเฉลิมพระชนมพรรษา 6 รอบ 28 กรกฎาคม 2567 โทรทัศน์รวมการเฉพาะกิจแห่งประเทศไทย ขอเชิญชมสารคดีเฉลิมพระเกียรติพระบาทสมเด็จพระเจ้าอยู่หัว วันนี้ ขอเสนอ ตอน ""ศาสตร์แห่งวชิรราชา เกษตรวิชญา เพื่อประชาผาสุก"" ",5.50  นาที ,13-ก.ค.-67,1,https://youtu.be/gZ37zFF_oRI
