province,sex,quarter,occupation,_id,year,value,attribute,unit,source
สระบุรี,หญิง,ไตรมาสที่ 2,เสมียน,2865,2567,17111,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 2,พนักงานบริการและผู้จำหน่ายสินค้า,2866,2567,52991,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 2,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และประมง,2867,2567,14121,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 2,ช่างฝีมือและผู้ปฏิบัติงานที่เกี่ยวข้อง,2868,2567,18102,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 2,ผู้ควบคุมเครื่องจักรโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,2869,2567,16545,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 2,ผู้ประกอบอาชีพงานพื้นฐาน,2870,2567,30152,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 2,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,2871,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 3,รวมยอด,2872,2567,413303,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 3,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย,2873,2567,10784,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 3,ผู้ประกอบวิชาชีพด้านต่าง ๆ,2874,2567,19532,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 3,เจ้าหน้าที่เทคนิคและผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่าง ๆ,2875,2567,23436,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 3,เสมียน,2876,2567,19665,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 3,พนักงานบริการและผู้จำหน่ายสินค้า,2877,2567,77893,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 3,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และประมง,2878,2567,56231,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 3,ช่างฝีมือและผู้ปฏิบัติงานที่เกี่ยวข้อง,2879,2567,62623,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 3,ผู้ควบคุมเครื่องจักรโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,2880,2567,82745,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 3,ผู้ประกอบอาชีพงานพื้นฐาน,2881,2567,60395,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 3,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,2882,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 3,รวมยอด,2883,2567,237567,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 3,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย,2884,2567,8065,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 3,ผู้ประกอบวิชาชีพด้านต่าง ๆ,2885,2567,7681,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 3,เจ้าหน้าที่เทคนิคและผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่าง ๆ,2886,2567,10321,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 3,เสมียน,2887,2567,5885,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 3,พนักงานบริการและผู้จำหน่ายสินค้า,2888,2567,25883,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 3,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และประมง,2889,2567,36658,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 3,ช่างฝีมือและผู้ปฏิบัติงานที่เกี่ยวข้อง,2890,2567,47462,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 3,ผู้ควบคุมเครื่องจักรโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,2891,2567,63101,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 3,ผู้ประกอบอาชีพงานพื้นฐาน,2892,2567,32510,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 3,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,2893,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 3,รวมยอด,2894,2567,175737,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 3,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย,2895,2567,2718,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 3,ผู้ประกอบวิชาชีพด้านต่าง ๆ,2896,2567,11851,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 3,เจ้าหน้าที่เทคนิคและผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่าง ๆ,2897,2567,13115,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 3,เสมียน,2898,2567,13780,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 3,พนักงานบริการและผู้จำหน่ายสินค้า,2899,2567,52010,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 3,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และประมง,2900,2567,19574,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 3,ช่างฝีมือและผู้ปฏิบัติงานที่เกี่ยวข้อง,2901,2567,15161,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 3,ผู้ควบคุมเครื่องจักรโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,2902,2567,19644,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 3,ผู้ประกอบอาชีพงานพื้นฐาน,2903,2567,27884,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 3,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,2904,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 4,รวมยอด,2905,2567,415115,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 4,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย,2906,2567,8075,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 4,ผู้ประกอบวิชาชีพด้านต่าง ๆ,2907,2567,20241,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 4,เจ้าหน้าที่เทคนิคและผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่าง ๆ,2908,2567,24139,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 4,เสมียน,2909,2567,19275,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 4,พนักงานบริการและผู้จำหน่ายสินค้า,2910,2567,83781,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 4,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และประมง,2911,2567,60212,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 4,ช่างฝีมือและผู้ปฏิบัติงานที่เกี่ยวข้อง,2912,2567,58785,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 4,ผู้ควบคุมเครื่องจักรโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,2913,2567,81396,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 4,ผู้ประกอบอาชีพงานพื้นฐาน,2914,2567,59213,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 4,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,2915,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 4,รวมยอด,2916,2567,235607,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 4,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย,2917,2567,5200,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 4,ผู้ประกอบวิชาชีพด้านต่าง ๆ,2918,2567,9139,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 4,เจ้าหน้าที่เทคนิคและผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่าง ๆ,2919,2567,11646,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 4,เสมียน,2920,2567,4107,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 4,พนักงานบริการและผู้จำหน่ายสินค้า,2921,2567,31236,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 4,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และประมง,2922,2567,36535,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 4,ช่างฝีมือและผู้ปฏิบัติงานที่เกี่ยวข้อง,2923,2567,43137,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 4,ผู้ควบคุมเครื่องจักรโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,2924,2567,59698,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 4,ผู้ประกอบอาชีพงานพื้นฐาน,2925,2567,34909,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 4,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,2926,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 4,รวมยอด,2927,2567,179509,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 4,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย,2928,2567,2876,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 4,ผู้ประกอบวิชาชีพด้านต่าง ๆ,2929,2567,11102,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 4,เจ้าหน้าที่เทคนิคและผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่าง ๆ,2930,2567,12493,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 4,เสมียน,2931,2567,15167,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 4,พนักงานบริการและผู้จำหน่ายสินค้า,2932,2567,52545,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 4,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และประมง,2933,2567,23677,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 4,ช่างฝีมือและผู้ปฏิบัติงานที่เกี่ยวข้อง,2934,2567,15648,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 4,ผู้ควบคุมเครื่องจักรโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,2935,2567,21698,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 4,ผู้ประกอบอาชีพงานพื้นฐาน,2936,2567,24303,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 4,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,2937,2567,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 1,รวมยอด,2938,2568,420052,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 1,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย,2939,2568,12701,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านต่าง ๆ,2940,2568,22335,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 1,เจ้าหน้าที่เทคนิคและผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่าง ๆ,2941,2568,23582,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 1,เสมียน,2942,2568,21002,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 1,พนักงานบริการและผู้จำหน่ายสินค้า,2943,2568,76822,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และประมง,2944,2568,56242,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 1,ช่างฝีมือและผู้ปฏิบัติงานที่เกี่ยวข้อง,2945,2568,77563,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 1,ผู้ควบคุมเครื่องจักรโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,2946,2568,73592,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 1,ผู้ประกอบอาชีพงานพื้นฐาน,2947,2568,56213,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,รวม,ไตรมาสที่ 1,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,2948,2568,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 1,รวมยอด,2949,2568,237675,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 1,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย,2950,2568,9191,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านต่าง ๆ,2951,2568,9035,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 1,เจ้าหน้าที่เทคนิคและผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่าง ๆ,2952,2568,13524,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 1,เสมียน,2953,2568,2841,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 1,พนักงานบริการและผู้จำหน่ายสินค้า,2954,2568,30507,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และประมง,2955,2568,33700,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 1,ช่างฝีมือและผู้ปฏิบัติงานที่เกี่ยวข้อง,2956,2568,56266,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 1,ผู้ควบคุมเครื่องจักรโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,2957,2568,53265,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 1,ผู้ประกอบอาชีพงานพื้นฐาน,2958,2568,29345,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,ชาย,ไตรมาสที่ 1,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,2959,2568,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 1,รวมยอด,2960,2568,182377,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 1,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย,2961,2568,3510,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านต่าง ๆ,2962,2568,13299,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 1,เจ้าหน้าที่เทคนิคและผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่าง ๆ,2963,2568,10058,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 1,เสมียน,2964,2568,18160,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 1,พนักงานบริการและผู้จำหน่ายสินค้า,2965,2568,46315,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และประมง,2966,2568,22542,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 1,ช่างฝีมือและผู้ปฏิบัติงานที่เกี่ยวข้อง,2967,2568,21297,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 1,ผู้ควบคุมเครื่องจักรโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,2968,2568,20327,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 1,ผู้ประกอบอาชีพงานพื้นฐาน,2969,2568,26868,,คน,สำนักงานสถิติแห่งชาติ
สระบุรี,หญิง,ไตรมาสที่ 1,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,2970,2568,0,ศูนย์ยกกำลังดับเบิลยู หมายถึง ข้อมูลจากการสำรวจตัวอย่างมีค่าเป็น 0,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,รวม,ไตรมาสที่ 1,รวมยอด,2971,2566,1145985,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,รวม,ไตรมาสที่ 1,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย,2972,2566,37755,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,รวม,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านต่าง ๆ,2973,2566,47832,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,รวม,ไตรมาสที่ 1,เจ้าหน้าที่เทคนิคและผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่าง ๆ,2974,2566,76438,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,รวม,ไตรมาสที่ 1,เสมียน,2975,2566,27707,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,รวม,ไตรมาสที่ 1,พนักงานบริการและผู้จำหน่ายสินค้า,2976,2566,358006,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,รวม,ไตรมาสที่ 1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และประมง,2977,2566,31309,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,รวม,ไตรมาสที่ 1,ช่างฝีมือและผู้ปฏิบัติงานที่เกี่ยวข้อง,2978,2566,146818,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,รวม,ไตรมาสที่ 1,ผู้ควบคุมเครื่องจักรโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,2979,2566,307722,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,รวม,ไตรมาสที่ 1,ผู้ประกอบอาชีพงานพื้นฐาน,2980,2566,102173,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,รวม,ไตรมาสที่ 1,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,2981,2566,10225,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,ชาย,ไตรมาสที่ 1,รวมยอด,2982,2566,614817,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,ชาย,ไตรมาสที่ 1,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย,2983,2566,20551,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,ชาย,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านต่าง ๆ,2984,2566,15423,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,ชาย,ไตรมาสที่ 1,เจ้าหน้าที่เทคนิคและผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่าง ๆ,2985,2566,31582,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,ชาย,ไตรมาสที่ 1,เสมียน,2986,2566,7931,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,ชาย,ไตรมาสที่ 1,พนักงานบริการและผู้จำหน่ายสินค้า,2987,2566,163284,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,ชาย,ไตรมาสที่ 1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และประมง,2988,2566,20355,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,ชาย,ไตรมาสที่ 1,ช่างฝีมือและผู้ปฏิบัติงานที่เกี่ยวข้อง,2989,2566,117309,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,ชาย,ไตรมาสที่ 1,ผู้ควบคุมเครื่องจักรโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,2990,2566,193688,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,ชาย,ไตรมาสที่ 1,ผู้ประกอบอาชีพงานพื้นฐาน,2991,2566,39119,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,ชาย,ไตรมาสที่ 1,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,2992,2566,5574,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,หญิง,ไตรมาสที่ 1,รวมยอด,2993,2566,531168,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,หญิง,ไตรมาสที่ 1,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย,2994,2566,17204,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,หญิง,ไตรมาสที่ 1,ผู้ประกอบวิชาชีพด้านต่าง ๆ,2995,2566,32409,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,หญิง,ไตรมาสที่ 1,เจ้าหน้าที่เทคนิคและผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่าง ๆ,2996,2566,44856,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,หญิง,ไตรมาสที่ 1,เสมียน,2997,2566,19776,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,หญิง,ไตรมาสที่ 1,พนักงานบริการและผู้จำหน่ายสินค้า,2998,2566,194722,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,หญิง,ไตรมาสที่ 1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และประมง,2999,2566,10954,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,หญิง,ไตรมาสที่ 1,ช่างฝีมือและผู้ปฏิบัติงานที่เกี่ยวข้อง,3000,2566,29509,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,หญิง,ไตรมาสที่ 1,ผู้ควบคุมเครื่องจักรโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,3001,2566,114034,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,หญิง,ไตรมาสที่ 1,ผู้ประกอบอาชีพงานพื้นฐาน,3002,2566,63054,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,หญิง,ไตรมาสที่ 1,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,3003,2566,4651,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,รวม,ไตรมาสที่ 2,รวมยอด,3004,2566,1151606,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,รวม,ไตรมาสที่ 2,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย,3005,2566,35859,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,รวม,ไตรมาสที่ 2,ผู้ประกอบวิชาชีพด้านต่าง ๆ,3006,2566,44226,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,รวม,ไตรมาสที่ 2,เจ้าหน้าที่เทคนิคและผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่าง ๆ,3007,2566,97545,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,รวม,ไตรมาสที่ 2,เสมียน,3008,2566,46030,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,รวม,ไตรมาสที่ 2,พนักงานบริการและผู้จำหน่ายสินค้า,3009,2566,333613,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,รวม,ไตรมาสที่ 2,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และประมง,3010,2566,27783,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,รวม,ไตรมาสที่ 2,ช่างฝีมือและผู้ปฏิบัติงานที่เกี่ยวข้อง,3011,2566,128861,,คน,สำนักงานสถิติแห่งชาติ
ชลบุรี,รวม,ไตรมาสที่ 2,ผู้ควบคุมเครื่องจักรโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,3012,2566,323266,,คน,สำนักงานสถิติแห่งชาติ
