เดือน,จำนวน,_id,ปี พ.ศ.,ประเภทรถ,ประเภทกฏหมาย
กุมภาพันธ์,66913,1,2566,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
กุมภาพันธ์,1893,2,2566,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กุมภาพันธ์,17031,3,2566,รย. 3 รถยนต์บรรทุกส่วนบุคคล,รถยนต์
กุมภาพันธ์,8,4,2566,รย. 4 รถยนต์สามล้อส่วนบุคคล,รถยนต์
กุมภาพันธ์,291,5,2566,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
กุมภาพันธ์,1,6,2566,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),รถยนต์
กุมภาพันธ์,32,7,2566,รย. 8 รถยนต์รับจ้างสามล้อ,รถยนต์
กุมภาพันธ์,21,8,2566,รย. 9 รถยนต์บริการธุรกิจ,รถยนต์
กุมภาพันธ์,38,9,2566,รย. 10 รถยนต์บริการทัศนาจร,รถยนต์
กุมภาพันธ์,179091,10,2566,รย. 12 รถจักรยานยนต์,รถยนต์
กุมภาพันธ์,5583,11,2566,รย. 13 รถแทร็กเตอร์,รถยนต์
กุมภาพันธ์,55,12,2566,รย. 14 รถบดถนน,รถยนต์
กุมภาพันธ์,29,13,2566,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
กุมภาพันธ์,72,14,2566,รย. 16 รถพ่วง,รถยนต์
กุมภาพันธ์,137,15,2566,รย. 17 รถจักรยานยนต์สาธารณะ,รถยนต์
กุมภาพันธ์,295,16,2566,รถโดยสารประจำทาง,รถขนส่ง
กุมภาพันธ์,334,17,2566,รถโดยสารไม่ประจำทาง,รถขนส่ง
กุมภาพันธ์,39,18,2566,รถโดยสารส่วนบุคคล,รถขนส่ง
กุมภาพันธ์,2797,19,2566,รถบรรทุกไม่ประจำทาง,รถขนส่ง
กุมภาพันธ์,3156,20,2566,รถบรรทุกส่วนบุคคล,รถขนส่ง
