ที่มา,_id,ปี,ค่าข้อมูล (รวม),รายการ,จังหวัด,หน่วย
สำนักงานสถิติจังหวัดชัยนาท,1,2561,12458,ค่าจ้างหรือเงินเดือนเฉลี่ยของผู้สูงอายุที่ทำงาน,ชัยนาท,บาท
สำนักงานสถิติจังหวัดชัยนาท,2,2562,9238,ค่าจ้างหรือเงินเดือนเฉลี่ยของผู้สูงอายุที่ทำงาน,ชัยนาท,บาท
สำนักงานสถิติจังหวัดชัยนาท,3,2563,7043,ค่าจ้างหรือเงินเดือนเฉลี่ยของผู้สูงอายุที่ทำงาน,ชัยนาท,บาท
สำนักงานสถิติจังหวัดชัยนาท,4,2564,13963,ค่าจ้างหรือเงินเดือนเฉลี่ยของผู้สูงอายุที่ทำงาน,ชัยนาท,บาท
สำนักงานสถิติจังหวัดชัยนาท,5,2565,11427,ค่าจ้างหรือเงินเดือนเฉลี่ยของผู้สูงอายุที่ทำงาน,ชัยนาท,บาท
สำนักงานสถิติจังหวัดชัยนาท,6,2566,8181,ค่าจ้างหรือเงินเดือนเฉลี่ยของผู้สูงอายุที่ทำงาน,ชัยนาท,บาท
สำนักงานสถิติจังหวัดชัยนาท,7,2567,9049,ค่าจ้างหรือเงินเดือนเฉลี่ยของผู้สูงอายุที่ทำงาน,ชัยนาท,บาท
สำนักงานสถิติจังหวัดชัยนาท,8,2568,8631,ค่าจ้างหรือเงินเดือนเฉลี่ยของผู้สูงอายุที่ทำงาน,ชัยนาท,บาท
