VALUE,QUARTER,SOURCE,_id,SEX,HOURS_WEEK,UNIT,REGION,YEAR
597.66,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,749,หญิง,50 ชั่วโมงขึ้นไป,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
20.03,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,750,ชาย, < 1 ชั่วโมง,พันคน,ภาคใต้,2567
30.31,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,751,ชาย,1 - 9 ชั่วโมง,พันคน,ภาคใต้,2567
131.26,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,752,ชาย,10 - 19 ชั่วโมง,พันคน,ภาคใต้,2567
418.31,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,753,ชาย,20 - 29 ชั่วโมง,พันคน,ภาคใต้,2567
325.25,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,754,ชาย,30 - 34 ชั่วโมง,พันคน,ภาคใต้,2567
405.76,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,755,ชาย,35 - 39 ชั่วโมง,พันคน,ภาคใต้,2567
1284.32,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,756,ชาย,40 - 49 ชั่วโมง,พันคน,ภาคใต้,2567
331.18,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,757,ชาย,50 ชั่วโมงขึ้นไป,พันคน,ภาคใต้,2567
16.87,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,758,หญิง, < 1 ชั่วโมง,พันคน,ภาคใต้,2567
28.52,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,759,หญิง,1 - 9 ชั่วโมง,พันคน,ภาคใต้,2567
143.32,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,760,หญิง,10 - 19 ชั่วโมง,พันคน,ภาคใต้,2567
310.32,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,761,หญิง,20 - 29 ชั่วโมง,พันคน,ภาคใต้,2567
246.43,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,762,หญิง,30 - 34 ชั่วโมง,พันคน,ภาคใต้,2567
369.6,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,763,หญิง,35 - 39 ชั่วโมง,พันคน,ภาคใต้,2567
988.64,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,764,หญิง,40 - 49 ชั่วโมง,พันคน,ภาคใต้,2567
265.17,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,765,หญิง,50 ชั่วโมงขึ้นไป,พันคน,ภาคใต้,2567
7.32,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,766,ชาย, < 1 ชั่วโมง,พันคน,กรุงเทพมหานคร,2567
1.44,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,767,ชาย,1 - 9 ชั่วโมง,พันคน,กรุงเทพมหานคร,2567
11.79,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,768,ชาย,10 - 19 ชั่วโมง,พันคน,กรุงเทพมหานคร,2567
53.3,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,769,ชาย,20 - 29 ชั่วโมง,พันคน,กรุงเทพมหานคร,2567
74.22,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,770,ชาย,30 - 34 ชั่วโมง,พันคน,กรุงเทพมหานคร,2567
210.85,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,771,ชาย,35 - 39 ชั่วโมง,พันคน,กรุงเทพมหานคร,2567
1973.85,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,772,ชาย,40 - 49 ชั่วโมง,พันคน,กรุงเทพมหานคร,2567
641.92,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,773,ชาย,50 ชั่วโมงขึ้นไป,พันคน,กรุงเทพมหานคร,2567
0.66,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,774,หญิง, < 1 ชั่วโมง,พันคน,กรุงเทพมหานคร,2567
3.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,775,หญิง,1 - 9 ชั่วโมง,พันคน,กรุงเทพมหานคร,2567
8.85,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,776,หญิง,10 - 19 ชั่วโมง,พันคน,กรุงเทพมหานคร,2567
51.08,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,777,หญิง,20 - 29 ชั่วโมง,พันคน,กรุงเทพมหานคร,2567
70.9,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,778,หญิง,30 - 34 ชั่วโมง,พันคน,กรุงเทพมหานคร,2567
208.49,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,779,หญิง,35 - 39 ชั่วโมง,พันคน,กรุงเทพมหานคร,2567
1904.96,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,780,หญิง,40 - 49 ชั่วโมง,พันคน,กรุงเทพมหานคร,2567
497.33,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,781,หญิง,50 ชั่วโมงขึ้นไป,พันคน,กรุงเทพมหานคร,2567
17.89,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,782,ชาย, < 1 ชั่วโมง,พันคน,ภาคกลาง,2567
62.31,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,783,ชาย,1 - 9 ชั่วโมง,พันคน,ภาคกลาง,2567
47.32,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,784,ชาย,10 - 19 ชั่วโมง,พันคน,ภาคกลาง,2567
166.36,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,785,ชาย,20 - 29 ชั่วโมง,พันคน,ภาคกลาง,2567
204.32,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,786,ชาย,30 - 34 ชั่วโมง,พันคน,ภาคกลาง,2567
625.57,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,787,ชาย,35 - 39 ชั่วโมง,พันคน,ภาคกลาง,2567
4555.3,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,788,ชาย,40 - 49 ชั่วโมง,พันคน,ภาคกลาง,2567
1499.81,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,789,ชาย,50 ชั่วโมงขึ้นไป,พันคน,ภาคกลาง,2567
13.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,790,หญิง, < 1 ชั่วโมง,พันคน,ภาคกลาง,2567
54.99,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,791,หญิง,1 - 9 ชั่วโมง,พันคน,ภาคกลาง,2567
41.29,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,792,หญิง,10 - 19 ชั่วโมง,พันคน,ภาคกลาง,2567
159.56,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,793,หญิง,20 - 29 ชั่วโมง,พันคน,ภาคกลาง,2567
165.87,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,794,หญิง,30 - 34 ชั่วโมง,พันคน,ภาคกลาง,2567
623.64,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,795,หญิง,35 - 39 ชั่วโมง,พันคน,ภาคกลาง,2567
4054.06,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,796,หญิง,40 - 49 ชั่วโมง,พันคน,ภาคกลาง,2567
1157.84,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,797,หญิง,50 ชั่วโมงขึ้นไป,พันคน,ภาคกลาง,2567
13.41,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,798,ชาย, < 1 ชั่วโมง,พันคน,ภาคเหนือ,2567
9.17,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,799,ชาย,1 - 9 ชั่วโมง,พันคน,ภาคเหนือ,2567
43.63,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,800,ชาย,10 - 19 ชั่วโมง,พันคน,ภาคเหนือ,2567
263.37,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,801,ชาย,20 - 29 ชั่วโมง,พันคน,ภาคเหนือ,2567
302.01,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,802,ชาย,30 - 34 ชั่วโมง,พันคน,ภาคเหนือ,2567
439.05,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,803,ชาย,35 - 39 ชั่วโมง,พันคน,ภาคเหนือ,2567
1666.91,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,804,ชาย,40 - 49 ชั่วโมง,พันคน,ภาคเหนือ,2567
614.75,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,805,ชาย,50 ชั่วโมงขึ้นไป,พันคน,ภาคเหนือ,2567
9.49,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,806,หญิง, < 1 ชั่วโมง,พันคน,ภาคเหนือ,2567
11.03,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,807,หญิง,1 - 9 ชั่วโมง,พันคน,ภาคเหนือ,2567
56.14,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,808,หญิง,10 - 19 ชั่วโมง,พันคน,ภาคเหนือ,2567
231.88,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,809,หญิง,20 - 29 ชั่วโมง,พันคน,ภาคเหนือ,2567
261.05,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,810,หญิง,30 - 34 ชั่วโมง,พันคน,ภาคเหนือ,2567
445.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,811,หญิง,35 - 39 ชั่วโมง,พันคน,ภาคเหนือ,2567
1274.56,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,812,หญิง,40 - 49 ชั่วโมง,พันคน,ภาคเหนือ,2567
545.21,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,813,หญิง,50 ชั่วโมงขึ้นไป,พันคน,ภาคเหนือ,2567
38.65,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,814,ชาย, < 1 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
11.43,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,815,ชาย,1 - 9 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
93.41,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,816,ชาย,10 - 19 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
560.79,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,817,ชาย,20 - 29 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
348.08,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,818,ชาย,30 - 34 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
940.34,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,819,ชาย,35 - 39 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
2476.45,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,820,ชาย,40 - 49 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
655.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,821,ชาย,50 ชั่วโมงขึ้นไป,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
19.86,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,822,หญิง, < 1 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
7.94,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,823,หญิง,1 - 9 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
99.31,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,824,หญิง,10 - 19 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
537.7,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,825,หญิง,20 - 29 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
314.03,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,826,หญิง,30 - 34 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
882.87,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,827,หญิง,35 - 39 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
1910.41,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,828,หญิง,40 - 49 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
571.23,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,829,หญิง,50 ชั่วโมงขึ้นไป,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
104.48,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,830,ชาย, < 1 ชั่วโมง,พันคน,ภาคใต้,2567
28.26,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,831,ชาย,1 - 9 ชั่วโมง,พันคน,ภาคใต้,2567
240.05,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,832,ชาย,10 - 19 ชั่วโมง,พันคน,ภาคใต้,2567
415.68,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,833,ชาย,20 - 29 ชั่วโมง,พันคน,ภาคใต้,2567
15.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,834,ชาย, น้อยกว่า 10 ชั่วโมง,พันคน,กรุงเทพมหานคร,2563
75.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,835,ชาย, 10-19 ชั่วโมง,พันคน,กรุงเทพมหานคร,2563
148.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,836,ชาย, 20-29 ชั่วโมง,พันคน,กรุงเทพมหานคร,2563
159.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,837,ชาย, 30-34 ชั่วโมง,พันคน,กรุงเทพมหานคร,2563
133.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,838,ชาย, 35-39 ชั่วโมง,พันคน,กรุงเทพมหานคร,2563
1849.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,839,ชาย, 40-49 ชั่วโมง,พันคน,กรุงเทพมหานคร,2563
388.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,840,ชาย, 50 ชั่วโมงขึ้นไป,พันคน,กรุงเทพมหานคร,2563
9.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,841,หญิง, น้อยกว่า 10 ชั่วโมง,พันคน,กรุงเทพมหานคร,2563
70.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,842,หญิง, 10-19 ชั่วโมง,พันคน,กรุงเทพมหานคร,2563
157.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,843,หญิง, 20-29 ชั่วโมง,พันคน,กรุงเทพมหานคร,2563
168.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,844,หญิง, 30-34 ชั่วโมง,พันคน,กรุงเทพมหานคร,2563
160.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,845,หญิง, 35-39 ชั่วโมง,พันคน,กรุงเทพมหานคร,2563
1641.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,846,หญิง, 40-49 ชั่วโมง,พันคน,กรุงเทพมหานคร,2563
309.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,847,หญิง, 50 ชั่วโมงขึ้นไป,พันคน,กรุงเทพมหานคร,2563
165.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,848,ชาย, น้อยกว่า 10 ชั่วโมง,พันคน,ภาคกลาง,2563
279.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,849,ชาย, 10-19 ชั่วโมง,พันคน,ภาคกลาง,2563
513.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,850,ชาย, 20-29 ชั่วโมง,พันคน,ภาคกลาง,2563
362.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,851,ชาย, 30-34 ชั่วโมง,พันคน,ภาคกลาง,2563
560.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,852,ชาย, 35-39 ชั่วโมง,พันคน,ภาคกลาง,2563
3356.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,853,ชาย, 40-49 ชั่วโมง,พันคน,ภาคกลาง,2563
1197.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,854,ชาย, 50 ชั่วโมงขึ้นไป,พันคน,ภาคกลาง,2563
117.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,855,หญิง, น้อยกว่า 10 ชั่วโมง,พันคน,ภาคกลาง,2563
266.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,856,หญิง, 10-19 ชั่วโมง,พันคน,ภาคกลาง,2563
428.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,857,หญิง, 20-29 ชั่วโมง,พันคน,ภาคกลาง,2563
311.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,858,หญิง, 30-34 ชั่วโมง,พันคน,ภาคกลาง,2563
536.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,859,หญิง, 35-39 ชั่วโมง,พันคน,ภาคกลาง,2563
2799.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,860,หญิง, 40-49 ชั่วโมง,พันคน,ภาคกลาง,2563
990.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,861,หญิง, 50 ชั่วโมงขึ้นไป,พันคน,ภาคกลาง,2563
85.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,862,ชาย, น้อยกว่า 10 ชั่วโมง,พันคน,ภาคเหนือ,2563
142.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,863,ชาย, 10-19 ชั่วโมง,พันคน,ภาคเหนือ,2563
300.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,864,ชาย, 20-29 ชั่วโมง,พันคน,ภาคเหนือ,2563
337.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,865,ชาย, 30-34 ชั่วโมง,พันคน,ภาคเหนือ,2563
366.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,866,ชาย, 35-39 ชั่วโมง,พันคน,ภาคเหนือ,2563
1504.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,867,ชาย, 40-49 ชั่วโมง,พันคน,ภาคเหนือ,2563
516.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,868,ชาย, 50 ชั่วโมงขึ้นไป,พันคน,ภาคเหนือ,2563
41.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,869,หญิง, น้อยกว่า 10 ชั่วโมง,พันคน,ภาคเหนือ,2563
138.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,870,หญิง, 10-19 ชั่วโมง,พันคน,ภาคเหนือ,2563
274.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,871,หญิง, 20-29 ชั่วโมง,พันคน,ภาคเหนือ,2563
287.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,872,หญิง, 30-34 ชั่วโมง,พันคน,ภาคเหนือ,2563
362.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,873,หญิง, 35-39 ชั่วโมง,พันคน,ภาคเหนือ,2563
1189.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,874,หญิง, 40-49 ชั่วโมง,พันคน,ภาคเหนือ,2563
490.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,875,หญิง, 50 ชั่วโมงขึ้นไป,พันคน,ภาคเหนือ,2563
242.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,876,ชาย, น้อยกว่า 10 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
143.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,877,ชาย, 10-19 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
459.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,878,ชาย, 20-29 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
362.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,879,ชาย, 30-34 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
710.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,880,ชาย, 35-39 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
2299.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,881,ชาย, 40-49 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
717.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,882,ชาย, 50 ชั่วโมงขึ้นไป,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
140.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,883,หญิง, น้อยกว่า 10 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
155.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,884,หญิง, 10-19 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
423.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,885,หญิง, 20-29 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
289.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,886,หญิง, 30-34 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
685.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,887,หญิง, 35-39 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
1805.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,888,หญิง, 40-49 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
561.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,889,หญิง, 50 ชั่วโมงขึ้นไป,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
69.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,890,ชาย, น้อยกว่า 10 ชั่วโมง,พันคน,ภาคใต้,2563
176.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,891,ชาย, 10-19 ชั่วโมง,พันคน,ภาคใต้,2563
398.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,892,ชาย, 20-29 ชั่วโมง,พันคน,ภาคใต้,2563
336.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,893,ชาย, 30-34 ชั่วโมง,พันคน,ภาคใต้,2563
342.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,894,ชาย, 35-39 ชั่วโมง,พันคน,ภาคใต้,2563
1140.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,895,ชาย, 40-49 ชั่วโมง,พันคน,ภาคใต้,2563
407.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,896,ชาย, 50 ชั่วโมงขึ้นไป,พันคน,ภาคใต้,2563
61.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,897,หญิง, น้อยกว่า 10 ชั่วโมง,พันคน,ภาคใต้,2563
154.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,898,หญิง, 10-19 ชั่วโมง,พันคน,ภาคใต้,2563
351.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,899,หญิง, 20-29 ชั่วโมง,พันคน,ภาคใต้,2563
258.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,900,หญิง, 30-34 ชั่วโมง,พันคน,ภาคใต้,2563
315.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,901,หญิง, 35-39 ชั่วโมง,พันคน,ภาคใต้,2563
872.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,902,หญิง, 40-49 ชั่วโมง,พันคน,ภาคใต้,2563
331.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,903,หญิง, 50 ชั่วโมงขึ้นไป,พันคน,ภาคใต้,2563
202.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,904,ชาย, น้อยกว่า 10 ชั่วโมง,พันคน,กรุงเทพมหานคร,2563
31.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,905,ชาย, 10-19 ชั่วโมง,พันคน,กรุงเทพมหานคร,2563
121.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,906,ชาย, 20-29 ชั่วโมง,พันคน,กรุงเทพมหานคร,2563
154.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,907,ชาย, 30-34 ชั่วโมง,พันคน,กรุงเทพมหานคร,2563
56.9,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,908,ชาย, น้อยกว่า 10 ชั่วโมง,พันคน,ภาคกลาง,2563
63.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,909,ชาย, 10-19 ชั่วโมง,พันคน,ภาคกลาง,2563
185.7,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,910,ชาย, 20-29 ชั่วโมง,พันคน,ภาคกลาง,2563
191.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,911,ชาย, 30-34 ชั่วโมง,พันคน,ภาคกลาง,2563
634.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,912,ชาย, 35-39 ชั่วโมง,พันคน,ภาคกลาง,2563
4063.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,913,ชาย, 40-49 ชั่วโมง,พันคน,ภาคกลาง,2563
1302.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,914,ชาย, 50 ชั่วโมงขึ้นไป,พันคน,ภาคกลาง,2563
51.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,915,หญิง, น้อยกว่า 10 ชั่วโมง,พันคน,ภาคกลาง,2563
58.3,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,916,หญิง, 10-19 ชั่วโมง,พันคน,ภาคกลาง,2563
172.6,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,917,หญิง, 20-29 ชั่วโมง,พันคน,ภาคกลาง,2563
160.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,918,หญิง, 30-34 ชั่วโมง,พันคน,ภาคกลาง,2563
635.1,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,919,หญิง, 35-39 ชั่วโมง,พันคน,ภาคกลาง,2563
3372.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,920,หญิง, 40-49 ชั่วโมง,พันคน,ภาคกลาง,2563
1051.8,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,921,หญิง, 50 ชั่วโมงขึ้นไป,พันคน,ภาคกลาง,2563
40.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,922,ชาย, น้อยกว่า 10 ชั่วโมง,พันคน,ภาคเหนือ,2563
59.3,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,923,ชาย, 10-19 ชั่วโมง,พันคน,ภาคเหนือ,2563
248.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,924,ชาย, 20-29 ชั่วโมง,พันคน,ภาคเหนือ,2563
265.1,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,925,ชาย, 30-34 ชั่วโมง,พันคน,ภาคเหนือ,2563
430.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,926,ชาย, 35-39 ชั่วโมง,พันคน,ภาคเหนือ,2563
