2567.0,2561.0,อำเภอ,ที่มา,2555.0,2556.0,2557.0,2560.0,2563.0,2553.0,2564.0,2554.0,2566.0,2559.0,2565.0,2568.0,_id,2552.0,2562.0
1,0,1. อำเภอเมืองประจวบคีรีขันธ์,สำนักงานอุตสาหกรรมจังหวัดประจวบคีรีขันธ์,0,0,1,2,2,0,1,0,1,0,0.0,0.0,1,0,0
0,0,2. อำเภอกุยบุรี,สำนักงานอุตสาหกรรมจังหวัดประจวบคีรีขันธ์,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0
0,0,3. อำเภอทับสะแก,สำนักงานอุตสาหกรรมจังหวัดประจวบคีรีขันธ์,0,0,0,2,0,0,2,0,3,0,0.0,0.0,3,0,0
0,0,4. อำเภอบางสะพาน,สำนักงานอุตสาหกรรมจังหวัดประจวบคีรีขันธ์,0,0,0,0,0,0,2,0,1,0,0.0,0.0,4,0,0
0,0,5. อำเภอบางสะพานน้อย,สำนักงานอุตสาหกรรมจังหวัดประจวบคีรีขันธ์,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5,0,0
0,1,6. อำเภอปราณบุรี,สำนักงานอุตสาหกรรมจังหวัดประจวบคีรีขันธ์,1,1,0,0,0,1,1,1,2,2,0.0,0.0,6,1,1
0,0,7. อำเภอหัวหิน,สำนักงานอุตสาหกรรมจังหวัดประจวบคีรีขันธ์,0,0,0,0,0,0,1,0,0,0,0.0,0.0,7,0,0
0,0,8. อำเภอสามร้อยยอด,สำนักงานอุตสาหกรรมจังหวัดประจวบคีรีขันธ์,1,1,0,0,2,1,0,1,0,0,0.0,0.0,8,1,0
1,1,รวม,สำนักงานอุตสาหกรรมจังหวัดประจวบคีรีขันธ์,2,2,1,4,4,2,7,2,7,2,0.0,0.0,9,2,1
