จำนวน,_id,ปี,เพศ,ไตรมาส,อาชีพ
21059.434999999998,65,2561,รวม,เฉลี่ย 4 ไตรมาส,เสมียน
4895.38,66,2561,ชาย                         ,ไตรมาส 1,เสมียน
6064.98,67,2561,ชาย                         ,ไตรมาส 2,เสมียน
6599.45,68,2561,ชาย                         ,ไตรมาส 3,เสมียน
4308.39,69,2561,ชาย                         ,ไตรมาส 4,เสมียน
5467.05,70,2561,ชาย                         ,เฉลี่ย 4 ไตรมาส,เสมียน
14714.69,71,2561,หญิง                        ,ไตรมาส 1,เสมียน
11287.14,72,2561,หญิง                        ,ไตรมาส 2,เสมียน
16072.68,73,2561,หญิง                        ,ไตรมาส 3,เสมียน
20295.04,74,2561,หญิง                        ,ไตรมาส 4,เสมียน
15592.3875,75,2561,หญิง                        ,เฉลี่ย 4 ไตรมาส,เสมียน
80055.25,76,2561,รวม,ไตรมาส 1,พนักงานบริการและพนักงานในร้านค้าและตลาด
84625.91,77,2561,รวม,ไตรมาส 2,พนักงานบริการและพนักงานในร้านค้าและตลาด
80673.35,78,2561,รวม,ไตรมาส 3,พนักงานบริการและพนักงานในร้านค้าและตลาด
74149.56,79,2561,รวม,ไตรมาส 4,พนักงานบริการและพนักงานในร้านค้าและตลาด
79876.0175,80,2561,รวม,เฉลี่ย 4 ไตรมาส,พนักงานบริการและพนักงานในร้านค้าและตลาด
32141.48,81,2561,ชาย                         ,ไตรมาส 1,พนักงานบริการและพนักงานในร้านค้าและตลาด
32939.27,82,2561,ชาย                         ,ไตรมาส 2,พนักงานบริการและพนักงานในร้านค้าและตลาด
30431.5,83,2561,ชาย                         ,ไตรมาส 3,พนักงานบริการและพนักงานในร้านค้าและตลาด
28969.28,84,2561,ชาย                         ,ไตรมาส 4,พนักงานบริการและพนักงานในร้านค้าและตลาด
31120.3825,85,2561,ชาย                         ,เฉลี่ย 4 ไตรมาส,พนักงานบริการและพนักงานในร้านค้าและตลาด
47913.78,86,2561,หญิง                        ,ไตรมาส 1,พนักงานบริการและพนักงานในร้านค้าและตลาด
51686.64,87,2561,หญิง                        ,ไตรมาส 2,พนักงานบริการและพนักงานในร้านค้าและตลาด
50241.85,88,2561,หญิง                        ,ไตรมาส 3,พนักงานบริการและพนักงานในร้านค้าและตลาด
45180.28,89,2561,หญิง                        ,ไตรมาส 4,พนักงานบริการและพนักงานในร้านค้าและตลาด
48755.6375,90,2561,หญิง                        ,เฉลี่ย 4 ไตรมาส,พนักงานบริการและพนักงานในร้านค้าและตลาด
41792.55,91,2561,รวม,ไตรมาส 1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
36411.92,92,2561,รวม,ไตรมาส 2,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
42652.67,93,2561,รวม,ไตรมาส 3,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
43413.96,94,2561,รวม,ไตรมาส 4,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
41067.775,95,2561,รวม,เฉลี่ย 4 ไตรมาส,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
20954.27,96,2561,ชาย                         ,ไตรมาส 1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
20837.74,97,2561,ชาย                         ,ไตรมาส 2,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
25468.02,98,2561,ชาย                         ,ไตรมาส 3,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
25432.64,99,2561,ชาย                         ,ไตรมาส 4,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
23173.1675,100,2561,ชาย                         ,เฉลี่ย 4 ไตรมาส,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
20838.28,101,2561,หญิง                        ,ไตรมาส 1,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
15574.17,102,2561,หญิง                        ,ไตรมาส 2,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
17184.65,103,2561,หญิง                        ,ไตรมาส 3,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
17981.32,104,2561,หญิง                        ,ไตรมาส 4,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
17894.605,105,2561,หญิง                        ,เฉลี่ย 4 ไตรมาส,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ และการประมง
59348.88,106,2561,รวม,ไตรมาส 1,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
62114.05,107,2561,รวม,ไตรมาส 2,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
54718.97,108,2561,รวม,ไตรมาส 3,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
58205.48,109,2561,รวม,ไตรมาส 4,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
58596.845,110,2561,รวม,เฉลี่ย 4 ไตรมาส,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
42287.87,111,2561,ชาย                         ,ไตรมาส 1,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
43796.64,112,2561,ชาย                         ,ไตรมาส 2,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
39183.63,113,2561,ชาย                         ,ไตรมาส 3,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
38156.84,114,2561,ชาย                         ,ไตรมาส 4,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
40856.245,115,2561,ชาย                         ,เฉลี่ย 4 ไตรมาส,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
17061.01,116,2561,หญิง                        ,ไตรมาส 1,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
18317.41,117,2561,หญิง                        ,ไตรมาส 2,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
15535.34,118,2561,หญิง                        ,ไตรมาส 3,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
20048.63,119,2561,หญิง                        ,ไตรมาส 4,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
17740.5975,120,2561,หญิง                        ,เฉลี่ย 4 ไตรมาส,ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง
88283.13,121,2561,รวม,ไตรมาส 1,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
80534.67,122,2561,รวม,ไตรมาส 2,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
80766.4,123,2561,รวม,ไตรมาส 3,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
81888.38,124,2561,รวม,ไตรมาส 4,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
82868.14499999999,125,2561,รวม,เฉลี่ย 4 ไตรมาส,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
62724.88,126,2561,ชาย                         ,ไตรมาส 1,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
53859.34,127,2561,ชาย                         ,ไตรมาส 2,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
53466.42,128,2561,ชาย                         ,ไตรมาส 3,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
59315.35,129,2561,ชาย                         ,ไตรมาส 4,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
57341.497500000005,130,2561,ชาย                         ,เฉลี่ย 4 ไตรมาส,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
25558.25,131,2561,หญิง                        ,ไตรมาส 1,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
26675.34,132,2561,หญิง                        ,ไตรมาส 2,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
27299.98,133,2561,หญิง                        ,ไตรมาส 3,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
22573.03,134,2561,หญิง                        ,ไตรมาส 4,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
25526.649999999998,135,2561,หญิง                        ,เฉลี่ย 4 ไตรมาส,ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
43267.09,136,2561,รวม,ไตรมาส 1,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
35314.91,137,2561,รวม,ไตรมาส 2,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
44465.6,138,2561,รวม,ไตรมาส 3,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
40858.91,139,2561,รวม,ไตรมาส 4,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
40976.6275,140,2561,รวม,เฉลี่ย 4 ไตรมาส,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
17250.55,141,2561,ชาย                         ,ไตรมาส 1,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
13470.47,142,2561,ชาย                         ,ไตรมาส 2,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
23423.22,143,2561,ชาย                         ,ไตรมาส 3,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
22597.65,144,2561,ชาย                         ,ไตรมาส 4,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
19185.4725,145,2561,ชาย                         ,เฉลี่ย 4 ไตรมาส,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
26016.53,146,2561,หญิง                        ,ไตรมาส 1,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
21844.44,147,2561,หญิง                        ,ไตรมาส 2,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
21042.38,148,2561,หญิง                        ,ไตรมาส 3,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
18261.26,149,2561,หญิง                        ,ไตรมาส 4,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
21791.1525,150,2561,หญิง                        ,เฉลี่ย 4 ไตรมาส,อาชีพขั้นพื้นฐานต่าง ๆ ในด้านการขายและการให้บริการ
,151,2561,รวม,ไตรมาส 1,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
260.9,152,2561,รวม,ไตรมาส 2,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
,153,2561,รวม,ไตรมาส 3,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
,154,2561,รวม,ไตรมาส 4,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
65.225,155,2561,รวม,เฉลี่ย 4 ไตรมาส,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
,156,2561,ชาย                         ,ไตรมาส 1,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
260.9,157,2561,ชาย                         ,ไตรมาส 2,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
,158,2561,ชาย                         ,ไตรมาส 3,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
,159,2561,ชาย                         ,ไตรมาส 4,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
65.225,160,2561,ชาย                         ,เฉลี่ย 4 ไตรมาส,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
,161,2561,หญิง                        ,ไตรมาส 1,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
,162,2561,หญิง                        ,ไตรมาส 2,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
,163,2561,หญิง                        ,ไตรมาส 3,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
,164,2561,หญิง                        ,ไตรมาส 4,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
,165,2561,หญิง                        ,เฉลี่ย 4 ไตรมาส,คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น
393577.82,166,2562,รวม,ไตรมาส 1,ยอดรวม
384788.37,167,2562,รวม,ไตรมาส 2,ยอดรวม
381671.24,168,2562,รวม,ไตรมาส 3,ยอดรวม
390716.36,169,2562,รวม,ไตรมาส 4,ยอดรวม
387688.4475,170,2562,รวม,เฉลี่ย 4 ไตรมาส,ยอดรวม
220253.89,171,2562,ชาย                         ,ไตรมาส 1,ยอดรวม
216855.94,172,2562,ชาย                         ,ไตรมาส 2,ยอดรวม
215688.06,173,2562,ชาย                         ,ไตรมาส 3,ยอดรวม
212887.18,174,2562,ชาย                         ,ไตรมาส 4,ยอดรวม
216421.26750000002,175,2562,ชาย                         ,เฉลี่ย 4 ไตรมาส,ยอดรวม
173323.93,176,2562,หญิง                        ,ไตรมาส 1,ยอดรวม
167932.43,177,2562,หญิง                        ,ไตรมาส 2,ยอดรวม
165983.18,178,2562,หญิง                        ,ไตรมาส 3,ยอดรวม
177829.18,179,2562,หญิง                        ,ไตรมาส 4,ยอดรวม
171267.18,180,2562,หญิง                        ,เฉลี่ย 4 ไตรมาส,ยอดรวม
16153.22,181,2562,รวม,ไตรมาส 1,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
16100.33,182,2562,รวม,ไตรมาส 2,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
15918.83,183,2562,รวม,ไตรมาส 3,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
15851.55,184,2562,รวม,ไตรมาส 4,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
16005.982499999998,185,2562,รวม,เฉลี่ย 4 ไตรมาส,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
9052.04,186,2562,ชาย                         ,ไตรมาส 1,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
9782.61,187,2562,ชาย                         ,ไตรมาส 2,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
9595.32,188,2562,ชาย                         ,ไตรมาส 3,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
10538.75,189,2562,ชาย                         ,ไตรมาส 4,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
9742.18,190,2562,ชาย                         ,เฉลี่ย 4 ไตรมาส,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
7101.18,191,2562,หญิง                        ,ไตรมาส 1,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
6317.72,192,2562,หญิง                        ,ไตรมาส 2,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
6323.51,193,2562,หญิง                        ,ไตรมาส 3,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
5312.81,194,2562,หญิง                        ,ไตรมาส 4,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
6263.805000000001,195,2562,หญิง                        ,เฉลี่ย 4 ไตรมาส,ผู้บัญญัติกฏหมาย ข้าราชการระดับอาวุโส และผู้จัดการ
15380.79,196,2562,รวม,ไตรมาส 1,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
11662.75,197,2562,รวม,ไตรมาส 2,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
20010.08,198,2562,รวม,ไตรมาส 3,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
20922.55,199,2562,รวม,ไตรมาส 4,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
16994.0425,200,2562,รวม,เฉลี่ย 4 ไตรมาส,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
5773.28,201,2562,ชาย                         ,ไตรมาส 1,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
1908.04,202,2562,ชาย                         ,ไตรมาส 2,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
8008.45,203,2562,ชาย                         ,ไตรมาส 3,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
5618.21,204,2562,ชาย                         ,ไตรมาส 4,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
5326.995,205,2562,ชาย                         ,เฉลี่ย 4 ไตรมาส,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
9607.51,206,2562,หญิง                        ,ไตรมาส 1,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
9754.71,207,2562,หญิง                        ,ไตรมาส 2,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
12001.63,208,2562,หญิง                        ,ไตรมาส 3,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
15304.33,209,2562,หญิง                        ,ไตรมาส 4,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
11667.045,210,2562,หญิง                        ,เฉลี่ย 4 ไตรมาส,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
26903.31,211,2562,รวม,ไตรมาส 1,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง
23995,212,2562,รวม,ไตรมาส 2,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง
21164.45,213,2562,รวม,ไตรมาส 3,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง
27416.01,214,2562,รวม,ไตรมาส 4,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง
24869.692499999997,215,2562,รวม,เฉลี่ย 4 ไตรมาส,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง
18730.1,216,2562,ชาย                         ,ไตรมาส 1,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง
18886.36,217,2562,ชาย                         ,ไตรมาส 2,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง
14936.61,218,2562,ชาย                         ,ไตรมาส 3,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง
17887.1,219,2562,ชาย                         ,ไตรมาส 4,ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง
