_id,รายชื่อสถานประกอบการ,ปี,ระดับ
4398,บริษัท เมทเทิลคอม จำกัด,2567,3
4399,บริษัท เจ.โอ.บี. คอนตรัคชั่น จำกัด,2567,3
4400,บริษัท เอส แอนด์ เอส ภัทรชาติ จำกัด,2567,3
4401,บริษัท จี.เอส. อิเล็คเทค (ประเทศไทย) จำกัด,2567,3
4402,บริษัท เอ็นซุ โมลดิ้ง โพรดักส์ (ไทยแลนด์) จำกัด,2567,3
4403,บริษัท พีซีเอ็ม โพรเซ็สซิ่ง (ประเทศไทย) จำกัด,2567,3
4404,บริษัท ไดโฮ แมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด,2567,3
4405,บริษัท นิเทระ เอเชีย จำกัด,2567,3
4406,บริษัท เวฟ เครสท์ (ประเทศไทย) จำกัด,2567,3
4407,บริษัท สยามคูโบต้าคอร์ปอเรชั่น จำกัด,2567,3
4408,บริษัท อิโต เซอิโค (ประเทศไทย) จำกัด,2567,3
4409,บริษัท โตโย คะโค (ประเทศไทย) จำกัด,2567,3
4410,บริษัท มูซาชิ เพ้นท์ แมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด,2567,3
4411,บริษัท ซากิโนมิยะ (ประเทศไทย) จำกัด,2567,3
4412,บริษัท ที.เอส.เค. ฟอร์จิ้ง จำกัด,2567,3
4413,บริษัท คอสโม แมนูเฟคเจอริ่ง ( ประเทศไทย ) จำกัด,2567,3
4414,บริษัท ที.เอส.เค.ฟอร์จิ้ง จำกัด,2567,3
4415,บริษัท เอเอสเค พรีซีชั่น (ไทยแลนด์) จำกัด,2567,3
4416,บริษัท เอส.วาย.เค.แฟคตอรี่ แอนด์ โปรดักส์ จำกัด,2567,3
4417,บริษัท ออริจิน อีซึ่น เพ้นท์ จำกัด,2567,3
4418,บริษัท เซชิน (ประเทศไทย) จำกัด,2567,3
4419,บริษัท อาเคโบโน เบรค (ประเทศไทย) จำกัด,2567,3
4420,บริษัท สยาม โซมาร์ จำกัด,2567,3
4421,บริษัท เท็นแทค (ประเทศไทย) จำกัด,2567,3
4422,บริษัท ไทยเฟ้ลท์ จำกัด,2567,3
4423,บริษัท โทโฮ เม็กกิ (ไทยแลนด์) จำกัด,2567,3
4424,บริษัท เด็นโซ่ อิเล็กทรอนิกส์ (ประเทศไทย) จำกัด,2567,3
4425,บริษัท โทเดนโค (ประเทศไทย) จำกัด,2567,3
4426,บริษัท จี้ เม่า รับเบอร์ อินเตอร์เนชั่นแนล (ไทยแลนด์) จำกัด,2567,3
4427,บริษัท ทาเคเบะ (ไทยแลนด์) จำกัด,2567,3
4428,บริษัท วอล์คเกอร์ เอ็กซอสท์ (ประเทศไทย) จำกัด,2567,3
4429,บริษัท ไอเอชไอ เทอร์โบ (ประเทศไทย) จำกัด,2567,3
4430,บริษัท เออห์ลินส์ เอเซีย จำกัด,2567,3
4431,บริษัท ไอวัน เทคโนโลยี (ประเทศไทย) จำกัด,2567,3
4432,บริษัท ฮันวา สตีล เซอร์วิส (ประเทศไทย) จำกัด,2567,3
4433,บริษัท ทรานซิชั่นส์ อ็อพทิคัล (ประเทศไทย) จำกัด,2567,3
4434,บริษัท พีเจ้น อินดัสทรีส์(ประเทศไทย) จำกัด,2567,3
4435,บริษัท โฟมเทค อินเตอร์เนชั่นแนล จำกัด,2567,3
4436,บริษัท นิเทระ (ประเทศไทย) จำกัด,2567,3
4437,บริษัท เอจีซี เทคโน กลาส (ประเทศไทย) จำกัด,2567,3
4438,บริษัท นิจิได เอเชีย จำกัด,2567,3
4439,บริษัท หยวนเด้น อินดัสเตรียล จำกัด,2567,3
4440,บริษัท นิฟโก้ (ไทยแลนด์) จำกัด,2567,3
4441,บริษัท ไทยโซบิ โคเกอิ จำกัด,2567,3
4442,บริษัท ปรินดา จำกัด (มหาชน),2567,3
4443,บริษัท บูรพาแอกกริเกต จำกัด,2567,3
4444,บริษัท ยามาฮ่ามอเตอร์พาร์ทแมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด,2567,3
4445,บริษัท วาลโบร (ประเทศไทย) จำกัด,2567,3
4446,บริษัท ยูไนเต็ดคอยด์เซ็นเตอร์ จำกัด,2567,3
4447,บริษัท เสริมสุข เบเวอร์เรจ จำกัด,2567,3
4448,บริษัท วินด์มิล สแครพ แอนด์ รีไซเคิล เซอร์วิส อินเตอร์เนชั่นแนล จำกัด,2567,3
4449,ห้างหุ้นส่วนจำกัด ยูต้าอุตสาหกรรม,2567,3
4450,บริษัท เพาว์เวอร์ ยูต้า กรุ๊ป จำกัด,2567,3
4451,บริษัท ไทยซัมมิท เอนจิเนียริง จำกัด,2567,3
4452,บริษัท เอส.เอส.(1995) การศิลา จำกัด,2567,3
4453,ห้างหุ้นส่วนจำกัด เทพศิลาอุตสาหกรรม,2567,3
4454,บริษัท นิปปอนเพนต์ (ประเทศไทย) จำกัด,2567,3
4455,บริษัท มิตซูบิชิ เคมิคอล (ประเทศไทย) จำกัด,2567,3
4456,บริษัท ไฮมิก จำกัด,2567,3
4457,บริษัท วรรณา แมนูแฟคทอรี่ไทย จำกัด,2567,3
4458,บริษัท ไทย เอ็นโอเค จำกัด,2567,3
4459,กิจการประปาชลบุรี,2567,3
4460,บริษัท ไทย เซกิซุย โฟม จำกัด,2567,3
4461,บริษัท จัดการและพัฒนาทรัพยากรน้ำภาคตะวันนออก จำกัด (มหาชน),2567,3
4462,บริษัท ไทยเอฟเวอร์ พลาสติก จำกัด,2567,3
4463,บริษัท พรีเมี่ยมสตีล โพรเซสซิ่ง จำกัด,2567,3
4464,บริษัท เอจีซี แฟลทกลาส (ประเทศไทย) จำกัด (มหาชน),2567,3
4465,บริษัท ไอ.ที.จี. (ประเทศไทย) จำกัด,2567,3
4466,บริษัท วาลีโอสยาม เทอร์มอลซิสเต็มส์ จำกัด,2567,3
4467,บริษัท สยาม คีปเปอร์ แมนูแฟคเจอริ่ง จำกัด,2567,3
4468,บริษัท เออร์ลิคอน (ประเทศไทย) จำกัด,2567,3
