_id,ปี,ชื่อโรงงาน,ชื่อเจ้าของ,ประกอบกิจการ,อำเภอ,จังหวัด
3572,2565,บริษัท ไฮ-พลัส คอร์ปอเรชั่น จำกัด,บริษัท ไฮ-พลัส คอร์ปอเรชั่น จำกัด,ผลิตราวลูกกลิ้งป้องกันภัยสาธารณะ (Safety Roller Barrier) และราวกั้นอันตราย (Guard Rail),ศรีราชา,ชลบุรี
3573,2565,บริษัท กิจเจริญคอนสตรัคชั่น เอ็นเตอร์ไพรส์ จำกัด,บริษัท กิจเจริญคอนสตรัคชั่น เอ็นเตอร์ไพรส์ จำกัด,ทำส่วนประกอบโครงสร้างอาคาร,ศรีราชา,ชลบุรี
3574,2565,บริษัท เอเพ็กซ์ อินเตอร์เนชั่นแนล (ประเทศไทย) จำกัด,บริษัท เอเพ็กซ์ อินเตอร์เนชั่นแนล (ประเทศไทย) จำกัด,ผลิต จำหน่าย และนำเข้า-ส่งออกตะปูยิงเหล็ก น๊อตและเครื่องมือยิงตะปูทุกชนิด,ศรีราชา,ชลบุรี
3575,2565,บริษัท บี.เค. บ่อวิน จำกัด,บริษัท บี.เค. บ่อวิน จำกัด,ผลิตหลังคาเหล็กรีดลอน,ศรีราชา,ชลบุรี
3576,2565,บริษัท เดบโบราห์ เซอร์วิสเซส (ประเทศไทย) จำกัด,บริษัท เดบโบราห์ เซอร์วิสเซส (ประเทศไทย) จำกัด,ผลิตท่อหุ้มฉนวน และงานวิศวกรรมจากโลหะทุกชนิดหุ้มฉนวน,ศรีราชา,ชลบุรี
3577,2565,บริษัท ซาร์คอน (ทีเอช) จำกัด,บริษัท ซาร์คอน (ทีเอช) จำกัด,ผลิตโลหะสำหรับใช้ในการก่อสร้างอาคาร,สัตหีบ,ชลบุรี
3578,2565,บริษัท ซีบีไอ (ประเทศไทย) จำกัด,บริษัท ซีบีไอ (ประเทศไทย) จำกัด,เกี่ยวกับผลิตภัณฑ์โลหะสำหรับใช้ในการก่อสร้าง หรือติดตั้งอย่างใดอย่างหนึ่ง หรือหลายอย่าง,สัตหีบ,ชลบุรี
3579,2565,บริษัท วัฒนไพศาลเอ็นยิเนียริ่ง จำกัด,บริษัท วัฒนไพศาลเอ็นยิเนียริ่ง จำกัด,ผลิตประกอบโครงสร้างเหล็ก,สัตหีบ,ชลบุรี
3580,2565,บริษัท ซี แอนด์ ที โมดูลาร์ จำกัด,บริษัท ซี แอนด์ ที โมดูลาร์ จำกัด,ผลิตบ้านสำเร็จรูป,หนองใหญ่,ชลบุรี
3581,2565,บริษัท ซี แอนด์ ที เมทอล โปรดักส์ จำกัด,บริษัท ซี แอนด์ ที เมทอล โปรดักส์ จำกัด,ทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร,หนองใหญ่,ชลบุรี
3582,2565,บริษัท แอร์-คอน พาร์ทส์ เอ็นจิเนียริ่ง (ประเทศไทย) จำกัด,บริษัท แอร์-คอน พาร์ทส์ เอ็นจิเนียริ่ง (ประเทศไทย) จำกัด,ผลิตชิ้นส่วนเครื่องปรับอากาศและการทำผลิตภัณฑ์โลหะด้วยวิธีการกระแทก,พนัสนิคม,ชลบุรี
3583,2565,บริษัท อมากาซากิ ไพพ (ประเทศไทย) จำกัด,บริษัท อมากาซากิ ไพพ (ประเทศไทย) จำกัด,ผลิตท่อและข้อต่อทองแดงใช้กับเครื่องปรับอากาศ,พานทอง,ชลบุรี
3584,2565,บริษัท อมากาซากิ ไพพ (ประเทศไทย) จำกัด,บริษัท อมากาซากิ ไพพ (ประเทศไทย) จำกัด,ท่อและข้อต่อทองแดงใช้กับเครื่องปรับอากาศ,เมืองชลบุรี,ชลบุรี
3585,2565,บริษัท อมากาซากิ ไพพ (ประเทศไทย) จำกัด,บริษัท อมากาซากิ ไพพ (ประเทศไทย) จำกัด,ผลิตท่อและข้อต่อทองแดงใช้กับเครื่องปรับอากาศ,เมืองชลบุรี,ชลบุรี
3586,2565,บริษัท อมากาซากิ ไพพ (ประเทศไทย) จำกัด,บริษัท อมากาซากิ ไพพ (ประเทศไทย) จำกัด,ผลิตท่อและข้อต่อทองแดงใช้กับเครื่องปรับอากาศ,เมืองชลบุรี,ชลบุรี
3587,2565,บริษัท เซเทค อินเตอร์เนชั่นแนล (ไทยแลนด์) จำกัด,บริษัท เซเทค อินเตอร์เนชั่นแนล (ไทยแลนด์) จำกัด,"แปรรูปโลหะพลาสติก, บรรจุภัณฑ์, พื้นผิวทุกชนิด, ประกอบชิ้นส่วนอิเล็กทรอนิกส์, นำเข้าวัตถุดิบเพื่อประกอบและจำหน่ายผลิตภัณฑ์ทำความเย็นทุกชนิด",ศรีราชา,ชลบุรี
3588,2565,บริษัท มิยาเทค (ประเทศไทย) จำกัด,บริษัท มิยาเทค (ประเทศไทย) จำกัด,ผลิตชิ้นส่วนโลหะสำหรับเครื่องปรับอากาศ,ศรีราชา,ชลบุรี
3589,2565,บริษัท สยามแคนส์ อินดัสทริ จำกัด,บริษัท สยามแคนส์ อินดัสทริ จำกัด,ผลิตภาชนะบรรจุจากโลหะ,บ่อทอง,ชลบุรี
3590,2565,บริษัท จากัวร์อินดัสตรีส์ (ประเทศไทย) จำกัด,บริษัท จากัวร์อินดัสตรีส์ (ประเทศไทย) จำกัด,ทำเครื่องครัวสแตนเลส,บ่อทอง,ชลบุรี
3591,2565,บริษัท วาซิน คอยล์เซ็นเตอร์ จำกัด,บริษัท วาซิน คอยล์เซ็นเตอร์ จำกัด,ผลิตผลิตภัณฑ์โลหะ ปั๊ม ตัด พับ ม้วน โลหะ กลึง เจาะ คว้าน กัด ไส เจียร หรือเชื่อมโลหะทั่วไป,บางละมุง,ชลบุรี
3592,2565,บริษัท ปตท. น้ำมันและการค้าปลีก จำกัด (มหาชน),บริษัท ปตท. น้ำมันและการค้าปลีก จำกัด (มหาชน),ผลิตถังบรรจุก๊าซปิโตรเลียมเหลว,บางละมุง,ชลบุรี
3593,2565,บริษัท ยูนิมิต เอนจิเนียริ่ง จำกัด(มหาชน),บริษัท ยูนิมิต เอนจิเนียริ่ง จำกัด(มหาชน),ทำผลิตภัณฑ์จากโลหะ เช่น ถังเหล็ก ถังบรรจุความดัน งานโครงสร้างเหล็ก,บ้านบึง,ชลบุรี
3594,2565,บริษัท ยูนิมิต เอนจิเนียริ่ง จำกัด (มหาชน),บริษัท ยูนิมิต เอนจิเนียริ่ง จำกัด (มหาชน),ผลิตภัณฑ์จากโลหะ เช่น ถังเหล็ก ถังแก๊ส ฯลฯ,บ้านบึง,ชลบุรี
3595,2565,บริษัท บางกอกเมทัลเครท จำกัด,บริษัท บางกอกเมทัลเครท จำกัด,การทำภาชนะบรรจุจากโลหะ,บ้านบึง,ชลบุรี
3596,2565,บริษัท เม็ททอล ยูทิลิตี้ จำกัด,บริษัท เม็ททอล ยูทิลิตี้ จำกัด,ผลิตผลิตภัณฑ์โลหะ เช่น ถังน้ำ และการกลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,บ้านบึง,ชลบุรี
3597,2565,บริษัท จิน เชิน จำกัด,บริษัท จิน เชิน จำกัด,ผลิตภาชนะบรรจุ เช่น ตะกร้า ตะแกรง ถาด กล่อง,บ้านบึง,ชลบุรี
3598,2565,บริษัท อี้ เซิ่ง สตีล อินดัสตรี จำกัด,บริษัท อี้ เซิ่ง สตีล อินดัสตรี จำกัด,ผลิต ผลิตภัณฑ์จากโลหะ,บ้านบึง,ชลบุรี
3599,2565,บริษัท ชลวรรษ 1994 จำกัด,บริษัท ชลวรรษ 1994 จำกัด,ทำภาชนะบรรจุจากโลหะ ผลิตหอถังเหล็กเก็บน้ำ ถังกรองน้ำ และเจาะ เจียร เชื่อม ม้วนโลหะ,บ้านบึง,ชลบุรี
3600,2565,บริษัท ไพลิน โปรเจคท์ จำกัด,บริษัท ไพลิน โปรเจคท์ จำกัด,ทำภาชนะบรรจุจากโลหะ และทำโครงสร้างโลหะ,พนัสนิคม,ชลบุรี
3601,2565,ห้างหุ้นส่วนจำกัด เค.ที.มิกซ์เมทัลแอนด์พลาสติก,ห้างหุ้นส่วนจำกัด เค.ที.มิกซ์เมทัลแอนด์พลาสติก,ทำผลิตภัณฑ์โลหะ เช่น รถเข็นปูนและอุปกรณ์ และฉีดพลาสติก,พนัสนิคม,ชลบุรี
3602,2565,นายศักดา อานุภาพพาณิชย์,นายศักดา อานุภาพพาณิชย์,ทำถังน้ำ กระป๋องสังกะสี,พนัสนิคม,ชลบุรี
3603,2565,บริษัท อิสเทิร์น แอ็ดวานซ์ จำกัด,บริษัท อิสเทิร์น แอ็ดวานซ์ จำกัด,รับจ้างกลึง เชื่อมโลหะ,พานทอง,ชลบุรี
3604,2565,บริษัท มาบูชิ (ไทยแลนด์) จำกัด,บริษัท มาบูชิ (ไทยแลนด์) จำกัด,ผลิตลังเหล็กสำหรับบรรจุสินค้า(SteelCase),พานทอง,ชลบุรี
3605,2565,ประจวบการช่าง,ประจวบการช่าง,ทำแท็งค์น้ำ และแท็งค์น้ำมัน,พานทอง,ชลบุรี
3606,2565,บริษัท จงเจริญการช่าง ชลบุรี จำกัด,บริษัท จงเจริญการช่าง ชลบุรี จำกัด,ทำภาชนะบรรจุ เช่น แทงค์น้ำ-แทงค์น้ำมัน,เมืองชลบุรี,ชลบุรี
3607,2565,บริษัท ชินแพค (ประเทศไทย) จำกัด,บริษัท ชินแพค (ประเทศไทย) จำกัด,STEEL BOX FABRICATION,เมืองชลบุรี,ชลบุรี
3608,2565,บริษัท ที เบล โก้ จำกัด,บริษัท ที เบล โก้ จำกัด,ผลิตภาชนะบรรจุจากโลหะ เช่น แท้งค์น้ำ แท้งค์น้ำมันติดตั้งบนรถลากจูง,เมืองชลบุรี,ชลบุรี
3609,2565,บริษัท วูเทค ไทย จำกัด,บริษัท วูเทค ไทย จำกัด,ลังเหล็ก,เมืองชลบุรี,ชลบุรี
3610,2565,บริษัท นิกโก้ นิลโกศล จำกัด,บริษัท นิกโก้ นิลโกศล จำกัด,"ประกอบเครื่องกำเนิดไอน้ำ และอุปกรณ์ต่าง ๆ ที่ใช้ในอุตสาหกรรมรับจ้างผลิตเพื่อการส่งออกชิ้นส่วนรถตัก รับจ้างผลิตถัง,ท่อ,ชิ้นส่วนเครื่องจักร,โครงสร้างเหล็ก",เมืองชลบุรี,ชลบุรี
3611,2565,บริษัท ที เบลโก้ จำกัด,บริษัท ที เบลโก้ จำกัด,ผลิตแท้งค์น้ำ แท้งค์น้ำมัน ,เมืองชลบุรี,ชลบุรี
3612,2565,บริษัท เอส.ที.ดับบลิว เอ็นจิเนียริ่ง จำกัด,บริษัท เอส.ที.ดับบลิว เอ็นจิเนียริ่ง จำกัด,ทำภาชนะบรรจุภัณฑ์จากโลหะ เช่น ภาชนะบรรจุชิ้นส่วนรถยนต์,เมืองชลบุรี,ชลบุรี
3613,2565,บริษัท เบสท์เบลล์เซอร์วิส จำกัด,บริษัท เบสท์เบลล์เซอร์วิส จำกัด,ผลิต ซ่อมแซม ต่อเติม ถังบรรจุสำหรับรถบรรทุก,ศรีราชา,ชลบุรี
3614,2565,บริษัท นิค เทคโนโลยี จำกัด,บริษัท นิค เทคโนโลยี จำกัด,ผลิตผลิตภัณฑ์โลหะ ทำภาชนะบรรจุ ตัด พับ กลึง เจาะ คว้าน กัด ไส เจียร และเชื่อมโลหะทั่วไป และผลิตหม้อไอน้ำ,ศรีราชา,ชลบุรี
3615,2565,ห้างหุ้นส่วนจำกัด บางปูการช่าง,ห้างหุ้นส่วนจำกัด บางปูการช่าง,ผลิตถังใส่แบตเตอรี่,ศรีราชา,ชลบุรี
3616,2565,บริษัท กู้ดแพค มานูแฟคเจอริ่ง จำกัด,บริษัท กู้ดแพค มานูแฟคเจอริ่ง จำกัด,ผลิตภาชนะสำหรับบรรจุยางแท่ง,ศรีราชา,ชลบุรี
3617,2565,บริษัท อลูคอน จำกัด (มหาชน),บริษัท อลูคอน จำกัด (มหาชน),ผลิตเหรียญอลูมิเนียม สำหรับนำไปใช้ทำหลอดหรือกระป๋อง รวมทั้งทำหลอดและกระป๋องอลูมิเนียม,ศรีราชา,ชลบุรี
3618,2565,บริษัท ห๋องจี๋ จำกัด,บริษัท ห๋องจี๋ จำกัด,ขัดโลหะ,บ้านบึง,ชลบุรี
3619,2565,บริษัท เอชซีเอ เอ็นเตอร์ไพรส์ จำกัด,บริษัท เอชซีเอ เอ็นเตอร์ไพรส์ จำกัด,ขัดเงาสแตนเลส,บ้านบึง,ชลบุรี
3620,2565,บริษัท พง หยู จำกัด,บริษัท พง หยู จำกัด,ขัดเงา เหล็ก ทองแ ดง ทองเหลือง และโลหะอื่นๆ ทุกชนิด,บ้านบึง,ชลบุรี
3621,2565,บริษัท เซ็นทรัล เพลทติ้ง อินดัสตรี จำกัด,บริษัท เซ็นทรัล เพลทติ้ง อินดัสตรี จำกัด,ชุบโลหะ ชุบเคลือบผิวชิ้นส่วนโลหะที่ใช้ในเครื่องใช้ไฟฟ้า และอุปกรณ์ชิ้นส่วนรถยนต์,บ้านบึง,ชลบุรี
3622,2565,บริษัท เฟิสท์ ฉื่อ จิ้น ฮั้ว จำกัด,บริษัท เฟิสท์ ฉื่อ จิ้น ฮั้ว จำกัด,ผลิตเสาไฟฟ้าและโครงสร้างเหล็ก ทั้งชนิดชุบสังกะสีและทาสี รวมทั้งอุปกรณ์ไฟฟ้า โคมไฟฟ้า เหล็กกั้นถนน และโครงสร้างอื่น ๆ,บ้านบึง,ชลบุรี
3623,2565,บริษัท ซี วี เจ โพลีซิ่ง จำกัด,บริษัท ซี วี เจ โพลีซิ่ง จำกัด,ขัดโลหะ,บ้านบึง,ชลบุรี
3624,2565,บริษัท ไอโกะ (ประเทศไทย) จำกัด,บริษัท ไอโกะ (ประเทศไทย) จำกัด,อบชุบโลหะ ชุบแข็ง อบโลหะด้วยความร้อนต่ำ คาร์บอน ระบบสูญญากาศ รักษาพื้นผิว,พนัสนิคม,ชลบุรี
3625,2565,บริษัท เอชเอ็ม เพลทติ้ง จำกัด,บริษัท เอชเอ็ม เพลทติ้ง จำกัด,ชุบผิวโลหะ เช่น ชุบซิงค์,พนัสนิคม,ชลบุรี
3626,2565,บริษัท อาจีกาว่า แอนด์ เอส ซี ไอ เมทัล เทค จำกัด,บริษัท อาจีกาว่า แอนด์ เอส ซี ไอ เมทัล เทค จำกัด,ชุบโลหะ,พานทอง,ชลบุรี
3627,2565,กมลวัชย์,กมลวัชย์,ชุบโลหะ,เมืองชลบุรี,ชลบุรี
3628,2565,บริษัท อาลาว อินดัสเทรียล จำกัด,บริษัท อาลาว อินดัสเทรียล จำกัด,ทำเครื่องใช้จากโลหะด้วยวิธีเคลือบ เช่น หม้อเคลือบ,เมืองชลบุรี,ชลบุรี
3629,2565,ห้างหุ้นส่วนจำกัด ยูต้าอุตสาหกรรม,ห้างหุ้นส่วนจำกัด ยูต้าอุตสาหกรรม,ผลิตสวิตซ์ แผงควบคุม อุปกรณ์แปลงไฟฟ้า และชุบอุปกรณ์ต่าง ๆ ขยายโดยเพิ่มเครื่องจักรขึ้นอีก 106.50 แรงม้า,เมืองชลบุรี,ชลบุรี
3630,2565,บริษัท ทรีบอนด์ แมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด,บริษัท ทรีบอนด์ แมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด,การชุบเคลือบผิวสกรูด้วยสารสังเคราะห์ (Microencapsulation),เมืองชลบุรี,ชลบุรี
3631,2565,ล.สยามโครเมี่ยม,ล.สยามโครเมี่ยม,ชุบโลหะ,เมืองชลบุรี,ชลบุรี
3632,2565,บริษัท ฮั้งเม้ง เพลทติ้ง จำกัด,บริษัท ฮั้งเม้ง เพลทติ้ง จำกัด,ชุบผิวโลหะ เช่น ชุบซิงค์,ศรีราชา,ชลบุรี
3633,2565,บริษัท ดิงเฮง นิว แมททีเรียลส์ จำกัด,บริษัท ดิงเฮง นิว แมททีเรียลส์ จำกัด,"ผลิตและจำหน่ายแผ่นอะลูมิเนียมประเภท MEDIUM GAUGE, LIGHT GAUGE, HYDROPHILIC FOIL และ BARE FOIL",ศรีราชา,ชลบุรี
3634,2565,บริษัท ดิงเฮง นิว แมททีเรียลส์ จำกัด,บริษัท ดิงเฮง นิว แมททีเรียลส์ จำกัด,"ผลิตและจำหน่ายแผ่นอะลูมิเนียมประเภท MEDIUM GAUGE, LIGHT GAUGE, HYDROPHILIC FOIL และ BARE FOIL",ศรีราชา,ชลบุรี
3635,2565,บริษัท ไทยล็อค ฟาสท์เทนเนอร์ส จำกัด,บริษัท ไทยล็อค ฟาสท์เทนเนอร์ส จำกัด,ทำ NUT & BOLT ที่ทำจากเหล็ก สแตนเลส และพลาสติก ผลิตลวดเหล็ก,ศรีราชา,ชลบุรี
3636,2565,บริษัท เซอร์วิสไทย โพรเกรส แมเนจเม็นท์ จำกัด,บริษัท เซอร์วิสไทย โพรเกรส แมเนจเม็นท์ จำกัด,ขัดและผลิตชิ้นส่วนรถจักรยานยนต์,ศรีราชา,ชลบุรี
3637,2565,บริษัท ฟู่ฉี รีไซคลิ่ง เทคโนโลยี จำกัด,บริษัท ฟู่ฉี รีไซคลิ่ง เทคโนโลยี จำกัด,อัด ตัด เศษโลหะ เช่น สายไฟ ทองแดง ฯลฯ ล้าง บด ย่อย พลาสติก,บ่อทอง,ชลบุรี
3638,2565,บริษัท โฟร์ซันส์ อีสเทิร์น สตีล จำกัด,บริษัท โฟร์ซันส์ อีสเทิร์น สตีล จำกัด,"อัดเศษกระดาษ,เศษเหล็ก",บ้านบึง,ชลบุรี
3639,2565,บริษัท ชิงไทย เมทอล จำกัด,บริษัท ชิงไทย เมทอล จำกัด,อัด ตัด เศษโลหะ เช่น สายไฟ ทองแดง ฯลฯ,บ้านบึง,ชลบุรี
3640,2565,บริษัท บ้านบึงอินดัสตรีส์ จำกัด,บริษัท บ้านบึงอินดัสตรีส์ จำกัด,อัดเศษเหล็กและเศษกระดาษเก่า,บ้านบึง,ชลบุรี
3641,2565,บริษัท เอ็ม.เอ็ม.สตีล จำกัด,บริษัท เอ็ม.เอ็ม.สตีล จำกัด,อัด กลึง เจาะ คว้าน กัด ไส เจียร และชื่อมโลหะทั่วไป,บ้านบึง,ชลบุรี
3642,2565,บริษัท ยูเอที เอ็นเตอร์ไพรส์ จำกัด ,บริษัท ยูเอที เอ็นเตอร์ไพรส์ จำกัด ,อัดเศษโลหะ,บ้านบึง,ชลบุรี
3643,2565,บริษัท คิง ไอโบ เอนไวรอนเมนทัล แอนด์ อินดัสตรี้ โฮลดิ้ง (ไทยแลนด์) จำกัด,บริษัท คิง ไอโบ เอนไวรอนเมนทัล แอนด์ อินดัสตรี้ โฮลดิ้ง (ไทยแลนด์) จำกัด,อัด ตัด เศษโลหะ เช่น สายไฟ ทองแดง ฯลฯ ล้าง บด ย่อยพลาสติก,บ้านบึง,ชลบุรี
3644,2565,บริษัท อาปา สตีล อินเตอร์เทรด จำกัด,บริษัท อาปา สตีล อินเตอร์เทรด จำกัด,อัด ตัดเศษโลหะ และเชื่อมโลหะทั่วไป,บ้านบึง,ชลบุรี
3645,2565,บริษัท นิวหงษ์ไทย รีไซเคิล จำกัด,บริษัท นิวหงษ์ไทย รีไซเคิล จำกัด,อัด ตัด เศษโลหะ เช่น สายไฟ ทองแดง ฯลฯ,พนัสนิคม,ชลบุรี
3646,2565,บริษัท 3 เอฟ. บอดี้เหล็กไทย จำกัด,บริษัท 3 เอฟ. บอดี้เหล็กไทย จำกัด,อัดเศษเหล็กหรือเศษโลหะทุกชนิด ปั้ม ตัด เจาะ และเชื่อมโลหะทั่วไป,พนัสนิคม,ชลบุรี
3647,2565,ห้างหุ้นส่วนจำกัด ไกรบูรพา,ห้างหุ้นส่วนจำกัด ไกรบูรพา,คัด แยก อัดเศษโลหะ กระดาษ พลาสติก และอื่น ๆ,เมืองชลบุรี,ชลบุรี
3648,2565,บริษัท ตะวันออกสตีล จำกัด,บริษัท ตะวันออกสตีล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เฉพาะกระดาษ พลาสติก ไม้ และโลหะต่าง ๆ,เมืองชลบุรี,ชลบุรี
3649,2565,ไพรวัลย์โลหะกิจ,ไพรวัลย์โลหะกิจ,ตัดโลหะ อัดเศษโลหะ และอัดเศษกระดาษ,เมืองชลบุรี,ชลบุรี
3650,2565,บริษัท บายโปรดักส์สตีล จำกัด,บริษัท บายโปรดักส์สตีล จำกัด,อัดเศษโลหะและตัด พับ ม้วนโลหะ,เมืองชลบุรี,ชลบุรี
3651,2565,บริษัท ฮีดากาโยโก เอ็นเตอร์ไพรส์ จำกัด,บริษัท ฮีดากาโยโก เอ็นเตอร์ไพรส์ จำกัด,อัดเศษเหล็กเป็นเศษเหล็กอัดก้อน คัดแยกวัสดุที่ไม่ใช้แล้วและนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียมาผลิตใหม่ และตัด พับ และม้วนโลหะ,ศรีราชา,ชลบุรี
3652,2565,บริษัท ฮีดากา ซูซูโทกุ (ประเทศไทย) จำกัด,บริษัท ฮีดากา ซูซูโทกุ (ประเทศไทย) จำกัด,อัด บด เศษเหล็กเป็นเศษเหล็กอัดก้อน ตัด พับ หรือม้วนโลหะ,ศรีราชา,ชลบุรี
3653,2565,บริษัท ธนาคูณโลหะ จำกัด,บริษัท ธนาคูณโลหะ จำกัด,ตัดโลหะเป็นชิ้นส่วนต่าง ๆ และอัดเศษโลหะทุกชิด,ศรีราชา,ชลบุรี
3654,2565,บริษัท ฮีดากา โยโก เอ็นเตอร์ไพรส์ จำกัด,บริษัท ฮีดากา โยโก เอ็นเตอร์ไพรส์ จำกัด,การอัดเศษโลหะ การตัด พับ หรือม้วนโลหะ การกลึง เจาะ เชื่อมโลหะ,ศรีราชา,ชลบุรี
3655,2565,บริษัท ถนัดศรีทวีคูณรุ่งเรือง(14) จำกัด,บริษัท ถนัดศรีทวีคูณรุ่งเรือง(14) จำกัด,"อัดเศษโลหะ, ตัด, พับ, ม้วน, ปั๊มโลหะ",ศรีราชา,ชลบุรี
3656,2565,ห้างหุ้นส่วนจำกัด แสงไทยรีไซเคิล,ห้างหุ้นส่วนจำกัด แสงไทยรีไซเคิล,อัดเศษกระดาษ อัดเศษโหหะ,สัตหีบ,ชลบุรี
3657,2565,บริษัท อี้เฉิน (ไทยแลนด์) จำกัด,บริษัท อี้เฉิน (ไทยแลนด์) จำกัด,ตัด พับ ม้วนโลหะเพื่อทำผลิตภัณฑ์โลหะ,บ่อทอง,ชลบุรี
3658,2565,ห้างหุ้นส่วนจำกัด อาร์.เอส.อาร์.เอ็นเตอร์ไพรส์,ห้างหุ้นส่วนจำกัด อาร์.เอส.อาร์.เอ็นเตอร์ไพรส์,กลึง พับ เชื่อมเหล็ก,บ่อทอง,ชลบุรี
3659,2565,บริษัท เอ็กซ์1 เอสเคปแลดเดอร์ จำกัด,บริษัท เอ็กซ์1 เอสเคปแลดเดอร์ จำกัด,ผลิตบันไดหนีไฟอลูมิเนียม และชิ้นส่วนอลูมิเนียมเพื่อการส่งออก,บางละมุง,ชลบุรี
3660,2565,บริษัท คลิงเกอร์ (ไทยแลนด์) จำกัด,บริษัท คลิงเกอร์ (ไทยแลนด์) จำกัด,ตัดพับ ม้วน และกลึงโลหะ เพื่อทำปะเก็น,บางละมุง,ชลบุรี
3661,2565,บริษัท อาร์ซี สตีล จำกัด,บริษัท อาร์ซี สตีล จำกัด,การตัด พับ ม้วน โลหะ,บางละมุง,ชลบุรี
3662,2565,บริษัท ลี่ เหว่ย สตีล จำกัด,บริษัท ลี่ เหว่ย สตีล จำกัด,ตัด พับ หรือม้วนโลหะ,บ้านบึง,ชลบุรี
3663,2565,บริษัท ตะวันออกรุ่งเรือง จำกัด,บริษัท ตะวันออกรุ่งเรือง จำกัด,ตัด ซอย ปั๊ม อัด รีด แปรรูปโลหะ,บ้านบึง,ชลบุรี
3664,2565,บริษัท เด็คส์เตอร์ อินดัสทรี จำกัด,บริษัท เด็คส์เตอร์ อินดัสทรี จำกัด,ตัด พับ ม้วน กลึง เจาะ คว้าน กัด ไส เจียนหรือเชื่อมโลหะทั่วไป,บ้านบึง,ชลบุรี
3665,2565,บริษัท แอพคอน แฟบริเคชั่น แอนด์ คอนสตรัคชั่น จำกัด,บริษัท แอพคอน แฟบริเคชั่น แอนด์ คอนสตรัคชั่น จำกัด,การตัด พับ ม้วน หรือเชื่อมโลหะ และทำชิ้นส่วนหรืออุปกรณ์ของผลิตภัณฑ์โลหะ,บ้านบึง,ชลบุรี
3666,2565,บริษัท เจริญมั่งคั่ง เอ็นจิเนียริ่ง จำกัด,บริษัท เจริญมั่งคั่ง เอ็นจิเนียริ่ง จำกัด,กลึง เจาะ ไส ม้วน เชื่อมชิ้นงาน ซ่อมบำรุง แก้ไขดัดแปลงเครื่องจักรอุตสาหกรรมผลิตภัณฑ์ยาง ทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร,บ้านบึง,ชลบุรี
3667,2565,บริษัท ควอลิตี้ไพพ์ แอนด์ สตีล แมนูแฟคเจอริ่ง จำกัด,บริษัท ควอลิตี้ไพพ์ แอนด์ สตีล แมนูแฟคเจอริ่ง จำกัด,การตัด พับ หรือม้วนโลหะ ทำแป๊ปเหล็ก ทำเพลา รีดลวด ทำน๊อต สกรู รีด ดึง อบ ตัด ลดขยาย ท่อเหล็กโลหะทุกชนิด,บ้านบึง,ชลบุรี
3668,2565,บริษัท ฮัวเหม่ย (ประเทศไทย) จำกัด,บริษัท ฮัวเหม่ย (ประเทศไทย) จำกัด,"ตัด พับ กลึง เจาะ ไส เจียร และเชื่อมโลหะทั่วไป, ทำส่วนประกอบสำหรับใช้ในการก่อสร้าง เช่น เหล็กโครงเคร่าฝ้าเพดานและโครงเคร่าผนัง",บ้านบึง,ชลบุรี
3669,2565,บริษัท บี.พี.อี.เอ็นจิเนียริ่ง (2003) จำกัด,บริษัท บี.พี.อี.เอ็นจิเนียริ่ง (2003) จำกัด,กลึง ไส เชื่อม ม้วนเหล็ก,บ้านบึง,ชลบุรี
3670,2565,บริษัท หย่งหลุงเอ็นเตอร์ไพรส์ จำกัด,บริษัท หย่งหลุงเอ็นเตอร์ไพรส์ จำกัด,ตัดเหล็ก,บ้านบึง,ชลบุรี
3671,2565,บริษัท บีเอสเอฟ (ประเทศไทย) จำกัด,บริษัท บีเอสเอฟ (ประเทศไทย) จำกัด,ผลิตชิ้นส่วนโลหะ เช่น ข้องอ ELBOW ข้อต่อสามทาง TEE,บ้านบึง,ชลบุรี
3672,2565,บริษัท เอคเซลเลนท์ แมชชีนนิ่ง เซ็นเตอร์ จำกัด,บริษัท เอคเซลเลนท์ แมชชีนนิ่ง เซ็นเตอร์ จำกัด,กลึง เจาะ ตัด พับ ขึ้นรูปโลหะทุกชนิด ผลิตชิ้นส่วนเครื่องใช้ไฟฟ้า และชิ้นส่วนยานยนต์,บ้านบึง,ชลบุรี
3673,2565,บริษัท อัครโอฬาร(1996) จำกัด,บริษัท อัครโอฬาร(1996) จำกัด,เชื่อมโลหะ ตัด พับ ม้วนโลหะ,บ้านบึง,ชลบุรี
3674,2565,บริษัท เอคเซลเลนท์ อินดัสตรี้ส์ จำกัด,บริษัท เอคเซลเลนท์ อินดัสตรี้ส์ จำกัด,กลึง เจาะ ตัด พับ ขึ้นรูปโลหะทุกชนิด ผลิตชิ้นส่วนเครื่องใช้ไฟฟ้า และชิ้นส่วนยานยนต์,บ้านบึง,ชลบุรี
