_id,ปี,ชื่อโรงงาน,ชื่อเจ้าของ,ประกอบกิจการ,อำเภอ,จังหวัด
12221,2567,บริษัท เจียซิง เอ็นเตอร์ไพรส์ จำกัด,บริษัท เจียซิง เอ็นเตอร์ไพรส์ จำกัด,ทำเครื่องเรือนหรือเครื่องตบแต่งภายในอาคาร เช่น อุปกรณ์ตกแต่งห้องน้ำ ฯลฯ,พานทอง,ชลบุรี
12222,2567,บริษัท วิชั่นกลาส อินดัสทรีส์ จำกัด,บริษัท วิชั่นกลาส อินดัสทรีส์ จำกัด,ทำเครื่องเรือนหรือเครื่องตกแต่งภายในอาคารจากไม้ แก้ว หรือโลหะอื่นๆ,พานทอง,ชลบุรี
12223,2567,บริษัท เอ็ม พี เค เปเปอร์ จำกัด,บริษัท เอ็ม พี เค เปเปอร์ จำกัด,ผลิตกระดาษคร๊าฟ,พานทอง,ชลบุรี
12224,2567,บริษัท ปริ้นท์ แอนด์ แพค จำกัด,บริษัท ปริ้นท์ แอนด์ แพค จำกัด,ผลิตกล่องกระดาษลูกฟูกและไส้กล่องกระดาษ,พานทอง,ชลบุรี
12225,2567,บริษัท โออิซูรู (ประเทศไทย) จำกัด,บริษัท โออิซูรู (ประเทศไทย) จำกัด,ผลิตภัณฑ์สำหรับบรรจุภัณฑ์จาก โฟม ไม้ กระดาษ และพลาสติก,พานทอง,ชลบุรี
12226,2567,บริษัท วินไชน์ จูปิเตอร์ จำกัด,บริษัท วินไชน์ จูปิเตอร์ จำกัด,ผลิตบรรจุภัณฑ์จากกระดาษ,พานทอง,ชลบุรี
12227,2567,บริษัท แพนด้า เปเปอร์ คาร์ตันส จำกัด,บริษัท แพนด้า เปเปอร์ คาร์ตันส จำกัด,ผลิตกล่องกระดาษลูกฟูก,พานทอง,ชลบุรี
12228,2567,บริษัท กรีน คาร์ตอนบ๊อกซ์ จำกัด,บริษัท กรีน คาร์ตอนบ๊อกซ์ จำกัด,ผลิตและปั๊มกล่องกระดาษลูกฟูก,พานทอง,ชลบุรี
12229,2567,บริษัท โซเก็น เคมิคอล เอเชีย จำกัด,บริษัท โซเก็น เคมิคอล เอเชีย จำกัด,ผลิต กระดาษกาวชนิดหนึ่งหน้า สองหน้า เพื่อใช้ในชิ้นส่วนรถยนต์ อุปกรณ์ไฟฟ้าอิเลคทรอนิกส์ และอื่น ๆ,พานทอง,ชลบุรี
12230,2567,บริษัท เอ็มดีไอ โฮมโปรดักส์ อินดัสทรี้ จำกัด,บริษัท เอ็มดีไอ โฮมโปรดักส์ อินดัสทรี้ จำกัด,ผลิตกระดาษติดฝาผนัง (Wall Paper) ผลิตรางผ้าม่าน,พานทอง,ชลบุรี
12231,2567,บริษัท เท็นแทค (ประเทศไทย) จำกัด,บริษัท เท็นแทค (ประเทศไทย) จำกัด,ผลิตและจำหน่ายสิ่งพิมพ์ และผลิตถุงพลาสติก,พานทอง,ชลบุรี
12232,2567,บริษัท อดัมแพค (ประเทศไทย) จำกัด,บริษัท อดัมแพค (ประเทศไทย) จำกัด,ผลิตผลิตภัณฑ์บาร์โค๊ด (BARCOAD) และฉลาก (LABEL) ทุกชนิด และผลิตภัณฑ์ลาสติก,พานทอง,ชลบุรี
12233,2567,บริษัท เอ็มซีซี ลาเบลส์ กรุงเทพ จำกัด,บริษัท เอ็มซีซี ลาเบลส์ กรุงเทพ จำกัด,ผลิตและจำหน่ายฉลาก ป้ายกระดาษกาว และสิ่งพิมพ์ทุกประเภท,พานทอง,ชลบุรี
12234,2567,บริษัท เอส ที ดี อินเตอร์แพค จำกัด,บริษัท เอส ที ดี อินเตอร์แพค จำกัด,ตบแต่งสิ่งพิมพ์ การพิมพ์ การทำแฟ้มเอกสาร การเย็บเล่ม ทำปก,พานทอง,ชลบุรี
12235,2567,บริษัท เอส.ดี โมลด์ (ประเทศไทย) จำกัด,บริษัท เอส.ดี โมลด์ (ประเทศไทย) จำกัด,ผลิตแม่พิมพ์ชิ้นส่วนอุปกรณ์อะไหล่ของแม่พิมพ์และซ่อมแซมแม่พิมพ์,พานทอง,ชลบุรี
12236,2567,บริษัท ยูนิคัล เวิร์คส์ จำกัด,บริษัท ยูนิคัล เวิร์คส์ จำกัด,ทำแม่พิมพ์โลหะ,พานทอง,ชลบุรี
12237,2567,บริษัท เถียร ชุน เมทัล เทคโนโลยี จำกัด,บริษัท เถียร ชุน เมทัล เทคโนโลยี จำกัด,ทำแม่พิมพ์โลหะ,พานทอง,ชลบุรี
12238,2567,บริษัท เทคโน ทูลส์ (ประเทศไทย) จำกัด,บริษัท เทคโน ทูลส์ (ประเทศไทย) จำกัด,ผลิตแม่พิมพ์อัดพลาสติกและซ่อมแซมแม่พิมพ์,พานทอง,ชลบุรี
12239,2567,บริษัท ฟูจิมาคิ สตีล (ประเทศไทย) จำกัด,บริษัท ฟูจิมาคิ สตีล (ประเทศไทย) จำกัด,ผลิตชิ้นส่วนโลหะสำหรับแม่พิมพ์และเครื่องจักรอุตสาหกรรม,พานทอง,ชลบุรี
12240,2567,บริษัท แม็กซ์ซอฟพรีซิชั่น(ประเทศไทย) จำกัด,บริษัท แม็กซ์ซอฟพรีซิชั่น(ประเทศไทย) จำกัด,ผลิตและซ่อมแซมแม่พิมพ์(Mold&Die),พานทอง,ชลบุรี
12241,2567,บริษัท เนาวบุตร พรีซิชั่น จำกัด,บริษัท เนาวบุตร พรีซิชั่น จำกัด,ทำแม่พิมพ์โลหะ,พานทอง,ชลบุรี
12242,2567,บริษัท ไทร์ โมลด์ (ประเทศไทย) จำกัด,บริษัท ไทร์ โมลด์ (ประเทศไทย) จำกัด,ผลิตแม่พิมพ์อะไหล่และชิ้นส่วนของแม่พิมพ์,พานทอง,ชลบุรี
12243,2567,บริษัท ไธร์ฟ พรีซีชั่น อินดัสตรี จำกัด,บริษัท ไธร์ฟ พรีซีชั่น อินดัสตรี จำกัด,ผลิตแม่พิมพ์(DIES)และซ่อมแซมแม่พิมพ์ ผลิตชิ้นส่วนแม่พิมพ์ และชิ้นส่วนปั๊มขึ้นรูป,พานทอง,ชลบุรี
12244,2567,บริษัท เพิ่มพูลสลักภัณฑ์และกลการ (2004) จำกัด,บริษัท เพิ่มพูลสลักภัณฑ์และกลการ (2004) จำกัด,แม่พิมพ์โลหะ,พานทอง,ชลบุรี
12245,2567,บริษัท ลี เทคโน (ไทยแลนด์) จำกัด,บริษัท ลี เทคโน (ไทยแลนด์) จำกัด,ทำแม่พิมพ์โลหะ,พานทอง,ชลบุรี
12246,2567,บริษัท ไอน์ชไตน์ อินดัสเตรียล เทคนิค คอร์ปอเรชั่น จำกัด,บริษัท ไอน์ชไตน์ อินดัสเตรียล เทคนิค คอร์ปอเรชั่น จำกัด,ทำแม่พิมพ์โละหะ,พานทอง,ชลบุรี
12247,2567,บริษัท เอเอ็มซี เอเชีย จำกัด,บริษัท เอเอ็มซี เอเชีย จำกัด,ผลิตผลิตภัณฑ์โลหะชิ้นส่วนโลหะและแม่พิมพ์โลหะเพื่อขายจำหน่ายและส่งออก,พานทอง,ชลบุรี
12248,2567,บริษัท จูเคียว ยูชิ (ประเทศไทย) จำกัด,บริษัท จูเคียว ยูชิ (ประเทศไทย) จำกัด,ผลิต รับจ้างผลิต เคมีภัณฑ์ เคมีภัณฑ์สำหรับการอุตสาหกรรม เคมีภัณฑ์สำหรับอุตสาหกรรมทุกชนิด,พานทอง,ชลบุรี
12249,2567,บริษัท เมลเท็กซ์ เอเซีย (ประเทศไทย) จำกัด,บริษัท เมลเท็กซ์ เอเซีย (ประเทศไทย) จำกัด,ผลิตสารเคมีสำหรับงานอุตสาหกรรมทุกประเภท(PLATING),พานทอง,ชลบุรี
12250,2567,บริษัท เจซียู (ประเทศไทย) จำกัด,บริษัท เจซียู (ประเทศไทย) จำกัด,ผลิตสารเคมีสำหรับเคลือบผิว และให้บริการติดตั้งเครื่องจักร อุปกรณ์สำหรับเคลือบผิว,พานทอง,ชลบุรี
12251,2567,บริษัท เจซียู (ประเทศไทย) จำกัด,บริษัท เจซียู (ประเทศไทย) จำกัด,ให้บริการติดตั้งเครื่องจักรอุปกรณ์สำหรับเคลือบผิวและจัดเก็บสารเคมีสำหรับเคลือบผิวและผลิตอุปกรณ์สำหรับเคลือบผิว,พานทอง,ชลบุรี
12252,2567,บริษัท ไพร์ด-เคม อินดัสทรีส์ (ประเทศไทย) จำกัด,บริษัท ไพร์ด-เคม อินดัสทรีส์ (ประเทศไทย) จำกัด,อบแห้ง และเก็บบรรจุ คอบเปอร์ออกไซด์,พานทอง,ชลบุรี
12253,2567,บริษัท โตโยโบะ เคมิคอลส์ (ไทยแลนด์) จำกัด,บริษัท โตโยโบะ เคมิคอลส์ (ไทยแลนด์) จำกัด,ผลิตผลิตภัณฑ์และเคมีภัณฑ์ โค-โพลีเอสเตอร์ เรซิ่น วัตถุดิบ และส่วนประกอบทุกประเภทที่ใช้ในการผลิตผลิตภัณฑ์ดังกล่าว,พานทอง,ชลบุรี
12254,2567,บริษัท เอสเคเค เคมิคอล (ไทยแลนด์) จำกัด,บริษัท เอสเคเค เคมิคอล (ไทยแลนด์) จำกัด,ผลิตสี,พานทอง,ชลบุรี
12255,2567,บริษัท มูซาชิ เพ้นท์ แมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด,บริษัท มูซาชิ เพ้นท์ แมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด,ผลิตสีและทินเนอร์,พานทอง,ชลบุรี
12256,2567,บริษัท ออริจิน อีซึ่น เพ้นท์ จำกัด,บริษัท ออริจิน อีซึ่น เพ้นท์ จำกัด,ผลิตสีใช้ในอุตสาหกรรม,พานทอง,ชลบุรี
12257,2567,บริษัท นิปปอนเพนต์ (ประเทศไทย) จำกัด,บริษัท นิปปอนเพนต์ (ประเทศไทย) จำกัด,ผลิตสีพลาสติก,พานทอง,ชลบุรี
12258,2567,บริษัท จูโจ เคมิคอล (ไทยแลนด์) จำกัด,บริษัท จูโจ เคมิคอล (ไทยแลนด์) จำกัด,ผลิตหมึกพิมพ์ (SCREEN PRINTING INK),พานทอง,ชลบุรี
12259,2567,บริษัท อีซึ่น แอนด์ โค จำกัด (มหาชน),บริษัท อีซึ่น แอนด์ โค จำกัด (มหาชน),"ผลิตสีที่ใช้ในอุตสาหกรรม, ทำหมึกพิมพ์, ผลิตกาวที่ใช้ในอุตสาหกรรม ",พานทอง,ชลบุรี
12260,2567,บริษัท นิปปอนเพนต์ (ประเทศไทย) จำกัด,บริษัท นิปปอนเพนต์ (ประเทศไทย) จำกัด,ผลิตสี WATER BORNE,พานทอง,ชลบุรี
12261,2567,บริษัท เชอร์วิน-วิลเลี่ยมส์ (ไทยแลนด์) จำกัด,บริษัท เชอร์วิน-วิลเลี่ยมส์ (ไทยแลนด์) จำกัด,ผลิตสีผสมสีและสารละลายเช่นโซลเว้น,พานทอง,ชลบุรี
12262,2567,บริษัท สยาม โซมาร์ จำกัด,บริษัท สยาม โซมาร์ จำกัด,ผลิตวัสดุกาวและวัสดุเคลือบ,พานทอง,ชลบุรี
12263,2567,บริษัท ศารายา เอ็มเอฟจี. (ไทยแลนด์) จำกัด,บริษัท ศารายา เอ็มเอฟจี. (ไทยแลนด์) จำกัด,ผลิตผลิตภัณฑ์สำหรับใช้ทำความสะอาดทุกประเภท เช่น ผลิตภัณฑ์ทำความสะอาดพื้นและห้องน้ำ น้ำยาล้างจาน น้ำยาล้างเครื่องครัว และภาชนะบรรจุภัณฑ์ทุกประเภท สบู่เหลวทุกประเภท เช่น สบู่เหลวล้างมือ สบู่เหลวซักผ้า เป็นต้น,พานทอง,ชลบุรี
12264,2567,บริษัท เทย์ก้า (ไทยแลนด์) จำกัด,บริษัท เทย์ก้า (ไทยแลนด์) จำกัด,"LINEAR ALKYL BENZENE SULFONIC ACID, SODIUM LAURETH SULFATE, AMMONIUM LAURETH SULFATE, SODIUM LAURYL SULFATE, AMMONIUM LAURYL SULFATE",พานทอง,ชลบุรี
12265,2567,บริษัท ดง อัน ไบโอเทค (ประเทศไทย) จำกัด,บริษัท ดง อัน ไบโอเทค (ประเทศไทย) จำกัด,ทำสบู่ วัสดุสังเคราะห์ สำหรับซักฟอก แชมพู ผลิตภัณฑ์สำหรับโกนหนวด หรือผลิตภัณฑ์สำหรับชำระล้างหรือขัดถู และเครื่องสำอาง หรือสิ่งปรุงแต่ร่างกาย,พานทอง,ชลบุรี
12266,2567,บริษัท เอฟ ซี ลาบอราทอรี่ จำกัด,บริษัท เอฟ ซี ลาบอราทอรี่ จำกัด,ผลิตเครื่องสำอางน้ำหอมเครื่องประทินผิวกายผลิตภัณฑ์บำรุงผมบำรุงร่างกายผลิตภัณฑ์สำหรับเด็กผลิตชากาแฟผลิตภัณฑ์ของนมเครื่องดื่มในภาชนะบรรจุปิดสนิทอาหารกึ่งสำเร็จรูปและผลิตภัณฑ์เสริมอาหาร,พานทอง,ชลบุรี
12267,2567,บริษัท ดันล้อป แอดฮีซีฟส์ (ประเทศไทย) จำกัด,บริษัท ดันล้อป แอดฮีซีฟส์ (ประเทศไทย) จำกัด,ผลิตและจำหน่ายกาวทุกประเภทรวมถึงวัสดุอุปกรณ์ในการอุดและเคลือบผิว,พานทอง,ชลบุรี
12268,2567,บริษัท ดีไอซี กราฟฟิค (ประเทศไทย) จำกัด,บริษัท ดีไอซี กราฟฟิค (ประเทศไทย) จำกัด,"ผลิตหมึกพิมพ์,ผลิตสี",พานทอง,ชลบุรี
12269,2567,บริษัท เพทราเคม (ประเทศไทย) จำกัด,บริษัท เพทราเคม (ประเทศไทย) จำกัด,"ทำผลิตภัณฑ์สำหรับใช้กับโลหะ เช่น น้ำมันตัดโลหะ,น้ำมันปั้มขึ้นรูปโลหะ,น้ำมันหล่อลื่นเครื่องจักรน้ำมันกันสนิม",พานทอง,ชลบุรี
12270,2567,บริษัท น้ำมันอพอลโล (ไทย) จำกัด,บริษัท น้ำมันอพอลโล (ไทย) จำกัด,น้ำมันหล่อลื่น,พานทอง,ชลบุรี
12271,2567,บริษัท ลู้บ เทคโนโลยี จำกัด,บริษัท ลู้บ เทคโนโลยี จำกัด,ผลิตน้ำมันหล่อลื่นเพื่องานอุตสาหกรรมโลหะ,พานทอง,ชลบุรี
12272,2567,บริษัท บริดจสโตน ไทร์ แมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด,บริษัท บริดจสโตน ไทร์ แมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด,ผลิตยางรถยนต์และRUBBERCOMPOUND,พานทอง,ชลบุรี
12273,2567,บริษัท เอ็กซ์เท็นซีฟว์ รีเสิร์ช โพลีเมอร์ส จำกัด,บริษัท เอ็กซ์เท็นซีฟว์ รีเสิร์ช โพลีเมอร์ส จำกัด,ผลิตภัณฑ์จากยาง เช่น ยางแผ่น แวนยาง แผ่นปะเก็นยาง,พานทอง,ชลบุรี
12274,2567,บริษัท อีอาร์พี คอมปาวด์ จำกัด,บริษัท อีอาร์พี คอมปาวด์ จำกัด,ผสมยาง,พานทอง,ชลบุรี
12275,2567,บริษัท โตโย รับเบอร์ เคมิคัล โพรดักส์ (ประเทศไทย) จำกัด,บริษัท โตโย รับเบอร์ เคมิคัล โพรดักส์ (ประเทศไทย) จำกัด,ผลิตยางหุ้นเพลารถยนต์ (Drive Shaft Boot),พานทอง,ชลบุรี
12276,2567,บริษัท ไทย เอ็นโอเค จำกัด,บริษัท ไทย เอ็นโอเค จำกัด,ผลิตชิ้นส่วนยานยนต์ ปะเก็น และอุปกรณ์กันรั่ว อุปกรณ์ส่วนประกอบและอะไหล่ที่ทำด้วยยางสำหรับใช้ในอุตสาหกรรม,พานทอง,ชลบุรี
12277,2567,บริษัท จี้ เม่า รับเบอร์ อินเตอร์เนชั่นแนล (ไทยแลนด์) จำกัด,บริษัท จี้ เม่า รับเบอร์ อินเตอร์เนชั่นแนล (ไทยแลนด์) จำกัด,ผลิตยางสังเคราะห์ ( RUBBER COMPOUND ),พานทอง,ชลบุรี
12278,2567,บริษัท มิโตโยะ รับเบอร์ (ประเทศไทย) จำกัด,บริษัท มิโตโยะ รับเบอร์ (ประเทศไทย) จำกัด,ผลิตชิ้นส่วนยางสำหรับยานยนต์ อุปกรณ์อิเล็กทรอนิกส์ เครื่องใช้ไฟฟ้า และเครื่องใช้ในครัวเรือน,พานทอง,ชลบุรี
12279,2567,บริษัท โฮริคาวะ รับเบอร์ (ประเทศไทย) จำกัด,บริษัท โฮริคาวะ รับเบอร์ (ประเทศไทย) จำกัด,ผลิตผลิตภัณฑ์ยาง,พานทอง,ชลบุรี
12280,2567,บริษัท สยาม คีปเปอร์ แมนูแฟคเจอริ่ง จำกัด,บริษัท สยาม คีปเปอร์ แมนูแฟคเจอริ่ง จำกัด,ผลิตและจำหน่ายชิ้นส่วนและอุปกรณ์ที่ทำจากยาง,พานทอง,ชลบุรี
12281,2567,บริษัท เจ็ท อินดัสตรีส์ (ประเทศไทย) จำกัด,บริษัท เจ็ท อินดัสตรีส์ (ประเทศไทย) จำกัด,ผลิตชิ้นส่วนอุปกรณ์อิเล็คโทรนิคจากพลาสติก,พานทอง,ชลบุรี
12282,2567,บริษัท อพอลโล อินดัสทรี จำกัด,บริษัท อพอลโล อินดัสทรี จำกัด,ฉีดพลาสติกทำเครื่องใช้พลาสติก เครื่องเรือน ทำเม็ดพลาสติกเกรดบี,พานทอง,ชลบุรี
12283,2567,บริษัท เอเวนส์ เพียว (ไทย)จำกัด,บริษัท เอเวนส์ เพียว (ไทย)จำกัด,"ผลิตแม่พิมพ์,ชิ้นส่วนโลหะ สำหรับเครื่องใช้ไฟฟ้าอิเล็คทรอนิคส์และยานยนต์,ชิ้นส่วนพลาสติกสำหรับเครื่องใช้ไฟฟ้าอิเล็คทรอนิคส์นยนต์ และบรรจุ๓ณฑ์ และผลิตภัณฑ์พลาสติกเพื่อการอุปโภค เช่น บรรจุภัณฑ์",พานทอง,ชลบุรี
12284,2567,บริษัท สุโขทัย ไฟเบอร์ เท็กซ์ไทล์ จำกัด,บริษัท สุโขทัย ไฟเบอร์ เท็กซ์ไทล์ จำกัด,ฉีดพลาสติกทำเครื่องใช้พลาสติก เครื่องเรือน ทำเม็ดพลาสติกเกรดบี,พานทอง,ชลบุรี
12285,2567,บริษัท โมลิเมอร์ มาเท็กซ์ (ไทยแลนด์) จำกัด,บริษัท โมลิเมอร์ มาเท็กซ์ (ไทยแลนด์) จำกัด,ผลิตผลิตภัณฑ์และชิ้นส่วนจากพลาสติกเสริมเส้นใย (Fiber Reinforced Plastic Products and Part) ได้แก่ ท่อร้อยสายไฟ (Plalloy) ท่อประปา (Filament Winding) แผ่นไฟเบอร์ตาข่าย (FRP Grid) โครงการพลาสติก (Conveyor Lay Up),พานทอง,ชลบุรี
12286,2567,บริษัท ฟงไข่ อิเล็กทรอนิกส์ เทคโนโลยี (ประเทศไทย) จำกัด,บริษัท ฟงไข่ อิเล็กทรอนิกส์ เทคโนโลยี (ประเทศไทย) จำกัด,ฉีดพลาสติกเป็นชิ้นส่วนเครื่องใช้ไฟฟ้า อุปกรณ์รถยนต์ และชิ้นส่วนเครื่องใช้ต่างๆ,พานทอง,ชลบุรี
12287,2567,บริษัท บางพลี พลาสติก จำกัด,บริษัท บางพลี พลาสติก จำกัด,ทำเครื่องใช้จากพลาสติก เช่น กะละมัง ถัง ตะกร้า ขัน,พานทอง,ชลบุรี
12288,2567,บริษัท แอพต้าร์ (ประเทศไทย) จำกัด,บริษัท แอพต้าร์ (ประเทศไทย) จำกัด,ผลิตชิ้นส่วนปั้ม และหัวฉีดพลาสติก หัวฉีดเครื่องกลต่างๆ ฝาปิดแบบปั้ม และฝาปิดพลาสติก(Flip top closure) รวมทั้งอะไหล่ ส่วนประกอบและอุปกรณ์ของสินค้าดังกล่าว,พานทอง,ชลบุรี
12289,2567,บริษัท เอราวัณ กรุ๊ป จำกัด,บริษัท เอราวัณ กรุ๊ป จำกัด,ฉีดพลาสติก ทำเครื่องใช้พลาสติก เครื่องเรือน ทำเม็ดพลาสติกเกรดบี,พานทอง,ชลบุรี
12290,2567,บริษัท เดอะวอล์ค ไลฟ์สไตล์ มอลล์ จำกัด,บริษัท เดอะวอล์ค ไลฟ์สไตล์ มอลล์ จำกัด,ฉีดพลาสติกทำเครื่องใช้พลาสติก เครื่องเรือน ทำเม็ดพลาสติกเกรดบี,พานทอง,ชลบุรี
12291,2567,บริษัท แฮ ซอง (ไทยแลนด์) จำกัด,บริษัท แฮ ซอง (ไทยแลนด์) จำกัด,ผลิตชิ้นส่วนพลาสติก อุปกรณ์เครื่องใช้ไฟฟ้า ผลิตชิ้นส่วนอุปกรณ์รถยนต์ต่าง ๆ,พานทอง,ชลบุรี
12292,2567,บริษัท กุ่มทอง ไทยพลาสติก จำกัด,บริษัท กุ่มทอง ไทยพลาสติก จำกัด,ทำผลิตภัณฑ์พลาสติก,พานทอง,ชลบุรี
12293,2567,บริษัท เดอะ คลาวด์ แอนด์ เดอะ กราวด์ จำกัด,บริษัท เดอะ คลาวด์ แอนด์ เดอะ กราวด์ จำกัด,ฉีดพลาสติก ทำเครื่องใช้พลาสติก เครื่องเรือน ทำเม็ดพลาสติกเกรดบี,พานทอง,ชลบุรี
12294,2567,บริษัท ที.อาร์.โปรดักส์ แอนด์ มาร์เก็ตติ้ง จำกัด,บริษัท ที.อาร์.โปรดักส์ แอนด์ มาร์เก็ตติ้ง จำกัด,"ผลิตผลิตภัณฑ์จากพลาสติก เช่น ขวด สายยาง ได้ปีละ 60 ตัน และน้ำหอมรถยนต์ ได้ปีละ 50,000 กระป๋อง",พานทอง,ชลบุรี
12295,2567,บริษัท ทอนเทค พรีซิชั่น ทูลลิ่ง (ประเทศไทย) จำกัด,บริษัท ทอนเทค พรีซิชั่น ทูลลิ่ง (ประเทศไทย) จำกัด,ผลิตผลิตภัณฑ์พลาสติก,พานทอง,ชลบุรี
12296,2567,บริษัท ท็อป พลาสติก จำกัด,บริษัท ท็อป พลาสติก จำกัด,ผลิตเครื่องมือ เครื่องใช้ อุปกรณ์ และชิ้นส่วนต่างๆทุกชิ้นจากพลาสติก,พานทอง,ชลบุรี
12297,2567,บริษัท ชลบุรี โพลีเมอร์ จำกัด,บริษัท ชลบุรี โพลีเมอร์ จำกัด,ผลิตถุงพลาสติก,พานทอง,ชลบุรี
12298,2567,บริษัท เทคโนพลาสอุตสาหกรรม (ประเทศไทย) จำกัด,บริษัท เทคโนพลาสอุตสาหกรรม (ประเทศไทย) จำกัด,ผลิตชิ้นส่วนพลาสติก สำหรับเครื่องถ่ายเอกสาร เครื่องใช้ไฟฟ้า ชิ้นส่วนรถยนต์ อุปกรณ์สำนักงาน,พานทอง,ชลบุรี
12299,2567,บริษัท ทาปิรัส (ประเทศไทย) จำกัด,บริษัท ทาปิรัส (ประเทศไทย) จำกัด,ผลิตผลิตภัณฑ์ที่ผลิตจากสิ่งทอเส้นใยสังเคราะห์ใช้สำหรับหน้ากากปิดจมูก,พานทอง,ชลบุรี
12300,2567,นายสัมฤทธิ์ สิทธิวรานุวงศ์,นายสัมฤทธิ์ สิทธิวรานุวงศ์,ผลิตบรรจุภัณฑ์พลาสติก เช่น ตะกร้าใส่ผลไม้ ฯลฯ,พานทอง,ชลบุรี
12301,2567,บริษัท พานทอง 2558 จำกัด,บริษัท พานทอง 2558 จำกัด,ทำผลิตภัณฑ์พลาสติกต่าง ๆ เช่น ขวดพลาสติก และเครื่องใช้พลาสติก,พานทอง,ชลบุรี
12302,2567,บริษัท ฟลูอิด-แบ็ก (เอเชีย) จำกัด,บริษัท ฟลูอิด-แบ็ก (เอเชีย) จำกัด,ผลิตบรรจุภัณฑ์ชนิดยืดหยุ่นขนาดกลางและส่วนประกอบสำหรับบรรจุผลิตภัณฑ์ชนิดเหลวที่ทำจากสิ่งทอ,พานทอง,ชลบุรี
12303,2567,บริษัท โลตัสพลาสติก จำกัด,บริษัท โลตัสพลาสติก จำกัด,ผลิตถุงพลาสติก,พานทอง,ชลบุรี
12304,2567,ห้างหุ้นส่วนจำกัด ชลบุรี จีเอส พลาสติค,ห้างหุ้นส่วนจำกัด ชลบุรี จีเอส พลาสติค,ทำถุงพลาสติก,พานทอง,ชลบุรี
12305,2567,บริษัท พานทองบรรจุภัณฑ์ จำกัด,บริษัท พานทองบรรจุภัณฑ์ จำกัด,ผลิตกระสอบสานพลาสติก,พานทอง,ชลบุรี
12306,2567,บริษัท พานทอง ไทย แพ็ค จำกัด,บริษัท พานทอง ไทย แพ็ค จำกัด,ผลิตภัณฑ์พลาสติก เช่น ถุงพลาสติก,พานทอง,ชลบุรี
12307,2567,บริษัท แลงก้า พลาสติก จำกัด,บริษัท แลงก้า พลาสติก จำกัด,ผลิตและขายบรรจุภัณฑ์พลาสติก เช่น กล่องพลาสติก ขวดพลาสติก แก้วน้ำพลาสติก และทำเม็ดพลาสติก,พานทอง,ชลบุรี
12308,2567,บริษัท เอเวียนท์ คัลเลอร์แร้นท์ (ประเทศไทย) จำกัด,บริษัท เอเวียนท์ คัลเลอร์แร้นท์ (ประเทศไทย) จำกัด,ผลิตผลิตภัณฑ์เม็ดสีพลาสติก สีผง เพื่อใช้เป็นแม่สีสำหรับผลิตภัณฑ์พลาสติก (MASTERBATCHES) และยางสังเคราะห์ผสมสี วิจัยและพัฒนาวัตถุดิบ และ/หรือวัสดุเชิงประกอบสำหรับอุตสาหกรรมพลาสติก และนำผลงานที่ได้จากการวิจัยและพัฒนาไปผลิตต่อในเชิงพาณิชย์,พานทอง,ชลบุรี
12309,2567,นายทนุธรรม ตันบูรณา,นายทนุธรรม ตันบูรณา,ทำผลิตภัณฑ์พลาสติก เช่น เม็ด ท่อหลอด,พานทอง,ชลบุรี
12310,2567,บริษัท โบดาโจอึน จำกัด,บริษัท โบดาโจอึน จำกัด,การทำพลาสติกเป็นแผ่น,พานทอง,ชลบุรี
12311,2567,บริษัท อัครชัย กรุ๊ป จำกัด,บริษัท อัครชัย กรุ๊ป จำกัด,ทำท่อน้ำพลาสติก,พานทอง,ชลบุรี
12312,2567,บริษัท ฟาบริ-เทค คอมโพเนนซ์ (ประเทศไทย) จำกัด,บริษัท ฟาบริ-เทค คอมโพเนนซ์ (ประเทศไทย) จำกัด,ผลิตชิ้นส่วนพลาสติก ชิ้นส่วนโฟม ชิ้นส่วนยาง ทุกชนิด,พานทอง,ชลบุรี
12313,2567,บริษัท นิซซ่า พลาสติก จำกัด,บริษัท นิซซ่า พลาสติก จำกัด,ผลิตแผ่นพลาสติกฟิล์ม,พานทอง,ชลบุรี
12314,2567,บริษัท โกโต พลาสติก (ประเทศไทย) จำกัด,บริษัท โกโต พลาสติก (ประเทศไทย) จำกัด,ผลิตชิ้นส่วนพลาสติกสำหรับยานยนต์ เครื่องใช้ไฟฟ้า และอิเล็กทรอนิกส์ และซ่อมแซมเครื่องพิมพ์,พานทอง,ชลบุรี
12315,2567,บริษัท ชุน เฉิน ชาง พลาสติก จำกัด,บริษัท ชุน เฉิน ชาง พลาสติก จำกัด,ผลิตเม็ดพลาสติกและบดย่อยพลาสติก,พานทอง,ชลบุรี
12316,2567,บริษัท รวมทิพย์ รีเทค จำกัด,บริษัท รวมทิพย์ รีเทค จำกัด,ทำเม็ดพลาสติก,พานทอง,ชลบุรี
12317,2567,บริษัท แคม พลาส (ประเทศไทย) จำกัด,บริษัท แคม พลาส (ประเทศไทย) จำกัด,ผลิตแบบพิมพ์โลหะและผลิตภัณฑ์พลาสติกที่ใช้ในอุตสาหกรรม,พานทอง,ชลบุรี
