﻿year,sex,quarter,_id,area,region,value,unit,age_group,source
2561,รวม,ไตรมาส 1,1,รวม,ทั่วประเทศ,0.18,ร้อยละ,รวม,สำนักงานสถิติแห่งชาติ
2561,รวม,ไตรมาส 1,2,รวม,ทั่วประเทศ,1.42,ร้อยละ,15-19 ปี,สำนักงานสถิติแห่งชาติ
2561,รวม,ไตรมาส 1,3,รวม,ทั่วประเทศ,0.74,ร้อยละ,20-24 ปี,สำนักงานสถิติแห่งชาติ
2561,รวม,ไตรมาส 1,4,รวม,ทั่วประเทศ,0.45,ร้อยละ,25-29 ปี,สำนักงานสถิติแห่งชาติ
2561,รวม,ไตรมาส 1,5,รวม,ทั่วประเทศ,0.15,ร้อยละ,30-34 ปี,สำนักงานสถิติแห่งชาติ
2561,รวม,ไตรมาส 1,6,รวม,ทั่วประเทศ,0.08,ร้อยละ,35-39 ปี,สำนักงานสถิติแห่งชาติ
2561,รวม,ไตรมาส 1,7,รวม,ทั่วประเทศ,0.04,ร้อยละ,40-49 ปี,สำนักงานสถิติแห่งชาติ
2561,รวม,ไตรมาส 1,8,รวม,ทั่วประเทศ,0.01,ร้อยละ,50-59 ปี,สำนักงานสถิติแห่งชาติ
2561,รวม,ไตรมาส 1,9,รวม,ทั่วประเทศ,0.01,ร้อยละ,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาส 1,10,รวม,ทั่วประเทศ,0.22,ร้อยละ,รวม,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาส 1,11,รวม,ทั่วประเทศ,1.45,ร้อยละ,15-19 ปี,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาส 1,12,รวม,ทั่วประเทศ,0.87,ร้อยละ,20-24 ปี,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาส 1,13,รวม,ทั่วประเทศ,0.54,ร้อยละ,25-29 ปี,สำนักงานสถิติแห่งชาติ
2561,ชาย,ไตรมาส 1,14,รวม,ทั่วประเทศ,0.2,ร้อยละ,30-34 ปี,สำนักงานสถิติแห่งชาติ
