ที่มา,_id,ชื่อโรงงาน,ประกอบกิจการ,ตำบล,อำเภอ,รายการข้อมูล,จังหวัด,ผู้ประกอบการ
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,372,บริษัท เมโทร.เอ็ม.ดีเอฟ. จำกัด,ผสมกาว ,หวายเหนียว,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท เมโทร.เอ็ม.ดีเอฟ. จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,373,บริษัท เฉลิมกาญจน์ คอนกรีตมิกซ์ จำกัด,ทำคอนกรีตผสมเสร็จ และผลิตภัณฑ์คอนกรีต เช่น เสา แผ่นพื้นสำเร็จ ฯลฯ ,หวายเหนียว,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท เฉลิมกาญจน์ คอนกรีตมิกซ์ จำกัด 
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,374,บริษัท สิรินิชา จำกัด,ผลิตชิ้นส่วนโลหะที่ใช้ในการก่อสร้าง เช่น เหล็กโครงสร้างหลังคา และผลิตเครื่องรีดโลหะ,หวายเหนียว,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท สิรินิชา จำกัด 
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,375,บริษัท ไทย เมทัล ชีทโปรดัก จำกัด,ซ่อมแซมและผลิตเครื่องจักรอุปกรณ์และเครื่องมือ เครื่องใช้ สำหรับการประกอบอุตสาหกรรมทุกประเภท รวมทั้งอะไหล่และชิ้นส่วนของสิ่งดังกล่าว ข้างต้น,หวายเหนียว,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ไทย เมทัล ชีทโปรดัก จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,376,บริษัท ไทยเมทัลชีทโปรดัก จำกัด,ซ่อมแซมและผลิตเครื่องจักร อุปกรณ์และเครื่องมือ เครื่องใช้สำหรับการประกอบอุตสาหกรรมทุกประเภท รวมทั้งอะไหล่และชื้นส่วนของสิ่งดังกล่าวข้างต้น,หวายเหนียว,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ไทยเมทัลชีทโปรดัก จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,377,บริษัท เมทัล ชีท ซีสเต็มส์ จำกัด,ตัด พับ หรือม้วนโลหะ เช่น ทำท่อลมโลหะ,หวายเหนียว,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท เมทัล ชีท ซีสเต็มส์ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,378,บริษัท ไทย เมทัล ชีท โปรดัก จำกัด,ซ่อมแซมผลิตเครื่องจักร อุปกรณ์และเครื่องมือ เครื่องใช้สำหรับการประกอบอุตสาหกรรมทุกประเภท รวมทั้งอะไหล่และชิ้นส่วนส่งดังกล่างข้างต้น,หวายเหนียว,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ไทย เมทัล ชีท โปรดัก จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,379,ห้างหุ้นส่วนจำกัด โรงงานผลิตปุ๋ยท่ามะกา,แบ่งบรรจุดินเม็ด,หวายเหนียว,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,ห้างหุ้นส่วนจำกัด โรงงานผลิตปุ๋ยท่ามะกา
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,380,ห้างหุ้นส่วนจำกัด โรงงานผลิตปุ๋ยท่ามะกา,แบ่งบรรจุดินเม็ด,หวายเหนียว,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,ห้างหุ้นส่วนจำกัด โรงงานผลิตปุ๋ยท่ามะกา
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,381,บริษัท กาญจน์คอร์น จำกัด,ผลิตน้ำผลไม้ และน้ำผลไม้บรรจุกระป๋อง,แสนตอ,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท กาญจน์คอร์น จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,382,บริษัท ไทย โคคอน ฟู้ด จำกัด,ผลิตน้ำพืชผักผลไม้บรรจุกล่อง ยู.เอช.ที ,แสนตอ,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ไทย โคคอน ฟู้ด จำกัด 
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,383,บริษัท ไวต้าฟู้ด แฟคทอรี่ (1989) จำกัด,ผลิตผัก ผลไม้ และน้ำผลไม้บรรจุกระป๋อง,แสนตอ,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ไวต้าฟู้ด แฟคทอรี่ (1989) จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,384,บริษัท แวนด้าพรีเสิร์ฟฟู้ด จำกัด,ผลิตผลไม้อบแห้ง,แสนตอ,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท แวนด้าพรีเสิร์ฟฟู้ด จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,385,บริษัท เอ็ม.พี. ฟู้ด โปรดักชั่น จำกัด,ผลิตฟองเต้าหู้,แสนตอ,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท เอ็ม.พี. ฟู้ด โปรดักชั่น จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,386,บริษัท อัศวินฟอกย้อม จำกัด,ฟอกย้อมและตกแต่งสำเร็จผ้า,แสนตอ,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท อัศวินฟอกย้อม จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,387,บริษัท สิพพนะ จำกัด,การทำผลิตภัณฑ์จากสิ่งทอเป็นเครื่องใช้ในบ้าน,แสนตอ,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท สิพพนะ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,388,บริษัท พี.บี.ซี.การเกษตร จำกัด,ผลิตปุ๋ยอินทรีย์ ปุ๋ยเคมี ปุ๋ยอินทรีย์เคมี ปุ๋ยชีวภาพ,แสนตอ,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท พี.บี.ซี.การเกษตร จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,389,บริษัท สิงโตพลาสติก จำกัด,ผลิตผลิตภัณฑ์พลาสติก เช่น บล็อกพลาสติก ฝาครอบสวิทซ์ ปลั๊ก ,แสนตอ,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท สิงโตพลาสติก จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,390,บริษัท แวนด้าโฟรเซ่น จำกัด,ผลิตผัก ผลไม้ น้ำผักผลไม้ แช่เย็นและแช่แข็ง และรับฝากเก็บสินค้าในห้องเย็น ผลิตพืชผักผลไม้และน้ำพืชผักผลไม้บรรจุภาชนะปิดผนึก,แสนตอ,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท แวนด้าโฟรเซ่น จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,391,บริษัท แวนด้า แฟคทอรี่ จำกัด,"บำบัดน้ำเสียรวม ปริมาณบำบัดสูงสุด 2,000 ลูกบาศก์เมตรต่อวัน",แสนตอ,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท แวนด้า แฟคทอรี่ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,392,บริษัท แวนด้า แฟคทอรี่ จำกัด,ผลิตไอน้ำ,แสนตอ,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท แวนด้า แฟคทอรี่ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,393,ห้างหุ้นส่วนจำกัด เอ็นเมอร์เทค,ผลิตถ่านอัดแท่งจากกะลามะพร้าวและแบ่งบรรจุ,สนามแย้,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,ห้างหุ้นส่วนจำกัด เอ็นเมอร์เทค
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,394,สหกรณ์โคนมกำแพงแสน จำกัด สาขากาญจนบุรี,ผลิตนมพาสเจอร์ไรส์ ,สนามแย้,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,สหกรณ์โคนมกำแพงแสน จำกัด 
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,395,-,ทำวงกบ ขอบประตู ขอบหน้าต่าง บานหน้าต่าง บานประตูและเครื่องเรือนจากไม้,สนามแย้,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,นางสาวสุธาลักษณ์ สร้อยแสง
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,396,บริษัท เค.อาร์.ซี.เอ็นจิเนียริ่ง จำกัด,ผลิตภัณฑ์คอนกรีตผสมเสร็จ ,สนามแย้,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท เค.อาร์.ซี.เอ็นจิเนียริ่ง จำกัด 
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,397,จุมพล เอส 4,ผลิต ประกอบ ดัดแปลงหรือซ่อมแซมเครื่องจักรสำหรับใช้ในการกสิกรรมหรือการเลี้ยงสัตว์,ท่าเสา,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,นายชลัช แสงประชาธนารักษ์
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,398,บ่อทรายหนองลาน,ขุดทราย ดูดทราย ร่อน คัดขนาดและล้างทราย,หนองลาน,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,นายสุรสิทธิ์ ถาวร
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,399,บริษัท ทองประสิทธิ์ 99 จำกัด,ขุดดิน ตักทราย คัดขนาด หิน กรวด ทราย และล้างทราย ,หนองลาน,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ทองประสิทธิ์ 99 จำกัด 
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,400,บริษัท ริทชี่ คอร์ปอเรชั่น จำกัด,ขุดทราย ร่อน คัดขนาดและล้างทราย ,หนองลาน,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ริทชี่ คอร์ปอเรชั่น จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,401,บ่อทราย ส.ทรัพย์เพิ่มพูน ,ขุดดิน ตักทราย คัดขนาดและล้างหิน กรวด ทราย,หนองลาน,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,นายรณชัย  วิเศษสิงห์
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,402,ศรุต,ขุดดินและดูดตักทราย,หนองลาน,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,นายศรุต ประดิษฐ์พันธ์
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,403,น้อยการเกษตร,ผลิตอาหารสัตว์ เช่น อาหารโค อาหารแพะ ฯลฯ,หนองลาน,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,นางสาวขวัญชนก ทองนวล
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,404,บริษัท เอ็ม.จี.เคมีคอล จำกัด,ผลิตปุ๋ยเคมีและปุ๋ยอินทรีย์ ,หนองลาน,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท เอ็ม.จี.เคมีคอล จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,405,บริษัท ซี.ดี.อินเตอร์เทรด เฟอร์ติไลเซอร์ จำกัด,ผลิตและแบ่งบรรจุปุ๋ยอินทรีย์และปุ๋ยเคมี ,หนองลาน,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ซี.ดี.อินเตอร์เทรด เฟอร์ติไลเซอร์ จำกัด 
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,406,บริษัท พี.ดี.เฟอร์ติไลเซอร์ จำกัด,"ผลิตปุ๋ยอินทรีย์เคมี, ปุ๋ยอินทรีย์, ปุ๋ยเคมี, ปุ๋ยชีวภาพ",หนองลาน,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท พี.ดี.เฟอร์ติไลเซอร์ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,407,บริษัท ปุ๋ยไทยพัฒนา จำกัด,ผสมปุ๋ยเคมีแบบแบ่งบรรจุ,หนองลาน,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ปุ๋ยไทยพัฒนา จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,408,บริษัท เค.ที.พี.(ประเทศไทย) จำกัด,ผลิตผลิตภัณฑ์พลาสติก เช่น ตุ๊กตาพลาสติก ของใช้พลาสติก,หนองลาน,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท เค.ที.พี.(ประเทศไทย) จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,409,ท่าทรายไพบูลย์,ดูดทราย (ใบอนุญาตใช้เรือเลขที่ 34056),ท่าม่วง,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,นางสาววรวรรณ ขันธดารา
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,410,ห้างหุ้นส่วนจำกัด โรงสีรังสรรค์พืชผล,สีข้าว (กำลังสีสูงสุด 300 เกวียน/วัน),ท่าม่วง,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,ห้างหุ้นส่วนจำกัด รังสรรค์พืชผล
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,411,ก.แสงเจริญ,ทำเส้นก๋วยเตี๋ยว,ท่าม่วง,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,นายประชา พงษ์หาญพาณิชย์
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,412,บริษัท เอส.วี.เอ็น.กาญจนบุรี จำกัด,การกลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป ,ท่าม่วง,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท เอส.วี.เอ็น.กาญจนบุรี จำกัด 
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,413,-,ผลิตและซ่อมแซมชิ้นส่วนเครื่องยนต์และรถยนต์,ท่าม่วง,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,นายสันติ กาญจนสมศักดิ์
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,414,โทแบคแฟคทอรี่,บรรจุยาเส้น,ท่าม่วง,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,นางมันทนา ศันสนียชีวิน
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,415,สหกรณ์โคนมท่าม่วง จำกัด,ทำนมสดให้ไร้เชื้อ เช่น นมพาสเจอร์ไรส์ ,วังขนาย,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,สหกรณ์โคนมท่าม่วง จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,416,เสียงไทย,โม่มันสำปะหลังแห้ง,วังขนาย,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,นายวินัย กังบูรานนท์
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,417,บริษัท ศรีฟ้าโฟรเซนฟู้ด จำกัด,ผลิตอาหาร ขนมไทย ขนมอบ-ทอด ทุกชนิด,วังขนาย,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ศรีฟ้าโฟรเซนฟู้ด จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,418,บริษัท ศรีฟ้าโฟรเซนฟู้ด จำกัด,ผลิตขนมปัง ขนมไทย ขนมอบกรอบ เช่น ทองม้วนกรอบ ทองม้วนยัดไส้ ทองม้วนเคลือบช็อคโกแลต ทองม้วนคลุก ,วังขนาย,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ศรีฟ้าโฟรเซนฟู้ด จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,419,บริษัท ศรีฟ้าโฟรเซนฟู้ด จำกัด,ผลิตขนมปัง เบเกอรี่ ขนมอบแห้ง,วังขนาย,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ศรีฟ้าโฟรเซนฟู้ด จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,420,ไทยรุ่งเรืองอาหารสัตว์,อัดยอดอ้อยเพื่อเป็นอาหารสัตว์ ผสมอาหารสัตว์,วังขนาย,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,นายชูชัย วารีทิพย์ขจร
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,421,บริษัท แสงโสม จำกัด,ผลิตสุราเกาเหลียง สุราขาว ฯลฯ,วังขนาย,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท แสงโสม จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,422,โรงงานสุราจังหวัดกาญจนบุรี,ผลิตสุราขาวและสุราผสม ตามสัญญาที่ทำไว้กับกรมสรรพสามิต,วังขนาย,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท กาญจนสิงขร จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,423,บริษัท ไทย ซาน มิเกล ลิเคอร์ จำกัด,"ผลิตสุราพิเศษ ประเภทบรั่นดีและสุราแช่ประเภทสุราผลไม้ (ไวน์) กำลังการผลิต ปีละ 45,678,900 ลิตร สุราขาว สุราผสม สุราปรุงพิเศษและสุราพิเศษ",วังขนาย,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ไทย ซาน มิเกล ลิเคอร์ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,424,บริษัท ซีซีเอ็ม สปิริต จำกัด,ผลิตสุราแช่ชนิดสุราผลไม้และสุราแช่อื่นนอกจากเบียร์,วังขนาย,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ซีซีเอ็ม สปิริต จำกัด 
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,425,บริษัท ไทยเคนเปเปอร์ จำกัด (มหาชน),ผลิตกระดาษคร๊าฟ ได้เดือนละ 3877.5 ตัน และกล่องกระดาษลูกฟูก,วังขนาย,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ไทยเคนเปเปอร์ จำกัด (มหาชน)
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,426,บริษัท สามัคคีพัฒนา จำกัด,ผลิตปุ๋ยเคมี,วังขนาย,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท สามัคคีพัฒนา จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,427,บริษัท สัญญากาญจนเกษตร จำกัด,ผลิตปุ๋ยอินทรีย์ผสมปุ๋ยเคมี,วังขนาย,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท สัญญากาญจนเกษตร จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,428,บริษัท ปุ๋ยเจริญรุ่งเรือง จำกัด,ผลิตปุ๋ยอินทรีย์และสารปรับปรุงดิน และผลิตปุ๋ยอินทรีย์ผสมเคมี ผสม เก็บรักษา และแบ่งบรรจุปุ๋ยเคมี,วังขนาย,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ปุ๋ยเจริญรุ่งเรือง จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,429,ห้างหุ้นส่วนจำกัด นิวเฟอร์ติไลเซอร์,ผลิตปุ๋ยเคมี ,วังขนาย,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,ห้างหุ้นส่วนจำกัด นิวเฟอร์ติไลเซอร์
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,430,บริษัท สัญญากาญจนเกษตร จำกัด,ผลิตปุ๋ยอินทรีย์ ปุ๋ยอินทรีย์เคมี และปุ๋ยชีวภาพ,วังขนาย,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท สัญญากาญจนเกษตร จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,431,บริษัท กิจเจริญอุตสากรรมการทอ จำกัด,ทอกระสอบพลาสติก,วังขนาย,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท กิจเจริญอุตสาหกรรมการทอ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,432,บริษัท นำสรรค์ จำกัด,ผลิตแคลเซี่ยมอ๊อกไซด์ และแคลเซี่ยมคาร์บอนเนต ผลิตปุ๋ยหินฟอสเฟต,วังขนาย,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท นำสรรค์ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,433,บริษัท ยงคอนกรีต จำกัด (มหาชน),"ทำผลิตภัณฑ์คอนกรีต เช่น คอนกรีตอัดแรง เสาเข็มคอนกรีตอัดแรง คอนกรีตผสมเสร็จ 
ท่อคอนกรีตอัดแรง",วังขนาย,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ยงคอนกรีต จำกัด (มหาชน) 
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,434,บริษัท วังขนายคอนกรีต จำกัด,ทำคอนกรีตผสมเสร็จ ,วังขนาย,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท วังขนายคอนกรีต จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,435,โรงหล่อศักดิ์ชัยพุทธศิลป์,ประกอบ - ขัดตบแต่งพระพุทธรูป,วังขนาย,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,นายศักดิ์ชัย ฉิมกล่อม
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,436,ที เอ็ม จักรกล,กลึง-เชื่อมโลหะ,วังขนาย,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,นายสุเมธ แซ่ตัน
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,437,บริษัท เอสซีจี เปเปอร์ เอ็นเนอร์ยี่ จำกัด,ผลิตพลังงานไฟฟ้าจากพลังงานแสงอาทิตย์ (แบบติดตั้งบนพื้นดิน) ขนาดกำลังการติดตั้ง 1.77 เมกะวัตต์,วังขนาย,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท เอสซีจี เปเปอร์ เอ็นเนอร์ยี่ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,438,บริษัท ไทย ซาน มิเกล ลิเคอร์ จำกัด,ผลิต ส่ง และจำหน่ายพลังงานไฟฟ้า ขนาด 2 เมกะวัตต์,วังขนาย,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ไทย ซาน มิเกล ลิเคอร์ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,439,บริษัท ไทยเบฟเวอเรจ เอ็นเนอร์ยี่ จำกัด,"ผลิต จำหน่าย พลังงานไฟฟ้าและไอน้ำ มีกำลังการผลิตขนาด 9.8 เมกะวัตต์ 
จากเชื้อเพลิงชีวมวล",วังขนาย,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ไทยเบฟเวอเรจ เอ็นเนอร์ยี่ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,440,บริษัท ไทย ซาน มิเกล ลิเคอร์ จำกัด,ผลิต ส่ง และจำหน่ายก๊าซชีวภาพ,วังขนาย,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ไทย ซาน มิเกล ลิเคอร์ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,441,ห้างหุ้นส่วนจำกัด ค็อกพิทเจริญภัณฑ์,ตั้งศูนย์ ถ่วงล้อและซ่อมช่วงล่างรถยนต์,วังขนาย,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,ห้างหุ้นส่วนจำกัด ค็อกพิทเจริญภัณฑ์
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,442,บริษัท ลอพิริยะ จำกัด,ขุดหรือลอก กรวด ทราย ดิน และดูทรายในที่ดินกรรมสิทธิ์,วังศาลา,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ลอพิริยะ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,443,บริษัท พันธุ์วลี จำกัด,"ขุดตักทราย , ลำเลียงทรายด้วยสายพานลำเลียง",วังศาลา,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท พันธุ์วลี จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,444,-,ขุดตักดิน และดูดทราย,วังศาลา,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,นายปฏิธิฤทธิ์ โฆสิชสุขพูนทรัพ
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,445,-,ขุดตักดิน - ทรายและล้างทราย,วังศาลา,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,นายปฏิธิฤทธิ์ โฆสิชสุขพูนทรัพ
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,446,บริษัท พันธุ์วลี จำกัด,ดูดทราย,วังศาลา,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท พันธุ์วลี จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,447,ห้างหุ้นส่วนจำกัด ส.สิฐสว่าง รุ่งเรือง,ดูดทรายในที่ดินกรรมสิทธิ์ ,วังศาลา,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,ห้างหุ้นส่วนจำกัด ส.สิฐสว่าง รุ่งเรือง
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,448,-,ดูดทรายในที่ดินกรรมสิทธิ์,วังศาลา,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,นายสกล   ปลอดวิมุติ
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,449,ห้างหุ้นส่วนจำกัด โชคชาตรี,ดูดทรายในที่ดินกรรมสิทธิ์,วังศาลา,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,ห้างหุ้นส่วนจำกัด โชคชาตรี
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,450,บริษัท ไทยฮา อินโนเวทีฟ ฟู้ดส์ จำกัด,ทำน้ำผลไม้พร้อมดื่ม ผลไม้บรรจุกระป๋อง ทำข้าวโพดกระป๋อง ทำข้าวสุกบรรจุกระป๋อง ทำขนมต่างๆ เช่น ทองม้วน และทำซอสต่างๆ,วังศาลา,ท่าม่วง,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ไทยฮา อินโนเวทีฟ ฟู้ดส์ จำกัด
