ที่มา,_id,ชื่อโรงงาน,ประกอบกิจการ,ตำบล,อำเภอ,รายการข้อมูล,จังหวัด,ผู้ประกอบการ
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,131,บริษัท พัทยามารีนเทค จำกัด,ผลิตและประกอบงานระบบเครื่องกรองน้ำ ,สิงห์,ไทรโยค,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท พัทยามารีนเทค จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,132,บริษัท คอนเซอร์วาชั่น ออฟ อีเนอร์จี จำกัด (PV1),ผลิตและจำหน่ายไฟฟ้าจากพลังงานแสงอาทิตย์ ขนาด 6 เมกะวัตต์,สิงห์,ไทรโยค,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท คอนเซอร์วาชั่น ออฟ อีเนอร์จี จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,133,บริษัท คอนเซอร์วาชั่น ออฟ อีเนอร์จี จำกัด (PV2),ผลิตและจำหน่ายไฟฟ้าจากพลังงานแสงอาทิตย์ ขนาด 6 เมกะวัตต์,สิงห์,ไทรโยค,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท คอนเซอร์วาชั่น ออฟ อีเนอร์จี จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,134,บริษัท คอนเซอร์วาชั่น ออฟ อีเนอร์จี จำกัด (PV3),ผลิตและจำหน่ายไฟฟ้าจากพลังงานแสงอาทิตย์ ขนาด 6 เมกะวัตต์,สิงห์,ไทรโยค,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท คอนเซอร์วาชั่น ออฟ อีเนอร์จี จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,135,บริษัท เอ-เจแปน วายฟาย จำกัด,ผลิตแอสฟัลต์ติกคอนกรีต,ไทรโยค,ไทรโยค,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท เอ-เจแปน วายฟาย จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,136,บริษัท สี่แสงเอเชีย จำกัด,ผลิตแอสฟัลต์ติก คอนกรีต,ไทรโยค,ไทรโยค,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท สี่แสงเอเชีย จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,137,บริษัท นทีกาญจน์ คอนกรีต เฮ้าส์ จำกัด,ทำคอนกรีตผสมเสร็จ และผลิตภัณฑ์คอนกรีต เช่น เสา แผ่นพื้นสำเร็จ ฯลฯ,ไทรโยค,ไทรโยค,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท นทีกาญจน์ คอนกรีต เฮ้าส์ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,138,บริษัท ฮิปโป สตีล จำกัด,ผลิตภัณฑ์จากโลหะสำหรับใช้ในงานก่อสร้าง เช่น แผ่นเมทัลชีท บานเกล็ด ฯลฯ ,ไทรโยค,ไทรโยค,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ฮิปโป สตีล จำกัด 
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,139,บ่อทรายศรีมงคล,ขุดดิน ตักทราย ร่อน คัดขนาดและล้างหิน กรวด ทราย,ศรีมงคล,ไทรโยค,โรงงานอุตสาหกรรม,กาญจนบุรี,นายจำนงค์ มหาสมุทร
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,140,บริษัท ไทย ฟู้ดส์ โพลทรีย์ ฟาร์ม จำกัด (โรงฟักไข่บ่อพลอย),โรงฟักไข่,บ่อพลอย,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ไทย ฟู้ดส์ โพลทรีย์ ฟาร์ม จำกัด (โรงฟักไข่บ่อพลอย)
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,141,บ่อจินดาพิทักษ์ ,ขุดตักดินลูกรัง,บ่อพลอย,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,นายสี่รัตน์   คุณากรประพันธ์
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,142,ซี เอ็ม แซนด์ 1,ขุด ตัก ร่อน คัดกรวด หิน ทราย และดูดทราย,บ่อพลอย,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ชัยพรเหมืองพลอย จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,143,ซี เอ็ม แซนด์ 2,ขุด ตัก ร่อน คัดกรวด หิน ทราย และดูดทราย,บ่อพลอย,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ชัยพรเหมืองพลอย จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,144,บริษัท ซิลิกา ไมนิ่ง จำกัด,ขุดดิน ตักทราย คัดขนาดและล้างหิน กรวด ทราย,บ่อพลอย,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ซิลิกา ไมนิ่ง จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,145,บริษัท เอส.เอ.พี.เหมืองแร่ จำกัด,ขุด ตัก ร่อน ล้าง ดิน กรวด ทรายและหิน,บ่อพลอย,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท เอส.เอ.พี.เหมืองแร่ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,146,บริษัท ศิริมิตรเหมืองพลอย จำกัด,ขุด ตัก ดิน ทราย ร่อน คัดขนาด และล้างทราย ,บ่อพลอย,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ศิริมิตรเหมืองพลอย จำกัด 
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,147,บริษัท ไพรินทร์ฟาร์ม เยลโล่ กอล์ฟ แอนด์ รีสอร์ท จำกัด,ขุด ตัก ร่อน ล้าง ดิน กรวด ทราย ,บ่อพลอย,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ไพรินทร์ฟาร์ม เยลโล่ กอล์ฟ แอนด์ รีสอร์ท จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,148,บ่อทรายเจริญรัตน์,ร่อน คัด หินกรวด ทราย,บ่อพลอย,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท บ่อพลอยเจริญรัตน์ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,149,ซี เอ็ม แซนด์ 3,ร่อน ล้าง คัดกรวด หิน ทราย,บ่อพลอย,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ชัยพรเหมืองพลอย จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,150,บริษัท ซิลิก้า ไมนิ่ง จำกัด,ร่อน หรือ คัดขนาด กรวด ทราย ,บ่อพลอย,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ศิริมิตรเหมืองพลอย จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,151,บริษัท เอ บี ดี กาญจน์ จำกัด,ผลิตผลไม้กระป๋องตามฤดูกาล ผักกระป๋องและอาหารทะเลบรรจุกระป๋อง,บ่อพลอย,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท เอ บี ดี กาญจน์ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,152,วัฒนาลานมัน,ทำมันเส้น,บ่อพลอย,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,นายวัฒนา พาณิชย์วิจิตร
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,153,ห้างหุ้นส่วนจำกัด เจือทิพย์(สาขาบ่อพลอย),ผลิตน้ำแข็งซอง,บ่อพลอย,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,ห้างหุ้นส่วนจำกัด เจือทิพย์
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,154,บริษัท พลอยสวยคอนกรีต (2020) จำกัด,ผลิตคอนกรีตผสมเสร็จ,บ่อพลอย,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท พลอยสวยคอนกรีต (2020) จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,155,บริษัท ทีเอฟ เทค เพาเวอร์ จำกัด,ผลิตพลังงานไฟฟ้าด้วยพลังงานแสงอาทิตย์ แบบติดตั้งบนพื้นดิน ขนาดกำลังการผลิต 270 กิโลวัตต์,บ่อพลอย,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ทีเอฟ เทค เพาเวอร์ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,156,บริษัท อาร์พีวี พลังงาน จำกัด,ผลิตพลังงานไฟฟ้าจากเซลล์แสงอาทิตย์ กำลังการผลิต 6.08 เมกะวัตต์,บ่อพลอย,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท บีเอสอี เพาเวอร์ (กาญจนบุรี) จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,157,บริษัท บีเอสอี เพาเวอร์ (กาญจนบุรี1) จำกัด,ผลิตพลังงานไฟฟ้าจากเซลล์แสงอาทิตย์ ขนาด 5.103 เมกะวัตต์,บ่อพลอย,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท บีเอสอี เพาเวอร์ (กาญจนบุรี1) จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,158,บริษัท แอ๊ดวานซ์ คลีน เพาเวอร์ จำกัด,ผลิตพลังงานไฟฟ้าจากเชื้อเพลิงชีวมวล กำลังการผลิต 9.9 เมกะวัตต์,บ่อพลอย,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท แอ๊ดวานซ์ คลีน เพาเวอร์ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,159,-,อบพืช หรือ อบเมล็ดพืช,หนองกุ่ม,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,นายนพคุณ เตชะเพิ่มผล
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,160,เมตตารุ่งเรือง,ขุดตักดิน ดินลูกรัง กรวด ทราย,หนองกุ่ม,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,ห้างหุ้นส่วนจำกัด มานพ อินเตอร์การ์ด 
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,161,-,ขุดตักดินลูกรัง,หนองกุ่ม,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,นางพยงค์ เหมือนหงส์
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,162,เมตตารุ่งเรือง,ขุดตักดิน ดินลูกรัง กรวด ทราย,หนองกุ่ม,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,ห้างหุ้นส่วนจำกัด มานพ อินเตอร์การ์ด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,163,-,ขุด ตัก ดินลูกรัง ,หนองกุ่ม,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,นายอนันต์ ทวีไชยภาคย์
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,164,-,ขุด ตัก ดินลูกรัง ,หนองกุ่ม,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,นายอนันต์ ทวีไชยภาคย์
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,165,ตโนดเมืองเพชร,ขุดตักดินลูกรัง,หนองกุ่ม,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,นายณรงค์ชัย ป้านสุวรรณ
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,166,บริษัท นาธานฟู้ด จำกัด,ผลิตอาหารทะเลบรรจุกระป๋อง เช่น ปลากระป๋อง,หนองกุ่ม,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท นาธานฟู้ด จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,167,บริษัท นาธานฟู้ด จำกัด,ผลิตผัก ผลไม้ น้ำผลไม้บรรจุกระป๋อง และผลไม้อบแห้ง,หนองกุ่ม,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท นาธานฟู้ด จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,168,ห้างหุ้นส่วนจำกัด ลานมันชัยเรืองกิจ,ทำมันเส้น,หนองกุ่ม,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,ห้างหุ้นส่วนจำกัด ลานมันชัยเรืองกิจ
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,169,ห้างหุ้นส่วนจำกัด ชนันธร คอนกรีต,ผลิตภัณฑ์คอนกรีตผสมเสร็จ ,หนองกุ่ม,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,ห้างหุ้นส่วนจำกัด ชนันธร คอนกรีต
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,170,ห้างหุ้นส่วนจำกัด หนองกระทุ่มคอนกรีต,ทำคอนกรีตผสมเสร็จ และผลิตภัณฑ์คอนกรีต เช่น ท่อ เสา ,หนองกุ่ม,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,ห้างหุ้นส่วนจำกัด หนองกระทุ่มคอนกรีต
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,171,บริษัท เอ็นเค เพาวเวอร์โซล่า จำกัด (สาขาบ่อพลอย),ผลิตพลังงานไฟฟ้าจากเซลล์แสงอาทิตย์ กำลังการผลิต 1.243 เมกะวัตต์,หนองกุ่ม,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท เอ็นเค เพาวเวอร์โซล่า จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,172,บริษัท บ่อดิน ออโดร่า จำกัด,ขุดตักดิน,หนองรี,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท บ่อดิน ออโดร่า จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,173,ลานมันทรัพย์วันทอง ๓,ทำมันเส้น,หนองรี,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,นางสาวนิรมล วันทอง
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,174,ห้างหุ้นส่วนจำกัด ร่มโพรีย์ คอนกรีต,ทำคอนกรีตผสมเสร็จ และผลิตภัณฑ์คอนกรีต เช่น ท่อ เสา,หนองรี,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,ห้างหุ้นส่วนจำกัด ร่มโพรีย์ คอนกรีต
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,175,บริษัท โรงไฟฟ้าหนองรี จำกัด,ผลิตก๊าซชีวภาพ และผลิตกระแสไฟฟ้าเพื่อจำหน่ายให้ กฟภ. กำลังผลิตสูงสุด 4.8 เมกะวัตต์,หนองรี,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท โรงไฟฟ้าหนองรี จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,176,บ่อหลุมรัง,ขุด ตัก ดินลูกรัง,หลุมรัง,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,นายธนกฤต ปรีชา
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,177,บริษัท บ่อพลอยฟู้ด อินดัสทรี จำกัด,ผัก ผลไม้ น้ำผลไม้บรรจุกระป๋อง และผลไม้อบแห้ง,หลุมรัง,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท บ่อพลอยฟู้ด อินดัสทรี จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,178,ลานทรัพย์เศรษฐพงษ์,ทำมันเส้น,หลุมรัง,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,นายเกรียงชัย แซ่ลี้
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,179,บริษัท เคเอสแอล. อะโกร แอนด์ เทรดดิ้ง จำกัด,ผลิตน้ำเชื่อม,หลุมรัง,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท เคเอสแอล. อะโกร แอนด์ เทรดดิ้ง จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,180,บริษัท โรงงานน้ำตาลนิวกรุงไทย จำกัด,"ทำน้ำตาลทรายดิบ น้ำตาลทรายขาว และน้ำตาลทรายขาวบริสุทธิ์ กำลังการผลิต 20,400 ตันอ้อย/วัน",หลุมรัง,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท โรงงานน้ำตาลนิวกรุงไทย จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,181,บริษัท บีบีจีไอ ไบโอเอทานอล จำกัด (มหาชน),"ผลิตเอทานอลเพื่อใช้เป็นเชื้อเพลิง กำลังการผลิต 300,000 ลิตรต่อวัน",หลุมรัง,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท บีบีจีไอ ไบโอเอทานอล จำกัด (มหาชน)
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,182,บริษัท เคเอสแอล แมททีเรียล ซัพพลายส์ จำกัด,ผลิตปุ๋ยอินทรีย์,หลุมรัง,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท เคเอสแอล แมททีเรียล ซัพพลายส์ จำกัด 
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,183,บริษัท รางเงิน โซลูชั่น จำกัด สาขาหลุมรัง,โรงผลิตพลังงานไฟฟ้าจากเซลล์พลังงานแสงอาทิตย์ ขนาด 8 เมกะวัตต์,หลุมรัง,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท รางเงิน โซลูชั่น จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,184,บริษัท โรงไฟฟ้าน้ำตาลขอนแก่น จำกัด,"ผลิต ส่ง หรือจำหน่ายพลังงานไฟฟ้า ผลิตและจำหน่ายไอน้ำขนาด 338.9 ตัน ต่อชั่วโมง และน้ำเพื่ออุตสาหกรรม ปริมาณ 4,088 ลูกบาศก์เมตรต่อวัน",หลุมรัง,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท โรงไฟฟ้าน้ำตาลขอนแก่น จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,185,บริษัท บีบีจีไอ ยูทิลิตี้ แอนด์ เพาเวอร์ จำกัด,"ผลิต ส่ง และจำหน่ายก๊าซชีวภาพ 84,000  ลบ.ม./วัน",หลุมรัง,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท บีบีจีไอ ยูทิลิตี้ แอนด์ เพาเวอร์ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,186,บริษัท ศิริมิตรเหมืองพลอย จำกัด,ขุดดิน ตักทราย คัดขนาดและล้างหิน กรวด ทราย ,ช่องด่าน,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ศิริมิตรเหมืองพลอย จำกัด 
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,187,บริษัท เอี่ยมลำเนา จำกัด,ขุด ตัก คัดแยกและล้างทราย,ช่องด่าน,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท เอี่ยมลำเนา จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,188,บริษัท เอส.เอ.พี. เหมืองแร่ จำกัด,ขุด ตัก ร่อน ล้าง ดิน หิน กรวด และทราย,ช่องด่าน,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท เอส.เอ.พี.เหมืองแร่ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,189,บริษัท ไพรินทร์ฟาร์ม เยลโล่ กอล์ฟ แอนด์ รีสอร์ท จำกัด,ขุด ตัก ร่อน ล้าง ดิน กรวด ทราย ,ช่องด่าน,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ไพรินทร์ฟาร์ม เยลโล่ กอล์ฟ แอนด์ รีสอร์ท จำกัด 
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,190,ลานมันโชคพิพัฒน์ 2,ทำมันเส้น,ช่องด่าน,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,นายต่อศักดิ์ โชคพิพัฒน์พร
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,191,ลานมันวังใหญ่,ทำมันเส้น,ช่องด่าน,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,นายสุรัตน์ งามทองประกาย
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,192,ซี.เค.ฟุตแวร์ ( C.K.FOOTWEAR ),ผลิตรองเท้าแฟชั่นต่าง ๆ,ช่องด่าน,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,นางสาวกรนิกา ไชยลา
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,193,บริษัท สยาม โซล่าร์ เอ็นเนอร์ยี่ 1 จำกัด,ผลิตพลังงานไฟฟ้าจากเซลล์แสงอาทิตย์ กำลังการผลิต 10.5 เมกะวัตต์ ,ช่องด่าน,บ่อพลอย,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท สยาม โซล่าร์ เอ็นเนอร์ยี่ 1 จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,194,-,ขุดลอกดิน,ด่านแม่แฉลบ,ศรีสวัสดิ์,โรงงานอุตสาหกรรม,กาญจนบุรี,นายธนวรรษ พงษ์สำราญกุล
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,195,โรงไฟฟ้าเขื่อนศรีนครินทร์,ผลิตกระแสไฟฟ้า,ท่ากระดาน,ศรีสวัสดิ์,โรงงานอุตสาหกรรม,กาญจนบุรี,การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,196,ห้างหุ้นส่วนจำกัด พงตึกค้ากระสอบ,ผลิตกระสอบพลาสติก และถุงพลาสติก เช่น กระสอบบรรจุปุ๋ย ถุงบรรจุข้าวสาร,พงตึก,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,ห้างหุ้นส่วนจำกัด พงตึกค้ากระสอบ
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,197,บริษัท นัท สตีล จำกัด,ผลิตลวดตาข่าย ผลิตลวดหนาม ตะแกรงลวดหยิก เหล็กปลอกเสา คาน,พงตึก,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท นัท สตีล จำกัด 
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,198,บริษัท เจ เอช แอนด์ สโนว์ กรุ๊ป จำกัด,ผลิตขนมหวาน ,ยางม่วง,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท เจ เอช แอนด์ สโนว์ กรุ๊ป จำกัด 
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,199,เอส.ที.ไอซ์,ผลิตก้อนน้ำแข็งเล็ก,ยางม่วง,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,นางวรรลิการ์ พรหมเจริญ
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,200,-,ป่นหรือบด พืช เมล็ดพืช กากพืช สำหรับผสมเป็นอาหารสัตว์ ,ยางม่วง,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,นายชานุ อัชรีวงศ์ไพศาล
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,201,ห้างหุ้นส่วนจำกัด ณ ปราณ 2018,ผลิตน้ำดื่ม,ยางม่วง,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,ห้างหุ้นส่วนจำกัด ณ ปราณ 2018 
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,202,โรงงานคอนกรีตผสมเสร็จ มอเตอร์เวย์ ยางม่วง,ผลิตคอนกรีตผสมเสร็จ ผลิตผลิตภัณฑ์คอนกรีต เช่น แผ่นพื้นคอนกรีต กระถางปลูกต้นไม้ แผงกันชน ฐานเสาไฟฟ้า เสารั้วคอนกรีต วัสดุทดแทนในงานก่อสร้างในรูปแบบของมวลรวมผสมคอนกรีต (Concrete Aggregates) เช่น วัสดุถมคันทาง (Soil Aggregates) วัสดุรองพื้นทาง (Sub Base) วัสดุพื้นทางหินคลุก (Base) และวัสดุทดแทนหินก่อสร้าง (Recycled Aggregates),ยางม่วง,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ปูนซิเมนต์ไทย (ท่าหลวง) จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,203,บริษัท ส.ไทยสร้างเอ็นจิเนียริ่ง จำกัด,ผลิต ประกอบ ดัดแปลง หรือซ่อมแซมเครื่องจักรสำหรับใช้ในการกสิกรรม,ยางม่วง,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ส.ไทยสร้างเอ็นจิเนียริ่ง จำกัด 
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,204,บริษัท เลิศอริยะทรัพย์ จำกัด,ผลิตกระแสไฟฟ้าจากก๊าซชีวภาพ กำลังการผลิต 960 กิโลวัตต์,ยางม่วง,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท เลิศอริยะทรัพย์ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,205,นายธรรมนูญ  ปลาทอง,ขุดตักดิน,ดอนชะเอม,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,นายธรรมนูญ  ปลาทอง
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,206,บริษัท ป๊อปปูล่าร์ แพค จำกัด,ผลิตและจำหน่ายถุงพลาสติก,ดอนชะเอม,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ป๊อปปูล่าร์ แพค จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,207,บริษัท เวลแซค จำกัด,ทอกระสอบพลาสติก ,ดอนชะเอม,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท เวลแซค จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,208,อู่สมบัติการช่าง,ผลิตภัณฑ์จากโลหะ ทำส่วนประกอบสำหรับใช้กับทุ่น เรือ การตัด พับ หรือม้วนโลหะ การกลึง เจาะ คว้าน ไส เจียน หรือเชื่อมโลหะทั่วไป,ดอนชะเอม,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,นายสมบัติ จูทารี
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,209,สมหมายการช่าง,ผลิตภัณฑ์จากโลหะ ทำส่วนประกอบสำหรับใช้กับทุ่น เรือ การตัด พับ หรือม้วนโลหะ การกลึง เจาะ คว้าน ไส เจียน หรือเชื่อมโลหะทั่วไป,ดอนชะเอม,ท่ามะกา,โรงงานอุตสาหกรรม,กาญจนบุรี,นายสมหมาย จูทารี
