วันที่หมดอายุ,_id,เลขที่การรับรอง,บริษัท,ลำดับ,วันที่รับรอง,จังหวัด
2571-05-10T00:00:00,1,GI(E) 2-011,บริษัท เอพี ยูไนเทค จำกัด,1,2568-06-10T00:00:00,ชลบุรี
2571-05-10T00:00:00,2,GI(E) 2-016,บริษัท เอ็น พี เอ็ม อัลลิแอนซ์ คาสติ้ง จำกัด,2,2568-06-10T00:00:00,ชลบุรี
2571-10-16T00:00:00,3,GI(E) 2-053,บริษัท ศิรกร จำกัด (มหาชน),3,2568-10-17T00:00:00,ชลบุรี
2571-10-26T00:00:00,4,GI(E) 2-067,บริษัท นิสชิน เอสทีซี ฟลาวมิลลิ่ง จำกัด,4,2568-10-27T00:00:00,ชลบุรี
2571-10-30T00:00:00,5,GI(E) 2-076,ห้างหุ้นส่วนจำกัด บุญจองรีไซเคิ้ล,5,2568-10-31T00:00:00,ชลบุรี
2571-03-11T00:00:00,6,GI(E) 2-084,บริษัท เอสเอ็ม-ไซโคล (ไทยแลนด์) จำกัด,6,2568-04-11T00:00:00,ชลบุรี
2571-03-11T00:00:00,7,GI(E) 2-090,บริษัท สุขสมบูรณ์น้ำมันพืช จำกัด,7,2568-04-11T00:00:00,ชลบุรี
2571-06-11T00:00:00,8,GI(E) 2-105,บริษัท สุขสมบูรณ์ น้ำมันปาล์ม จำกัด,8,2568-07-11T00:00:00,ชลบุรี
2571-06-11T00:00:00,9,GI(E) 2-106,บริษัท สุขสมบูรณ์พัฒนาน้ำมันพืช จำกัด,9,2568-07-11T00:00:00,ชลบุรี
2571-11-11T00:00:00,10,GI(E) 2-120,บริษัท บีที เทค เอ็นจิเนียริ่ง แอนด์ คอนซัลแตนท์ จำกัด,10,2568-12-11T00:00:00,ชลบุรี
2571-12-11T00:00:00,11,GI(E) 2-122,บริษัท เอ็กซ์อะลอย เอเชีย (ประเทศไทย) จำกัด,11,2568-11-13T00:00:00,ชลบุรี
2571-12-11T00:00:00,12,GI(E) 2-124,บริษัท กานต์สินี รีไซเคิล จำกัด,12,2568-11-13T00:00:00,ชลบุรี
2571-12-11T00:00:00,13,GI(E) 2-132,บริษัท อินเตอร์คอนทิเนนทัล จิวเวลเลอรี่ แมนูแฟคเจอริ่ง จำกัด (มหาชน),13,2568-11-13T00:00:00,ชลบุรี
2571-11-16T00:00:00,14,GI(E) 2-142,บริษัท ไทยอีสเทิร์น ยูทิลิตี้ส์ จำกัด,14,2568-11-17T00:00:00,ชลบุรี
2571-11-16T00:00:00,15,GI(E) 2-162,บริษัท เมย์ทรี แพ็ค (ประเทศไทย) จำกัด,15,2568-11-17T00:00:00,ชลบุรี
2571-11-17T00:00:00,16,GI(E) 2-171,บริษัท แสงเจริญอีสเทิร์น กัลวาไนซ์ จำกัด,16,2568-11-18T00:00:00,ชลบุรี
2571-11-18T00:00:00,17,GI(E) 2-181,บริษัท โกเซ็น (ประเทศไทย) จำกัด,17,2568-11-19T00:00:00,ชลบุรี
2571-11-19T00:00:00,18,GI(E) 2-186,บริษัท ยามะสึ (ประเทศไทย) จำกัด,18,2568-11-20T00:00:00,ชลบุรี
2571-11-19T00:00:00,19,GI(E) 2-191,บริษัท ท้อป เทร็นด์ แมนูแฟคเจอริ่ง จำกัด,19,2568-11-20T00:00:00,ชลบุรี
2571-11-24T00:00:00,20,GI(E) 2-205,บริษัท ยูนิคัล เวิร์คส์ จำกัด,20,2568-11-25T00:00:00,ชลบุรี
2571-11-24T00:00:00,21,GI(E) 2-206,บริษัท พาโช่ (ประเทศไทย) จำกัด,21,2568-11-25T00:00:00,ชลบุรี
2571-11-27T00:00:00,22,GI(E) 2-211,บริษัท เทย์ก้า (ไทยแลนด์) จำกัด,22,2568-11-28T00:00:00,ชลบุรี
2571-11-30T00:00:00,23,GI(E) 2-216,บริษัท ดีที ไวริ่ง ซิสเต็มส์ (ไทยแลนด์) จำกัด,23,2568-01-12T00:00:00,ชลบุรี
2571-01-12T00:00:00,24,GI(E) 2-223,บริษัท ชลบุรีออกซิเจน จำกัด,24,2568-02-12T00:00:00,ชลบุรี
2571-03-12T00:00:00,25,GI(E) 2-233,บริษัท มารูยาม่า เอ็มเอฟจี (ประเทศไทย) จำกัด,25,2568-04-12T00:00:00,ชลบุรี
2571-10-12T00:00:00,26,GI(E) 2-240,บริษัท ดูโชลุ๊ค (สยาม) จำกัด,26,2568-11-12T00:00:00,ชลบุรี
2571-10-12T00:00:00,27,GI(E) 2-244,บริษัท นิปปอนซันโซ่ (ไทยแลนด์) จำกัด,27,2568-11-12T00:00:00,ชลบุรี
2571-12-18T00:00:00,28,GI(E) 2-258,บริษัท ดีเอส แอดว๊านซ์ เทค จำกัด,28,2568-12-19T00:00:00,ชลบุรี
2572-11-01T00:00:00,29,GI(E) 2-306,ห้างหุ้นส่วนจำกัด ๕ เสือ เอ็นจิเนียริ่ง,29,2569-12-01T00:00:00,ชลบุรี
2572-01-22T00:00:00,30,GI(E) 2-364,บริษัท ไต้หวัน ยูเนี่ยน เทคโนโลยี (ประเทศไทย) จำกัด,30,2569-01-23T00:00:00,ชลบุรี
2572-01-26T00:00:00,31,GI(E) 2-370,บริษัท อินเตอร์เฟส โซลูชั่น จำกัด,31,2569-01-27T00:00:00,ชลบุรี
2572-01-29T00:00:00,32,GI(E) 2-390,บริษัท ยามาโตะ ฟิลเตอร์ (ไทยแลนด์) จำกัด,32,2569-01-30T00:00:00,ชลบุรี
