_id,ปี,อำเภอ,รายการสถิติ,ตำบล,ประกอบกิจการ,คนงานรวม,จังหวัด,เงินทุนรวม,ชื่อโรงงาน
3885,2566,แม่แตง,รายชื่อสถานประกอบการ,อินทขิล,ผลิตใบชาแห้ง และใบชาผงไม่สำเร็จรูป,5,เชียงใหม่,30000000,บริษัท ชาสยาม จำกัด
3886,2566,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ช้างม่อย,"ทำไอศครีมแท่ง, ไอศครีมถ้วย",9,เชียงใหม่,5575000,สโนไวท์
3887,2566,สารภี,รายชื่อสถานประกอบการ,สันทราย,คัด บรรจุและแปรรูปผลิตผลการเกษตร เช่น ลำไยสด ลำไยอบแห้ง ชาลำไย,3,เชียงใหม่,2600000,ห้างหุ้นส่วนจำกัด พรมกังวาน
3888,2566,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,วัดเกต,กะเทาะเปลือกถั่วลิสง,4,เชียงใหม่,11300000,ต.วิชัยพาณิชย์
3889,2566,แม่ริม,รายชื่อสถานประกอบการ,เหมืองแก้ว,กรอด้าย เข้าเกลียวด้าย,15,เชียงใหม่,5800000,โรงงานฝ้ายป่าไผ่
3890,2566,หางดง,รายชื่อสถานประกอบการ,หนองควาย,ทอเสื่อกก,35,เชียงใหม่,12000000,บริษัท ไทตาตามิ โปรดักส์ จำกัด
3891,2566,พร้าว,รายชื่อสถานประกอบการ,เวียง,ตัดเย็บเสื้อผ้าสำเร็จรูป,74,เชียงใหม่,11250000,บริษัท ซี.เอ็ม.แอพพาเรล จำกัด
3892,2566,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ป่าแดด,ผลิตออกแบบ เสื้อผ้าสำเร็จรูป ผ้าไหมไทย ผ้าฝ้ายและอื่นๆ,52,เชียงใหม่,16000000,บริษัท คลาสสิค โมเดล จำกัด
3893,2566,สันกำแพง,รายชื่อสถานประกอบการ,ต้นเปา,ผลิต ผลิตภัณฑ์หรือชิ้นส่วนของผลิตภัณฑ์และเครื่องใช้เครื่องแต่งกาย จากหนังสัตว์ ขนสัตว์,70,เชียงใหม่,6500000,บริษัท เมซอง ทาคุยะ 21 (ประเทศไทย) จำกัด
3894,2566,หางดง,รายชื่อสถานประกอบการ,บ้านแหวน,โรงงานผลิตเครื่องใช้จากหวายและไม้ไผ่,55,เชียงใหม่,12700000,บริษัท บาย ปาริสรา อินเตอร์เอ็กซ์พอร์ต จำกัด
3895,2566,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,สุเทพ,ประดิษฐ์ไม้แกะสลัก,25,เชียงใหม่,7250000,สิ่งประดิษฐ์ไม้แกะสลักอัศ+นุชนาถ
3896,2566,สันทราย,รายชื่อสถานประกอบการ,หนองหาร,ผลิตของเล่นจากไม้,21,เชียงใหม่,2000000,บริษัท บุญเลิศ เกมส์ไม้ จำกัด
3897,2566,สันกำแพง,รายชื่อสถานประกอบการ,ต้นเปา,ทำภาชนะบรรจุ และผลิตภัณฑ์จากกระดาษสา,60,เชียงใหม่,0,บริษัท ไทยแฮนดิคราฟท์ เอ็กซ์ปอร์ท เซ็นเตอร์ จำกัด
3898,2566,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ท่าศาลา,ผลิตผลิตภัณฑ์จากผึ้ง เช่น น้ำผื้ง ไขผึ้ง เกสรดอกไม้ นมผึ้ง,25,เชียงใหม่,12000000,บริษัท ฮันนี่ โพลีพลัส จำกัด
3899,2566,สันทราย,รายชื่อสถานประกอบการ,แม่แฝก,ผลิตภัณฑ์อาหารพร้อมรับประทาน,52,เชียงใหม่,33714500,บริษัท พรีเมี่ยมฟูดส์ จำกัด
3900,2566,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,สุเทพ,ผลิตอาหารสำหรับสายการบิน,50,เชียงใหม่,180000000,บริษัท ครัวการบินกรุงเทพเชียงใหม่ จำกัด
3901,2566,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,หนองหอย,พิมพ์ป้ายโฆษณาขนาดใหญ่ด้วยคอมพิวเตอร์,30,เชียงใหม่,17500000,บริษัท วีซายน์ มีเดีย จำกัด
3902,2566,แม่ริม,รายชื่อสถานประกอบการ,เหมืองแก้ว,คอนกรีตผสมเสร็จ,8,เชียงใหม่,13000000,บริษัท พี-มิกซ์ โปรดักส์ จำกัด
3903,2566,สารภี,รายชื่อสถานประกอบการ,ท่าวังตาล,ทำซีเมนต์บล็อก,18,เชียงใหม่,13900000,บริษัท ชัยทวีบล็อก จำกัด
3904,2566,สะเมิง,รายชื่อสถานประกอบการ,สะเมิงใต้,ผลิต จำหน่าย ผลิตภัณฑ์คอนกรีต,8,เชียงใหม่,8500000,ห้างหุ้นส่วนจำกัด สิงโตทอง คอนกรีต
3905,2566,แม่ริม,รายชื่อสถานประกอบการ,ขี้เหล็ก,ผลิตคอนกรีตผสมเสร็จและผลิตภัณฑ์คอนกรีต,9,เชียงใหม่,7400000,ห้างหุ้นส่วนจำกัด เอ.เอ็น.วี คอนกรีต
3906,2566,พร้าว,รายชื่อสถานประกอบการ,ป่าตุ้ม,ผลิตและจำหน่ายคอนกรีตผสมเสร็จ,1,เชียงใหม่,4400000,บริษัท พูนสวัสดิ์ คอนกรีต จำกัด
3907,2566,แม่แจ่ม,รายชื่อสถานประกอบการ,ช่างเคิ่ง,ผลิตคอนกรีตผสมเสร็จ,4,เชียงใหม่,390000,ห้างหุ้นส่วนจำกัด พงษ์ศรา คอนกรีต
3908,2566,สันทราย,รายชื่อสถานประกอบการ,หนองหาร,ประกอบเครื่องเรือนโลหะ,6,เชียงใหม่,4800000,บริษัท เอ็ม.เจ.สตีล จำกัด
3909,2566,สันป่าตอง,รายชื่อสถานประกอบการ,ยุหว่า,"กลึง, เชื่อมโลหะ",4,เชียงใหม่,1900000,-
3910,2566,สารภี,รายชื่อสถานประกอบการ,ท่าวังตาล,ทำเครื่องใช้เล็ก ๆ จากโลหะ,53,เชียงใหม่,4500000,บริษัท ลอยฟ้า คอลเลคชั่น จำกัด
3911,2566,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,หนองป่าครั่ง,"ซ่อมแซมเครื่องจักรกลการเกษตร,ซ่อมแซมเครื่องยนต์ยานยนต์ที่ใช้ในการเกษตร",18,เชียงใหม่,8000000,เชียงใหม่บริการแทรกเตอร์
3912,2566,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,หนองป่าครั่ง,ประกอบดัดแปลงสภาพรถยนต์ หรือรถยนต์สามล้อ ทำชิ้นส่วนพิเศษสำหรับรถยนต์ หรือเรือ ประกอบดัดแปลงสภาพจักรยานยนต์ จักรยานยนต์สามล้อ ซ่อมรถยนต์,6,เชียงใหม่,2860000,บริษัท ชินนเรศพัฒนา จำกัด
3913,2566,สันทราย,รายชื่อสถานประกอบการ,สันป่าเปา,เบาะรถยนต์และชิ้นส่วนเบาะรถยนต์,7,เชียงใหม่,4200000,บริษัท สมาร์ทฟลอร์ ซีตติ้ง (ไทยแลนด์) จำกัด
3914,2566,สารภี,รายชื่อสถานประกอบการ,ท่ากว้าง,การถนอมผัก พืช หรือผลไม้โดยวิธีกวน ตากแห้ง ดอง หรือทำให้เยือกแข็งโดยฉับพลันหรือแห้ง,27,เชียงใหม่,25300000,บริษัท ดอกบัวฟู๊ดส์ จำกัด
3915,2566,ไชยปราการ,รายชื่อสถานประกอบการ,หนองบัว,"ผลิตขิงดอง,ลังไม้",61,เชียงใหม่,21900000,บริษัท ต้าเฉิน อินเตอร์เนชั่นเนล จำกัด
3916,2566,สันกำแพง,รายชื่อสถานประกอบการ,ทรายมูล,ผลิตลูกปัดแก้ว,50,เชียงใหม่,0,บริษัท ไฟนรก จำกัด
3917,2566,สารภี,รายชื่อสถานประกอบการ,ท่ากว้าง,ห้องเย็นเก็บพืชผลทางการเกษตร,6,เชียงใหม่,7000000,สรายุทธ
3918,2566,สันทราย,รายชื่อสถานประกอบการ,สันทรายน้อย,"ห้องเย็นเก็บรักษาผลิตภัณฑ์ไอศกรีม และอาหาร,เครื่องดื่ม ที่ต้องเก็บรักษาในห้องเย็นทุกชนิด",5,เชียงใหม่,13800000,บริษัท จอมธนา จำกัด
3919,2566,สารภี,รายชื่อสถานประกอบการ,ขัวมุง,ห้องเย็น เก็บอาหารแช่แข็ง,10,เชียงใหม่,10710000,บริษัท เชียงใหม่อินเตอร์มีท จำกัด
3920,2566,ดอยสะเก็ด,รายชื่อสถานประกอบการ,แม่คือ,โรงงานซักรีด ซักแห้ง ซักฟอก รีด อัด หรือย้อมผ้า เครื่องนุ่งห่ม พรม หรือ ขนสัตว์,9,เชียงใหม่,12500000,เอ็ม แอนด์ เอ็ม ลอนตรี้
3921,2567,หางดง,รายชื่อสถานประกอบการ,หางดง,ทำผลิตภัณฑ์จากไม้ไผ่,43,เชียงใหม่,5523000,บริษัท ฮูไทยคราฟท์ จำกัด
3922,2567,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ป่าตัน,ทำเส้นก๋วยเตี๋ยว เส้นหมี่สดและแห้ง,73,เชียงใหม่,23500000,ห้างหุ้นส่วนจำกัด อิสริยะผล
3923,2567,หางดง,รายชื่อสถานประกอบการ,สบแม่ข่า,ผลิตเส้นก๋วยเตี๋ยว,2000000,เชียงใหม่,0,บริษัท กรีนเนเจอร์ เกรนส์ แอนด์ นู้ดเดิ้ล จำกัด
3924,2567,สันทราย,รายชื่อสถานประกอบการ,แม่แฝก,ปรับปรุงคุณภาพกระจกให้เป็นกระจกนิรภัยสำหรับอาคารและอื่น ๆ,60,เชียงใหม่,193000000,บริษัท กมลพิศาลกระจกนิรภัย จำกัด
3925,2567,ดอยสะเก็ด,รายชื่อสถานประกอบการ,ลวงเหนือ,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) เช่น เศษกระดาษ พลาสติก โลหะ และนำตัวทำละลายใช้แล้ว มาผ่านกระบวนการทางอุตสาหกรรม เพื่อนำกลับมาใช้เป็นเชื้อเพลิงทดแทน และนำน้ำมันใช้แล้วมาผ่านกระบวนการทางอุตสาหกรรม เพื่อนำกลับมาใช้เป็นเชื้อเพลิงทดแทน น้ำมันทาแบบและน้ำมันหยอดทิ้ง,7,เชียงใหม่,1250000,ห้างหุ้นส่วนจำกัด วัฒนะปิโตร ซัพพลาย
3926,2567,สันกำแพง,รายชื่อสถานประกอบการ,ต้นเปา,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,30000000,เชียงใหม่,0,โชคปฏิภาณ
3927,2567,สันทราย,รายชื่อสถานประกอบการ,หนองจ๊อม,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,5000000,เชียงใหม่,0,บริษัท ทรัพย์เรืองโรจน์ จำกัด
3928,2567,หางดง,รายชื่อสถานประกอบการ,น้ำแพร่,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,5000000,เชียงใหม่,0,บริษัท ทรัพย์หางดง จำกัด
3929,2567,สารภี,รายชื่อสถานประกอบการ,ท่าวังตาล,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,6,เชียงใหม่,4400000,อรัญญาพลาสติก
3930,2567,สันทราย,รายชื่อสถานประกอบการ,แม่แฝก,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,20000000,เชียงใหม่,0,บริษัท ส.รวมเศษ สันทราย จำกัด
3931,2567,จอมทอง,รายชื่อสถานประกอบการ,ข่วงเปา,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เฉพาะเศษกระดาษ เศษพลาสติก เศษโลหะ อัดเศษกระดาษและบดย่อยพลาสติก,11,เชียงใหม่,4500000,ห้างหุ้นส่วนจำกัด ท้าวบุญเรือง
3932,2567,สารภี,รายชื่อสถานประกอบการ,หนองผึ้ง,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10000000,เชียงใหม่,0,ปิยะมาศ
3933,2567,หางดง,รายชื่อสถานประกอบการ,หารแก้ว,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),200000,เชียงใหม่,0,ห้างหุ้นส่วนจำกัด บี.บี.บี. เพาเวอร์
3934,2567,สันป่าตอง,รายชื่อสถานประกอบการ,บ้านกลาง,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นที่ใช้แล้วและตัวทำละลายที่ใช้แล้ว โดยกระบวนการกรองซ่อมและล้างบรรจุภัณฑ์ด้วยตัวทำละลาย และเก็บรวบรวมแบตเตอรี่เก่าโดยไม่มีการแปรสภาพ และดัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,1000000,เชียงใหม่,0,บริษัท ชินโชติสุทธิธนาภูมิ จำกัด
3935,2567,สารภี,รายชื่อสถานประกอบการ,ยางเนิ้ง,บ่มและอบใบยาสูบ 7.5 ตัน,310,เชียงใหม่,963000000,บริษัท ไซแอมโทแบคโคเอกซ์ปอร์ตคอร์ปอเรชั่น จำกัด
3936,2567,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ท่าศาลา,ผลิตใบชาแห้งและใบชาผง,0,เชียงใหม่,0,บริษัท ชาระมิงค์ จำกัด
3937,2567,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ฟ้าฮ่าม,ทำน้ำแข็ง ได้วันละ 439 ซอง และทำน้ำแข็งก้อนเล็กได้วันละ 84 ต,2000000,เชียงใหม่,0,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งทวีชัยเชียงใหม่
3938,2567,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ช้างม่อย,ทำน้ำแข็งซองได้วันละ 337 ซอง และน้ำแข็งก้อนเล็กได้วันละ 91.44 ตัน,0,เชียงใหม่,0,บริษัท โรงน้ำแข็งวังสิงห์คำอุตสาหกรรม จำกัด
3939,2567,จอมทอง,รายชื่อสถานประกอบการ,ข่วงเปา,ทำน้ำแข็งก้อนเล็ก และน้ำแข็งซอง,100000,เชียงใหม่,0,บริษัท วารีเทพ จอมทอง จำกัด
3940,2567,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ช้างเผือก,ทำน้ำแข็งซองได้วันละ 760 ซอง และน้ำแข็งก้อนเล็ก 176 ตัน/วัน,1500000,เชียงใหม่,0,บริษัท โรงน้ำแข็งรัตนโกสินทร์ จำกัด
3941,2567,แม่แตง,รายชื่อสถานประกอบการ,สันมหาพน,ทำน้ำแข็งก้อนเล็กเพิ่มขึ้น 50 ตัน/วัน และผลิตน้ำแข็งซองมีกำลังการผลิต 500 ซอย/วัน,1000000,เชียงใหม่,0,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งอภิชัย (2013)
3942,2567,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ช้างม่อย,ทำน้ำแข็งซอง ได้วันละ 1343 ซอง และน้ำเข็งก้อนเล็ก,500000,เชียงใหม่,0,โรงน้ำแข็งวังสิงห์คำ
3943,2567,แม่ริม,รายชื่อสถานประกอบการ,สันโป่ง,ผลิตน้ำแข็ง,1000000,เชียงใหม่,0,บริษัท โรงน้ำแข็งแม่ริม เชียงใหม่ กิจวารี จำกัด
3944,2567,สารภี,รายชื่อสถานประกอบการ,หนองผึ้ง,ทำน้ำแข็งซอง,11,เชียงใหม่,6000000,โรงน้ำแข็งสารภี
3945,2567,ดอยสะเก็ด,รายชื่อสถานประกอบการ,สันปูเลย,ผลิตน้ำแข็งหลอด,3000000,เชียงใหม่,0,นางภัทรา โตไพบูลย์
3946,2567,ดอยสะเก็ด,รายชื่อสถานประกอบการ,เชิงดอย,ผลิตน้ำแข็ง,3000000,เชียงใหม่,0,บริษัท โรงน้ำแข็ง อ.ลักขณา (ดอยสะเก็ดกิจวารี) จำกัด
3947,2567,สารภี,รายชื่อสถานประกอบการ,ชมภู,ผลิตน้ำแข็งหลอด,10000000,เชียงใหม่,0,บริษัท โรงน้ำแข็งสารภีกิจวารี(เชียงใหม่) จำกัด
3948,2567,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ช้างม่อย,ทำน้ำแข็งซอง ได้วันละ 415 ซอง และน้ำแข็งก้อนเล็ก ได้วันละ 50 ตัน,8,เชียงใหม่,34000000,สโนไอซ์ (สาขา 1)
3949,2567,สันป่าตอง,รายชื่อสถานประกอบการ,บ้านกลาง,อบ ป่น บด เมล็ดพืช หัวพืช เช่นกระเทียมผง กระเทียมเจียว พริกบด ข้าวสารอบแห้ง,52,เชียงใหม่,100000000,บริษัท นิธิฟู้ดส์ จำกัด
3950,2567,ดอยเต่า,รายชื่อสถานประกอบการ,บงตัน,โรงงานอบลำไย,20000000,เชียงใหม่,0,บริษัท เอ.อะโกร จำกัด
3951,2567,สันป่าตอง,รายชื่อสถานประกอบการ,ท่าวังพร้าว,อบพืชผลทางการเกษตร,10000000,เชียงใหม่,0,โรงอบลำไยท่าวังพร้าว
3952,2567,ดอยหล่อ,รายชื่อสถานประกอบการ,ดอยหล่อ,"ผลิตและแปรรูปผลผลิตทางการเกษตร(โรงงานผักและผลไม้แช่เย็น/แช่แข็ง,ผักและผลไม้ทอดกรอบ,ผลไม้อบแห้งและอาหารสำเร็จรูปจากเมล็ดพืชและหัวพืช)",172,เชียงใหม่,316931000,บริษัท ไฮไลฟ์ โกลบอล ฟู้ด จำกัด
3953,2567,แม่ริม,รายชื่อสถานประกอบการ,ขี้เหล็ก,อบแห้งแบบแอร์ดราย พืช ผัก ผลไม้และเนื้อสัตว์,0,เชียงใหม่,0,บริษัท พรีเซิร์ฟ อะโกร โปรดักส์ จำกัด
3954,2567,ฝาง,รายชื่อสถานประกอบการ,เวียง,อบพืชผลทางการเกษตร,1500000,เชียงใหม่,0,ศ.ชินพงศ์ การค้า
3955,2567,จอมทอง,รายชื่อสถานประกอบการ,สบเตี๊ยะ,อบพืชผลทางการเกษตร ปรับปรุงคุณภาพของผลิตผลทางการเกษตร,10,เชียงใหม่,20000000,บริษัท สหซินหลงสารภี จำกัด
3956,2567,ดอยหล่อ,รายชื่อสถานประกอบการ,ดอยหล่อ,อบลำใย,30000000,เชียงใหม่,0,บริษัท ฟู๋เซิง จำกัด
3957,2567,จอมทอง,รายชื่อสถานประกอบการ,บ้านแปะ,อบพืชหรือเมล็ดพืช การเก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชในไซโลโกดัง หรือคลังสินค้า เช่น ข้าวโพด,50,เชียงใหม่,10000000,บริษัท 5เอ เทรดดิ้ง จำกัด
3958,2567,สันป่าตอง,รายชื่อสถานประกอบการ,ท่าวังพร้าว,อบผลิตผลทางการเกษตร,30,เชียงใหม่,2000000,บริษัท เอส เอ็น พี อะโกร จำกัด
3959,2567,พร้าว,รายชื่อสถานประกอบการ,แม่แวน,อบพืชผลทางการเกษตร,3000000,เชียงใหม่,0, บริษัท นอร์ท 87 จำกัด
3960,2567,สารภี,รายชื่อสถานประกอบการ,สันทราย,อบพืชผลทางการเกษตร,1000000,เชียงใหม่,0,ศรีเจริญ
3961,2567,สารภี,รายชื่อสถานประกอบการ,ท่ากว้าง,อบผลิตผลทางการเกษตร ,15000000,เชียงใหม่,0,โรงอบลำไยสรายุทธ
3962,2567,ดอยหล่อ,รายชื่อสถานประกอบการ,ดอยหล่อ,อบลำไย,4000000,เชียงใหม่,0,บริษัท ชิ่งเฟิง อุตสาหกรรมอาหาร จำกัด
3963,2567,ดอยหล่อ,รายชื่อสถานประกอบการ,ดอยหล่อ,อบพืชผลทางการเกษตร,10000000,เชียงใหม่,0,บริษัท เทียนเฉิน จำกัด
3964,2567,สันกำแพง,รายชื่อสถานประกอบการ,แช่ช้าง,อบพืชผลทางการเกษตร,60000000,เชียงใหม่,0,บริษัท เค.พี.อุตสาหกรรมการผลิต จำกัด
3965,2567,สันทราย,รายชื่อสถานประกอบการ,แม่แฝกใหม่,"ผลิตก้อนเชื้อเห็ดเมืองหนาว ได้ปีละ 6,550 ตัน",20000000,เชียงใหม่,0,บริษัท สหฟาร์มเห็ด จำกัด
3966,2567,สันทราย,รายชื่อสถานประกอบการ,แม่แฝกใหม่,เพาะเห็ด เช่น เห็ดนางรมหลวง,20000000,เชียงใหม่,0,บริษัท เชียงใหม่ฟาร์มเห็ด จำกัด
3967,2567,สันป่าตอง,รายชื่อสถานประกอบการ,ทุ่งต้อม,ผลิตน้ำดื่มและเครื่องดื่มที่ไม่มีแอลกอฮอล์,48,เชียงใหม่,57000000,บริษัท โอเค ฟู้ดแอนด์เบฟเวอร์เรจ จำกัด
3968,2567,เชียงดาว,รายชื่อสถานประกอบการ,ปิงโค้ง,ผลิตน้ำดื่มและทำภาชนะบรรจุจากพลาสติก,40,เชียงใหม่,664000000,บริษัท แร่เบฟเวอเรจ จำกัด
3969,2567,สันกำแพง,รายชื่อสถานประกอบการ,บวกค้าง,ฟอกย้อมผ้า และพิมพ์ผ้า,10,เชียงใหม่,2100000,นางสาวชริญา สุวรรณ
3970,2567,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ช้างคลาน,ย้อมด้าย,200000,เชียงใหม่,0,โฟร์สตาร์
3971,2567,สันทราย,รายชื่อสถานประกอบการ,หนองจ๊อม,ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 156 เครื่อง),1000000,เชียงใหม่,0,บริษัท ตันติยานันท์ การ์เมนท์ จำกัด
3972,2567,สันกำแพง,รายชื่อสถานประกอบการ,ทรายมูล,ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 90 เครื่อง),1000000,เชียงใหม่,0,บริษัท บ้านไทย การ์เมนท์ จำกัด
3973,2567,แม่แตง,รายชื่อสถานประกอบการ,แม่แตง,"ดูดทราย ได้เดือนละ 4,000 ลูกบาศก์เมตร ใบอนุญาตใช้เรือเลขที่ 3650 01226",500000,เชียงใหม่,0,สวน-ท่าทรายชลาลัยห้วยชมพู
3974,2567,แม่วาง,รายชื่อสถานประกอบการ,ดอนเปา,แปรรูปไม้โดยใช้เครื่องจักร,2000000,เชียงใหม่,0,นายสามชาย หิรัญรัตน์
3975,2567,สันทราย,รายชื่อสถานประกอบการ,หนองแหย่ง,แปรรูปไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรีเพื่อจำหน่าย,7,เชียงใหม่,1497000,กงกฤษ พันธ์พงษ์
3976,2567,ดอยสะเก็ด,รายชื่อสถานประกอบการ,เชิงดอย,เลื่อยไม้,12,เชียงใหม่,4000000,บริษัท เชียงใหม่สุขสวัสดิ์ อุตสาหกรรม จำกัด
3977,2567,ฝาง,รายชื่อสถานประกอบการ,แม่ข่า,เพื่อผลิตไม้แปรรูปหรือชิ้นไม้สับจากไม้ยางพาราและไม้ที่ปลูกขึ้น 13 ชนิด ตามมติคณะรัฐมนตรี เพื่อจำหน่าย,7,เชียงใหม่,3700000,นางต่อมคำ อินใจ
3978,2567,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ท่าศาลา,ทำวงกบประตู-หน้าต่างและไม้ปาร์เกต์,12,เชียงใหม่,3750000,นายสมชาย วุฒิธนากร
3979,2567,ดอยสะเก็ด,รายชื่อสถานประกอบการ,เชิงดอย,ทำวงกบประตู-หน้าต่าง เครื่องเรือน เครื่องใช้ ปาร์เกตโมเสค ไม้ประสาน ไม้ฉลุ ไม้คิ้ว ไม้บัว ไม้กั้นฝา ไม้กลึง ไม้เชิงราวบันได แกะสลักไม้ กรอบรูปไม้ อบอาบน้ำยาไม้   ,99600000,เชียงใหม่,0,บริษัท เชียงใหม่สุขสวัสดิ์ อุตสาหกรรม จำกัด
3980,2567,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ฟ้าฮ่าม,ทำวงกบบานประตู หน้าต่าง ปาร์เกต์ โมเสคและเครื่องเรือนจากไม้,200000,เชียงใหม่,0,บริษัท เชียงใหม่สุขสวัสดิ์ จำกัด
3981,2567,สันกำแพง,รายชื่อสถานประกอบการ,ต้นเปา,ทำวงกบประตูหน้าต่าง และเครื่องเรือนจากไม้,20000000,เชียงใหม่,0,บริษัท เชียงใหม่สุดาลักษ์ จำกัด
3982,2567,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ท่าศาลา,ทำวงกบประตู-หน้าต่าง โมเสค ปาร์เก้ และเครื่องเรือนจากไม้,5060000,เชียงใหม่,0,บริษัท บี.เค.โฮมเฟอร์นิชิ่ง จำกัด
3983,2567,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ป่าตัน,ทำวงกบประตู หน้าต่างและเครื่องเรือนจากไม้,3000000,เชียงใหม่,0,
3984,2567,ดอยหล่อ,รายชื่อสถานประกอบการ,ดอยหล่อ,ผลิตชิ้นไม้สับจากไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรีเพื่อจำหน่าย,100000,เชียงใหม่,0,ทรัพย์สมบูรณ์ไม้สับ
3985,2567,ดอยเต่า,รายชื่อสถานประกอบการ,บงตัน,ผลิตเชื้อเพลิงชีวมวลอัดแท่ง,5000000,เชียงใหม่,0,ห้างหุ้นส่วนจำกัด สยาม เมนเทแนนซ์ แอนด์ เซอร์วิส
3986,2567,แม่ริม,รายชื่อสถานประกอบการ,ดอนแก้ว,อบไม้ ผลิตไม้พื้นปาเกต์ โมเสก ของเด็กเล่น วงกบประตู-หน้าต่าง เครื่องเรือนจากไม้,44,เชียงใหม่,8050000,บริษัท ไม้อบทวีพรรณ จำกัด
3987,2567,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,วัดเกต,ทำเครื่องเรือนจากไม้,3000000,เชียงใหม่,0,ห้างหุ้นส่วนจำกัด พจนะศิลป์เฟอร์นิเจอร์
3988,2567,หางดง,รายชื่อสถานประกอบการ,สันผักหวาน,ทำไม้ปาเก้ เครื่องเรือน,258,เชียงใหม่,17500000,ห้างหุ้นส่วนจำกัด ไทยอินเตอร์เนชั่นแนลแฮนดิคราฟท์
3989,2567,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,สุเทพ,ทำเครื่องเรือนจากไม้,7800000,เชียงใหม่,0,หมินเฉินเฟอร์นิเจอร์
3990,2567,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ท่าศาลา,ทำวงกบ บานประตู-หน้าต่างและเครื่องเรือนจากไม้,500000,เชียงใหม่,0,นางจินดา ชัยมงคล
3991,2567,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,วัดเกต,ทำเครื่องเรือนด้วยไม้,1100000,เชียงใหม่,0,เอส.วี.เฟอร์นิเจอร์
3992,2567,แม่ริม,รายชื่อสถานประกอบการ,ดอนแก้ว,ทำเครื่องเรือนจากไม้,10000000,เชียงใหม่,0,บริษัท ทวีพรรณ เฟอร์นิเจอร์ จำกัด
3993,2567,สันกำแพง,รายชื่อสถานประกอบการ,สันกำแพง,ทำกระดาษสา กำลังการผลิต 25 ตันต่อปี,5000000,เชียงใหม่,0,บริษัท สยามพรหมประทาน จำกัด
