เงินทุนรวม,ประกอบกิจการ,พื้นที่อาคาร,อำเภอ,ถนน,ซอย,FID,คนงานรวม,ไปรษณีย์,จังหวัด,หมู่,เลขที่,ปี,แรงม้ารวม,ตำบล,ผู้ประกอบการ,คนงานชาย,_id,เลขทะเบียนเดิม,ชื่อโรงงาน,พื้นที่โรงงาน,คนงานหญิง
27000000,พิมพ์สิ่งพิมพ์ต่าง ๆ,0,เมืองสมุทรสาคร,พระรามที่ 2,,20740000725504,18,74000,สมุทรสาคร,1,15/3,2565,437.5,บางน้ำจืด,บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด ,17,2601,จ3-41(1)-7/50สค,บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด ,0,1
26000000,พิมพ์สิ่งพิมพ์ต่าง ๆ,0,เมืองสมุทรสาคร,เศรษฐกิจ,,20740001125506,51,74000,สมุทรสาคร,6,71/18,2565,424.46,ท่าทราย,บริษัท ไทยชาญ อินเตอร์เนชั่นแนล จำกัด,28,2602,จ3-41(1)-11/50สค,บริษัท ไทยชาญ อินเตอร์เนชั่นแนล จำกัด,0,23
29374000,รับจ้างพิมพ์สิ่งพิมพ์ต่าง ๆและทำกล่องกระดาษ,370,เมืองสมุทรสาคร,พระรามที่ 2,,20740101825500,18,74000,สมุทรสาคร,6,20/73-75,2565,98.32,คอกกระบือ,นายธเนศ วงศ์วรกุล,12,2603,จ3-41(1)-18/50สค,,370,6
12400000,การพิมพ์และตกแต่งสิ่งพิมพ์,1040,เมืองสมุทรสาคร,เลียบคลองขุดใหม่,,20740102125496,13,74000,สมุทรสาคร,2,51/34,2565,296.43,บางน้ำจืด,บริษัท ปณชัย ท็อปส์ โคท จำกัด,8,2604,จ3-41(1)-21/49สค,บริษัท ปณชัย ท็อปส์ โคท จำกัด,1357,5
155000000,พิมพ์สิ่งพิมพ์และผลิตบรรจุภัณฑ์จากกระดาษทุกชนิด,5500,เมืองสมุทรสาคร,สินสาคร,,20740002925482,230,74000,สมุทรสาคร,6,83,2565,487.08,โคกขาม,บริษัท แท่นเอกการพิมพ์ จำกัด,90,2605,จ3-41(1)-29/48สค,บริษัท แท่นเอกการพิมพ์ จำกัด,14400,140
28500000,พิมพ์สิ่งพิมพ์ต่าง ๆ ,1323,เมืองสมุทรสาคร,,,20740500225559,23,74000,สมุทรสาคร,2,35/378,2565,126,บางน้ำจืด,บริษัท ประสิทธิ์การพิมพ์ (พีเอสที) จำกัด,17,2606,จ3-41(1)-2/55สค,บริษัท ประสิทธิ์การพิมพ์ (พีเอสที) จำกัด,2732,6
77000000,โรงพิมพ์,4266,เมืองสมุทรสาคร,เจษฎาวิถี,-,82290000325496,52,74000,สมุทรสาคร,1,42246,2565,160.1,โคกขาม,บริษัท ท็อปมัลติพริ้นทส์ จำกัด,28,2607,น.41(1)-3/2549-นสค.,บริษัท ท็อปมัลติพริ้นทส์ จำกัด,4266,24
38000000,พิมพ์สิ่งพิมพ์ต่าง ๆ ทุกชนิด,1924,เมืองสมุทรสาคร,,,20740110625628,40,74000,สมุทรสาคร,2,โฉนดที่ดินเลขที่ 149953,2565,334.8,พันท้ายนรสิงห์,บริษัท เอบิซ อินเตอร์กรุ๊ป จำกัด,20,2608,จ3-41(1)-7/62สค,บริษัท เอบิซ อินเตอร์กรุ๊ป จำกัด,1924,20
2245000,ตบแต่งสิ่งพิมพ์และตัดเย็บเสื้อผ้าสำเร็จรูป,500,เมืองสมุทรสาคร,,,20740180025659,14,74000,สมุทรสาคร,3,46/80,2565,77,คอกกระบือ,นายธันยชัย วงศ์สุดประเสริฐ,4,2609,จ3-41(1)-12/65สค,นายธันยชัย วงศ์สุดประเสริฐ,622,10
239080966,การพิมพ์ การทำแฟ้มเก็บเอกสาร การเย็บเล่ม ทำปก หรือตบแต่งสิ่งพิมพ์,9358,เมืองสมุทรสาคร,,,20740101725601,83,74000,สมุทรสาคร,8,9/45,2565,547.7,บางกระเจ้า,บริษัท ริชแมกซ์ อินเตอร์พริ้นท์ จำกัด,60,2610,จ3-41(1)-17/60สค,บริษัท ริชแมกซ์ อินเตอร์พริ้นท์ จำกัด,47160,23
9000000,พิมพ์สิ่งพิมพ์ต่าง ๆ เช่น สติ๊กเกอร์,315,เมืองสมุทรสาคร,เอกชัย,,20741600125467,12,74000,สมุทรสาคร,1,48/83,2565,76,คอกกระบือ,บริษัท เบ่อี๋การพิมพ์ จำกัด,7,2611,จ3-41(1)-1/46สค,บริษัท เบ่อี๋การพิมพ์ จำกัด,315,5
11000000,พิมพ์ และทำถุงพลาสติก,534,เมืองสมุทรสาคร,เอกชัย,รัชดาฟาคอน,20740000825460,20,74000,สมุทรสาคร,1,"48/105, 48/106",2565,333,คอกกระบือ,บริษัท นิปปอน แพ็คเกจจิ้ง จำกัด,16,2612,จ3-41(1)-8/46สค,บริษัท นิปปอน แพ็คเกจจิ้ง จำกัด,534,4
36000000,พิมพ์สิ่งพิมพ์ต่าง ๆ,0,เมืองสมุทรสาคร,,,20740003425490,57,74000,สมุทรสาคร,,12/5,2565,131.95,คอกกระบือ,บริษัท ยูนิเวอร์แซล ฟอร์มส อินดัสตรี้ จำกัด,33,2613,จ3-41(1)-34/49สค,บริษัท ยูนิเวอร์แซล ฟอร์มส อินดัสตรี้ จำกัด,,24
0,ผลิตอุปกรณ์การพิมพ์,12000,เมืองสมุทรสาคร,,,82290200125605,0,74000,สมุทรสาคร,1,30/163,2565,0,โคกขาม,บริษัท ตงโซว อินดัสเทรียล ดีเวลลอปเม้นท์ (ไทยแลนด์) จำกัด,0,2614,น.41(1)-1/2560-นสค.,บริษัท ตงโซว อินดัสเทรียล ดีเวลลอปเม้นท์ (ไทยแลนด์) จำกัด,12000,0
0,ผลิตสิ่งพิมพ์,0,เมืองสมุทรสาคร,เจษฎาวิถี,,82290200125522,33,74000,สมุทรสาคร,1,30/13,2565,169.52,โคกขาม,บริษัท ปิรามิดการพิมพ์ จำกัด,33,2615,น.41(1)-1/2552-นสค.,บริษัท ปิรามิดการพิมพ์ จำกัด,0,0
6500000,พิมพ์สิ่งพิมพ์ต่าง ๆ ,540,เมืองสมุทรสาคร,เอกชัย,โครงการหมื่นทรัพย์แลนด์,60740202725642,32,74000,สมุทรสาคร,1,48/385-386,2565,62,คอกกระบือ,บริษัท โรงพิมพ์ศาลาแดง จำกัด,26,2616,อ2-41(1)-72/64สค,บริษัท โรงพิมพ์ศาลาแดง จำกัด,640,6
20000000,เคลือบ ตกแต่งสิ่งพิมพ์,914,เมืองสมุทรสาคร,-,-,20740116525657,20,74000,สมุทรสาคร,2,42/10,2565,490,นาดี,บริษัท เพอร์เฟค ลามิเนท จำกัด,10,2617,จ3-41(1)-9/65สค,บริษัท เพอร์เฟค ลามิเนท จำกัด,1600,10
2000000,พิมพ์สิ่งพิมพ์ต่าง ๆ,576,เมืองสมุทรสาคร,,,60740005925654,10,74000,สมุทรสาคร,6,20/179,2565,55,คอกกระบือ,บริษัท ทรัพย์พิทักษ์ จำกัด,10,2618,อ2-41(1)-1/65สค,บริษัท ทรัพย์พิทักษ์ จำกัด,576,0
1323780000,ผลิตสิ่งพิมพ์ และผลิตกระแสไฟฟ้าพลังงานแสงอาทิตย์ (Solar Rooftop) กำลังการผลิต 993.75 กิโลวัตต์,34638,เมืองสมุทรสาคร,เจษฎาวิถี,,82290100125481,0,74000,สมุทรสาคร,1,30/88,2565,0,โคกขาม,บริษัท ที.เค.เอส. สยามเพรส แมเนจเม้นท์ จำกัด,0,2619,น.41(1)-1/2548-นสค.,บริษัท ที.เค.เอส. สยามเพรส แมเนจเม้นท์ จำกัด,34638,0
18000000,การพิมพ์ฟิล์มพลาสติก การพิมพ์กระดาษ และตบแต่งสิ่งพิมพ์,600,เมืองสมุทรสาคร,พระรามที่ 2,ทรัพย์มหาโชค,20740400125578,12,74000,สมุทรสาคร,3,37/1,2565,362.15,นาดี,บริษัท ออล แพ็ค จำกัด,10,2620,จ3-41(1)-1/57สค,บริษัท ออล แพ็ค จำกัด,600,2
95011867,ผลิตสิ่งพิมพ์ กระดาษต่อเนื่อง แคตตาล็อค โบว์ชัวร์ สติ๊กเกอร์ ฯลฯ,6223,เมืองสมุทรสาคร,,,20740400725591,52,74000,สมุทรสาคร,3,,2565,156.5,พันท้ายนรสิงห์,บริษัท ท็อปมัลติพริ้นทส์ จำกัด,28,2621,จ3-41(1)-7/59สค,บริษัท ท็อปมัลติพริ้นทส์ จำกัด,10143,24
0,ผลิตสิ่งพิมพ์,0,เมืองสมุทรสาคร,เจษฎาวิถี,,82290000225514,0,74000,สมุทรสาคร,1,30/43,2565,177.28,โคกขาม,บริษัท เอาท์ ออฟ เดอะ บลู บ๊อกซ์ จำกัด,0,2622,น.41(1)-2/2551-นสค.,บริษัท เอาท์ ออฟ เดอะ บลู บ๊อกซ์ จำกัด,0,0
15000000,พิมพ์ลวดลายและตัดกระดาษทุกชนิด,2016,เมืองสมุทรสาคร,พระรามที่ 2,แฟคตอรี่เฮ้าส์,20740004925472,40,74000,สมุทรสาคร,6,20/158-159,2565,171.19,คอกกระบือ,บริษัท ทรัพย์พิทักษ์ดี จำกัด,32,2623,จ3-41(1)-49/47สค,บริษัท ทรัพย์พิทักษ์ดี จำกัด,2400,8
80800000,พิมพ์สิ่งพิมพ์ต่าง ๆ,1200,เมืองสมุทรสาคร,พระราม 2,,20740300225361,48,74000,สมุทรสาคร,6,20/206,2565,196.94,คอกกระบือ,บริษัท อักษรอาร์ตกรุ๊ป จำกัด,38,2624,จ3-41(1)-2/36สค,บริษัท อักษรอาร์ตกรุ๊ป จำกัด,1200,10
120000000,พิมพ์สิ่งพิมพ์ และผลิตภัณฑ์สิ่งพิมพ์ต่าง ๆ,0,เมืองสมุทรสาคร,,ร่มเย็นพัฒนา,20740002225503,68,74000,สมุทรสาคร,6,157/8,2565,372,ท่าทราย,บริษัท กิตติมาการพิมพ์ จำกัด,38,2625,จ3-41(1)-22/50สค,บริษัท กิตติมาการพิมพ์ จำกัด,,30
0,ผลิตสิ่งพิมพ์และบรรจุภัณฑ์กระดาษ,1425,เมืองสมุทรสาคร,-,นิคมอุตสาหกรรมสินสาคร,82290001525656,0,74000,สมุทรสาคร,1,30/83,2565,0,โคกขาม,บริษัท พริ้นท์ ฟอร์ เฟิร์ส จำกัด,0,2626,น.41(1)-15/2565-นสค.,บริษัท พริ้นท์ ฟอร์ เฟิร์ส จำกัด,1425,0
36000000,โรงพิมพ์,5711,เมืองสมุทรสาคร,เจษฎาวิถี,,82290300125547,8,74000,สมุทรสาคร,,,2565,128.56,โคกขาม,บริษัท สยามทองกิจ จำกัด,4,2627,น.41(1)-1/2554-นสค.,บริษัท สยามทองกิจ จำกัด,5711,4
42000000,พิมพ์ถุงพลาสติก บรรจุภัณฑ์ชนิดอ่อน,914,เมืองสมุทรสาคร,เศรษฐกิจ1,อยู่เจริญ 5,20740202025596,21,74000,สมุทรสาคร,2,42/11,2565,403.5,นาดี,บริษัท กฤต โปรลอง อินเตอร์เนชั่นแนล จำกัด,15,2628,จ3-41(1)-20/59สค,บริษัท กฤต โปรลอง อินเตอร์เนชั่นแนล จำกัด,1600,6
6350000,พิมพ์สิ่งพิมพ์ต่างๆ,700,เมืองสมุทรสาคร,เอกชัย,ชุมพล,20740200925482,18,74000,สมุทรสาคร,2,68/11,2565,90,คอกกระบือ,บริษัท กรุงสินพริ้นติ้ง แอนด์ กราฟฟิค จำกัด,12,2629,จ3-41(1)-9/48สค,บริษัท กรุงสินพริ้นติ้ง แอนด์ กราฟฟิค จำกัด,700,6
13000000,พิมพ์สิ่งพิมพ์ต่างๆ,839,เมืองสมุทรสาคร,,,20740126525630,25,74000,สมุทรสาคร,2,118/14-15,2565,287,นาดี,บริษัท แอล เกรท แพ็คเกจจิ้ง จำกัด,20,2630,จ3-41(1)-8/63สค,บริษัท แอล เกรท แพ็คเกจจิ้ง จำกัด,839,5
0,ตัดกระดาษ และคลังสินค้า,37756,เมืองสมุทรสาคร,,,82290012925622,0,74000,สมุทรสาคร,,,2565,0,โคกขาม,บริษัท ซี.เอ.เอส.เปเปอร์ จำกัด,0,2631,น.41(1)-129/2562-นสค.,บริษัท ซี.เอ.เอส.เปเปอร์ จำกัด,37756,0
285000000,สิ่งพิมพ์,31844,เมืองสมุทรสาคร,เจษฎาวิถี,,82290000125516,20,74000,สมุทรสาคร,1,30/18,2565,205,โคกขาม,บริษัท รีมส์ แอนด์ โรลส์ จำกัด,6,2632,น.41(1)-1/2551-นสค.,บริษัท รีมส์ แอนด์ โรลส์ จำกัด,31844,14
142320689,ผลิตสิ่งพิมพ์บรรจุภัณฑ์และบรรจุภัณฑ์,4800,เมืองสมุทรสาคร,เจษฎาวิถี,,82290000225530,22,74000,สมุทรสาคร,1,30/52,2565,2201.07,โคกขาม,บริษัท เฟล็กโซพริ้นท์ (ไทยแลนด์) จำกัด,16,2633,น.41(1)-2/2553-นสค.,บริษัท เฟล็กโซพริ้นท์ (ไทยแลนด์) จำกัด,4800,6
22500000,พิมพ์สิ่งพิมพ์ต่าง ๆ ,240,เมืองสมุทรสาคร,เอกชัย,,20740002525555,20,74000,สมุทรสาคร,2,35/262-263,2565,344.6,บางน้ำจืด,ห้างหุ้นส่วนจำกัด พี.วี.การพิมพ์,13,2634,จ3-41(1)-25/55สค,ห้างหุ้นส่วนจำกัด พี.วี.การพิมพ์,480,7
9000000,พิมพ์สิ่งพิมพ์ต่างๆ,250,เมืองสมุทรสาคร,เอกชัย,หมื่นทรัพย์แลนด์,20740003125488,7,74000,สมุทรสาคร,1,48/254,2565,170.03,คอกกระบือ,บริษัท โรงพิมพ์ศาลาแดง จำกัด,5,2635,จ3-41(1)-31/48สค,บริษัท โรงพิมพ์ศาลาแดง จำกัด,320,2
679000000,ผลิตสิ่งพิมพ์และกล่องบรรจุภัณฑ์,68250,เมืองสมุทรสาคร,เจษฎาวิถี,,82290000425536,379,74000,สมุทรสาคร,1,30/24,2565,2147.17,โคกขาม,บริษัท จันวาณิชย์ ซีเคียวริตี้ พริ้นท์ติ้ง จำกัด,115,2636,น.41(1)-4/2553-นสค.,บริษัท จันวาณิชย์ ซีเคียวริตี้ พริ้นท์ติ้ง จำกัด,68250,264
339550000,สิ่งพิมพ์,21922,เมืองสมุทรสาคร,เจษฏาวิถี,-,82290100125507,162,74000,สมุทรสาคร,1,30/3,2565,678.31,โคกขาม,บริษัท แปลน พริ้นติ้ง จำกัด,92,2637,น.41(1)-1/2550-นสค.,บริษัท แปลน พริ้นติ้ง จำกัด,21922,70
74000000,เคลือบสิ่งพิมพ์ทุกชนิด,1430,เมืองสมุทรสาคร,,,20740225325627,18,74000,สมุทรสาคร,6,99/5,2565,343,โคกขาม,บริษัท เอ็กซ์เพรส โซลูชั่น 28 จำกัด,16,2638,จ3-41(1)-14/62สค,บริษัท เอ็กซ์เพรส โซลูชั่น 28 จำกัด,9072,2
58000000,พิมพ์สิ่งพิมพ์ต่าง ๆ,1296,เมืองสมุทรสาคร,,,20740700425603,17,74000,สมุทรสาคร,5,9/10,2565,202,พันท้ายนรสิงห์,บริษัท วิรุณออฟเซ็ท (1991) จำกัด,11,2639,จ3-41(1)-4/60สค,บริษัท วิรุณออฟเซ็ท (1991) จำกัด,4800,6
3500000,พิมพ์และทำถุงพลาสติก,273,เมืองสมุทรสาคร,เอกชัย,รัชดาฟาคอน,20740700325464,15,74000,สมุทรสาคร,1,48/62,2565,81.5,คอกกระบือ,บริษัท พุ่มสุวรรณ พริ้นท์ติ้ง จำกัด,13,2640,จ3-41(1)-3/46สค,บริษัท พุ่มสุวรรณ พริ้นท์ติ้ง จำกัด,348,2
12000000,พิมพ์สิ่งพิมพ์ต่างๆ,540,เมืองสมุทรสาคร,เอกชัย,เชิดมหาไชย 1,20740058925642,17,74000,สมุทรสาคร,5,"89/14,89/15",2565,73.6,บางน้ำจืด,ห้างหุ้นส่วนจำกัด พี.เอ็ม.การพิมพ์,9,2641,จ2-41(1)-44/64สค,ห้างหุ้นส่วนจำกัด พี.เอ็ม.การพิมพ์,792,8
13500000,พิมพ์สิ่งพิ่มพ์ทุกชนิด,432,เมืองสมุทรสาคร,เลียบคลองเทพกาญจนา,,60740136725643,12,74000,สมุทรสาคร,3,52/22,2565,67.5,คอกกระบือ,ห้างหุ้นส่วนจำกัด ณัฐพัฒน์ เลเบล,7,2642,อ2-41(1)-59/64สค,ห้างหุ้นส่วนจำกัด ณัฐพัฒน์ เลเบล,472,5
14200000,พิมพ์สิ่งพิมพ์ต่าง ๆ,1104,เมืองสมุทรสาคร,พระรามที่ 2,,20740001425567,28,74000,สมุทรสาคร,10,59/8,2565,127.1,บางโทรัด,บริษัท โดจิ พริ้นติ้ง (ไทยแลนด์) จำกัด,28,2643,จ3-41(1)-14/56สค,บริษัท โดจิ พริ้นติ้ง (ไทยแลนด์) จำกัด,8600,0
7000000,พิมพ์สิ่งพิมพ์ต่างๆ เช่น กระดาษอัดลาย แผ่นฟิล์มพลาสติก,250,เมืองสมุทรสาคร,,,20740077525647,12,74000,สมุทรสาคร,2,35/291,2565,50.45,บางน้ำจืด,บริษัท เอสเค อิมพรินท์ จำกัด,7,2644,จ2-41(1)-52/64สค,บริษัท เอสเค อิมพรินท์ จำกัด,340,5
0,ผลิตสิ่งพิมพ์และบรรจุภัณฑ์,0,เมืองสมุทรสาคร,,s 1/4,82290000125532,37,74000,สมุทรสาคร,1,30/61,2565,728.51,โคกขาม,บริษัท ตรีสานพริ้นติ้ง จำกัด,37,2645,น.41(1)-1/2553-นสค.,บริษัท ตรีสานพริ้นติ้ง จำกัด,0,0
12500000,พิมพ์สิ่งพิมพ์ทุกชนิด,0,เมืองสมุทรสาคร,เอกชัย,,20740100625497,14,74000,สมุทรสาคร,,50/1,2565,250.13,คอกกระบือ,บริษัท ถาวร เลเบิ้ล แอนด์ ริบบอน จำกัด,7,2646,จ3-41(1)-6/49สค,บริษัท ถาวร เลเบิ้ล แอนด์ ริบบอน จำกัด,0,7
112457847,ผลิตชิ้นส่วนสำหรับตกแต่งสิ่งพิมพ์,2400,เมืองสมุทรสาคร,เจษฎาวิถี,,82290000425502,22,74000,สมุทรสาคร,,,2565,85.5,โคกขาม,บริษัท สตาร์ ไวร์ คอมบ์ จำกัด,20,2647,น.41(1)-4/2550-นสค.,บริษัท สตาร์ ไวร์ คอมบ์ จำกัด,2400,2
7000000,พิมพ์สิ่งพิมพ์ทุกชนิด และผลิตกล่องกระดาษลูกฟูก,468,เมืองสมุทรสาคร,,,20740101325618,12,74000,สมุทรสาคร,3,52/38,2565,355.55,คอกกระบือ,ห้างหุ้นส่วนจำกัด ณัฐพัฒน์ เลเบล,7,2648,จ3-41(1)-13/61สค,ห้างหุ้นส่วนจำกัด ณัฐพัฒน์ เลเบล,1491,5
685000000,ผลิตสิ่งพิมพ์และกล่องบรรจุภัณฑ์,26656,เมืองสมุทรสาคร,เจษฎาวิถี,,82290000325538,224,74000,สมุทรสาคร,,,2565,4930.62,โคกขาม,บริษัท สุขสวัสดิ์ คอนเวิร์ทติ้ง เซ็นเตอร์ จำกัด,116,2649,น.41(1)-3/2553-นสค.,บริษัท สุขสวัสดิ์ คอนเวิร์ทติ้ง เซ็นเตอร์ จำกัด,26656,108
11000000,พิมพ์ และตบแต่งสิ่งพิมพ์,423,เมืองสมุทรสาคร,พระรามที่ 2,,20740201325583,21,74000,สมุทรสาคร,8,46/83,2565,467,ท่าทราย,บริษัท อินโนโกร จำกัด,14,2650,จ3-41(1)-13/58สค,บริษัท อินโนโกร จำกัด,471,7
3000000,พิมพ์สิ่งพิมพ์ต่างๆ,875,เมืองสมุทรสาคร,,,20740209925657,18,74000,สมุทรสาคร,5,99/144,2565,171,บางน้ำจืด,บริษัท อิมเพรสชั่น เพรส จำกัด,14,2651,จ3-41(1)-13/65สค,บริษัท อิมเพรสชั่น เพรส จำกัด,875,4
0,ผลิตแผ่นยางสำหรับงานพิมพ์ระบบออฟเซท,0,เมืองสมุทรสาคร,เจษฎาวิถี,,82290000325504,10,74000,สมุทรสาคร,1,30/58,2565,66.3,โคกขาม,บริษัท คินโยชา (ไทยแลนด์) จำกัด,10,2652,น.41(1)-3/2550-นสค.,บริษัท คินโยชา (ไทยแลนด์) จำกัด,2347,0
25500000,พิมพ์สิ่งพิมพ์ต่างๆ,2740,เมืองสมุทรสาคร,เลียบคลองสีวาพาสวัสดิ์,,20740400925597,138,74000,สมุทรสาคร,9,,2565,194.5,นาดี,บริษัท ยูนิเวอร์แซล ฟอร์ส อินดัสตรี จำกัด,74,2653,จ3-41(1)-9/59สค,บริษัท ยูนิเวอร์แซล ฟอร์ส อินดัสตรี จำกัด,4546,64
26000000,โรงพิมพ์กระดาษ,960,เมืองสมุทรสาคร,,,20740100625612,33,74000,สมุทรสาคร,5,99/88-89,2565,463.1,บางน้ำจืด,บริษัท 98 เพรส แอนด์ แพคกิ้ง จำกัด,18,2654,จ3-41(1)-6/61สค,บริษัท 98 เพรส แอนด์ แพคกิ้ง จำกัด,3483,15
146568887,พิมพ์สติกเกอร์,4688,เมืองสมุทรสาคร,เจษฎาวิถี,S1/4,82290100225547,72,74000,สมุทรสาคร,1,30/50,2565,246.47,โคกขาม,บริษัท มัลติ-คัลเลอร์ (ประเทศไทย) จำกัด ,43,2655,น.41(1)-2/2554-นสค.,บริษัท มัลติ-คัลเลอร์ (ประเทศไทย) จำกัด ,4688,29
0,โรงพิมพ์,0,เมืองสมุทรสาคร,,,72290100125483,260,74000,สมุทรสาคร,1,30/2,2565,1712.82,โคกขาม,บริษัท พิมพ์ดี จำกัด,260,2656,น.41(1)-1/2548-ญสค.,บริษัท พิมพ์ดี จำกัด,0,0
0,พิมพ์สิ่งพิมพ์ต่างๆ,672,เมืองสมุทรสาคร,พระรามที่ 2,-,60740168025649,0,74000,สมุทรสาคร,6,20/156,2565,56,คอกกระบือ,บริษัท ทรัพย์พิทักษ์ดี จำกัด,0,2657,อ2-41(1)-62/64สค,บริษัท ทรัพย์พิทักษ์ดี จำกัด,672,0
73000000,พิมพ์สิ่งพิมพ์ต่าง ๆ และเคลือบหรืออาบหรือฉาบน้ำมันบนแผ่นกระดาษทุกชนิด,6352,เมืองสมุทรสาคร,,,20740002125588,67,74000,สมุทรสาคร,5,365,2565,495,พันท้ายนรสิงห์,บริษัท แสงอินเตอร์ลามิเนท จำกัด,42,2658,จ3-41(1)-21/58สค,บริษัท แสงอินเตอร์ลามิเนท จำกัด,8331,25
185000000,การพิมพ์ฟิล์มพลาสติก การพิมพ์กระดาษ และตบแต่งสิ่งพิมพ์,4807,เมืองสมุทรสาคร,,,10740299025642,68,74000,สมุทรสาคร,4,9/2,2565,1811.86,บางกระเจ้า,บริษัท ออล แพ็ค จำกัด,55,2659,3-41(1)-6/64สค,บริษัท ออล แพ็ค จำกัด,12318,13
14000000,การพิมพ์ การทำแฟ้มเก็บเอกสาร การเย็บเล่ม ทำปก หรือตบแต่งสิ่งพิมพ์,264,เมืองสมุทรสาคร,,,20740201625602,17,74000,สมุทรสาคร,1,48/66,2565,99,คอกกระบือ,บริษัท รักพิมพ์ พับลิชชิ่ง จำกัด,11,2660,จ3-41(1)-16/60สค,บริษัท รักพิมพ์ พับลิชชิ่ง จำกัด,376,6
0,สิ่งพิมพ์,0,เมืองสมุทรสาคร,เจษฎาวิถี,,82290000425494,128,74000,สมุทรสาคร,1,30/88,2565,429,โคกขาม,บริษัท ที.เค.เอส. เทคโนโลยี จำกัด (มหาชน),128,2661,น.41(1)-4/2549-นสค.,บริษัท ที.เค.เอส. เทคโนโลยี จำกัด (มหาชน),2253,0
0,เคลือบเงาสิ่งพิมพ์,29422,เมืองสมุทรสาคร,เจษฎาวิถี,,82290000225480,0,74000,สมุทรสาคร,1,30/22,2565,1153,โคกขาม,บริษัท นิคโก้ ลามิเนต จำกัด,0,2662,น.41(1)-2/2548-นสค.,บริษัท นิคโก้ ลามิเนต จำกัด,29422,0
12200000,รับจ้างพิมพ์สิ่งพิมพ์ต่างๆ ทุกชนิด และทำกล่องกระดาษขนาดเล็ก,480,เมืองสมุทรสาคร,เอกชัย,,20740101325501,20,74000,สมุทรสาคร,,3/51,2565,147,บางน้ำจืด,ห้างหุ้นส่วนจำกัด ตวงทองการพิมพ์และบรรจุภัณฑ์,10,2663,จ3-41(1)-13/50สค,ห้างหุ้นส่วนจำกัด ตวงทองการพิมพ์และบรรจุภัณฑ์,0,10
31400000,ตัด กรอ ตกแต่งกระดาษ พลาสติก ผ้า,0,เมืองสมุทรสาคร,เอกชัย,,20740002525480,30,74000,สมุทรสาคร,2,35/271,2565,68.83,บางน้ำจืด,บริษัท ไทยเย่ห์ อุตสาหกรรม จำกัด,30,2664,จ3-41(1)-25/48สค,บริษัท ไทยเย่ห์ อุตสาหกรรม จำกัด,0,0
46000000,ตัด กรอ ตบแต่ง กระดาษต่าง ๆ และกระดาษคอมพิวเตอร์,4800,เมืองสมุทรสาคร,พระราม 2,ทรัพย์มหาโชค,20741000125398,30,74000,สมุทรสาคร,3,37/1,2565,436.66,นาดี,บริษัท แอลคอทแอนด์โก จำกัด,15,2665,จ3-41(1)-1/39สค,บริษัท แอลคอทแอนด์โก จำกัด,8000,15
714000000,พิมพ์สลากเพื่อปิดลงภาชนะบรรจุ,8500,เมืองสมุทรสาคร,-,-,20740051225651,180,74000,สมุทรสาคร,7,90/292,2565,483.73,ท่าทราย,บริษัท พัทยาฟู้ดอินดัสตรี จำกัด,50,2666,จ3-41(1)-5/65สค,บริษัท พัทยาฟู้ดอินดัสตรี จำกัด,11200,130
23000000,ผลิต ซ่อมแม่พิมพ์โลหะและงานกลึงหัวนอตตามสั่ง,875,กระทุ่มแบน,,,20740600525601,15,74110,สมุทรสาคร,10,402/2,2565,103.9,คลองมะเดื่อ,บริษัท หง เซิ่น คอร์ป จำกัด,12,2667,จ3-41(2)-5/60สค,บริษัท หง เซิ่น คอร์ป จำกัด,1601,3
37000000,ผลิตแม่พิมพ์โลหต่าง ๆ,4000,กระทุ่มแบน,,,20740200525456,50,74110,สมุทรสาคร,12,50/3,2565,479,สวนหลวง,บริษัท กราเวีย กราฟฟิคส์ จำกัด,40,2668,จ3-41(2)-5/45สค,บริษัท กราเวีย กราฟฟิคส์ จำกัด,16000,10
15500000,ผลิตแม่พิมพ์,750,กระทุ่มแบน,,,20740600225616,21,74110,สมุทรสาคร,3,9/94,2565,185.7,ดอนไก่ดี,บริษัท เจ.วาย.อินดัสทรี จำกัด,17,2669,จ3-41(2)-2/61สค,บริษัท เจ.วาย.อินดัสทรี จำกัด,1482,4
4000000,การทำแม่พิมพ์โลหะ และปั๊มโลหะ,602,กระทุ่มแบน,คลองมะเดื่อ-วัดศรีนวล,,20740202125495,25,74110,สมุทรสาคร,1,185/6,2565,417.5,แคราย,นายศรศิลป์ พรมวัน,20,2670,จ3-41(2)-21/49สค,-,602,5
52000000,ทำแม่พิมพ์โลหะ,5400,กระทุ่มแบน,เพชรเกษม,เพชรเกษม 91,20740200825492,20,74110,สมุทรสาคร,6,199/1,2565,598,สวนหลวง,บริษัท วี.อาร์.ยูเนี่ยน จำกัด,17,2671,จ3-41(2)-8/49สค,บริษัท วี.อาร์.ยูเนี่ยน จำกัด,13600,3
34000000,ผลิตแม่พิมพ์โลหะ เครื่องตัดยาง และอุปกรณ์จับยึด,735,กระทุ่มแบน,,,20740301625593,29,74130,สมุทรสาคร,2,395,2565,499,อ้อมน้อย,บริษัท พงศ์พารา รับเบอร์ จำกัด,29,2672,จ3-41(2)-16/59สค,บริษัท พงศ์พารา รับเบอร์ จำกัด,6400,0
