VALUE,SOURCE,_id,UNIT,YEAR
8504.0,สำนักงานสถิติแห่งชาติ,1,พันคน,2563
8396.0,สำนักงานสถิติแห่งชาติ,2,พันคน,2564
8711.0,สำนักงานสถิติแห่งชาติ,3,พันคน,2565
8742.0,สำนักงานสถิติแห่งชาติ,4,พันคน,2566
8601.36,สำนักงานสถิติแห่งชาติ,5,พันคน,2567
8632.87,สำนักงานสถิติแห่งชาติ,6,พันคน,2568
