จำนวน,โรงงาน,เจ้าของข้อมูล,อำเภอที่ตั้งโรงงาน,_id,ชื่อโรงงาน,หน่วย
1,โรงสาวไหมอุตสาหกรรม,ศูนย์หม่อนไหมเฉลิมพระเกียรติ สมเด็จพระนางเจ้าสิริกิติ์ พระบรมราชินีนาถ สุรินทร์,กาบเชิง,1,โรงงานสาวไหมทองสุรินทร์,แห่ง
