จำนวน,ที่มา,_id,ปี,รายการ,หน่วย
1,สำนักงานอุตสาหกรรมจังหวัด,1,2559,จำนวนโรงงานกำจัดกากอุตสาหกรรม บำบัดน้ำเสียรวม กำจัดกากของเสียจากอุตสาหกรรม โดยการเผา (101) (แห่ง),แห่ง
1,สำนักงานอุตสาหกรรมจังหวัด,2,2560,จำนวนโรงงานกำจัดกากอุตสาหกรรม บำบัดน้ำเสียรวม กำจัดกากของเสียจากอุตสาหกรรม โดยการเผา (101) (แห่ง),แห่ง
1,สำนักงานอุตสาหกรรมจังหวัด,3,2561,จำนวนโรงงานกำจัดกากอุตสาหกรรม บำบัดน้ำเสียรวม กำจัดกากของเสียจากอุตสาหกรรม โดยการเผา (101) (แห่ง),แห่ง
1,สำนักงานอุตสาหกรรมจังหวัด,4,2562,จำนวนโรงงานกำจัดกากอุตสาหกรรม บำบัดน้ำเสียรวม กำจัดกากของเสียจากอุตสาหกรรม โดยการเผา (101) (แห่ง),แห่ง
1,สำนักงานอุตสาหกรรมจังหวัด,5,2563,จำนวนโรงงานกำจัดกากอุตสาหกรรม บำบัดน้ำเสียรวม กำจัดกากของเสียจากอุตสาหกรรม โดยการเผา (101) (แห่ง),แห่ง
1,สำนักงานอุตสาหกรรมจังหวัด,6,2564,จำนวนโรงงานกำจัดกากอุตสาหกรรม บำบัดน้ำเสียรวม กำจัดกากของเสียจากอุตสาหกรรม โดยการเผา (101) (แห่ง),แห่ง
1,สำนักงานอุตสาหกรรมจังหวัด,7,2565,จำนวนโรงงานกำจัดกากอุตสาหกรรม บำบัดน้ำเสียรวม กำจัดกากของเสียจากอุตสาหกรรม โดยการเผา (101) (แห่ง),แห่ง
1,สำนักงานอุตสาหกรรมจังหวัด,8,2566,จำนวนโรงงานกำจัดกากอุตสาหกรรม บำบัดน้ำเสียรวม กำจัดกากของเสียจากอุตสาหกรรม โดยการเผา (101) (แห่ง),แห่ง
1,สำนักงานอุตสาหกรรมจังหวัด,9,2567,จำนวนโรงงานกำจัดกากอุตสาหกรรม บำบัดน้ำเสียรวม กำจัดกากของเสียจากอุตสาหกรรม โดยการเผา (101) (แห่ง),แห่ง
