เดือน,จำนวน,_id,ปี พ.ศ.,ประเภทรถ,ประเภทกฏหมาย
มกราคม,54737,1,2565,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
มกราคม,1883,2,2565,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
มกราคม,23189,3,2565,รย. 3 รถยนต์บรรทุกส่วนบุคคล,รถยนต์
มกราคม,2,4,2565,รย. 4 รถยนต์สามล้อส่วนบุคคล,รถยนต์
มกราคม,53,5,2565,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
มกราคม,24,6,2565,รย. 8 รถยนต์รับจ้างสามล้อ,รถยนต์
มกราคม,17,7,2565,รย. 9 รถยนต์บริการธุรกิจ,รถยนต์
มกราคม,11,8,2565,รย. 10 รถยนต์บริการทัศนาจร,รถยนต์
มกราคม,158920,9,2565,รย. 12 รถจักรยานยนต์,รถยนต์
มกราคม,5885,10,2565,รย. 13 รถแทร็กเตอร์,รถยนต์
มกราคม,57,11,2565,รย. 14 รถบดถนน,รถยนต์
มกราคม,62,12,2565,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
มกราคม,66,13,2565,รย. 16 รถพ่วง,รถยนต์
มกราคม,84,14,2565,รย. 17 รถจักรยานยนต์สาธารณะ,รถยนต์
มกราคม,52,15,2565,รถโดยสารประจำทาง,รถขนส่ง
มกราคม,223,16,2565,รถโดยสารไม่ประจำทาง,รถขนส่ง
มกราคม,31,17,2565,รถโดยสารส่วนบุคคล,รถขนส่ง
มกราคม,3169,18,2565,รถบรรทุกไม่ประจำทาง,รถขนส่ง
มกราคม,3324,19,2565,รถบรรทุกส่วนบุคคล,รถขนส่ง
