VALUE,SOURCE,_id,UNIT,YEAR
3837.93,สำนักงานสถิติแห่งชาติ,1,พันคน,2563
3904.14,สำนักงานสถิติแห่งชาติ,2,พันคน,2564
4230.83,สำนักงานสถิติแห่งชาติ,3,พันคน,2565
4301.99,สำนักงานสถิติแห่งชาติ,4,พันคน,2566
4327.16,สำนักงานสถิติแห่งชาติ,5,พันคน,2567
4255.48,สำนักงานสถิติแห่งชาติ,6,พันคน,2568
