เดือน,จำนวน,_id,ปี พ.ศ.,ประเภทรถ,ประเภทกฏหมาย
มีนาคม,45741,1,2568,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
มีนาคม,2175,2,2568,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
มีนาคม,9138,3,2568,รย. 3 รถยนต์บรรทุกส่วนบุคคล,รถยนต์
มีนาคม,7,4,2568,รย. 4 รถยนต์สามล้อส่วนบุคคล,รถยนต์
มีนาคม,390,5,2568,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
มีนาคม,13,6,2568,รย. 8 รถยนต์รับจ้างสามล้อ,รถยนต์
มีนาคม,297,7,2568,รย. 9 รถยนต์บริการธุรกิจ,รถยนต์
มีนาคม,61,8,2568,รย. 10 รถยนต์บริการทัศนาจร,รถยนต์
มีนาคม,1,9,2568,รย. 11 รถยนต์บริการให้เช่า,รถยนต์
มีนาคม,169858,10,2568,รย. 12 รถจักรยานยนต์,รถยนต์
มีนาคม,4151,11,2568,รย. 13 รถแทร็กเตอร์,รถยนต์
มีนาคม,54,12,2568,รย. 14 รถบดถนน,รถยนต์
มีนาคม,44,13,2568,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
มีนาคม,79,14,2568,รย. 16 รถพ่วง,รถยนต์
มีนาคม,100,15,2568,รย. 17 รถจักรยานยนต์สาธารณะ,รถยนต์
มีนาคม,83,16,2568,รถโดยสารประจำทาง,รถขนส่ง
มีนาคม,447,17,2568,รถโดยสารไม่ประจำทาง,รถขนส่ง
มีนาคม,43,18,2568,รถโดยสารส่วนบุคคล,รถขนส่ง
มีนาคม,2338,19,2568,รถบรรทุกไม่ประจำทาง,รถขนส่ง
มีนาคม,2198,20,2568,รถบรรทุกส่วนบุคคล,รถขนส่ง
