VALUE,QUARTER,SOURCE,_id,SEX,INDUSTRY,UNIT,REGION,YEAR
146.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2411,หญิง, การศึกษา,พันคน,ภาคเหนือ,2564
95.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2412,หญิง, กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,ภาคเหนือ,2564
23.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2413,หญิง, ศิลปะ ความบันเทิง และนันทนาการ,พันคน,ภาคเหนือ,2564
69.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2414,หญิง, กิจกรรมบริการด้านอื่น ๆ ,พันคน,ภาคเหนือ,2564
35.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2415,หญิง, กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน ,พันคน,ภาคเหนือ,2564
0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2416,หญิง, กิจกรรมขององค์การระหว่างประเทศ,พันคน,ภาคเหนือ,2564
0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2417,หญิง, ไม่ทราบ,พันคน,ภาคเหนือ,2564
2442.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2418,ชาย,เกษตรกรรม การป่าไม้ และการประมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
3.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2419,ชาย,การทำเหมืองแร่ และเหมืองหิน,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
352.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2420,ชาย, การผลิต,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
9.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2421,ชาย, ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
9.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2422,ชาย, การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
572.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2423,ชาย, การก่อสร้าง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
612.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2424,ชาย, การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
95.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2425,ชาย, การขนส่ง และสถานที่เก็บสินค้า,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
139.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2426,ชาย, ที่พักแรมและบริการด้านอาหาร,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
4.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2427,ชาย,  ข้อมูลข่าวสารและการสื่อสาร,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
24.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2428,ชาย,กิจกรรมทางการเงินและการประกันภัย,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
1.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2429,ชาย, กิจกรรมอสังหาริมทรัพย์,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
14.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2430,ชาย, กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
18.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2431,ชาย, กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
285.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2432,ชาย,  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
104.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2433,ชาย, การศึกษา,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
39.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2434,ชาย, กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
34.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2435,ชาย, ศิลปะ ความบันเทิง และนันทนาการ,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
139.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2436,ชาย, กิจกรรมบริการด้านอื่น ๆ ,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2437,ชาย, กิจกรรมขององค์การระหว่างประเทศ,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2438,ชาย, ไม่ทราบ,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
1730.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2439,หญิง,เกษตรกรรม การป่าไม้ และการประมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
1.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2440,หญิง,การทำเหมืองแร่ และเหมืองหิน,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
427.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2441,หญิง, การผลิต,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
1.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2442,หญิง, ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
5.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2443,หญิง, การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
82.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2444,หญิง, การก่อสร้าง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
670.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2445,หญิง, การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
13.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2446,หญิง, การขนส่ง และสถานที่เก็บสินค้า,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
319.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2447,หญิง, ที่พักแรมและบริการด้านอาหาร,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
4.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2448,หญิง,  ข้อมูลข่าวสารและการสื่อสาร,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
39.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2449,หญิง,กิจกรรมทางการเงินและการประกันภัย,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
7.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2450,หญิง, กิจกรรมอสังหาริมทรัพย์,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
11.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2451,หญิง, กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
20.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2452,หญิง, กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
168.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2453,หญิง,  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
203.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2454,หญิง, การศึกษา,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
140.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2455,หญิง, กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
33.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2456,หญิง, ศิลปะ ความบันเทิง และนันทนาการ,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
97.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2457,หญิง, กิจกรรมบริการด้านอื่น ๆ ,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
21.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2458,หญิง, กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน ,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2459,หญิง, กิจกรรมขององค์การระหว่างประเทศ,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2460,หญิง, ไม่ทราบ,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
1324.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2461,ชาย,เกษตรกรรม การป่าไม้ และการประมง,พันคน,ภาคใต้,2564
10.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2462,ชาย,การทำเหมืองแร่ และเหมืองหิน,พันคน,ภาคใต้,2564
200.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2463,ชาย, การผลิต,พันคน,ภาคใต้,2564
9.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2464,ชาย, ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,ภาคใต้,2564
6.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2465,ชาย, การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,ภาคใต้,2564
248.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2466,ชาย, การก่อสร้าง,พันคน,ภาคใต้,2564
430.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2467,ชาย, การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,ภาคใต้,2564
88.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2468,ชาย, การขนส่ง และสถานที่เก็บสินค้า,พันคน,ภาคใต้,2564
129.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2469,ชาย, ที่พักแรมและบริการด้านอาหาร,พันคน,ภาคใต้,2564
9.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2470,ชาย,  ข้อมูลข่าวสารและการสื่อสาร,พันคน,ภาคใต้,2564
14.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2471,ชาย,กิจกรรมทางการเงินและการประกันภัย,พันคน,ภาคใต้,2564
5.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2472,ชาย, กิจกรรมอสังหาริมทรัพย์,พันคน,ภาคใต้,2564
20.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2473,ชาย, กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,ภาคใต้,2564
31.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2474,ชาย, กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,ภาคใต้,2564
147.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2475,ชาย,  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,ภาคใต้,2564
50.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2476,ชาย, การศึกษา,พันคน,ภาคใต้,2564
15.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2477,ชาย, กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,ภาคใต้,2564
14.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2478,ชาย, ศิลปะ ความบันเทิง และนันทนาการ,พันคน,ภาคใต้,2564
47.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2479,ชาย, กิจกรรมบริการด้านอื่น ๆ ,พันคน,ภาคใต้,2564
1.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2480,ชาย, กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน ,พันคน,ภาคใต้,2564
0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2481,ชาย, กิจกรรมขององค์การระหว่างประเทศ,พันคน,ภาคใต้,2564
0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2482,ชาย, ไม่ทราบ,พันคน,ภาคใต้,2564
855.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2483,หญิง,เกษตรกรรม การป่าไม้ และการประมง,พันคน,ภาคใต้,2564
2.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2484,หญิง,การทำเหมืองแร่ และเหมืองหิน,พันคน,ภาคใต้,2564
211.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2485,หญิง, การผลิต,พันคน,ภาคใต้,2564
1.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2486,หญิง, ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,ภาคใต้,2564
0.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2487,หญิง, การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,ภาคใต้,2564
17.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2488,หญิง, การก่อสร้าง,พันคน,ภาคใต้,2564
464.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2489,หญิง, การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,ภาคใต้,2564
16.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2490,หญิง, การขนส่ง และสถานที่เก็บสินค้า,พันคน,ภาคใต้,2564
298.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2491,หญิง, ที่พักแรมและบริการด้านอาหาร,พันคน,ภาคใต้,2564
3.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2492,หญิง,  ข้อมูลข่าวสารและการสื่อสาร,พันคน,ภาคใต้,2564
30.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2493,หญิง,กิจกรรมทางการเงินและการประกันภัย,พันคน,ภาคใต้,2564
3.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2494,หญิง, กิจกรรมอสังหาริมทรัพย์,พันคน,ภาคใต้,2564
15.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2495,หญิง, กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,ภาคใต้,2564
15.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2496,หญิง, กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,ภาคใต้,2564
94.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2497,หญิง,  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,ภาคใต้,2564
124.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2498,หญิง, การศึกษา,พันคน,ภาคใต้,2564
74.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2499,หญิง, กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,ภาคใต้,2564
7.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2500,หญิง, ศิลปะ ความบันเทิง และนันทนาการ,พันคน,ภาคใต้,2564
18.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2501,หญิง, กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน ,พันคน,ภาคใต้,2564
0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2502,หญิง, กิจกรรมขององค์การระหว่างประเทศ,พันคน,ภาคใต้,2564
0.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,2503,หญิง, ไม่ทราบ,พันคน,ภาคใต้,2564
9.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2504,ชาย,เกษตรกรรม การป่าไม้ และการประมง,พันคน,กรุงเทพมหานคร,2564
0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2505,ชาย,การทำเหมืองแร่ และเหมืองหิน,พันคน,กรุงเทพมหานคร,2564
431.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2506,ชาย, การผลิต,พันคน,กรุงเทพมหานคร,2564
12.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2507,ชาย, ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,กรุงเทพมหานคร,2564
7.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2508,ชาย, การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,กรุงเทพมหานคร,2564
289.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2509,ชาย, การก่อสร้าง,พันคน,กรุงเทพมหานคร,2564
567.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2510,ชาย, การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,กรุงเทพมหานคร,2564
385.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2511,ชาย, การขนส่ง และสถานที่เก็บสินค้า,พันคน,กรุงเทพมหานคร,2564
277.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2512,ชาย, ที่พักแรมและบริการด้านอาหาร,พันคน,กรุงเทพมหานคร,2564
73.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2513,ชาย,  ข้อมูลข่าวสารและการสื่อสาร,พันคน,กรุงเทพมหานคร,2564
91.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2514,ชาย,กิจกรรมทางการเงินและการประกันภัย,พันคน,กรุงเทพมหานคร,2564
54.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2515,ชาย, กิจกรรมอสังหาริมทรัพย์,พันคน,กรุงเทพมหานคร,2564
81.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2516,ชาย, กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,กรุงเทพมหานคร,2564
159.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2517,ชาย, กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,กรุงเทพมหานคร,2564
123.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2518,ชาย,  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,กรุงเทพมหานคร,2564
52.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2519,ชาย, การศึกษา,พันคน,กรุงเทพมหานคร,2564
34.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2520,ชาย, กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,กรุงเทพมหานคร,2564
32.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2521,ชาย, ศิลปะ ความบันเทิง และนันทนาการ,พันคน,กรุงเทพมหานคร,2564
82.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2522,ชาย, กิจกรรมบริการด้านอื่น ๆ ,พันคน,กรุงเทพมหานคร,2564
14.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2523,ชาย, กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน ,พันคน,กรุงเทพมหานคร,2564
0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2524,ชาย, กิจกรรมขององค์การระหว่างประเทศ,พันคน,กรุงเทพมหานคร,2564
22.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2525,ชาย, ไม่ทราบ,พันคน,กรุงเทพมหานคร,2564
2.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2526,หญิง,เกษตรกรรม การป่าไม้ และการประมง,พันคน,กรุงเทพมหานคร,2564
1.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2527,หญิง,การทำเหมืองแร่ และเหมืองหิน,พันคน,กรุงเทพมหานคร,2564
399.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2528,หญิง, การผลิต,พันคน,กรุงเทพมหานคร,2564
3.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2529,หญิง, ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,กรุงเทพมหานคร,2564
2.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2530,หญิง, การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,กรุงเทพมหานคร,2564
75.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2531,หญิง, การก่อสร้าง,พันคน,กรุงเทพมหานคร,2564
553.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2532,หญิง, การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,กรุงเทพมหานคร,2564
101.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2533,หญิง, การขนส่ง และสถานที่เก็บสินค้า,พันคน,กรุงเทพมหานคร,2564
406.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2534,หญิง, ที่พักแรมและบริการด้านอาหาร,พันคน,กรุงเทพมหานคร,2564
28.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2535,หญิง,  ข้อมูลข่าวสารและการสื่อสาร,พันคน,กรุงเทพมหานคร,2564
116.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2536,หญิง,กิจกรรมทางการเงินและการประกันภัย,พันคน,กรุงเทพมหานคร,2564
74.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2537,หญิง, กิจกรรมอสังหาริมทรัพย์,พันคน,กรุงเทพมหานคร,2564
99.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2538,หญิง, กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,กรุงเทพมหานคร,2564
124.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2539,หญิง, กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,กรุงเทพมหานคร,2564
110.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2540,หญิง,  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,กรุงเทพมหานคร,2564
101.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2541,หญิง, การศึกษา,พันคน,กรุงเทพมหานคร,2564
107.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2542,หญิง, กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,กรุงเทพมหานคร,2564
44.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2543,หญิง, ศิลปะ ความบันเทิง และนันทนาการ,พันคน,กรุงเทพมหานคร,2564
93.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2544,หญิง, กิจกรรมบริการด้านอื่น ๆ ,พันคน,กรุงเทพมหานคร,2564
97.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2545,หญิง, กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน ,พันคน,กรุงเทพมหานคร,2564
0.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2546,หญิง, กิจกรรมขององค์การระหว่างประเทศ,พันคน,กรุงเทพมหานคร,2564
26.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2547,หญิง, ไม่ทราบ,พันคน,กรุงเทพมหานคร,2564
1275.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2548,ชาย,เกษตรกรรม การป่าไม้ และการประมง,พันคน,ภาคกลาง,2564
11.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2549,ชาย,การทำเหมืองแร่ และเหมืองหิน,พันคน,ภาคกลาง,2564
1829.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2550,ชาย, การผลิต,พันคน,ภาคกลาง,2564
32.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2551,ชาย, ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,ภาคกลาง,2564
29.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2552,ชาย, การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,ภาคกลาง,2564
580.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2553,ชาย, การก่อสร้าง,พันคน,ภาคกลาง,2564
1007.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2554,ชาย, การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,ภาคกลาง,2564
492.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2555,ชาย, การขนส่ง และสถานที่เก็บสินค้า,พันคน,ภาคกลาง,2564
339.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2556,ชาย, ที่พักแรมและบริการด้านอาหาร,พันคน,ภาคกลาง,2564
27.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2557,ชาย,  ข้อมูลข่าวสารและการสื่อสาร,พันคน,ภาคกลาง,2564
41.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2558,ชาย,กิจกรรมทางการเงินและการประกันภัย,พันคน,ภาคกลาง,2564
29.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2559,ชาย, กิจกรรมอสังหาริมทรัพย์,พันคน,ภาคกลาง,2564
71.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2560,ชาย, กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,ภาคกลาง,2564
114.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2561,ชาย, กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,ภาคกลาง,2564
270.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2562,ชาย,  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,ภาคกลาง,2564
108.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,2563,ชาย, การศึกษา,พันคน,ภาคกลาง,2564
