จำนวน,ที่มา,จังหวัด,_id,ข้อมูล,อำเภอ,ปีงบประมาณ,หน่วยงาน,หน่วย
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,496,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านใหม่ไชยพจน์,2566,อบต.หนองแวง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,497,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2566,เทศบาลตำบลเขาคอก,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,498,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2566,เทศบาลตำบลโคกม้า,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,499,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2566,เทศบาลตำบลประโคนชัย,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,500,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2566,เทศบาลตำบลแสลงโทน,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,501,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2566,อบต.โคกตูม,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,502,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2566,อบต.โคกมะขาม,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,503,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2566,อบต.โคกย่าง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,504,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2566,อบต.จรเข้มาก,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,505,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2566,อบต.ตะโกตาพิ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,506,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2566,อบต.บ้านไทร,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,507,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2566,อบต.ประโคนชัย,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,508,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2566,อบต.ประทัดบุ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,509,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2566,อบต.ปังกู,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,510,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2566,อบต.ไพศาล,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,511,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2566,อบต.ละเวี้ย,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,512,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2566,อบต.สี่เหลี่ยม,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,513,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2566,อบต.หนองบอน,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,514,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ปะคำ,2566,เทศบาลตำบลปะคำ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,515,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ปะคำ,2566,อบต.โคกมะม่วง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,516,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ปะคำ,2566,อบต.ไทยเจริญ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,517,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ปะคำ,2566,อบต.หนองบัว,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,518,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ปะคำ,2566,อบต.หูทำนบ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,519,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,พลับพลาชัย,2566,เทศบาลตำบลโคกขมิ้น,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,520,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,พลับพลาชัย,2566,เทศบาลตำบลจันดุม,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,521,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,พลับพลาชัย,2566,เทศบาลตำบลพลับพลาชัย,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,522,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,พลับพลาชัย,2566,อบต.ป่าชัน,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,523,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,พลับพลาชัย,2566,อบต.สะเดา,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,524,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,พลับพลาชัย,2566,อบต.สำโรง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,525,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,พุทไธสง,2566,เทศบาลตำบลพุทไธสง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,526,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,พุทไธสง,2566,อบต.บ้านจาน,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,527,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,พุทไธสง,2566,อบต.บ้านเป้า,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,528,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,พุทไธสง,2566,อบต.บ้านยาง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,529,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,พุทไธสง,2566,อบต.บ้านแวง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,530,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,พุทไธสง,2566,อบต.พุทไธสง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,531,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,พุทไธสง,2566,อบต.มะเฟือง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,532,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,พุทไธสง,2566,อบต.หายโศก,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,533,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เมืองบุรีรัมย์,2566,เทศบาลนครบุรีรัมย์,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,534,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เมืองบุรีรัมย์,2566,เทศบาลเมืองชุมเห็ด,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,535,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เมืองบุรีรัมย์,2566,เทศบาลตำบลบ้านบัว,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,536,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เมืองบุรีรัมย์,2566,เทศบาลตำบลหนองตาด,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,537,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เมืองบุรีรัมย์,2566,เทศบาลตำบลหลักเขต,ตัน
0.89,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,538,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เมืองบุรีรัมย์,2566,เทศบาลตำบลอิสาณ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,539,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เมืองบุรีรัมย์,2566,อบต.กระสัง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,540,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เมืองบุรีรัมย์,2566,อบต.กลันทา,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,541,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เมืองบุรีรัมย์,2566,อบต.ถลุงเหล็ก,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,542,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เมืองบุรีรัมย์,2566,อบต.บัวทอง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,543,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เมืองบุรีรัมย์,2566,อบต.บ้านยาง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,544,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เมืองบุรีรัมย์,2566,อบต.พระครู,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,545,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เมืองบุรีรัมย์,2566,อบต.เมืองฝาง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,546,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เมืองบุรีรัมย์,2566,อบต.ลุมปุ๊ก,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,547,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เมืองบุรีรัมย์,2566,อบต.สวายจีก,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,548,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เมืองบุรีรัมย์,2566,อบต.สองห้อง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,549,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เมืองบุรีรัมย์,2566,อบต.สะแกซำ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,550,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เมืองบุรีรัมย์,2566,อบต.สะแกโพรง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,551,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เมืองบุรีรัมย์,2566,อบต.เสม็ด,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,552,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ละหานทราย,2566,เทศบาลตำบลตาจง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,553,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ละหานทราย,2566,เทศบาลตำบลละหานทราย,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,554,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ละหานทราย,2566,เทศบาลตำบลสำโรงใหม่,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,555,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ละหานทราย,2566,เทศบาลตำบลหนองตะครอง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,556,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ละหานทราย,2566,เทศบาลตำบลหนองแวง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,557,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ละหานทราย,2566,อบต.โคกว่าน,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,558,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ละหานทราย,2566,อบต.ละหานทราย,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,559,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ลำปลายมาศ,2566,เทศบาลตำบลทะเมนชัย,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,560,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ลำปลายมาศ,2566,เทศบาลตำบลลำปลายมาศ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,561,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ลำปลายมาศ,2566,อบต.โคกกลาง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,562,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ลำปลายมาศ,2566,อบต.โคกล่าม,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,563,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ลำปลายมาศ,2566,อบต.โคกสะอาด,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,564,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ลำปลายมาศ,2566,อบต.ตลาดโพธิ์,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,565,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ลำปลายมาศ,2566,อบต.ทะเมนชัย,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,566,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ลำปลายมาศ,2566,อบต.บ้านยาง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,567,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ลำปลายมาศ,2566,อบต.บุโพธิ์,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,568,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ลำปลายมาศ,2566,อบต.ผไทรินทร์,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,569,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ลำปลายมาศ,2566,อบต.เมืองแฝก,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,570,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ลำปลายมาศ,2566,อบต.แสลงพัน,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,571,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ลำปลายมาศ,2566,อบต.หนองกระทิง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,572,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ลำปลายมาศ,2566,อบต.หนองคู,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,573,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ลำปลายมาศ,2566,อบต.หนองโดน,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,574,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ลำปลายมาศ,2566,อบต.หนองบัวโคก,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,575,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ลำปลายมาศ,2566,อบต.หินโคน,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,576,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,สตึก,2566,เทศบาลตำบลดอนมนต์,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,577,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,สตึก,2566,เทศบาลตำบลศรีสตึก,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,578,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,สตึก,2566,เทศบาลตำบลสตึก,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,579,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,สตึก,2566,เทศบาลตำบลสะแก,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,580,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,สตึก,2566,อบต.กระสัง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,581,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,สตึก,2566,อบต.ชุมแสง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,582,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,สตึก,2566,อบต.ท่าม่วง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,583,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,สตึก,2566,อบต.ทุ่งวัง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,584,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,สตึก,2566,อบต.นิคม,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,585,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,สตึก,2566,อบต.เมืองแก,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,586,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,สตึก,2566,อบต.ร่อนทอง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,587,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,สตึก,2566,อบต.สนามชัย,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,588,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,สตึก,2566,อบต.หนองใหญ่,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,589,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองกี่,2566,เทศบาลตำบลดอนอะราง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,590,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองกี่,2566,เทศบาลตำบลศาลเจ้าพ่อขุนศรี,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,591,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองกี่,2566,เทศบาลตำบลหนองกี่,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,592,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองกี่,2566,อบต.โคกสว่าง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,593,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองกี่,2566,อบต.โคกสูง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,594,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองกี่,2566,อบต.ท่าโพธิ์ชัย,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,595,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองกี่,2566,อบต.ทุ่งกระตาดพัฒนา,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,596,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองกี่,2566,อบต.ทุ่งกระเต็น,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,597,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองกี่,2566,อบต.บุกระสัง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,598,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองกี่,2566,อบต.เมืองไผ่,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,599,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองกี่,2566,อบต.เย้ยปราสาท,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,600,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองหงส์,2566,เทศบาลตำบลหนองหงส์,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,601,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองหงส์,2566,เทศบาลตำบลห้วยหิน,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,602,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองหงส์,2566,อบต.ไทยสามัคคี,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,603,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองหงส์,2566,อบต.เมืองฝ้าย,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,604,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองหงส์,2566,อบต.สระแก้ว,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,605,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองหงส์,2566,อบต.สระทอง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,606,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองหงส์,2566,อบต.เสาเดียว,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,607,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองหงส์,2566,อบต.หนองชัยศรี,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,608,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ห้วยราช,2566,เทศบาลตำบลโคกเหล็ก,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,609,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ห้วยราช,2566,เทศบาลตำบลสามแวง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,610,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ห้วยราช,2566,เทศบาลตำบลห้วยราช,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,611,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ห้วยราช,2566,อบต.ตาเสา,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,612,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ห้วยราช,2566,อบต.บ้านตะโก,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,613,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ห้วยราช,2566,อบต.เมืองโพธิ์,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,614,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ห้วยราช,2566,อบต.สนวน,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,615,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ห้วยราช,2566,อบต.ห้วยราช,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,616,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,กระสัง,2565,เทศบาลตำบลกระสัง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,617,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,กระสัง,2565,เทศบาลตำบลสองชั้น,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,618,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,กระสัง,2565,เทศบาลตำบลหนองเต็ง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,619,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,กระสัง,2565,เทศบาลตำบลอุดมธรรม,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,620,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,กระสัง,2565,อบต.กันทรารมณ์,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,621,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,กระสัง,2565,อบต.ชุมแสง,ตัน
