AGE_GROUP,VALUE,QUARTER,SOURCE,_id,SEX,UNIT,YEAR
 15-19 ปี,460.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,241,ชาย,พันคน,2562
 20-24 ปี,1817.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,242,ชาย,พันคน,2562
 25-29 ปี,2317.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,243,ชาย,พันคน,2562
 30-34 ปี,2208.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,244,ชาย,พันคน,2562
 35-39 ปี,2265.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,245,ชาย,พันคน,2562
 40-49 ปี,4829.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,246,ชาย,พันคน,2562
 50-59 ปี,4367.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,247,ชาย,พันคน,2562
 60 ปีขึ้นไป,2485.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,248,ชาย,พันคน,2562
 15-19 ปี,203.3,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,249,หญิง,พันคน,2562
 20-24 ปี,1306.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,250,หญิง,พันคน,2562
 25-29 ปี,1934.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,251,หญิง,พันคน,2562
 30-34 ปี,1865.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,252,หญิง,พันคน,2562
 35-39 ปี,2005.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,253,หญิง,พันคน,2562
 40-49 ปี,4378.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,254,หญิง,พันคน,2562
 50-59 ปี,3746.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,255,หญิง,พันคน,2562
 60 ปีขึ้นไป,1768.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,256,หญิง,พันคน,2562
 15-19 ปี,503.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,257,ชาย,พันคน,2562
 20-24 ปี,1791.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,258,ชาย,พันคน,2562
 25-29 ปี,2314.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,259,ชาย,พันคน,2562
 30-34 ปี,2197.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,260,ชาย,พันคน,2562
 35-39 ปี,2260.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,261,ชาย,พันคน,2562
 40-49 ปี,4811.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,262,ชาย,พันคน,2562
 50-59 ปี,4361.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,263,ชาย,พันคน,2562
 60 ปีขึ้นไป,2464.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,264,ชาย,พันคน,2562
 15-19 ปี,223.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,265,หญิง,พันคน,2562
 20-24 ปี,1358.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,266,หญิง,พันคน,2562
 25-29 ปี,1926.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,267,หญิง,พันคน,2562
 30-34 ปี,1858.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,268,หญิง,พันคน,2562
 35-39 ปี,1992.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,269,หญิง,พันคน,2562
 40-49 ปี,4374.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,270,หญิง,พันคน,2562
 50-59 ปี,3755.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,271,หญิง,พันคน,2562
 60 ปีขึ้นไป,1773.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,272,หญิง,พันคน,2562
 15-19 ปี,453.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,273,ชาย,พันคน,2563
 20-24 ปี,1745.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,274,ชาย,พันคน,2563
 25-29 ปี,2314.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,275,ชาย,พันคน,2563
 30-34 ปี,2213.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,276,ชาย,พันคน,2563
 35-39 ปี,2243.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,277,ชาย,พันคน,2563
 40-49 ปี,4812.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,278,ชาย,พันคน,2563
 50-59 ปี,4405.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,279,ชาย,พันคน,2563
 60 ปีขึ้นไป,2538.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,280,ชาย,พันคน,2563
 15-19 ปี,200.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,281,หญิง,พันคน,2563
 20-24 ปี,1367.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,282,หญิง,พันคน,2563
 25-29 ปี,1972.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,283,หญิง,พันคน,2563
 30-34 ปี,1869.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,284,หญิง,พันคน,2563
 35-39 ปี,2015.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,285,หญิง,พันคน,2563
 40-49 ปี,4410.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,286,หญิง,พันคน,2563
 50-59 ปี,3773.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,287,หญิง,พันคน,2563
 60 ปีขึ้นไป,1859.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,288,หญิง,พันคน,2563
 15-19 ปี,483.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,289,ชาย,พันคน,2563
 20-24 ปี,1796.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,290,ชาย,พันคน,2563
 25-29 ปี,2316.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,291,ชาย,พันคน,2563
 30-34 ปี,2192.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,292,ชาย,พันคน,2563
 35-39 ปี,2232.5,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,293,ชาย,พันคน,2563
 40-49 ปี,4780.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,294,ชาย,พันคน,2563
 50-59 ปี,4437.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,295,ชาย,พันคน,2563
 60 ปีขึ้นไป,2635.8,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,296,ชาย,พันคน,2563
 15-19 ปี,221.6,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,297,หญิง,พันคน,2563
 20-24 ปี,1277.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,298,หญิง,พันคน,2563
 25-29 ปี,1898.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,299,หญิง,พันคน,2563
 30-34 ปี,1852.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,300,หญิง,พันคน,2563
 35-39 ปี,1970.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,301,หญิง,พันคน,2563
 40-49 ปี,4320.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,302,หญิง,พันคน,2563
 50-59 ปี,3816.5,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,303,หญิง,พันคน,2563
 60 ปีขึ้นไป,1941.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,304,หญิง,พันคน,2563
 15-19 ปี,473.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,305,ชาย,พันคน,2563
 20-24 ปี,1780.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,306,ชาย,พันคน,2563
 25-29 ปี,2348.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,307,ชาย,พันคน,2563
 30-34 ปี,2205.3,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,308,ชาย,พันคน,2563
 35-39 ปี,2229.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,309,ชาย,พันคน,2563
 40-49 ปี,4820.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,310,ชาย,พันคน,2563
 50-59 ปี,4450.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,311,ชาย,พันคน,2563
 60 ปีขึ้นไป,2698.3,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,312,ชาย,พันคน,2563
 15-19 ปี,204.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,313,หญิง,พันคน,2563
 20-24 ปี,1338.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,314,หญิง,พันคน,2563
 25-29 ปี,1923.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,315,หญิง,พันคน,2563
 30-34 ปี,1893.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,316,หญิง,พันคน,2563
 35-39 ปี,1974.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,317,หญิง,พันคน,2563
 40-49 ปี,4394.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,318,หญิง,พันคน,2563
 50-59 ปี,3962.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,319,หญิง,พันคน,2563
 60 ปีขึ้นไป,2027.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,320,หญิง,พันคน,2563
 15-19 ปี,489.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,321,ชาย,พันคน,2563
 20-24 ปี,1871.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,322,ชาย,พันคน,2563
 25-29 ปี,2366.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,323,ชาย,พันคน,2563
 30-34 ปี,2216.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,324,ชาย,พันคน,2563
 35-39 ปี,2219.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,325,ชาย,พันคน,2563
 40-49 ปี,4801.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,326,ชาย,พันคน,2563
 50-59 ปี,4440.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,327,ชาย,พันคน,2563
 60 ปีขึ้นไป,2761.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,328,ชาย,พันคน,2563
 15-19 ปี,207.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,329,หญิง,พันคน,2563
 20-24 ปี,1413.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,330,หญิง,พันคน,2563
 25-29 ปี,1955.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,331,หญิง,พันคน,2563
 30-34 ปี,1915.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,332,หญิง,พันคน,2563
 35-39 ปี,1971.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,333,หญิง,พันคน,2563
 40-49 ปี,4432.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,334,หญิง,พันคน,2563
 50-59 ปี,3975.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,335,หญิง,พันคน,2563
 60 ปีขึ้นไป,2048.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,336,หญิง,พันคน,2563
 15-19 ปี,465.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,337,ชาย,พันคน,2564
 20-24 ปี,1778.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,338,ชาย,พันคน,2564
 25-29 ปี,2343.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,339,ชาย,พันคน,2564
 30-34 ปี,2227.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,340,ชาย,พันคน,2564
 35-39 ปี,2210.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,341,ชาย,พันคน,2564
 40-49 ปี,4765.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,342,ชาย,พันคน,2564
 50-59 ปี,4464.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,343,ชาย,พันคน,2564
 60 ปีขึ้นไป,2738.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,344,ชาย,พันคน,2564
 15-19 ปี,193.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,345,หญิง,พันคน,2564
 20-24 ปี,1335.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,346,หญิง,พันคน,2564
 25-29 ปี,1987.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,347,หญิง,พันคน,2564
 30-34 ปี,1908.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,348,หญิง,พันคน,2564
 35-39 ปี,1984.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,349,หญิง,พันคน,2564
 40-49 ปี,4385.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,350,หญิง,พันคน,2564
 50-59 ปี,3899.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,351,หญิง,พันคน,2564
 60 ปีขึ้นไป,2060.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,352,หญิง,พันคน,2564
 15-19 ปี,448.5,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,353,ชาย,พันคน,2564
 20-24 ปี,1759.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,354,ชาย,พันคน,2564
 25-29 ปี,2349.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,355,ชาย,พันคน,2564
 30-34 ปี,2210.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,356,ชาย,พันคน,2564
 35-39 ปี,2209.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,357,ชาย,พันคน,2564
 40-49 ปี,4751.5,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,358,ชาย,พันคน,2564
 50-59 ปี,4495.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,359,ชาย,พันคน,2564
 60 ปีขึ้นไป,2798.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,360,ชาย,พันคน,2564
 15-19 ปี,215.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,361,หญิง,พันคน,2564
 20-24 ปี,1310.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,362,หญิง,พันคน,2564
 25-29 ปี,1980.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,363,หญิง,พันคน,2564
 30-34 ปี,1923.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,364,หญิง,พันคน,2564
 35-39 ปี,1960.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,365,หญิง,พันคน,2564
 40-49 ปี,4364.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,366,หญิง,พันคน,2564
 50-59 ปี,3924.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,367,หญิง,พันคน,2564
 60 ปีขึ้นไป,2076.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,368,หญิง,พันคน,2564
 15-19 ปี,416.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,369,ชาย,พันคน,2564
 20-24 ปี,1786.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,370,ชาย,พันคน,2564
 25-29 ปี,2348.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,371,ชาย,พันคน,2564
 30-34 ปี,2219.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,372,ชาย,พันคน,2564
 35-39 ปี,2191.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,373,ชาย,พันคน,2564
 40-49 ปี,4733.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,374,ชาย,พันคน,2564
 50-59 ปี,4483.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,375,ชาย,พันคน,2564
 60 ปีขึ้นไป,2804.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,376,ชาย,พันคน,2564
 15-19 ปี,207.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,377,หญิง,พันคน,2564
 20-24 ปี,1265.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,378,หญิง,พันคน,2564
 25-29 ปี,1950.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,379,หญิง,พันคน,2564
 30-34 ปี,1870.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,380,หญิง,พันคน,2564
 35-39 ปี,1907.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,381,หญิง,พันคน,2564
 40-49 ปี,4350.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,382,หญิง,พันคน,2564
 50-59 ปี,3988.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,383,หญิง,พันคน,2564
 60 ปีขึ้นไป,2115.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,384,หญิง,พันคน,2564
 15-19 ปี,414.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,385,ชาย,พันคน,2564
 20-24 ปี,1760.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,386,ชาย,พันคน,2564
 25-29 ปี,2363.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,387,ชาย,พันคน,2564
 30-34 ปี,2222.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,388,ชาย,พันคน,2564
 35-39 ปี,2181.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,389,ชาย,พันคน,2564
 40-49 ปี,4709.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,390,ชาย,พันคน,2564
 50-59 ปี,4459.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,391,ชาย,พันคน,2564
 60 ปีขึ้นไป,2842.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,392,ชาย,พันคน,2564
 15-19 ปี,187.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,393,หญิง,พันคน,2564
 20-24 ปี,1306.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,394,หญิง,พันคน,2564
 25-29 ปี,1975.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,395,หญิง,พันคน,2564
 30-34 ปี,1878.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,396,หญิง,พันคน,2564
 35-39 ปี,1931.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,397,หญิง,พันคน,2564
 40-49 ปี,4313.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,398,หญิง,พันคน,2564
 50-59 ปี,3945.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,399,หญิง,พันคน,2564
 60 ปีขึ้นไป,2138.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,400,หญิง,พันคน,2564
 15-19 ปี,385.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,401,ชาย,พันคน,2565
 20-24 ปี,1756.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,402,ชาย,พันคน,2565
 25-29 ปี,2438.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,403,ชาย,พันคน,2565
 30-34 ปี,2347.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,404,ชาย,พันคน,2565
 35-39 ปี,2268.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,405,ชาย,พันคน,2565
 40-49 ปี,4910.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,406,ชาย,พันคน,2565
 50-59 ปี,4644.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,407,ชาย,พันคน,2565
 60 ปีขึ้นไป,2548.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,408,ชาย,พันคน,2565
 15-19 ปี,173.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,409,หญิง,พันคน,2565
 20-24 ปี,1325.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,410,หญิง,พันคน,2565
 25-29 ปี,2135.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,411,หญิง,พันคน,2565
 30-34 ปี,2041.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,412,หญิง,พันคน,2565
 35-39 ปี,2032.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,413,หญิง,พันคน,2565
 40-49 ปี,4431.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,414,หญิง,พันคน,2565
 50-59 ปี,4017.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,415,หญิง,พันคน,2565
 60 ปีขึ้นไป,2159.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,416,หญิง,พันคน,2565
 15-19 ปี,417.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,417,ชาย,พันคน,2565
 20-24 ปี,1733.6,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,418,ชาย,พันคน,2565
 25-29 ปี,2466.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,419,ชาย,พันคน,2565
 30-34 ปี,2348.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,420,ชาย,พันคน,2565
 35-39 ปี,2278.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,421,ชาย,พันคน,2565
 40-49 ปี,4899.6,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,422,ชาย,พันคน,2565
 50-59 ปี,4643.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,423,ชาย,พันคน,2565
 60 ปีขึ้นไป,2565.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,424,ชาย,พันคน,2565
 15-19 ปี,183.5,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,425,หญิง,พันคน,2565
 20-24 ปี,1363.8,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,426,หญิง,พันคน,2565
 25-29 ปี,2161.8,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,427,หญิง,พันคน,2565
 30-34 ปี,2042.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,428,หญิง,พันคน,2565
 35-39 ปี,2004.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,429,หญิง,พันคน,2565
 40-49 ปี,4431.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,430,หญิง,พันคน,2565
 50-59 ปี,4082.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,431,หญิง,พันคน,2565
 60 ปีขึ้นไป,2141.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,432,หญิง,พันคน,2565
 15-19 ปี,403.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,433,ชาย,พันคน,2565
 20-24 ปี,1810.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,434,ชาย,พันคน,2565
 25-29 ปี,2448.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,435,ชาย,พันคน,2565
 30-34 ปี,2357.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,436,ชาย,พันคน,2565
 35-39 ปี,2272.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,437,ชาย,พันคน,2565
 40-49 ปี,4909.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,438,ชาย,พันคน,2565
 50-59 ปี,4680.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,439,ชาย,พันคน,2565
 60 ปีขึ้นไป,2584.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,440,ชาย,พันคน,2565
 15-19 ปี,186.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,441,หญิง,พันคน,2565
 20-24 ปี,1455.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,442,หญิง,พันคน,2565
 25-29 ปี,2161.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,443,หญิง,พันคน,2565
 30-34 ปี,2051.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,444,หญิง,พันคน,2565
 35-39 ปี,2030.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,445,หญิง,พันคน,2565
 40-49 ปี,4476.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,446,หญิง,พันคน,2565
 50-59 ปี,4085.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,447,หญิง,พันคน,2565
 60 ปีขึ้นไป,2174.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,448,หญิง,พันคน,2565
 15-19 ปี,411.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,449,ชาย,พันคน,2565
 20-24 ปี,1819.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,450,ชาย,พันคน,2565
 25-29 ปี,2480.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,451,ชาย,พันคน,2565
 30-34 ปี,2370.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,452,ชาย,พันคน,2565
 35-39 ปี,2279.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,453,ชาย,พันคน,2565
 40-49 ปี,4878.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,454,ชาย,พันคน,2565
 50-59 ปี,4679.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,455,ชาย,พันคน,2565
 60 ปีขึ้นไป,2633.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,456,ชาย,พันคน,2565
 15-19 ปี,186.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,457,หญิง,พันคน,2565
 20-24 ปี,1429.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,458,หญิง,พันคน,2565
 25-29 ปี,2135.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,459,หญิง,พันคน,2565
 30-34 ปี,2077.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,460,หญิง,พันคน,2565
 35-39 ปี,2010.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,461,หญิง,พันคน,2565
 40-49 ปี,4424.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,462,หญิง,พันคน,2565
 50-59 ปี,4077.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,463,หญิง,พันคน,2565
 60 ปีขึ้นไป,2248.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,464,หญิง,พันคน,2565
 15-19 ปี,394.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,465,ชาย,พันคน,2566
 20-24 ปี,1757.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,466,ชาย,พันคน,2566
 25-29 ปี,2464.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,467,ชาย,พันคน,2566
 30-34 ปี,2384.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,468,ชาย,พันคน,2566
 35-39 ปี,2278.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,469,ชาย,พันคน,2566
 40-49 ปี,4865.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,470,ชาย,พันคน,2566
 50-59 ปี,4707.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,471,ชาย,พันคน,2566
 60 ปีขึ้นไป,2690.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,472,ชาย,พันคน,2566
 15-19 ปี,192.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,473,หญิง,พันคน,2566
 20-24 ปี,1441.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,474,หญิง,พันคน,2566
 25-29 ปี,2126.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,475,หญิง,พันคน,2566
 30-34 ปี,2085.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,476,หญิง,พันคน,2566
 35-39 ปี,1990.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,477,หญิง,พันคน,2566
 40-49 ปี,4418.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,478,หญิง,พันคน,2566
