Data,Unit,_id,Year,Source,List
"5,993",ไร่,1,2561,สำนักงานเกษตรจังหวัดอุบลราชธานี,เนื้อที่เพาะปลูกข้าวเสียหาย
"4,789",ไร่,2,2562,สำนักงานเกษตรจังหวัดอุบลราชธานี,เนื้อที่เพาะปลูกข้าวเสียหาย
"3,286",ไร่,3,2563,สำนักงานเกษตรจังหวัดอุบลราชธานี,เนื้อที่เพาะปลูกข้าวเสียหาย
"57,708",ไร่,4,2564,สำนักงานเกษตรจังหวัดอุบลราชธานี,เนื้อที่เพาะปลูกข้าวเสียหาย
"218,498",ไร่,5,2565,สำนักงานเกษตรจังหวัดอุบลราชธานี,เนื้อที่เพาะปลูกข้าวเสียหาย
"94,074",ไร่,6,2566,สำนักงานเกษตรจังหวัดอุบลราชธานี,เนื้อที่เพาะปลูกข้าวเสียหาย
"9,179",ไร่,7,2567,สำนักงานเกษตรจังหวัดอุบลราชธานี,เนื้อที่เพาะปลูกข้าวเสียหาย
