เดือน,จำนวน,_id,ปี พ.ศ.,ประเภทรถ,ประเภทกฏหมาย
กุมภาพันธ์,43589,1,2569,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
กุมภาพันธ์,1687,2,2569,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กุมภาพันธ์,7670,3,2569,รย. 3 รถยนต์บรรทุกส่วนบุคคล,รถยนต์
กุมภาพันธ์,12,4,2569,รย. 4 รถยนต์สามล้อส่วนบุคคล,รถยนต์
กุมภาพันธ์,118,5,2569,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
กุมภาพันธ์,12,6,2569,รย. 8 รถยนต์รับจ้างสามล้อ,รถยนต์
กุมภาพันธ์,6,7,2569,รย. 9 รถยนต์บริการธุรกิจ,รถยนต์
กุมภาพันธ์,20,8,2569,รย. 10 รถยนต์บริการทัศนาจร,รถยนต์
กุมภาพันธ์,167218,9,2569,รย. 12 รถจักรยานยนต์,รถยนต์
กุมภาพันธ์,3654,10,2569,รย. 13 รถแทร็กเตอร์,รถยนต์
กุมภาพันธ์,94,11,2569,รย. 14 รถบดถนน,รถยนต์
กุมภาพันธ์,14,12,2569,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
กุมภาพันธ์,126,13,2569,รย. 16 รถพ่วง,รถยนต์
กุมภาพันธ์,102,14,2569,รย. 17 รถจักรยานยนต์สาธารณะ,รถยนต์
กุมภาพันธ์,169,15,2569,รถโดยสารประจำทาง,รถขนส่ง
กุมภาพันธ์,329,16,2569,รถโดยสารไม่ประจำทาง,รถขนส่ง
กุมภาพันธ์,69,17,2569,รถโดยสารส่วนบุคคล,รถขนส่ง
กุมภาพันธ์,2367,18,2569,รถบรรทุกไม่ประจำทาง,รถขนส่ง
กุมภาพันธ์,2328,19,2569,รถบรรทุกส่วนบุคคล,รถขนส่ง
