VALUE,SOURCE,_id,UNIT,YEAR
9562.99,สำนักงานสถิติแห่งชาติ,1,พันคน,2563
9598.03,สำนักงานสถิติแห่งชาติ,2,พันคน,2564
10201.05,สำนักงานสถิติแห่งชาติ,3,พันคน,2565
10266.78,สำนักงานสถิติแห่งชาติ,4,พันคน,2566
10319.58,สำนักงานสถิติแห่งชาติ,5,พันคน,2567
10348.01,สำนักงานสถิติแห่งชาติ,6,พันคน,2568
