_id,รายการ,ที่มา,สถานที่ตั้ง,พื้นที่,ประกอบกิจการ,เลขทะเบียน,ชื่อโรงงาน
1,โรงงานคัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วฯ ที่ไม่ใช่ของเสียอันตราย (105),สำนักงานอุตสาหกรรมจังหวัดสตูล,193 ม.4 ต.ควนขัน อ.เมืองสตูล,จังหวัดสตูล,คัดแยกวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย,20910000925525,หาดใหญ่ค้าของเก่า
