จังหวัด,_id,จำนวนรถ,ประเภทเชื้อเพลิง,ประเภทรถ,ประเภทกฎหมาย
นครศรีธรรมราช,2428,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
นครสวรรค์,2429,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
นนทบุรี,2430,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
นราธิวาส,2431,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
น่าน,2432,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
บึงกาฬ,2433,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
บุรีรัมย์,2434,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
ปทุมธานี,2435,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
ประจวบคีรีขันธ์,2436,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
ปราจีนบุรี,2437,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
ปัตตานี,2438,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
พระนครศรีอยุธยา,2439,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
พะเยา,2440,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
พังงา,2441,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
พัทลุง,2442,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
พิจิตร,2443,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
พิษณุโลก,2444,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
เพชรบุรี,2445,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
เพชรบูรณ์,2446,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
แพร่,2447,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
ภูเก็ต,2448,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
มหาสารคาม,2449,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
มุกดาหาร,2450,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
แม่ฮ่องสอน,2451,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
ยโสธร,2452,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
ยะลา,2453,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
ร้อยเอ็ด,2454,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
ระนอง,2455,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
ระยอง,2456,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
ราชบุรี,2457,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
ลพบุรี,2458,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
ลำปาง,2459,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
ลำพูน,2460,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
เลย,2461,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
ศรีสะเกษ,2462,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
สกลนคร,2463,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
สงขลา,2464,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
สตูล,2465,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
สมุทรปราการ,2466,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
สมุทรสงคราม,2467,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
สมุทรสาคร,2468,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
สระแก้ว,2469,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
สระบุรี,2470,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
สิงห์บุรี,2471,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
สุโขทัย,2472,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
สุพรรณบุรี,2473,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
สุราษฎร์ธานี,2474,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
สุรินทร์,2475,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
หนองคาย,2476,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
หนองบัวลำภู,2477,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
อ่างทอง,2478,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
อำนาจเจริญ,2479,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
อุดรธานี,2480,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
อุตรดิตถ์,2481,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
อุทัยธานี,2482,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
อุบลราชธานี,2483,,,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,รถยนต์
กระบี่,2484,9,แก๊ส LPG +เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
กระบี่,2485,18,ดีเซล,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
กระบี่,2486,12,เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
กระบี่,2487,6,ไฟฟ้า,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
กระบี่,2488,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
กรุงเทพมหานคร,2489,4,CNG ร่วมกับดีเซล,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
กรุงเทพมหานคร,2490,29291,CNG สลับเบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
กรุงเทพมหานคร,2491,302,LPG+เบนซินสลับไฟฟ้า,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
กรุงเทพมหานคร,2492,315,แก๊ส LPG,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
กรุงเทพมหานคร,2493,3,แก๊ส LPG +ดีเซล,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
กรุงเทพมหานคร,2494,31735,แก๊ส LPG +เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
กรุงเทพมหานคร,2495,269,ดีเซล,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
กรุงเทพมหานคร,2496,629,เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
กรุงเทพมหานคร,2497,114,เบนซิน-ไฟฟ้า,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
กรุงเทพมหานคร,2498,4,เบนซิน+LPG+CNG,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
กรุงเทพมหานคร,2499,6502,ไฟฟ้า,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
กรุงเทพมหานคร,2500,1,ไม่ใช้เชื้อเพลิง,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
กรุงเทพมหานคร,2501,1,ไม่ระบุ,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
กาญจนบุรี,2502,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
กาฬสินธุ์,2503,3,แก๊ส LPG +เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
กาฬสินธุ์,2504,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
กำแพงเพชร,2505,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ขอนแก่น,2506,11,CNG สลับเบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ขอนแก่น,2507,12,LPG+เบนซินสลับไฟฟ้า,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ขอนแก่น,2508,183,แก๊ส LPG +เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ขอนแก่น,2509,3,เบนซิน-ไฟฟ้า,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ขอนแก่น,2510,29,ไฟฟ้า,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ขอนแก่น,2511,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
จันทบุรี,2512,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ฉะเชิงเทรา,2513,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ชลบุรี,2514,18,CNG สลับเบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ชลบุรี,2515,154,แก๊ส LPG +เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ชลบุรี,2516,176,ดีเซล,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ชลบุรี,2517,2,เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ชลบุรี,2518,4,เบนซิน-ไฟฟ้า,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ชลบุรี,2519,171,ไฟฟ้า,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ชลบุรี,2520,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ชัยนาท,2521,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ชัยภูมิ,2522,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ชุมพร,2523,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
เชียงราย,2524,6,CNG สลับเบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
เชียงราย,2525,1,LPG+เบนซินสลับไฟฟ้า,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
เชียงราย,2526,91,แก๊ส LPG +เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
เชียงราย,2527,4,ดีเซล,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
เชียงราย,2528,2,เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
เชียงราย,2529,9,เบนซิน-ไฟฟ้า,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
เชียงราย,2530,4,ไฟฟ้า,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
เชียงราย,2531,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
เชียงใหม่,2532,31,แก๊ส LPG +เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
เชียงใหม่,2533,31,ดีเซล,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
เชียงใหม่,2534,26,เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
เชียงใหม่,2535,4,เบนซิน-ไฟฟ้า,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
เชียงใหม่,2536,5,ไฟฟ้า,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ตรัง,2537,2,แก๊ส LPG +เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ตรัง,2538,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ตราด,2539,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ตาก,2540,1,CNG สลับเบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ตาก,2541,47,แก๊ส LPG +เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ตาก,2542,15,เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
นครนายก,2543,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
นครปฐม,2544,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
นครพนม,2545,9,แก๊ส LPG +เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
นครพนม,2546,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
นครราชสีมา,2547,48,แก๊ส LPG +เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
นครราชสีมา,2548,4,ดีเซล,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
นครราชสีมา,2549,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
นครศรีธรรมราช,2550,26,แก๊ส LPG +เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
นครศรีธรรมราช,2551,1,เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
นครสวรรค์,2552,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
นนทบุรี,2553,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
นราธิวาส,2554,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
น่าน,2555,1,เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
น่าน,2556,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
บึงกาฬ,2557,4,แก๊ส LPG +เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
บึงกาฬ,2558,1,เบนซิน-ไฟฟ้า,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
บุรีรัมย์,2559,12,แก๊ส LPG +เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
บุรีรัมย์,2560,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ปทุมธานี,2561,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ประจวบคีรีขันธ์,2562,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ปราจีนบุรี,2563,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ปัตตานี,2564,1,ไฟฟ้า,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ปัตตานี,2565,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
พระนครศรีอยุธยา,2566,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
พะเยา,2567,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
พังงา,2568,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
พัทลุง,2569,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
พิจิตร,2570,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
พิษณุโลก,2571,77,แก๊ส LPG +เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
พิษณุโลก,2572,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
เพชรบุรี,2573,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
เพชรบูรณ์,2574,8,แก๊ส LPG +เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
เพชรบูรณ์,2575,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
แพร่,2576,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ภูเก็ต,2577,1,LPG+เบนซินสลับไฟฟ้า,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ภูเก็ต,2578,87,แก๊ส LPG,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ภูเก็ต,2579,897,แก๊ส LPG +เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ภูเก็ต,2580,20,ดีเซล,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ภูเก็ต,2581,33,เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ภูเก็ต,2582,23,เบนซิน-ไฟฟ้า,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ภูเก็ต,2583,726,ไฟฟ้า,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
มหาสารคาม,2584,14,แก๊ส LPG +เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
มหาสารคาม,2585,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
มุกดาหาร,2586,4,แก๊ส LPG +เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
มุกดาหาร,2587,1,เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
มุกดาหาร,2588,1,ไฟฟ้า,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
แม่ฮ่องสอน,2589,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ยโสธร,2590,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ยะลา,2591,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ร้อยเอ็ด,2592,3,แก๊ส LPG +เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ร้อยเอ็ด,2593,1,ไฟฟ้า,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ร้อยเอ็ด,2594,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ระนอง,2595,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ระยอง,2596,2,CNG สลับเบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ระยอง,2597,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ราชบุรี,2598,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ลพบุรี,2599,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ลำปาง,2600,2,CNG สลับเบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ลำปาง,2601,6,แก๊ส LPG +เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ลำปาง,2602,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ลำพูน,2603,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
เลย,2604,8,แก๊ส LPG +เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
เลย,2605,9,เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
เลย,2606,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
ศรีสะเกษ,2607,55,แก๊ส LPG +เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
สกลนคร,2608,18,แก๊ส LPG +เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
สกลนคร,2609,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
สงขลา,2610,6,CNG สลับเบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
สงขลา,2611,48,แก๊ส LPG +เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
สงขลา,2612,16,ไฟฟ้า,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
สงขลา,2613,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
สตูล,2614,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
สมุทรปราการ,2615,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
สมุทรสงคราม,2616,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
สมุทรสาคร,2617,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
สระแก้ว,2618,1,แก๊ส LPG +เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
สระบุรี,2619,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
สิงห์บุรี,2620,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
สุโขทัย,2621,1,เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
สุโขทัย,2622,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
สุพรรณบุรี,2623,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
สุราษฎร์ธานี,2624,4,CNG สลับเบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
สุราษฎร์ธานี,2625,33,แก๊ส LPG +เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
สุราษฎร์ธานี,2626,205,ดีเซล,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
สุราษฎร์ธานี,2627,171,เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
สุราษฎร์ธานี,2628,1,เบนซิน-ไฟฟ้า,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
สุราษฎร์ธานี,2629,11,ไฟฟ้า,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
สุราษฎร์ธานี,2630,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
สุรินทร์,2631,4,แก๊ส LPG +เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
สุรินทร์,2632,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
หนองคาย,2633,2,แก๊ส LPG +เบนซิน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
หนองคาย,2634,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
หนองบัวลำภู,2635,,,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,รถยนต์
