VALUE,SOURCE,_id,INDUSTRY,UNIT,REGION,YEAR
0.0,สำนักงานสถิติแห่งชาติ,373,21) กิจกรรมขององค์การระหว่างประเทศ,พันคน,2) ภาคกลาง,2566
0.0,สำนักงานสถิติแห่งชาติ,374,22) ไม่ทราบ,พันคน,2) ภาคกลาง,2566
1563.35,สำนักงานสถิติแห่งชาติ,375,01) เกษตรกรรม การป่าไม้ และการประมง,พันคน,3) ภาคเหนือ,2566
0.63,สำนักงานสถิติแห่งชาติ,376,02) การทำเหมืองแร่ และเหมืองหิน,พันคน,3) ภาคเหนือ,2566
185.34,สำนักงานสถิติแห่งชาติ,377,03) การผลิต,พันคน,3) ภาคเหนือ,2566
1.26,สำนักงานสถิติแห่งชาติ,378,04) ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,3) ภาคเหนือ,2566
3.16,สำนักงานสถิติแห่งชาติ,379,05) การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,3) ภาคเหนือ,2566
63.45,สำนักงานสถิติแห่งชาติ,380,06) การก่อสร้าง,พันคน,3) ภาคเหนือ,2566
258.54,สำนักงานสถิติแห่งชาติ,381,07) การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,3) ภาคเหนือ,2566
11.15,สำนักงานสถิติแห่งชาติ,382,08) การขนส่ง และสถานที่เก็บสินค้า,พันคน,3) ภาคเหนือ,2566
130.62,สำนักงานสถิติแห่งชาติ,383,09) ที่พักแรมและบริการด้านอาหาร,พันคน,3) ภาคเหนือ,2566
0.88,สำนักงานสถิติแห่งชาติ,384,10) ข้อมูลข่าวสารและการสื่อสาร,พันคน,3) ภาคเหนือ,2566
1.83,สำนักงานสถิติแห่งชาติ,385,11) กิจกรรมทางการเงินและการประกันภัย,พันคน,3) ภาคเหนือ,2566
3.48,สำนักงานสถิติแห่งชาติ,386,12) กิจกรรมอสังหาริมทรัพย์,พันคน,3) ภาคเหนือ,2566
3.76,สำนักงานสถิติแห่งชาติ,387,13) กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,3) ภาคเหนือ,2566
6.77,สำนักงานสถิติแห่งชาติ,388,14) กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,3) ภาคเหนือ,2566
24.1,สำนักงานสถิติแห่งชาติ,389,15) การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,3) ภาคเหนือ,2566
14.43,สำนักงานสถิติแห่งชาติ,390,16) การศึกษา,พันคน,3) ภาคเหนือ,2566
5.34,สำนักงานสถิติแห่งชาติ,391,17) กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,3) ภาคเหนือ,2566
4.46,สำนักงานสถิติแห่งชาติ,392,18) ศิลปะ ความบันเทิง และนันทนาการ,พันคน,3) ภาคเหนือ,2566
60.44,สำนักงานสถิติแห่งชาติ,393,19) กิจกรรมบริการด้านอื่น ๆ,พันคน,3) ภาคเหนือ,2566
6.4,สำนักงานสถิติแห่งชาติ,394,20) กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,พันคน,3) ภาคเหนือ,2566
0.0,สำนักงานสถิติแห่งชาติ,395,21) กิจกรรมขององค์การระหว่างประเทศ,พันคน,3) ภาคเหนือ,2566
0.0,สำนักงานสถิติแห่งชาติ,396,22) ไม่ทราบ,พันคน,3) ภาคเหนือ,2566
2749.46,สำนักงานสถิติแห่งชาติ,397,01) เกษตรกรรม การป่าไม้ และการประมง,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2566
0.53,สำนักงานสถิติแห่งชาติ,398,02) การทำเหมืองแร่ และเหมืองหิน,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2566
141.88,สำนักงานสถิติแห่งชาติ,399,03) การผลิต,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2566
0.42,สำนักงานสถิติแห่งชาติ,400,04) ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2566
3.66,สำนักงานสถิติแห่งชาติ,401,05) การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2566
51.12,สำนักงานสถิติแห่งชาติ,402,06) การก่อสร้าง,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2566
309.54,สำนักงานสถิติแห่งชาติ,403,07) การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2566
15.68,สำนักงานสถิติแห่งชาติ,404,08) การขนส่ง และสถานที่เก็บสินค้า,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2566
107.71,สำนักงานสถิติแห่งชาติ,405,09) ที่พักแรมและบริการด้านอาหาร,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2566
0.0,สำนักงานสถิติแห่งชาติ,406,10) ข้อมูลข่าวสารและการสื่อสาร,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2566
1.19,สำนักงานสถิติแห่งชาติ,407,11) กิจกรรมทางการเงินและการประกันภัย,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2566
4.58,สำนักงานสถิติแห่งชาติ,408,12) กิจกรรมอสังหาริมทรัพย์,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2566
2.56,สำนักงานสถิติแห่งชาติ,409,13) กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2566
5.26,สำนักงานสถิติแห่งชาติ,410,14) กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2566
28.81,สำนักงานสถิติแห่งชาติ,411,15) การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2566
12.38,สำนักงานสถิติแห่งชาติ,412,16) การศึกษา,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2566
8.21,สำนักงานสถิติแห่งชาติ,413,17) กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2566
9.35,สำนักงานสถิติแห่งชาติ,414,18) ศิลปะ ความบันเทิง และนันทนาการ,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2566
33.68,สำนักงานสถิติแห่งชาติ,415,19) กิจกรรมบริการด้านอื่น ๆ,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2566
4.78,สำนักงานสถิติแห่งชาติ,416,20) กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2566
0.0,สำนักงานสถิติแห่งชาติ,417,21) กิจกรรมขององค์การระหว่างประเทศ,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2566
0.0,สำนักงานสถิติแห่งชาติ,418,22) ไม่ทราบ,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2566
803.94,สำนักงานสถิติแห่งชาติ,419,01) เกษตรกรรม การป่าไม้ และการประมง,พันคน,5) ภาคใต้,2566
0.15,สำนักงานสถิติแห่งชาติ,420,02) การทำเหมืองแร่ และเหมืองหิน,พันคน,5) ภาคใต้,2566
81.45,สำนักงานสถิติแห่งชาติ,421,03) การผลิต,พันคน,5) ภาคใต้,2566
0.68,สำนักงานสถิติแห่งชาติ,422,04) ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,5) ภาคใต้,2566
1.48,สำนักงานสถิติแห่งชาติ,423,05) การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,5) ภาคใต้,2566
36.95,สำนักงานสถิติแห่งชาติ,424,06) การก่อสร้าง,พันคน,5) ภาคใต้,2566
160.1,สำนักงานสถิติแห่งชาติ,425,07) การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,5) ภาคใต้,2566
10.03,สำนักงานสถิติแห่งชาติ,426,08) การขนส่ง และสถานที่เก็บสินค้า,พันคน,5) ภาคใต้,2566
95.47,สำนักงานสถิติแห่งชาติ,427,09) ที่พักแรมและบริการด้านอาหาร,พันคน,5) ภาคใต้,2566
0.16,สำนักงานสถิติแห่งชาติ,428,10) ข้อมูลข่าวสารและการสื่อสาร,พันคน,5) ภาคใต้,2566
1.87,สำนักงานสถิติแห่งชาติ,429,11) กิจกรรมทางการเงินและการประกันภัย,พันคน,5) ภาคใต้,2566
6.82,สำนักงานสถิติแห่งชาติ,430,12) กิจกรรมอสังหาริมทรัพย์,พันคน,5) ภาคใต้,2566
0.22,สำนักงานสถิติแห่งชาติ,431,13) กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,5) ภาคใต้,2566
3.82,สำนักงานสถิติแห่งชาติ,432,14) กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,5) ภาคใต้,2566
10.23,สำนักงานสถิติแห่งชาติ,433,15) การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,5) ภาคใต้,2566
10.56,สำนักงานสถิติแห่งชาติ,434,16) การศึกษา,พันคน,5) ภาคใต้,2566
3.92,สำนักงานสถิติแห่งชาติ,435,17) กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,5) ภาคใต้,2566
4.03,สำนักงานสถิติแห่งชาติ,436,18) ศิลปะ ความบันเทิง และนันทนาการ,พันคน,5) ภาคใต้,2566
21.19,สำนักงานสถิติแห่งชาติ,437,19) กิจกรรมบริการด้านอื่น ๆ,พันคน,5) ภาคใต้,2566
7.23,สำนักงานสถิติแห่งชาติ,438,20) กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,พันคน,5) ภาคใต้,2566
0.0,สำนักงานสถิติแห่งชาติ,439,21) กิจกรรมขององค์การระหว่างประเทศ,พันคน,5) ภาคใต้,2566
0.0,สำนักงานสถิติแห่งชาติ,440,22) ไม่ทราบ,พันคน,5) ภาคใต้,2566
4.05,สำนักงานสถิติแห่งชาติ,441,เกษตรกรรม การป่าไม้ และการประมง,พันคน,กรุงเทพมหานคร,2567
0.0,สำนักงานสถิติแห่งชาติ,442,การทำเหมืองแร่ และเหมืองหิน,พันคน,กรุงเทพมหานคร,2567
38.74,สำนักงานสถิติแห่งชาติ,443,การผลิต,พันคน,กรุงเทพมหานคร,2567
2.33,สำนักงานสถิติแห่งชาติ,444,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,กรุงเทพมหานคร,2567
0.49,สำนักงานสถิติแห่งชาติ,445,การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,กรุงเทพมหานคร,2567
16.89,สำนักงานสถิติแห่งชาติ,446,การก่อสร้าง,พันคน,กรุงเทพมหานคร,2567
122.86,สำนักงานสถิติแห่งชาติ,447,การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,กรุงเทพมหานคร,2567
34.6,สำนักงานสถิติแห่งชาติ,448,การขนส่ง และสถานที่เก็บสินค้า,พันคน,กรุงเทพมหานคร,2567
87.59,สำนักงานสถิติแห่งชาติ,449,ที่พักแรมและบริการด้านอาหาร,พันคน,กรุงเทพมหานคร,2567
3.26,สำนักงานสถิติแห่งชาติ,450,ข้อมูลข่าวสารและการสื่อสาร,พันคน,กรุงเทพมหานคร,2567
0.79,สำนักงานสถิติแห่งชาติ,451,กิจกรรมทางการเงินและการประกันภัย,พันคน,กรุงเทพมหานคร,2567
15.61,สำนักงานสถิติแห่งชาติ,452,กิจกรรมอสังหาริมทรัพย์,พันคน,กรุงเทพมหานคร,2567
3.93,สำนักงานสถิติแห่งชาติ,453,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,กรุงเทพมหานคร,2567
31.06,สำนักงานสถิติแห่งชาติ,454,กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,กรุงเทพมหานคร,2567
7.58,สำนักงานสถิติแห่งชาติ,455,การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,กรุงเทพมหานคร,2567
8.44,สำนักงานสถิติแห่งชาติ,456,การศึกษา,พันคน,กรุงเทพมหานคร,2567
4.81,สำนักงานสถิติแห่งชาติ,457,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,กรุงเทพมหานคร,2567
2.82,สำนักงานสถิติแห่งชาติ,458,ศิลปะ ความบันเทิง และนันทนาการ,พันคน,กรุงเทพมหานคร,2567
26.13,สำนักงานสถิติแห่งชาติ,459,กิจกรรมบริการด้านอื่น ๆ,พันคน,กรุงเทพมหานคร,2567
10.54,สำนักงานสถิติแห่งชาติ,460,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,พันคน,กรุงเทพมหานคร,2567
0.0,สำนักงานสถิติแห่งชาติ,461,กิจกรรมขององค์การระหว่างประเทศ,พันคน,กรุงเทพมหานคร,2567
0.0,สำนักงานสถิติแห่งชาติ,462,ไม่ทราบ,พันคน,กรุงเทพมหานคร,2567
466.54,สำนักงานสถิติแห่งชาติ,463,เกษตรกรรม การป่าไม้ และการประมง,พันคน,ภาคกลาง,2567
1.29,สำนักงานสถิติแห่งชาติ,464,การทำเหมืองแร่ และเหมืองหิน,พันคน,ภาคกลาง,2567
129.72,สำนักงานสถิติแห่งชาติ,465,การผลิต,พันคน,ภาคกลาง,2567
0.92,สำนักงานสถิติแห่งชาติ,466,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,ภาคกลาง,2567
1.27,สำนักงานสถิติแห่งชาติ,467,การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,ภาคกลาง,2567
58.31,สำนักงานสถิติแห่งชาติ,468,การก่อสร้าง,พันคน,ภาคกลาง,2567
244.44,สำนักงานสถิติแห่งชาติ,469,การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,ภาคกลาง,2567
61.25,สำนักงานสถิติแห่งชาติ,470,การขนส่ง และสถานที่เก็บสินค้า,พันคน,ภาคกลาง,2567
145.61,สำนักงานสถิติแห่งชาติ,471,ที่พักแรมและบริการด้านอาหาร,พันคน,ภาคกลาง,2567
0.07,สำนักงานสถิติแห่งชาติ,472,ข้อมูลข่าวสารและการสื่อสาร,พันคน,ภาคกลาง,2567
1.09,สำนักงานสถิติแห่งชาติ,473,กิจกรรมทางการเงินและการประกันภัย,พันคน,ภาคกลาง,2567
19.32,สำนักงานสถิติแห่งชาติ,474,กิจกรรมอสังหาริมทรัพย์,พันคน,ภาคกลาง,2567
4.65,สำนักงานสถิติแห่งชาติ,475,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,ภาคกลาง,2567
30.19,สำนักงานสถิติแห่งชาติ,476,กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,ภาคกลาง,2567
17.3,สำนักงานสถิติแห่งชาติ,477,การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,ภาคกลาง,2567
9.55,สำนักงานสถิติแห่งชาติ,478,การศึกษา,พันคน,ภาคกลาง,2567
8.35,สำนักงานสถิติแห่งชาติ,479,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,ภาคกลาง,2567
10.63,สำนักงานสถิติแห่งชาติ,480,ศิลปะ ความบันเทิง และนันทนาการ,พันคน,ภาคกลาง,2567
44.15,สำนักงานสถิติแห่งชาติ,481,กิจกรรมบริการด้านอื่น ๆ,พันคน,ภาคกลาง,2567
10.1,สำนักงานสถิติแห่งชาติ,482,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,พันคน,ภาคกลาง,2567
0.0,สำนักงานสถิติแห่งชาติ,483,กิจกรรมขององค์การระหว่างประเทศ,พันคน,ภาคกลาง,2567
2.17,สำนักงานสถิติแห่งชาติ,484,ไม่ทราบ,พันคน,ภาคกลาง,2567
790.89,สำนักงานสถิติแห่งชาติ,485,เกษตรกรรม การป่าไม้ และการประมง,พันคน,ภาคเหนือ,2567
3.07,สำนักงานสถิติแห่งชาติ,486,การทำเหมืองแร่ และเหมืองหิน,พันคน,ภาคเหนือ,2567
88.07,สำนักงานสถิติแห่งชาติ,487,การผลิต,พันคน,ภาคเหนือ,2567
0.0,สำนักงานสถิติแห่งชาติ,488,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,ภาคเหนือ,2567
0.96,สำนักงานสถิติแห่งชาติ,489,การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,ภาคเหนือ,2567
36.01,สำนักงานสถิติแห่งชาติ,490,การก่อสร้าง,พันคน,ภาคเหนือ,2567
144.43,สำนักงานสถิติแห่งชาติ,491,การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,ภาคเหนือ,2567
6.27,สำนักงานสถิติแห่งชาติ,492,การขนส่ง และสถานที่เก็บสินค้า,พันคน,ภาคเหนือ,2567
56.33,สำนักงานสถิติแห่งชาติ,493,ที่พักแรมและบริการด้านอาหาร,พันคน,ภาคเหนือ,2567
0.09,สำนักงานสถิติแห่งชาติ,494,ข้อมูลข่าวสารและการสื่อสาร,พันคน,ภาคเหนือ,2567
1.41,สำนักงานสถิติแห่งชาติ,495,กิจกรรมทางการเงินและการประกันภัย,พันคน,ภาคเหนือ,2567
2.74,สำนักงานสถิติแห่งชาติ,496,กิจกรรมอสังหาริมทรัพย์,พันคน,ภาคเหนือ,2567
2.68,สำนักงานสถิติแห่งชาติ,497,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,ภาคเหนือ,2567
5.34,สำนักงานสถิติแห่งชาติ,498,กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,ภาคเหนือ,2567
12.58,สำนักงานสถิติแห่งชาติ,499,การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,ภาคเหนือ,2567
4.69,สำนักงานสถิติแห่งชาติ,500,การศึกษา,พันคน,ภาคเหนือ,2567
2.91,สำนักงานสถิติแห่งชาติ,501,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,ภาคเหนือ,2567
6.87,สำนักงานสถิติแห่งชาติ,502,ศิลปะ ความบันเทิง และนันทนาการ,พันคน,ภาคเหนือ,2567
25.64,สำนักงานสถิติแห่งชาติ,503,กิจกรรมบริการด้านอื่น ๆ,พันคน,ภาคเหนือ,2567
6.6,สำนักงานสถิติแห่งชาติ,504,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,พันคน,ภาคเหนือ,2567
0.0,สำนักงานสถิติแห่งชาติ,505,กิจกรรมขององค์การระหว่างประเทศ,พันคน,ภาคเหนือ,2567
0.0,สำนักงานสถิติแห่งชาติ,506,ไม่ทราบ,พันคน,ภาคเหนือ,2567
1339.82,สำนักงานสถิติแห่งชาติ,507,เกษตรกรรม การป่าไม้ และการประมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
0.0,สำนักงานสถิติแห่งชาติ,508,การทำเหมืองแร่ และเหมืองหิน,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
53.83,สำนักงานสถิติแห่งชาติ,509,การผลิต,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
0.89,สำนักงานสถิติแห่งชาติ,510,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
1.62,สำนักงานสถิติแห่งชาติ,511,การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
29.79,สำนักงานสถิติแห่งชาติ,512,การก่อสร้าง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
149.47,สำนักงานสถิติแห่งชาติ,513,การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
10.53,สำนักงานสถิติแห่งชาติ,514,การขนส่ง และสถานที่เก็บสินค้า,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
56.79,สำนักงานสถิติแห่งชาติ,515,ที่พักแรมและบริการด้านอาหาร,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
0.22,สำนักงานสถิติแห่งชาติ,516,ข้อมูลข่าวสารและการสื่อสาร,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
0.72,สำนักงานสถิติแห่งชาติ,517,กิจกรรมทางการเงินและการประกันภัย,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
1.2,สำนักงานสถิติแห่งชาติ,518,กิจกรรมอสังหาริมทรัพย์,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
0.79,สำนักงานสถิติแห่งชาติ,519,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
4.19,สำนักงานสถิติแห่งชาติ,520,กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
18.75,สำนักงานสถิติแห่งชาติ,521,การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
7.21,สำนักงานสถิติแห่งชาติ,522,การศึกษา,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
2.04,สำนักงานสถิติแห่งชาติ,523,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
3.55,สำนักงานสถิติแห่งชาติ,524,ศิลปะ ความบันเทิง และนันทนาการ,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
23.45,สำนักงานสถิติแห่งชาติ,525,กิจกรรมบริการด้านอื่น ๆ,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
2.47,สำนักงานสถิติแห่งชาติ,526,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
0.0,สำนักงานสถิติแห่งชาติ,527,กิจกรรมขององค์การระหว่างประเทศ,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
0.0,สำนักงานสถิติแห่งชาติ,528,ไม่ทราบ,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
432.83,สำนักงานสถิติแห่งชาติ,529,เกษตรกรรม การป่าไม้ และการประมง,พันคน,ภาคใต้,2567
0.56,สำนักงานสถิติแห่งชาติ,530,การทำเหมืองแร่ และเหมืองหิน,พันคน,ภาคใต้,2567
40.36,สำนักงานสถิติแห่งชาติ,531,การผลิต,พันคน,ภาคใต้,2567
0.13,สำนักงานสถิติแห่งชาติ,532,ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,ภาคใต้,2567
0.18,สำนักงานสถิติแห่งชาติ,533,การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,ภาคใต้,2567
17.45,สำนักงานสถิติแห่งชาติ,534,การก่อสร้าง,พันคน,ภาคใต้,2567
79.1,สำนักงานสถิติแห่งชาติ,535,การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,ภาคใต้,2567
12.21,สำนักงานสถิติแห่งชาติ,536,การขนส่ง และสถานที่เก็บสินค้า,พันคน,ภาคใต้,2567
44.07,สำนักงานสถิติแห่งชาติ,537,ที่พักแรมและบริการด้านอาหาร,พันคน,ภาคใต้,2567
0.0,สำนักงานสถิติแห่งชาติ,538,ข้อมูลข่าวสารและการสื่อสาร,พันคน,ภาคใต้,2567
1.45,สำนักงานสถิติแห่งชาติ,539,กิจกรรมทางการเงินและการประกันภัย,พันคน,ภาคใต้,2567
3.84,สำนักงานสถิติแห่งชาติ,540,กิจกรรมอสังหาริมทรัพย์,พันคน,ภาคใต้,2567
0.73,สำนักงานสถิติแห่งชาติ,541,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,ภาคใต้,2567
3.85,สำนักงานสถิติแห่งชาติ,542,กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,ภาคใต้,2567
8.55,สำนักงานสถิติแห่งชาติ,543,การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,ภาคใต้,2567
3.25,สำนักงานสถิติแห่งชาติ,544,การศึกษา,พันคน,ภาคใต้,2567
3.22,สำนักงานสถิติแห่งชาติ,545,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,ภาคใต้,2567
0.97,สำนักงานสถิติแห่งชาติ,546,ศิลปะ ความบันเทิง และนันทนาการ,พันคน,ภาคใต้,2567
13.12,สำนักงานสถิติแห่งชาติ,547,กิจกรรมบริการด้านอื่น ๆ,พันคน,ภาคใต้,2567
4.0,สำนักงานสถิติแห่งชาติ,548,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,พันคน,ภาคใต้,2567
0.0,สำนักงานสถิติแห่งชาติ,549,กิจกรรมขององค์การระหว่างประเทศ,พันคน,ภาคใต้,2567
0.0,สำนักงานสถิติแห่งชาติ,550,ไม่ทราบ,พันคน,ภาคใต้,2567
