ประกอบกิจการ,อำเภอ,รหัสประเภท,ประเภทโรงงาน,ถนน,ซอย,FID,เงินทุนรวม(ล้านบาท),คนงานรวม,จังหวัด,หมู่,เลขที่,แรงม้า,ปีที่อนุญาต,ตำบล,เลขทะเบียนโรงงานเดิม,ผู้ประกอบการ,_id,ชื่อโรงงาน,จำพวก,รหัสไปรษณีย์
ทำลูกยาง ผลิตภัณฑ์ยาง และผลิตชิ้นส่วนลูกยางประกอบในรถยนต์,บางระจัน,5204,การทำผลิตภัณฑ์ยางนอกจากที่ระบุไว้ใน ลำดับที่ 51 จากยางธรรมชาติหรือยางสังเคราะห์,ชลประทาน,,20200000000000,80,113,สิงห์บุรี,5,46212,2348.3,2540,โพชนไก่,จ3-52(4)-1/40สห,บริษัท เอส.ซี.อุตสาหกรรมยาง จำกัด,21842,บริษัท เอส.ซี.อุตสาหกรรมยาง จำกัด,3,16130
"ทำวงกบประตูหน้าต่าง และบานประตู-หน้าต่าง 8,000 ชิ้น/ปี",สรรคบุรี,3402,การทำวงกบ ขอบประตู ขอบหน้าต่าง บานประตู บานหน้าต่าง หรือส่วนประกอบที่ทำด้วยไม้ขอ,,,20200000000000,3.4,9,ชัยนาท,8,225/31,394.5,2538,แพรกศรีราชา,จ3-34(2)-1/38ชน,ห้างหุ้นส่วนจำกัด เมืองไม้งาม,21843,ห้างหุ้นส่วนจำกัด เมืองไม้งาม,3,17140
"ทำน้ำแข็งก้อนเล็กได้ 60 ตัน/วัน และน้ำดื่ม 1,500,000 ลิตร/ปี",สรรคบุรี,1400,โรงงานประกอบกิจการเกี่ยวกับการทำ ตัด ซอย บด หรือย่อยน้ำแข็ง,,,20200000000000,8.67,10,ชัยนาท,9,258,407,2539,ห้วยกรด,จ3-14-1/39ชน,นางบุญช่วย กาละศรี,21844,โรงน้ำแข็งห้วยกรด,3,17140
ต้ม นึ่ง หรืออบพืช หรือเม็ดพืช (กำลังการผลิต 70 ตัน/วัน),สรรคบุรี,201,การต้ม นึ่ง หรืออบพืชหรือเมล็ดพืช,สรรพยา-สรรคบุรี,-,20200000000000,6.75,4,ชัยนาท,5,95,133.41,2543,เที่ยงแท้,จ3-2(1)-3/43ชน,นายสมบูรณ์ ทรัพย์รวงทอง,21845,ตลาดกลางข้าวสรรคบุรี,3,17140
"น้ำดื่มบรรจุขวด,ถัง",โคกสำโรง,2001,การทำน้ำดื่ม,-,-,20200000000000,11.4,0,ลพบุรี,2,888/88,173,2566,สะแกราบ,จ3-20(1)-2/66ลบ,บริษัท น้ำแร่ด่าง ซิลิกา ธรรมชาติ จำกัด ,21846,บริษัท น้ำแร่ด่าง ซิลิกา ธรรมชาติ จำกัด,3,15120
ทำเครื่องเรือน เครื่องใช้จากไม้,ชัยบาดาล,3700,โรงงานทำเครื่องเรือนหรือเครื่องตบแต่งภายในอาคารจากไม้ แก้ว ยาง หรืออโลหะอื่น,,,20200000000000,0.217,50,ลพบุรี,1,444,14.9,2559,บัวชุม,จ3-37-68/59ลบ,กรมราชทัณฑ์โดยผู้บังคับบัญชาเรือนจำกลางอำเภอชัยบาดาล,21847,ฝึกวิชาชีพผู้ต้องขังเรือนจำกลางอำเภอชัยบาดาล,3,15130
ขุดดินเพื่อใช้ในการก่อสร้าง,โคกสำโรง,302,การขุดหรือลอกกรวด ทราย หรือดิน,,,20200000000000,2.9,2,ลพบุรี,4,โฉนดที่ดินเลขที่ 22980,180,2559,โคกสำโรง,จ3-3(2)-70/59ลบ,ห้างหุ้นส่วนจำกัด ฟาร์มอำนวยสุข,21848,,3,15120
ขุดดินเพื่อใช้ในการก่อสร้าง,โคกสำโรง,302,การขุดหรือลอกกรวด ทราย หรือดิน,,,20200000000000,3.15,2,ลพบุรี,1,โฉนดที่ดินเลขที่ 23490,180,2559,คลองเกตุ,จ3-3(2)-71/59ลบ,นายกล้าหาญ คลังผา,21849,,3,15120
โรงงานผลิตคอนกรีตผสมเสร็จเพื่อให้บริการทั่วไป โรงงานผลิตและจำหน่ายผลิตภัณฑ์ที่ได้จากคอนกรีต,ชัยบาดาล,5801,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,,,20200000000000,9.7,6,ลพบุรี,4,6,163.63,2560,นิคมลำนารายณ์,จ3-58(1)-77/60ลบ,บริษัท แชมป์คอนกรีตกรุ๊ป จำกัด,21850,บริษัท แชมป์คอนกรีตกรุ๊ป จำกัด,3,15130
ขุดดินเพื่อการก่อสร้าง,ท่าวุ้ง,302,การขุดหรือลอกกรวด ทราย หรือดิน,-,-,20200000000000,3.2,2,ลพบุรี,9,โฉนดที่ดินเลขที่ 7091,180,2559,เขาสมอคอน,จ3-3(2)-95/59ลบ,นางวันทนีย์ แตงทอง,21851,-,3,15180
ผลิตปุ๋ยอินทรีย์,โคกสำโรง,4301,การทำปุ๋ย หรือสารป้องกันหรือกำจัดศัตรูพืชหรือสัตว์,หนองบัว-สุระนารายณ์,,20200000000000,190,55,ลพบุรี,1,,476,2556,เพนียด,จ3-43(1)-103/56ลบ,บริษัท ธรรมเกษตร จำกัด,21852,บริษัท ธรรมเกษตร จำกัด,3,15120
ผลิตคอนกรีตผสมเสร็จ,เมืองลพบุรี,5801,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,-,-,20200000000000,5.5,2,ลพบุรี,8,46089,111,2560,ทะเลชุบศร,จ3-58(1)-166/60ลบ,ห้างหุ้นส่วนจำกัด บ้านสวนพาณิชย์,21853,-,3,15000
ขุดดินเพื่อใช้ในการก่อสร้าง,โคกสำโรง,302,การขุดหรือลอกกรวด ทราย หรือดิน,,,20200000000000,4,2,ลพบุรี,6,โฉนดที่ดินเลขที่ 33554,240,2561,คลองเกตุ,จ3-3(2)-176/61ลบ,นายปรีชา เครือกาบ,21854,,3,15120
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ได้แก่ การคัดแยกพลาสติกกระดาษ,เมืองลพบุรี,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,,โรงปูน,20200000000000,0.795,53,ลพบุรี,2,284,2,2550,โคกตูม,จ3-105-191/50ลบ,นางทัศนี วังเจริญ,21855,นางทัศนี วังเจริญ,3,15210
ปรับสภาพเมล็ดพันธุ์พืช (ลดความชื้นและคัดคุณภาพผลผลิตการเกษตร) โรงสี กำลังสีสูงสุดของร้านสี 100 ตัน/วัน,หันคา,201,การต้ม นึ่ง หรืออบพืชหรือเมล็ดพืช,-,-,10200000000000,419.5,60,ชัยนาท,8,139,3164.24,2547,วังไก่เถื่อน,3-2(1)-38/47ชน,บริษัท เจริญโภคภัณฑ์โปรดิ๊วส จำกัด,21856,บริษัท เจริญโภคภัณฑ์โปรดิ๊วส จำกัด,3,17130
